subj_idx,condition,rt,response,ams,pams,slps,ams_quantile,pams_quantile,slps_quantile,ams_bin,pam_bin,slp_bin
sub-04,0.0,0.2398024,f,0.8508226388935247,1.6140844764476474,-1.1758079838280024,4th,4th,1st,1.0842878307231887,1.2313996091069779,-1.234351863704512
sub-04,0.0,0.3751526,f,-0.9767608944579097,-0.007258864899565936,-1.2893231826976719,1st,2nd,1st,-1.195873487968614,-0.280765982095129,-1.234351863704512
sub-04,1.0,0.4017986,a,-0.9445247663777638,-1.0413641914075373,-1.1730559640820797,1st,1st,1st,-1.195873487968614,-1.2550316574747953,-1.234351863704512
sub-04,1.0,0.6555263,a,-4.038484333641046,0.6357935668619158,-1.436510891698315,1st,4th,1st,-1.195873487968614,1.2313996091069779,-1.234351863704512
sub-04,1.0,0.3294939,a,-0.056916265670558,-0.22328769797149575,-1.5509805458822887,2nd,2nd,1st,-0.19491998907375852,-0.280765982095129,-1.234351863704512
sub-04,0.0,0.2848555,f,1.508186628860183,0.8953035692846757,-1.4417363311838771,4th,4th,1st,1.0842878307231887,1.2313996091069779,-1.234351863704512
sub-04,1.0,0.2368561,f,1.362247321375705,-0.4663312970573463,-1.4482219701193273,4th,2nd,1st,1.0842878307231887,-0.280765982095129,-1.234351863704512
sub-04,1.0,0.4392563,a,0.5947452819595691,-0.22955815030549423,-1.3450685671917366,4th,2nd,1st,1.0842878307231887,-0.280765982095129,-1.234351863704512
sub-04,0.0,0.4852721,f,-0.5688221255578696,-0.3649396097679859,-1.3436574015176366,1st,2nd,1st,-1.195873487968614,-0.280765982095129,-1.234351863704512
sub-04,1.0,0.372625,a,-0.2052624986928768,-0.532164837169319,-1.3588052314682584,2nd,2nd,1st,-0.19491998907375852,-0.280765982095129,-1.234351863704512
sub-04,0.0,0.5793142,f,-1.6046672585833877,0.08969848505060064,-1.4054837680711758,1st,3rd,1st,-1.195873487968614,0.30439803046294756,-1.234351863704512
sub-04,0.0,0.4592865,f,0.22291337543371234,1.3520941990868953,-1.5609825028728987,3rd,4th,1st,0.30650564631918387,1.2313996091069779,-1.234351863704512
sub-04,0.0,0.3877103,f,-0.47537687232627723,-1.362071259544624,-1.423875142051247,1st,1st,1st,-1.195873487968614,-1.2550316574747953,-1.234351863704512
sub-04,0.0,0.3526522,f,0.7926358274743317,0.05435162316387966,-1.4259901813008244,4th,3rd,1st,1.0842878307231887,0.30439803046294756,-1.234351863704512
sub-04,1.0,0.4109972,a,0.04232980427966405,1.079522117465986,-1.2168047258267074,2nd,4th,1st,-0.19491998907375852,1.2313996091069779,-1.234351863704512
sub-04,0.0,0.4087343,f,-2.00056181779184,-0.5774427296935162,-1.2288508046594,1st,2nd,1st,-1.195873487968614,-0.280765982095129,-1.234351863704512
sub-04,1.0,0.3814608,a,0.7176190677231661,0.13099297292837267,-1.2411907700246283,4th,3rd,1st,1.0842878307231887,0.30439803046294756,-1.234351863704512
sub-04,1.0,0.3668183,a,1.1174678765104873,1.155411663952079,-1.3458244103085086,4th,4th,1st,1.0842878307231887,1.2313996091069779,-1.234351863704512
sub-04,0.0,0.540176,f,-3.0892790544457345,-1.4511914874077532,-1.3683974818074267,1st,1st,1st,-1.195873487968614,-1.2550316574747953,-1.234351863704512
sub-04,0.0,0.4578718,f,0.857732767344556,-0.2983374289655167,-1.2173766259304515,4th,2nd,1st,1.0842878307231887,-0.280765982095129,-1.234351863704512
sub-04,0.0,0.4291903,f,0.5037984253154585,-0.5399484122948734,-1.1390925294725023,3rd,2nd,1st,0.30650564631918387,-0.280765982095129,-1.234351863704512
sub-04,0.0,0.3938744,f,1.6075157982635477,0.8508345981799614,-1.2761164063905959,4th,4th,1st,1.0842878307231887,1.2313996091069779,-1.234351863704512
sub-04,0.0,0.3091851,f,-0.38077165842691496,0.5880022480721064,-1.546703819887538,2nd,3rd,1st,-0.19491998907375852,0.30439803046294756,-1.234351863704512
sub-04,0.0,0.5908854,f,0.4639926267440036,1.3139969172972739,-1.2110494088345523,3rd,4th,1st,0.30650564631918387,1.2313996091069779,-1.234351863704512
sub-04,0.0,0.3802589,f,-0.8136775937359324,0.35770057633880853,-1.4096417066739761,1st,3rd,1st,-1.195873487968614,0.30439803046294756,-1.234351863704512
sub-04,0.0,0.388283,f,0.49749808305047627,-0.3819034696120352,-1.3273655566176596,3rd,2nd,1st,0.30650564631918387,-0.280765982095129,-1.234351863704512
sub-04,0.0,0.3256131,f,-0.6893662188435198,1.9192183352495125,-1.5794137591687794,1st,4th,1st,-1.195873487968614,1.2313996091069779,-1.234351863704512
sub-04,0.0,0.3756291,f,-0.07984657052795911,-0.25572495553163355,-1.551465930986262,2nd,2nd,1st,-0.19491998907375852,-0.280765982095129,-1.234351863704512
sub-04,1.0,0.5684134,a,1.3283524935731752,-1.0138153863238837,-1.5563664356326095,4th,1st,1st,1.0842878307231887,-1.2550316574747953,-1.234351863704512
sub-04,1.0,0.3950464,a,0.2571169388500096,0.15490480370260387,-1.7155930611169188,3rd,3rd,1st,0.30650564631918387,0.30439803046294756,-1.234351863704512
sub-04,1.0,0.3389685,a,1.9997032219010766,1.8615551772170702,-1.6201064160336767,4th,4th,1st,1.0842878307231887,1.2313996091069779,-1.234351863704512
sub-04,1.0,0.2899745,a,0.4648881641287336,1.739395250899398,-1.7599004982903605,3rd,4th,1st,0.30650564631918387,1.2313996091069779,-1.234351863704512
sub-04,0.0,0.4286449,f,-0.013973743941907379,0.0386466430028151,-1.577951169275929,2nd,3rd,1st,-0.19491998907375852,0.30439803046294756,-1.234351863704512
sub-04,1.0,0.4013836,a,1.500425687947459,0.578374803982686,-1.6515545335209856,4th,3rd,1st,1.0842878307231887,0.30439803046294756,-1.234351863704512
sub-04,1.0,0.319103,a,0.4752601717197618,-0.8628713585010921,-1.4739346836440004,3rd,1st,1st,0.30650564631918387,-1.2550316574747953,-1.234351863704512
sub-04,0.0,0.4704101,f,1.4375130551592483,-0.035333975816427554,-1.4749685104381245,4th,2nd,1st,1.0842878307231887,-0.280765982095129,-1.234351863704512
sub-04,0.0,0.4290785,f,0.19816184652230878,-3.663695698864576,-1.5979749608919906,3rd,1st,1st,0.30650564631918387,-1.2550316574747953,-1.234351863704512
sub-04,1.0,0.391286,f,0.01581219514068164,-1.0741394307956071,-1.6835599918554545,2nd,1st,1st,-0.19491998907375852,-1.2550316574747953,-1.234351863704512
sub-04,1.0,0.335965,f,0.07482994507070526,0.0942085998147173,-1.4977256475574972,3rd,3rd,1st,0.30650564631918387,0.30439803046294756,-1.234351863704512
sub-04,0.0,0.480938,a,-0.2474225271413161,0.39772905254066154,-1.2651280140298116,2nd,3rd,1st,-0.19491998907375852,0.30439803046294756,-1.234351863704512
sub-04,1.0,0.5396037,f,-0.1025027015738981,0.45664885114202763,-1.2749890028836042,2nd,3rd,1st,-0.19491998907375852,0.30439803046294756,-1.234351863704512
