mode,type,rt,acc,item_1,item_2,item_cue,subj_idx,item_1_number,item_2_number,item_cue_number,trial_type,similarity,similarity_bin,ams,pams,slps,ams_quantile,pams_quantile,slps_quantile,ams_bin,pam_bin,slp_bin
perc,resp,0,0,1.2.3left.bmp,3.2.3right.bmp,,ACC016,"[-2, 0, 2]","[2, 0, 2]",[],non-match,0.42264973081037416,2,-1.8095394085283418,-3.479172347434495,-2.131140840650077,1st,1st,1st,-1.2387623334680449,-1.1645523291037159,-1.3323477208874048
perc,resp,0,0,2.3.1left.bmp,3.3.2right.bmp,,ACC016,"[0, 2, -2]","[2, 2, 0]",[],non-match,0.5917517095361369,3,-0.5906122420820152,0.0958569151379322,-2.389733788181302,2nd,3rd,1st,-0.290169773804454,0.25983222453343546,-1.3323477208874048
perc,resp,0,0,1.1.1left.bmp,1.3.1right.bmp,,ACC016,"[-2, -2, -2]","[-2, 2, -2]",[],non-match,0.42264973081037416,2,-0.09144756460746223,-0.8216447207319406,-2.302378210483837,2nd,1st,1st,-0.290169773804454,-1.1645523291037159,-1.3323477208874048
perc,resp,0,0,2.3.3left.bmp,2.3.3right.bmp,,ACC016,"[0, 2, 2]","[0, 2, 2]",[],match,1.0,,1.3395110851474505,-0.5008897152140726,-2.290601116702401,4th,2nd,1st,1.239593964840981,-0.358128510056424,-1.3323477208874048
perc,resp,0,0,3.1.2left.bmp,3.1.2right.bmp,,ACC016,"[2, -2, 0]","[2, -2, 0]",[],match,1.0,,-0.3240322563904565,-0.2028287740585038,-2.361389482018272,2nd,2nd,1st,-0.290169773804454,-0.358128510056424,-1.3323477208874048
perc,resp,2832,0,2.2.3left.bmp,1.1.3right.bmp,,ACC016,"[0, 0, 2]","[-2, -2, 2]",[],non-match,0.5917517095361369,3,2.5721353149836106,2.8431590327026828,-2.301323278991982,4th,4th,1st,1.239593964840981,1.2628486146267035,-1.3323477208874048
perc,resp,2403,1,3.1.1left.bmp,3.1.1right.bmp,,ACC016,"[2, -2, -2]","[2, -2, -2]",[],match,1.0,,4.689853455141137,4.333380503064657,-2.077787338030564,4th,4th,1st,1.239593964840981,1.2628486146267035,-1.3323477208874048
perc,resp,1652,1,1.2.1left.bmp,1.2.1right.bmp,,ACC016,"[-2, 0, -2]","[-2, 0, -2]",[],match,1.0,,2.5249601692283288,1.6749186958973488,-2.039475146397222,4th,4th,1st,1.239593964840981,1.2628486146267035,-1.3323477208874048
perc,resp,962,0,1.3.2left.bmp,1.1.1right.bmp,,ACC016,"[-2, 2, 0]","[-2, -2, -2]",[],non-match,0.3545027756320971,2,2.2591715952749225,0.8639971508185738,-1.8442396238713636,4th,4th,1st,1.239593964840981,1.2628486146267035,-1.3323477208874048
perc,resp,1617,1,3.2.1left.bmp,3.2.1right.bmp,,ACC016,"[2, 0, -2]","[2, 0, -2]",[],match,1.0,,1.3314336840512937,0.7731684152869932,-2.043587663582118,4th,4th,1st,1.239593964840981,1.2628486146267035,-1.3323477208874048
perc,resp,1160,0,3.1.3left.bmp,3.1.3right.bmp,,ACC016,"[2, -2, 2]","[2, -2, 2]",[],match,1.0,,0.14703802984994602,-0.5653911851899914,-2.226419684663343,3rd,2nd,1st,0.2893381424315178,-0.358128510056424,-1.3323477208874048
perc,resp,1101,1,2.1.3left.bmp,2.1.3right.bmp,,ACC016,"[0, -2, 2]","[0, -2, 2]",[],match,1.0,,0.00015148919847336964,0.3786314615504614,-1.9813443441340186,2nd,3rd,1st,-0.290169773804454,0.25983222453343546,-1.3323477208874048
perc,resp,808,1,1.1.3left.bmp,1.1.3right.bmp,,ACC016,"[-2, -2, 2]","[-2, -2, 2]",[],match,1.0,,0.9002273795657453,-0.3535500390318816,-1.9817107663686149,4th,2nd,1st,1.239593964840981,-0.358128510056424,-1.3323477208874048
