ams,pams,slps,probe_accuracy,probe_rt,probe_attribute,cue_dimensionality,probe_leftrightwin,cue_color,cue_direction,cue_size,cue_luminance,subj,ams_quantile,pams_quantile,slps_quantile,am_bin,pa_bin,slp_bin
1.130485803804897,-0.1030326781695421,1.7086088763805378,0.0,0.9338,2,4,1,1,1,1,1,sub-STSWD1131,4th,2nd,4th,1.2161096873370765,-0.3462970175426192,1.5753295252312172
-1.1275604311860628,0.1241242865637358,1.5321623926146801,1.0,0.42377,2,4,1,1,1,1,1,sub-STSWD1131,1st,3rd,4th,-1.28361817758433,0.3775335671165584,1.5753295252312172
-0.6411712886466023,-0.7106949649817662,1.620882805156117,1.0,0.5557,2,4,1,1,1,1,1,sub-STSWD1131,1st,1st,4th,-1.28361817758433,-1.279772941474588,1.5753295252312172
0.27974338972004803,0.6243132867933714,1.619079742585795,0.0,0.63167,1,4,1,1,1,1,1,sub-STSWD1131,3rd,3rd,4th,0.35219294525320866,0.3775335671165584,1.5753295252312172
1.50109664379588,-0.9123967122504822,1.5702048294253166,1.0,1.2086,3,4,1,1,1,1,1,sub-STSWD1131,4th,1st,4th,1.2161096873370765,-1.279772941474588,1.5753295252312172
0.5390607056126177,-0.7265275065056908,1.6293572656868476,1.0,0.73152,3,4,2,1,1,1,1,sub-STSWD1131,3rd,1st,4th,0.35219294525320866,-1.279772941474588,1.5753295252312172
0.8456863075542644,-0.7171438367690572,1.7591819963621484,1.0,0.58136,1,2,1,1,1,1,1,sub-STSWD1131,4th,1st,4th,1.2161096873370765,-1.279772941474588,1.5753295252312172
1.7448162005144625,0.6803369681779455,1.6715324458785907,1.0,0.48736,3,2,2,1,1,1,1,sub-STSWD1131,4th,3rd,4th,1.2161096873370765,0.3775335671165584,1.5753295252312172
2.237369963903853,-0.3726578082054625,1.5186747297475456,1.0,1.0596,3,2,2,1,1,1,1,sub-STSWD1131,4th,2nd,4th,1.2161096873370765,-0.3462970175426192,1.5753295252312172
-0.7605080264970614,-0.28789154596654315,1.3750819070416438,1.0,0.94717,1,2,2,1,1,1,1,sub-STSWD1131,1st,2nd,4th,-1.28361817758433,-0.3462970175426192,1.5753295252312172
-0.9280662042186777,-1.5401568887739612,1.2585080373808193,1.0,0.85312,1,2,1,1,1,1,1,sub-STSWD1131,1st,1st,4th,-1.28361817758433,-1.279772941474588,1.5753295252312172
-1.288557662916476,1.365788037969869,1.2925752415441147,1.0,0.4331,3,2,2,1,1,1,1,sub-STSWD1131,1st,4th,4th,-1.28361817758433,1.2544353538868445,1.5753295252312172
1.768835932370075,0.9011584003020994,1.3916704051230468,1.0,0.56907,3,2,2,1,1,1,1,sub-STSWD1131,4th,4th,4th,1.2161096873370765,1.2544353538868445,1.5753295252312172
0.4676851632496528,-1.3894722290503096,1.2775326188602787,1.0,0.97497,1,2,2,1,1,1,1,sub-STSWD1131,3rd,1st,4th,0.35219294525320866,-1.279772941474588,1.5753295252312172
-0.4628896565019871,0.9776786757223219,1.3635958839488158,1.0,0.7498,1,3,2,1,1,1,1,sub-STSWD1131,2nd,4th,4th,-0.2791814402363736,1.2544353538868445,1.5753295252312172
0.8539362769040315,0.46895596248590704,1.4749862393159623,1.0,0.66784,1,3,1,1,1,1,1,sub-STSWD1131,4th,3rd,4th,1.2161096873370765,0.3775335671165584,1.5753295252312172
0.28675732040509244,0.10720081533516444,1.6725598554066496,1.0,0.90476,4,3,2,1,1,1,1,sub-STSWD1131,3rd,3rd,4th,0.35219294525320866,0.3775335671165584,1.5753295252312172
0.4475616359989614,-1.4140165691744566,1.6678749309243819,1.0,1.0656,4,3,2,1,1,1,1,sub-STSWD1131,3rd,1st,4th,0.35219294525320866,-1.279772941474588,1.5753295252312172
0.6087669896994513,-0.2584549563430477,1.7731273065911717,0.0,1.0156,1,3,2,1,1,1,1,sub-STSWD1131,3rd,2nd,4th,0.35219294525320866,-0.3462970175426192,1.5753295252312172
-2.0836766460807037,0.8051123545809046,1.768696876241842,1.0,0.85157,1,3,1,1,1,1,1,sub-STSWD1131,1st,4th,4th,-1.28361817758433,1.2544353538868445,1.5753295252312172
0.3934452572831319,0.2560154405104475,1.5620515366747978,1.0,0.6795,1,3,1,1,1,1,1,sub-STSWD1131,3rd,3rd,4th,0.35219294525320866,0.3775335671165584,1.5753295252312172
-1.7936988395585036,-0.4676285575282782,1.5789251208905193,1.0,0.4724,2,3,1,1,1,1,1,sub-STSWD1131,1st,2nd,4th,-1.28361817758433,-0.3462970175426192,1.5753295252312172
-0.4964177207983019,-0.41548931721923077,1.4686023109272692,1.0,0.54723,1,2,1,1,1,1,1,sub-STSWD1131,2nd,2nd,4th,-0.2791814402363736,-0.3462970175426192,1.5753295252312172
-0.5073186721835518,1.2965913017766995,1.4612937119556733,1.0,0.5262,2,2,2,1,1,1,1,sub-STSWD1131,2nd,4th,4th,-0.2791814402363736,1.2544353538868445,1.5753295252312172
0.8190911338030216,-1.1756615806291824,1.47410840172971,0.0,0.77715,1,2,2,1,1,1,1,sub-STSWD1131,4th,1st,4th,1.2161096873370765,-1.279772941474588,1.5753295252312172
0.7989632710920525,0.558291037851094,1.5737294492201295,1.0,0.52396,2,2,2,1,1,1,1,sub-STSWD1131,4th,3rd,4th,1.2161096873370765,0.3775335671165584,1.5753295252312172
0.507974427567225,-1.3982216702222148,1.4781991258524563,0.0,0.93298,2,2,2,1,1,1,1,sub-STSWD1131,3rd,1st,4th,0.35219294525320866,-1.279772941474588,1.5753295252312172
-0.49244493863463484,1.3470016634562438,1.3915469785681407,1.0,0.48592,2,2,2,1,1,1,1,sub-STSWD1131,2nd,4th,4th,-0.2791814402363736,1.2544353538868445,1.5753295252312172
-0.886877584960861,-0.1748449719458833,1.4220751082542062,1.0,0.44687,2,2,2,1,1,1,1,sub-STSWD1131,1st,2nd,4th,-1.28361817758433,-0.3462970175426192,1.5753295252312172
-0.5482907597059927,1.1722332925592565,1.444407285757644,1.0,0.61776,1,2,2,1,1,1,1,sub-STSWD1131,2nd,4th,4th,-0.2791814402363736,1.2544353538868445,1.5753295252312172
1.4902571836477272,0.022736179631718003,1.3984496757089038,1.0,0.52367,3,3,2,1,1,1,1,sub-STSWD1131,4th,3rd,4th,1.2161096873370765,0.3775335671165584,1.5753295252312172
