probe_accuracy,probe_rt,probe_attribute,cue_dimensionality,probe_leftrightwin,cue_color,cue_direction,cue_size,cue_luminance,subj_idx,ams,pams,slps,ams_quantile,pams_quantile,slps_quantile,ams_bin,pam_bin,slp_bin
1,0.53062,1,2,2,1,1,1,1,sub-STSWD1120,0.05177522398600589,0.9977410390339545,0.03592869363541114,3rd,4th,2nd,0.293954444971205,1.33312220415261,-0.2616438247008915
1,0.57558,1,2,1,1,1,1,1,sub-STSWD1120,-1.4093283082330346,-0.8468215533390802,0.33417953648589016,1st,1st,3rd,-1.2405973065589355,-1.1799978933272504,0.4961278989243709
1,0.72349,1,2,1,1,1,1,1,sub-STSWD1120,-2.169307886358121,-0.6839118390855526,0.4903968420898622,1st,2nd,3rd,-1.2405973065589355,-0.408367271859249,0.4961278989243709
1,0.62737,2,2,1,1,1,1,1,sub-STSWD1120,1.329490856336107,-1.2647340673839107,1.316368220437117,4th,1st,4th,1.2830409699054233,-1.1799978933272504,1.1367245578643006
1,0.57033,2,2,2,1,1,1,1,sub-STSWD1120,0.9138296164920419,0.6770985822355542,1.4406453377694277,4th,3rd,4th,1.2830409699054233,0.2528124164176138,1.1367245578643006
0,0.69829,1,2,1,1,1,1,1,sub-STSWD1120,-2.070754483550404,-1.3673034164515947,1.4690597471899443,1st,1st,4th,-1.2405973065589355,-1.1799978933272504,1.1367245578643006
1,0.51226,2,2,2,1,1,1,1,sub-STSWD1120,-0.9022841277563133,-1.095361012814221,1.3378037757428485,1st,1st,4th,-1.2405973065589355,-1.1799978933272504,1.1367245578643006
1,0.38911,2,2,1,1,1,1,1,sub-STSWD1120,-0.6310153893104613,-0.2746479494550354,1.383873170347322,1st,2nd,4th,-1.2405973065589355,-0.408367271859249,1.1367245578643006
1,0.30609,3,1,1,1,1,1,1,sub-STSWD1120,0.7309975710787915,-0.5923940199648832,1.3515950024484744,4th,2nd,4th,1.2830409699054233,-0.408367271859249,1.1367245578643006
1,0.39293,3,1,1,1,1,1,1,sub-STSWD1120,-1.3890362771974805,-0.8667388654974227,1.1104762621401505,1st,1st,4th,-1.2405973065589355,-1.1799978933272504,1.1367245578643006
1,0.45396,3,1,1,1,1,1,1,sub-STSWD1120,-0.5720866562034542,-1.3718558458446448,1.1068115683983357,2nd,1st,4th,-0.3370718172597006,-1.1799978933272504,1.1367245578643006
1,0.31689,3,1,1,1,1,1,1,sub-STSWD1120,1.1641640125762283,2.145483827865803,0.7111976153239256,4th,4th,3rd,1.2830409699054233,1.33312220415261,0.4961278989243709
1,0.80874,3,1,2,1,1,1,1,sub-STSWD1120,-0.21264401718279394,-0.7858793340030833,0.5541906734634787,2nd,1st,3rd,-0.3370718172597006,-1.1799978933272504,0.4961278989243709
1,0.27275,3,1,1,1,1,1,1,sub-STSWD1120,-0.7396200809099548,0.7502084774845402,0.6780052976814669,1st,4th,3rd,-1.2405973065589355,1.33312220415261,0.4961278989243709
1,0.36063,3,1,2,1,1,1,1,sub-STSWD1120,0.9946546983076298,0.08773176978584009,0.6593966387728253,4th,3rd,3rd,1.2830409699054233,0.2528124164176138,0.4961278989243709
1,0.28045,3,1,2,1,1,1,1,sub-STSWD1120,0.8690159666524343,0.8937474906909917,0.5590065526786163,4th,4th,3rd,1.2830409699054233,1.33312220415261,0.4961278989243709
1,0.7835,1,4,2,1,1,1,1,sub-STSWD1120,0.5323782749250165,-0.2337386584418321,0.7561083676595326,3rd,2nd,4th,0.293954444971205,-0.408367271859249,1.1367245578643006
1,0.72336,3,4,2,1,1,1,1,sub-STSWD1120,0.015940117437102344,-2.2561487298991274,0.8497423289807914,3rd,1st,4th,0.293954444971205,-1.1799978933272504,1.1367245578643006
1,0.82637,3,4,2,1,1,1,1,sub-STSWD1120,-0.14504433114520007,0.12339290443872808,0.6231629584830317,2nd,3rd,3rd,-0.3370718172597006,0.2528124164176138,0.4961278989243709
1,0.8793,4,4,1,1,1,1,1,sub-STSWD1120,-0.09488299295342696,1.3532556146335446,0.6347033694503367,2nd,4th,3rd,-0.3370718172597006,1.33312220415261,0.4961278989243709
1,0.73725,1,4,1,1,1,1,1,sub-STSWD1120,-0.7272297012043645,1.1741344605856525,0.29051948318690984,1st,4th,3rd,-1.2405973065589355,1.33312220415261,0.4961278989243709
1,0.64517,1,4,1,1,1,1,1,sub-STSWD1120,-0.7380294167777506,-0.39874598418862955,-0.004568784553093947,1st,2nd,2nd,-1.2405973065589355,-0.408367271859249,-0.2616438247008915
1,0.81912,4,4,2,1,1,1,1,sub-STSWD1120,-0.5477649796764924,-0.8986702692493727,0.04081759875587554,2nd,1st,2nd,-0.3370718172597006,-1.1799978933272504,-0.2616438247008915
1,0.81704,2,4,2,1,1,1,1,sub-STSWD1120,0.3853474857695967,-0.678739669158076,-0.03475848862202316,3rd,2nd,2nd,0.293954444971205,-0.408367271859249,-0.2616438247008915
1,0.64861,2,3,1,1,1,1,1,sub-STSWD1120,0.45268738006985715,-0.9765579630850985,-0.07142697906241233,3rd,1st,2nd,0.293954444971205,-1.1799978933272504,-0.2616438247008915
1,0.75255,2,3,2,1,1,1,1,sub-STSWD1120,-0.25631084048154895,-0.9725021458808755,-0.22954288419445723,2nd,1st,2nd,-0.3370718172597006,-1.1799978933272504,-0.2616438247008915
1,1.2255,3,3,1,1,1,1,1,sub-STSWD1120,1.02162971924359,-0.9967791395249584,-0.21752576892017395,4th,1st,2nd,1.2830409699054233,-1.1799978933272504,-0.2616438247008915
1,0.76645,4,3,2,1,1,1,1,sub-STSWD1120,0.5171683732320855,0.49999329411805876,-0.3204162457474174,3rd,3rd,2nd,0.293954444971205,0.2528124164176138,-0.2616438247008915
1,1.2182,3,3,1,1,1,1,1,sub-STSWD1120,-0.49185365726785846,0.8169635812420857,0.08174379920121518,2nd,4th,2nd,-0.3370718172597006,1.33312220415261,-0.2616438247008915
0,0.79728,3,3,1,1,1,1,1,sub-STSWD1120,-0.805979521501665,-0.03454920679256295,0.20806100667938088,1st,3rd,2nd,-1.2405973065589355,0.2528124164176138,-0.2616438247008915
1,0.84417,3,3,1,1,1,1,1,sub-STSWD1120,-0.6774952279064379,-0.36542719648786515,0.19423471471145295,1st,2nd,2nd,-1.2405973065589355,-0.408367271859249,-0.2616438247008915
1,0.63115,4,3,1,1,1,1,1,sub-STSWD1120,-0.5598037072585617,0.13435289479320103,0.1073427552554673,2nd,3rd,2nd,-0.3370718172597006,0.2528124164176138,-0.2616438247008915
1,0.264,2,1,1,1,1,1,1,sub-STSWD1120,0.22518993057130693,-1.2083823709033368,0.20036937472938754,3rd,1st,2nd,0.293954444971205,-1.1799978933272504,-0.2616438247008915
1,0.27293,2,1,2,1,1,1,1,sub-STSWD1120,0.4325517017042954,-0.9496366340597816,0.3273008355372632,3rd,1st,3rd,0.293954444971205,-1.1799978933272504,0.4961278989243709
1,0.5009,2,1,2,1,1,1,1,sub-STSWD1120,0.3838863198870504,-0.5810251063164319,0.664970313616839,3rd,2nd,3rd,0.293954444971205,-0.408367271859249,0.4961278989243709
1,0.35384,2,1,1,1,1,1,1,sub-STSWD1120,0.15301608300776048,0.1192753620416425,1.0481368138538365,3rd,3rd,4th,0.293954444971205,0.2528124164176138,1.1367245578643006
1,0.29378,2,1,1,1,1,1,1,sub-STSWD1120,-1.3628016688776252,0.9349787316088184,1.1050017594546306,1st,4th,4th,-1.2405973065589355,1.33312220415261,1.1367245578643006
1,0.27466,2,1,2,1,1,1,1,sub-STSWD1120,-0.9403619768803132,-1.8922785638445276,0.8308692888954311,1st,1st,4th,-1.2405973065589355,-1.1799978933272504,1.1367245578643006
1,0.24865,2,1,2,1,1,1,1,sub-STSWD1120,1.0465618780545307,2.9635499945596395,1.0132064408950279,4th,4th,4th,1.2830409699054233,1.33312220415261,1.1367245578643006
1,0.41854,2,1,2,1,1,1,1,sub-STSWD1120,1.0631636153917057,-1.0299178854930338,1.0435268138939289,4th,1st,4th,1.2830409699054233,-1.1799978933272504,1.1367245578643006
1,0.76037,4,4,1,1,1,1,1,sub-STSWD1120,-0.7888179437183453,-0.3417057558941106,0.5906088547751842,1st,2nd,3rd,-1.2405973065589355,-0.408367271859249,0.4961278989243709
0,0.70032,4,4,1,1,1,1,1,sub-STSWD1120,-2.0146070375978486,-0.16375344961615665,0.9973590986339956,1st,2nd,4th,-1.2405973065589355,-0.408367271859249,1.1367245578643006
1,0.79225,1,4,1,1,1,1,1,sub-STSWD1120,0.8461015766446014,0.9217931808381818,1.127427124862691,4th,4th,4th,1.2830409699054233,1.33312220415261,1.1367245578643006
1,0.60726,1,4,1,1,1,1,1,sub-STSWD1120,-1.2608571136266322,0.32594081607513337,1.297628482889806,1st,3rd,4th,-1.2405973065589355,0.2528124164176138,1.1367245578643006
1,0.72712,2,4,2,1,1,1,1,sub-STSWD1120,0.20515057284639882,-0.9120975029895757,1.0427532262715686,3rd,1st,4th,0.293954444971205,-1.1799978933272504,1.1367245578643006
1,0.57413,2,4,1,1,1,1,1,sub-STSWD1120,0.762045442015417,-0.12959083157625845,0.6968304639782965,4th,2nd,3rd,1.2830409699054233,-0.408367271859249,0.4961278989243709
1,0.49607,2,4,1,1,1,1,1,sub-STSWD1120,1.163657813791613,1.5222431057225965,0.650797762057129,4th,4th,3rd,1.2830409699054233,1.33312220415261,0.4961278989243709
0,0.53801,3,4,1,1,1,1,1,sub-STSWD1120,0.4768064580396611,-1.0721989120616928,0.6060317068228336,3rd,1st,3rd,0.293954444971205,-1.1799978933272504,0.4961278989243709
1,0.59688,1,2,2,1,1,1,1,sub-STSWD1120,-0.5731637567415313,-0.8395081950022977,0.5560475633319385,2nd,1st,3rd,-0.3370718172597006,-1.1799978933272504,0.4961278989243709
1,0.69374,3,2,1,1,1,1,1,sub-STSWD1120,0.8558972947407455,0.08830794342882672,1.0636910980542011,4th,3rd,4th,1.2830409699054233,0.2528124164176138,1.1367245578643006
1,0.70971,3,2,1,1,1,1,1,sub-STSWD1120,-0.23464881619132943,-1.0765127711220366,1.0613411276553362,2nd,1st,4th,-0.3370718172597006,-1.1799978933272504,1.1367245578643006
1,0.6337,3,2,2,1,1,1,1,sub-STSWD1120,-0.9668046770960745,-0.6167292665326106,1.2146286765706515,1st,2nd,4th,-1.2405973065589355,-0.408367271859249,1.1367245578643006
1,0.56463,1,2,1,1,1,1,1,sub-STSWD1120,-0.38907298834388393,-1.112136618665941,1.2060310674482186,2nd,1st,4th,-0.3370718172597006,-1.1799978933272504,1.1367245578643006
0,0.75055,1,2,2,1,1,1,1,sub-STSWD1120,-0.06139161542320371,-0.2472353125049121,1.1644295350041927,2nd,2nd,4th,-0.3370718172597006,-0.408367271859249,1.1367245578643006
1,0.54749,3,2,2,1,1,1,1,sub-STSWD1120,-1.2576557244973992,-0.41745099696844074,0.5355894734365342,1st,2nd,3rd,-1.2405973065589355,-0.408367271859249,0.4961278989243709
1,0.41732,1,2,1,1,1,1,1,sub-STSWD1120,0.19743951973970333,-1.046834109476573,0.4015683818595862,3rd,1st,3rd,0.293954444971205,-1.1799978933272504,0.4961278989243709
0,0.58031,1,3,2,1,1,1,1,sub-STSWD1120,-0.14608725543311454,-0.8348621258639778,0.3096442431205385,2nd,1st,3rd,-0.3370718172597006,-1.1799978933272504,0.4961278989243709
1,0.66923,4,3,1,1,1,1,1,sub-STSWD1120,0.5254064432021522,0.5773093892855057,-0.07170187125972523,3rd,3rd,2nd,0.293954444971205,0.2528124164176138,-0.2616438247008915
1,0.86016,3,3,2,1,1,1,1,sub-STSWD1120,1.6639897352767516,0.38239965793707786,-0.02787626070697085,4th,3rd,2nd,1.2830409699054233,0.2528124164176138,-0.2616438247008915
1,0.76211,3,3,2,1,1,1,1,sub-STSWD1120,-1.1430370208745768,1.39493571683327,-0.11668309158503673,1st,4th,2nd,-1.2405973065589355,1.33312220415261,-0.2616438247008915
1,0.562,1,3,1,1,1,1,1,sub-STSWD1120,0.5341621409574167,0.6991457951088258,0.5890613360306161,3rd,4th,3rd,0.293954444971205,1.33312220415261,0.4961278989243709
1,0.69389,4,3,1,1,1,1,1,sub-STSWD1120,-0.7676540544485692,-0.7803876025308276,0.7241309501561204,1st,1st,4th,-1.2405973065589355,-1.1799978933272504,1.1367245578643006
1,1.0859,4,3,1,1,1,1,1,sub-STSWD1120,1.3157837528074163,0.8188860179437144,0.5233872768356984,4th,4th,3rd,1.2830409699054233,1.33312220415261,0.4961278989243709
1,0.65485,3,3,1,1,1,1,1,sub-STSWD1120,0.8370990509884765,-0.24688901285815548,0.7679946792010464,4th,2nd,4th,1.2830409699054233,-0.408367271859249,1.1367245578643006
1,0.28274,1,1,2,1,1,1,1,sub-STSWD1120,-1.3874111586916626,-1.7339064463421388,0.7905059532444164,1st,1st,4th,-1.2405973065589355,-1.1799978933272504,1.1367245578643006
1,0.25774,1,1,1,1,1,1,1,sub-STSWD1120,-0.9473269839963916,0.29808398930455043,0.48484107243321106,1st,3rd,3rd,-1.2405973065589355,0.2528124164176138,0.4961278989243709
1,0.30965,1,1,2,1,1,1,1,sub-STSWD1120,-0.10305231176301602,0.4196791231667143,0.5245796668132814,2nd,3rd,3rd,-0.3370718172597006,0.2528124164176138,0.4961278989243709
1,0.33745,1,1,1,1,1,1,1,sub-STSWD1120,2.340622743713351,1.7068002369494932,0.3754169811882757,4th,4th,3rd,1.2830409699054233,1.33312220415261,0.4961278989243709
1,0.35149,1,1,1,1,1,1,1,sub-STSWD1120,0.2224503284755508,-0.017724086331667787,0.6644813460229375,3rd,3rd,3rd,0.293954444971205,0.2528124164176138,0.4961278989243709
1,0.32841,1,1,2,1,1,1,1,sub-STSWD1120,0.7467164650893469,0.9278844457667648,0.622559565033969,4th,4th,3rd,1.2830409699054233,1.33312220415261,0.4961278989243709
1,0.57528,1,1,1,1,1,1,1,sub-STSWD1120,-0.5516032723010225,-2.420215543096829,0.7314987270114397,2nd,1st,4th,-0.3370718172597006,-1.1799978933272504,1.1367245578643006
1,0.39428,1,1,2,1,1,1,1,sub-STSWD1120,-0.5817209823227336,-0.168446283491837,0.6851259204091787,2nd,2nd,3rd,-0.3370718172597006,-0.408367271859249,0.4961278989243709
1,0.57213,1,2,2,1,1,1,1,sub-STSWD1120,0.22305172903204962,0.2783828525328767,0.8142608945497928,3rd,3rd,4th,0.293954444971205,0.2528124164176138,1.1367245578643006
1,0.789,2,2,2,1,1,1,1,sub-STSWD1120,-0.6213359082673082,0.44255224240261315,1.1480147131335123,2nd,3rd,4th,-0.3370718172597006,0.2528124164176138,1.1367245578643006
1,0.27404,2,2,1,1,1,1,1,sub-STSWD1120,0.7915721793083673,1.8042717033536255,1.2952523572305672,4th,4th,4th,1.2830409699054233,1.33312220415261,1.1367245578643006
1,0.23097,1,2,1,1,1,1,1,sub-STSWD1120,1.2248068591382952,0.13913825568406613,1.1473324379206056,4th,3rd,4th,1.2830409699054233,0.2528124164176138,1.1367245578643006
1,0.2349,1,2,2,1,1,1,1,sub-STSWD1120,-1.6370685521672936,0.9336456208192906,1.3243357373003684,1st,4th,4th,-1.2405973065589355,1.33312220415261,1.1367245578643006
1,0.24479,2,2,2,1,1,1,1,sub-STSWD1120,1.2917568909286705,-0.5264280623787758,1.4735792603917086,4th,2nd,4th,1.2830409699054233,-0.408367271859249,1.1367245578643006
1,0.31377,1,2,2,1,1,1,1,sub-STSWD1120,-0.8219920800065402,-0.879623447841527,1.6257672009035353,1st,1st,4th,-1.2405973065589355,-1.1799978933272504,1.1367245578643006
1,0.39166,2,2,1,1,1,1,1,sub-STSWD1120,0.168379525861691,-0.6650457110090947,1.3370322589878527,3rd,2nd,4th,0.293954444971205,-0.408367271859249,1.1367245578643006
1,0.52558,1,4,2,1,1,1,1,sub-STSWD1120,0.4445227065636629,0.0518301651394251,1.4423534790020678,3rd,3rd,4th,0.293954444971205,0.2528124164176138,1.1367245578643006
1,0.63749,4,4,2,1,1,1,1,sub-STSWD1120,-0.070229447158193,-0.3389790459066438,1.562295299230416,2nd,2nd,4th,-0.3370718172597006,-0.408367271859249,1.1367245578643006
1,0.71646,2,4,1,1,1,1,1,sub-STSWD1120,0.27712412352098026,1.7621753799544984,1.7249674297139665,3rd,4th,4th,0.293954444971205,1.33312220415261,1.1367245578643006
1,0.75139,1,4,2,1,1,1,1,sub-STSWD1120,-0.606864485820516,-1.0949924710965069,1.822062285079108,2nd,1st,4th,-0.3370718172597006,-1.1799978933272504,1.1367245578643006
1,0.78123,3,4,1,1,1,1,1,sub-STSWD1120,0.3685297107702416,-0.3060032597607619,1.8352043101811548,3rd,2nd,4th,0.293954444971205,-0.408367271859249,1.1367245578643006
1,0.77026,3,4,2,1,1,1,1,sub-STSWD1120,-0.5426653560410187,1.5798950348260625,1.657775821011774,2nd,4th,4th,-0.3370718172597006,1.33312220415261,1.1367245578643006
1,0.54611,3,4,1,1,1,1,1,sub-STSWD1120,-1.3818997747555144,-1.359177089745573,1.4483872289333126,1st,1st,4th,-1.2405973065589355,-1.1799978933272504,1.1367245578643006
1,0.60708,4,4,2,1,1,1,1,sub-STSWD1120,-0.9567121983863586,1.2316716682198041,1.2556944816232314,1st,4th,4th,-1.2405973065589355,1.33312220415261,1.1367245578643006
1,0.56263,3,2,2,1,1,1,1,sub-STSWD1120,0.7266976515737887,1.6164742219221393,1.1979604448699648,4th,4th,4th,1.2830409699054233,1.33312220415261,1.1367245578643006
1,0.23462,4,2,1,1,1,1,1,sub-STSWD1120,-0.36650255044574326,0.4924487034523746,0.9796333216361096,2nd,3rd,4th,-0.3370718172597006,0.2528124164176138,1.1367245578643006
1,0.71638,3,2,1,1,1,1,1,sub-STSWD1120,-0.6263461010399906,-0.3659618282076743,1.025916273402481,2nd,2nd,4th,-0.3370718172597006,-0.408367271859249,1.1367245578643006
1,0.25144,4,2,2,1,1,1,1,sub-STSWD1120,1.1170144587624666,-0.09443890626934354,1.3373715894400726,4th,3rd,4th,1.2830409699054233,0.2528124164176138,1.1367245578643006
1,0.26035,4,2,1,1,1,1,1,sub-STSWD1120,0.8095448564994685,1.9187027801900205,0.694550420290419,4th,4th,3rd,1.2830409699054233,1.33312220415261,0.4961278989243709
1,0.27231,3,2,2,1,1,1,1,sub-STSWD1120,0.03867994654778367,0.2838125743643763,0.6632481087622747,3rd,3rd,3rd,0.293954444971205,0.2528124164176138,0.4961278989243709
0,0.28626,4,2,1,1,1,1,1,sub-STSWD1120,-2.020002754840274,-0.3617716074942195,0.794162218433451,1st,2nd,4th,-1.2405973065589355,-0.408367271859249,1.1367245578643006
1,0.24517,4,2,2,1,1,1,1,sub-STSWD1120,1.5851326300275728,-0.8281604132008679,0.9494069927084873,4th,1st,4th,1.2830409699054233,-1.1799978933272504,1.1367245578643006
1,0.90305,3,4,2,1,1,1,1,sub-STSWD1120,2.4904735652113827,1.5089124790078903,0.648401409931689,4th,4th,3rd,1.2830409699054233,1.33312220415261,0.4961278989243709
1,0.67095,3,4,1,1,1,1,1,sub-STSWD1120,-0.5784820518960412,0.05847370507565332,0.5482531714116277,2nd,3rd,3rd,-0.3370718172597006,0.2528124164176138,0.4961278989243709
1,0.68685,3,4,2,1,1,1,1,sub-STSWD1120,0.6175126736996941,0.11273050422215103,0.4288947937682294,3rd,3rd,3rd,0.293954444971205,0.2528124164176138,0.4961278989243709
1,0.58087,4,4,2,1,1,1,1,sub-STSWD1120,-0.7507788473023242,-0.40957849176389266,0.4583484466916328,1st,2nd,3rd,-1.2405973065589355,-0.408367271859249,0.4961278989243709
1,0.72778,4,4,1,1,1,1,1,sub-STSWD1120,1.396809894525391,0.44858227710272924,0.32893775150833676,4th,3rd,3rd,1.2830409699054233,0.2528124164176138,0.4961278989243709
1,0.73573,1,4,1,1,1,1,1,sub-STSWD1120,0.46006459159509316,1.1476826009041476,0.21965647460059157,3rd,4th,3rd,0.293954444971205,1.33312220415261,0.4961278989243709
1,0.59667,1,4,2,1,1,1,1,sub-STSWD1120,2.036920869597172,0.2623768618081445,-0.083874338189825,4th,3rd,2nd,1.2830409699054233,0.2528124164176138,-0.2616438247008915
1,0.56857,2,4,1,1,1,1,1,sub-STSWD1120,-0.8814933534796383,-1.8097670366760679,-0.1736991235254711,1st,1st,2nd,-1.2405973065589355,-1.1799978933272504,-0.2616438247008915
1,0.48239,1,1,2,1,1,1,1,sub-STSWD1120,1.656980656769747,0.12155627827339183,0.03276726727862252,4th,3rd,2nd,1.2830409699054233,0.2528124164176138,-0.2616438247008915
1,0.30742,1,1,1,1,1,1,1,sub-STSWD1120,-0.2984107477533014,-0.3731127730627106,0.04691966620258482,2nd,2nd,2nd,-0.3370718172597006,-0.408367271859249,-0.2616438247008915
1,0.23237,1,1,1,1,1,1,1,sub-STSWD1120,-0.7620852382353882,-0.15880432693546886,0.11287652578339327,1st,2nd,2nd,-1.2405973065589355,-0.408367271859249,-0.2616438247008915
1,0.38924,1,1,1,1,1,1,1,sub-STSWD1120,0.6937132606317871,-0.4402457639669957,0.214458011940674,4th,2nd,2nd,1.2830409699054233,-0.408367271859249,-0.2616438247008915
1,0.25823,1,1,2,1,1,1,1,sub-STSWD1120,2.213138577426983,0.18269780912051117,0.7878063208346955,4th,3rd,4th,1.2830409699054233,0.2528124164176138,1.1367245578643006
1,0.24917,1,1,2,1,1,1,1,sub-STSWD1120,0.22633383992003728,0.8861496493747483,0.8047878313599963,3rd,4th,4th,0.293954444971205,1.33312220415261,1.1367245578643006
1,0.2671,1,1,2,1,1,1,1,sub-STSWD1120,0.3330637517764596,-1.2021488080966745,0.7491100373721904,3rd,1st,4th,0.293954444971205,-1.1799978933272504,1.1367245578643006
1,0.27603,1,1,1,1,1,1,1,sub-STSWD1120,1.3636501306791082,-0.31270267679153396,0.1748935387667593,4th,2nd,2nd,1.2830409699054233,-0.408367271859249,-0.2616438247008915
1,0.67924,4,3,2,1,1,1,1,sub-STSWD1120,1.3914555051564148,-0.7657301203740987,-0.07627066705125225,4th,1st,2nd,1.2830409699054233,-1.1799978933272504,-0.2616438247008915
1,0.86114,4,3,2,1,1,1,1,sub-STSWD1120,-1.0948148979511196,-0.36249985424883685,0.2507295826925943,1st,2nd,3rd,-1.2405973065589355,-0.408367271859249,0.4961278989243709
1,0.60712,2,3,2,1,1,1,1,sub-STSWD1120,-0.7723150854141158,-0.8605773431922498,0.2261264873314289,1st,1st,3rd,-1.2405973065589355,-1.1799978933272504,0.4961278989243709
1,0.54904,1,3,1,1,1,1,1,sub-STSWD1120,0.07967264645044994,-0.07544394209330212,0.2466835221105604,3rd,3rd,3rd,0.293954444971205,0.2528124164176138,0.4961278989243709
1,0.63903,1,3,2,1,1,1,1,sub-STSWD1120,1.1824837200619767,0.7459446160935612,0.28711828481560986,4th,4th,3rd,1.2830409699054233,1.33312220415261,0.4961278989243709
1,1.0969,1,3,2,1,1,1,1,sub-STSWD1120,0.859555261349373,-0.637991894425334,0.26871201443350906,4th,2nd,3rd,1.2830409699054233,-0.408367271859249,0.4961278989243709
1,0.65182,4,3,1,1,1,1,1,sub-STSWD1120,-0.18213062121318854,-1.0476671696410653,0.37296424610726425,2nd,1st,3rd,-0.3370718172597006,-1.1799978933272504,0.4961278989243709
1,0.69767,2,3,1,1,1,1,1,sub-STSWD1120,-0.371017347707465,1.3311818566317561,0.0672459858483618,2nd,4th,2nd,-0.3370718172597006,1.33312220415261,-0.2616438247008915
1,0.18857,4,1,2,1,1,1,1,sub-STSWD1120,-0.5920874966305372,-0.698027236235821,0.33195051341057796,2nd,2nd,3rd,-0.3370718172597006,-0.408367271859249,0.4961278989243709
1,0.24557,4,1,2,1,1,1,1,sub-STSWD1120,-0.09083447299181413,0.05193345857002789,0.3606369399268378,2nd,3rd,3rd,-0.3370718172597006,0.2528124164176138,0.4961278989243709
1,0.28351,4,1,2,1,1,1,1,sub-STSWD1120,0.3354065750495564,0.9704283472995834,0.7119004454583296,3rd,4th,3rd,0.293954444971205,1.33312220415261,0.4961278989243709
1,0.27534,4,1,2,1,1,1,1,sub-STSWD1120,0.07400180159330053,-0.6321883153344298,0.7924708933545784,3rd,2nd,4th,0.293954444971205,-0.408367271859249,1.1367245578643006
1,0.24135,4,1,1,1,1,1,1,sub-STSWD1120,1.1658796973031162,-0.4425037639737492,0.6632404856320384,4th,2nd,3rd,1.2830409699054233,-0.408367271859249,0.4961278989243709
1,0.3133,4,1,1,1,1,1,1,sub-STSWD1120,0.5479505619982589,0.7901123416813862,0.8003206643706968,3rd,4th,4th,0.293954444971205,1.33312220415261,1.1367245578643006
1,0.37126,4,1,2,1,1,1,1,sub-STSWD1120,0.81175308342806,-1.0920405209820157,0.6095167157685286,4th,1st,3rd,1.2830409699054233,-1.1799978933272504,0.4961278989243709
1,0.30412,4,1,2,1,1,1,1,sub-STSWD1120,-2.0674536281113998,-1.6975473655271869,0.6514781224321072,1st,1st,3rd,-1.2405973065589355,-1.1799978933272504,0.4961278989243709
1,0.66709,1,2,1,1,1,1,1,sub-STSWD1120,0.8649303412875929,-1.2560737668221502,0.3380289974986427,4th,1st,3rd,1.2830409699054233,-1.1799978933272504,0.4961278989243709
1,0.25404,1,2,2,1,1,1,1,sub-STSWD1120,0.411541277917439,1.4107473908015187,0.37599918360265216,3rd,4th,3rd,0.293954444971205,1.33312220415261,0.4961278989243709
1,0.26597,4,2,2,1,1,1,1,sub-STSWD1120,0.8709722922524762,-0.13976587606475022,0.2869704919065722,4th,2nd,3rd,1.2830409699054233,-0.408367271859249,0.4961278989243709
1,0.30391,4,2,1,1,1,1,1,sub-STSWD1120,-0.2110722410027831,-0.7807773287246892,0.2819453821923799,2nd,1st,3rd,-0.3370718172597006,-1.1799978933272504,0.4961278989243709
1,0.78083,1,2,1,1,1,1,1,sub-STSWD1120,-0.12035429652604447,-0.043690635302541185,0.33200618943011395,2nd,3rd,3rd,-0.3370718172597006,0.2528124164176138,0.4961278989243709
0,0.43873,4,2,1,1,1,1,1,sub-STSWD1120,-1.9514522715392968,-0.24201103473074717,0.5867057797583725,1st,2nd,3rd,-1.2405973065589355,-0.408367271859249,0.4961278989243709
1,0.53966,4,2,2,1,1,1,1,sub-STSWD1120,0.7397115024401331,-0.8034638802163189,0.4465006559686854,4th,1st,3rd,1.2830409699054233,-1.1799978933272504,0.4961278989243709
0,0.71565,1,2,2,1,1,1,1,sub-STSWD1120,-0.5168416856653002,-0.2853033926024317,0.12812542402414986,2nd,2nd,2nd,-0.3370718172597006,-0.408367271859249,-0.2616438247008915
1,0.67147,2,3,2,1,1,1,1,sub-STSWD1120,-0.19736702732753564,1.2249881100988933,0.06811743759389467,2nd,4th,2nd,-0.3370718172597006,1.33312220415261,-0.2616438247008915
1,0.88945,3,3,2,1,1,1,1,sub-STSWD1120,-0.43710005415610714,0.4834784148344054,-0.03234041581715321,2nd,3rd,2nd,-0.3370718172597006,0.2528124164176138,-0.2616438247008915
1,0.52839,1,3,1,1,1,1,1,sub-STSWD1120,1.8100423947580868,-0.1680444576113741,0.05496122793280393,4th,2nd,2nd,1.2830409699054233,-0.408367271859249,-0.2616438247008915
1,0.44228,2,3,2,1,1,1,1,sub-STSWD1120,1.4639160834623621,0.8576364922966693,-0.4216875799694275,4th,4th,2nd,1.2830409699054233,1.33312220415261,-0.2616438247008915
1,0.74426,2,3,2,1,1,1,1,sub-STSWD1120,1.03929187912987,1.0344790157205541,-0.4800225597656018,4th,4th,2nd,1.2830409699054233,1.33312220415261,-0.2616438247008915
1,0.4412,2,3,1,1,1,1,1,sub-STSWD1120,2.2138718097517667,0.8261236554994356,-0.44652642545691895,4th,4th,2nd,1.2830409699054233,1.33312220415261,-0.2616438247008915
1,0.73812,1,3,2,1,1,1,1,sub-STSWD1120,-0.7990619938848317,1.139664769140647,-0.33768078408676927,1st,4th,2nd,-1.2405973065589355,1.33312220415261,-0.2616438247008915
