mode,type,rt,acc,item_1,item_2,item_cue,subj_idx,item_1_number,item_2_number,item_cue_number,trial_type,similarity,similarity_bin,ams,pams,slps,ams_quantile,pams_quantile,slps_quantile,ams_bin,pam_bin,slp_bin
perc,resp,1340,0,2.3.1left.bmp,3.3.1right.bmp,,ACC035,"[0, 2, -2]","[2, 2, -2]",[],non-match,0.7113248654051871,4,0.5457153535337644,-0.022546477288796087,0.831389520816075,3rd,3rd,4th,0.31888106015889,0.22351489267456812,1.1373704713899193
perc,resp,1077,1,3.1.3left.bmp,1.3.2right.bmp,,ACC035,"[2, -2, 2]","[-2, 2, 0]",[],non-match,0.1339745962155613,1,0.5246673789714856,0.7834459586336607,0.6120780180555332,3rd,4th,3rd,0.31888106015889,1.2716924955881312,0.5475558200059646
perc,resp,1276,1,3.2.1left.bmp,2.3.3right.bmp,,ACC035,"[2, 0, -2]","[0, 2, 2]",[],non-match,0.29289321881345254,1,0.9516075614634913,0.31212073360764686,0.5172342356906683,4th,3rd,3rd,1.2584034579676675,0.22351489267456812,0.5475558200059646
perc,resp,2295,0,1.3.1left.bmp,1.3.1right.bmp,,ACC035,"[-2, 2, -2]","[-2, 2, -2]",[],match,1.0,,-0.8017275291121646,-0.42867641586669053,0.5109110201178284,1st,2nd,3rd,-1.2504037530182666,-0.34250764781083054,0.5475558200059646
perc,resp,2092,1,2.2.3left.bmp,2.2.3right.bmp,,ACC035,"[0, 0, 2]","[0, 0, 2]",[],match,1.0,,-2.0557461943705584,0.7967569122709062,0.48668739119793525,1st,4th,3rd,-1.2504037530182666,1.2716924955881312,0.5475558200059646
perc,resp,1100,0,1.2.1left.bmp,1.2.1right.bmp,,ACC035,"[-2, 0, -2]","[-2, 0, -2]",[],match,1.0,,-0.3781226586314535,1.9099877573610256,0.788138723821861,2nd,4th,4th,-0.3270038374921277,1.2716924955881312,1.1373704713899193
perc,resp,1765,1,3.1.1left.bmp,3.1.1right.bmp,,ACC035,"[2, -2, -2]","[2, -2, -2]",[],match,1.0,,-1.2149494320043968,-0.26082354967916005,0.8835764081155739,1st,2nd,4th,-1.2504037530182666,-0.34250764781083054,1.1373704713899193
perc,resp,1386,1,2.2.1left.bmp,1.1.2right.bmp,,ACC035,"[0, 0, -2]","[-2, -2, 0]",[],non-match,0.5,3,0.9864101118015891,0.3601821347653963,0.93723019368436,4th,3rd,4th,1.2584034579676675,0.22351489267456812,1.1373704713899193
perc,resp,1207,1,2.1.1left.bmp,1.1.1right.bmp,,ACC035,"[0, -2, -2]","[-2, -2, -2]",[],non-match,0.7113248654051871,4,1.255294708664796,-0.5568738910153772,0.7352976429444236,4th,2nd,3rd,1.2584034579676675,-0.34250764781083054,0.5475558200059646
perc,resp,1416,1,2.3.3left.bmp,2.3.3right.bmp,,ACC035,"[0, 2, 2]","[0, 2, 2]",[],match,1.0,,0.07637521793186791,-0.1422618793816813,0.648988814247846,3rd,2nd,3rd,0.31888106015889,-0.34250764781083054,0.5475558200059646
perc,resp,1459,1,1.1.3left.bmp,1.3.1right.bmp,,ACC035,"[-2, -2, 2]","[-2, 2, -2]",[],non-match,0.18350341907227385,1,1.8326154075022645,0.7683952688933599,0.6329990295780044,4th,4th,3rd,1.2584034579676675,1.2716924955881312,0.5475558200059646
perc,resp,1692,1,1.1.2left.bmp,1.1.2right.bmp,,ACC035,"[-2, -2, 0]","[-2, -2, 0]",[],match,1.0,,-0.9411058245950199,-0.32651671359051315,0.7186002103031693,1st,2nd,3rd,-1.2504037530182666,-0.34250764781083054,0.5475558200059646
perc,resp,1456,1,3.1.2left.bmp,3.1.2right.bmp,,ACC035,"[2, -2, 0]","[2, -2, 0]",[],match,1.0,,-1.186012045040498,-0.832414232382769,0.903946735186661,1st,1st,4th,-1.2504037530182666,-1.1545026609842377,1.1373704713899193
perc,resp,1043,1,1.2.2left.bmp,2.3.1right.bmp,,ACC035,"[-2, 0, 0]","[0, 2, -2]",[],non-match,0.5,3,1.9552878471195279,1.7709979105474574,1.0208636054316151,4th,4th,4th,1.2584034579676675,1.2716924955881312,1.1373704713899193
perc,resp,1222,1,3.2.3left.bmp,3.2.3right.bmp,,ACC035,"[2, 0, 2]","[2, 0, 2]",[],match,1.0,,0.21978132219303154,1.0322205004696483,0.8460260877214515,3rd,4th,4th,0.31888106015889,1.2716924955881312,1.1373704713899193
perc,resp,1123,1,3.3.3left.bmp,1.3.3right.bmp,,ACC035,"[2, 2, 2]","[-2, 2, 2]",[],non-match,0.42264973081037416,2,0.3210599918873828,1.4127676564470437,0.7573366736826055,3rd,4th,3rd,0.31888106015889,1.2716924955881312,0.5475558200059646
perc,resp,2218,0,1.2.3left.bmp,1.2.1right.bmp,,ACC035,"[-2, 0, 2]","[-2, 0, -2]",[],non-match,0.42264973081037416,2,-0.43477573938029196,0.43926943295632614,0.6283061490117997,2nd,3rd,3rd,-0.3270038374921277,0.22351489267456812,0.5475558200059646
perc,resp,1262,1,1.1.1left.bmp,3.1.2right.bmp,,ACC035,"[-2, -2, -2]","[2, -2, 0]",[],non-match,0.3545027756320971,2,0.4293900446163315,1.9757856359896282,0.9045379854844704,3rd,4th,4th,0.31888106015889,1.2716924955881312,1.1373704713899193
perc,resp,1543,1,1.3.2left.bmp,1.3.2right.bmp,,ACC035,"[-2, 2, 0]","[-2, 2, 0]",[],match,1.0,,0.19102402140584215,0.9172215433401472,1.0415816520433268,3rd,4th,4th,0.31888106015889,1.2716924955881312,1.1373704713899193
perc,resp,1506,1,3.3.1left.bmp,3.3.1right.bmp,,ACC035,"[2, 2, -2]","[2, 2, -2]",[],match,1.0,,0.1860929403566985,-1.2923123432498835,1.0225672822029712,3rd,1st,4th,0.31888106015889,-1.1545026609842377,1.1373704713899193
perc,resp,1524,1,2.3.2left.bmp,1.1.2right.bmp,,ACC035,"[0, 2, 0]","[-2, -2, 0]",[],non-match,0.3545027756320971,2,0.9305845839148534,0.2014692468301178,1.1196786230512181,4th,3rd,4th,1.2584034579676675,0.22351489267456812,1.1373704713899193
perc,resp,1265,1,2.1.3left.bmp,3.2.1right.bmp,,ACC035,"[0, -2, 2]","[2, 0, -2]",[],non-match,0.29289321881345254,1,-0.2835782915136191,-0.1371000349527621,1.2383506909212123,2nd,2nd,4th,-0.3270038374921277,-0.34250764781083054,1.1373704713899193
perc,resp,1235,0,2.2.2left.bmp,2.2.2right.bmp,,ACC035,"[0, 0, 0]","[0, 0, 0]",[],match,1.0,,0.5181609191818854,1.240907401460452,1.3924386875600205,3rd,4th,4th,0.31888106015889,1.2716924955881312,1.1373704713899193
perc,resp,0,0,3.3.3left.bmp,3.2.2right.bmp,,ACC035,"[2, 2, 2]","[2, 0, 0]",[],non-match,0.5917517095361369,3,0.004640546893015648,-0.3366530499646101,1.5828487952008776,2nd,2nd,4th,-0.3270038374921277,-0.34250764781083054,1.1373704713899193
perc,resp,2130,1,2.3.3left.bmp,2.3.3right.bmp,,ACC035,"[0, 2, 2]","[0, 2, 2]",[],match,1.0,,0.1575809405707566,0.7670212501466884,1.4523852203008565,3rd,4th,4th,0.31888106015889,1.2716924955881312,1.1373704713899193
perc,resp,1080,1,1.3.1left.bmp,1.3.1right.bmp,,ACC035,"[-2, 2, -2]","[-2, 2, -2]",[],match,1.0,,0.37747806547014295,0.1733460465846476,1.442893458798312,3rd,3rd,4th,0.31888106015889,0.22351489267456812,1.1373704713899193
perc,resp,887,1,2.1.1left.bmp,1.1.3right.bmp,,ACC035,"[0, -2, -2]","[-2, -2, 2]",[],non-match,0.3545027756320971,2,2.6664963581670014,6.271400970445201,1.3538912777858636,4th,4th,4th,1.2584034579676675,1.2716924955881312,1.1373704713899193
perc,resp,1922,1,1.2.2left.bmp,2.2.1right.bmp,,ACC035,"[-2, 0, 0]","[0, 0, -2]",[],non-match,0.5917517095361369,3,0.2779052507627737,0.10505751392958235,1.4171736956073566,3rd,3rd,4th,0.31888106015889,0.22351489267456812,1.1373704713899193
perc,resp,1193,1,1.3.2left.bmp,2.1.2right.bmp,,ACC035,"[-2, 2, 0]","[0, -2, 0]",[],non-match,0.3545027756320971,2,-0.2393790185844993,0.04205616970254107,1.4769587990045046,2nd,3rd,4th,-0.3270038374921277,0.22351489267456812,1.1373704713899193
