mode,type,rt,acc,item_1,item_2,item_cue,subj_idx,item_1_number,item_2_number,item_cue_number,trial_type,similarity,similarity_bin,ams,pams,slps,ams_quantile,pams_quantile,slps_quantile,ams_bin,pam_bin,slp_bin
perc,resp,1603,1,1.3.3left.bmp,1.3.3right.bmp,,ACC022,"[-2, 2, 2]","[-2, 2, 2]",[],match,1.0,,-1.5234070414494487,1.828436340349976,-0.3831158315526547,1st,4th,2nd,-1.2505536033097449,1.27697607716485,-0.2967337373597371
perc,resp,995,1,3.2.2left.bmp,3.2.2right.bmp,,ACC022,"[2, 0, 0]","[2, 0, 0]",[],match,1.0,,1.5606062276536918,-1.1311036235509118,-0.3448308592322408,4th,1st,2nd,1.2940067078399402,-1.1847102424963298,-0.2967337373597371
perc,resp,956,0,2.3.1left.bmp,3.3.1right.bmp,,ACC022,"[0, 2, -2]","[2, 2, -2]",[],non-match,0.7113248654051871,4,-0.34898771267986606,-0.19670744544185143,-0.3484699028796764,2nd,2nd,2nd,-0.39493105355380387,-0.35796048020515303,-0.2967337373597371
perc,resp,1077,1,3.1.3left.bmp,1.3.2right.bmp,,ACC022,"[2, -2, 2]","[-2, 2, 0]",[],non-match,0.1339745962155613,1,0.4928047919462721,-0.1997345881214761,-0.43146752814161315,3rd,2nd,2nd,0.35147794902360857,-0.35796048020515303,-0.2967337373597371
perc,resp,1180,1,3.2.1left.bmp,2.3.3right.bmp,,ACC022,"[2, 0, -2]","[0, 2, 2]",[],non-match,0.29289321881345254,1,0.6147762251400553,1.536688306101458,-0.9177268935103813,3rd,4th,1st,0.35147794902360857,1.27697607716485,-1.368265897666624
perc,resp,1113,1,1.3.1left.bmp,1.3.1right.bmp,,ACC022,"[-2, 2, -2]","[-2, 2, -2]",[],match,1.0,,-1.3003441297356848,-0.49813058037126745,-0.6230292336769986,1st,2nd,2nd,-1.2505536033097449,-0.35796048020515303,-0.2967337373597371
perc,resp,1274,0,2.1.2left.bmp,3.1.2right.bmp,,ACC022,"[0, -2, 0]","[2, -2, 0]",[],non-match,0.7113248654051871,4,-0.6411014097285255,0.6185409006212018,-0.9141272295313189,2nd,4th,1st,-0.39493105355380387,1.27697607716485,-1.368265897666624
perc,resp,1306,1,1.2.1left.bmp,1.2.1right.bmp,,ACC022,"[-2, 0, -2]","[-2, 0, -2]",[],match,1.0,,-1.5078038584633175,0.20611738390440562,-0.8522280202983405,1st,3rd,1st,-1.2505536033097449,0.2656946455366328,-1.368265897666624
perc,resp,938,1,3.1.1left.bmp,3.1.1right.bmp,,ACC022,"[2, -2, -2]","[2, -2, -2]",[],match,1.0,,1.36538164501748,1.1098760230928586,-0.9406347302165873,4th,4th,1st,1.2940067078399402,1.27697607716485,-1.368265897666624
perc,resp,1029,1,2.2.1left.bmp,1.1.2right.bmp,,ACC022,"[0, 0, -2]","[-2, -2, 0]",[],non-match,0.5,3,0.5713886005881289,0.03281412326614142,-0.767349613986028,3rd,3rd,1st,0.35147794902360857,0.2656946455366328,-1.368265897666624
perc,resp,1261,1,2.1.1left.bmp,1.1.1right.bmp,,ACC022,"[0, -2, -2]","[-2, -2, -2]",[],non-match,0.7113248654051871,4,-0.8868899067089188,-0.23089935089334057,-0.8288430012031197,1st,2nd,1st,-1.2505536033097449,-0.35796048020515303,-1.368265897666624
perc,resp,848,1,2.3.3left.bmp,2.3.3right.bmp,,ACC022,"[0, 2, 2]","[0, 2, 2]",[],match,1.0,,-0.9781787745669001,-0.94110699357258,-0.5298468010574293,1st,1st,2nd,-1.2505536033097449,-1.1847102424963298,-0.2967337373597371
perc,resp,1089,0,1.1.3left.bmp,1.3.1right.bmp,,ACC022,"[-2, -2, 2]","[-2, 2, -2]",[],non-match,0.18350341907227385,1,-0.7720360477264251,-1.1450121055963944,-0.33216137360034736,1st,1st,2nd,-1.2505536033097449,-1.1847102424963298,-0.2967337373597371
perc,resp,1050,1,1.1.2left.bmp,1.1.2right.bmp,,ACC022,"[-2, -2, 0]","[-2, -2, 0]",[],match,1.0,,-0.6163126940618641,-0.004038420877483048,-0.027373592662508463,2nd,3rd,2nd,-0.39493105355380387,0.2656946455366328,-0.2967337373597371
perc,resp,909,1,3.1.2left.bmp,3.1.2right.bmp,,ACC022,"[2, -2, 0]","[2, -2, 0]",[],match,1.0,,-0.4538384903781758,0.004615260564719147,-0.14612976651796372,2nd,3rd,2nd,-0.39493105355380387,0.2656946455366328,-0.2967337373597371
perc,resp,1254,0,1.2.2left.bmp,2.3.1right.bmp,,ACC022,"[-2, 0, 0]","[0, 2, -2]",[],non-match,0.5,3,-0.2782449884759154,-1.0581137414564492,0.025840128753612555,2nd,1st,2nd,-0.39493105355380387,-1.1847102424963298,-0.2967337373597371
perc,resp,895,1,3.2.3left.bmp,3.2.3right.bmp,,ACC022,"[2, 0, 2]","[2, 0, 2]",[],match,1.0,,0.7599414855930737,-1.47164214425864,0.028261719518807356,4th,1st,2nd,1.2940067078399402,-1.1847102424963298,-0.2967337373597371
perc,resp,974,1,3.3.3left.bmp,1.3.3right.bmp,,ACC022,"[2, 2, 2]","[-2, 2, 2]",[],non-match,0.42264973081037416,2,-0.012832463697560597,1.1290844819624708,0.02819051048946059,3rd,4th,2nd,0.35147794902360857,1.27697607716485,-0.2967337373597371
perc,resp,953,0,1.2.3left.bmp,1.2.1right.bmp,,ACC022,"[-2, 0, 2]","[-2, 0, -2]",[],non-match,0.42264973081037416,2,-1.0246024330059407,-1.5464519226997189,0.07546024984174399,1st,1st,2nd,-1.2505536033097449,-1.1847102424963298,-0.2967337373597371
perc,resp,1244,1,1.1.1left.bmp,3.1.2right.bmp,,ACC022,"[-2, -2, -2]","[2, -2, 0]",[],non-match,0.3545027756320971,2,-0.08655963441282478,-0.5627719304409402,0.09766952906049241,2nd,2nd,2nd,-0.39493105355380387,-0.35796048020515303,-0.2967337373597371
perc,resp,935,1,1.3.2left.bmp,1.3.2right.bmp,,ACC022,"[-2, 2, 0]","[-2, 2, 0]",[],match,1.0,,-1.6797615515558877,-1.657224072204069,0.1122971918788997,1st,1st,3rd,-1.2505536033097449,-1.1847102424963298,0.47303708113182286
perc,resp,1258,1,3.3.1left.bmp,3.3.1right.bmp,,ACC022,"[2, 2, -2]","[2, 2, -2]",[],match,1.0,,0.7203638711729379,0.21905200210104694,0.2215304609965761,4th,3rd,3rd,1.2940067078399402,0.2656946455366328,0.47303708113182286
perc,resp,990,1,3.3.2left.bmp,3.3.2right.bmp,,ACC022,"[2, 2, 0]","[2, 2, 0]",[],match,1.0,,-1.9560934258724816,0.6424860330654992,0.31231700144749197,1st,4th,3rd,-1.2505536033097449,1.27697607716485,0.47303708113182286
perc,resp,959,1,2.3.2left.bmp,1.1.2right.bmp,,ACC022,"[0, 2, 0]","[-2, -2, 0]",[],non-match,0.3545027756320971,2,0.8955913581329045,-0.04027378059128098,0.2869277826878832,4th,2nd,3rd,1.2940067078399402,-0.35796048020515303,0.47303708113182286
perc,resp,1382,1,2.1.3left.bmp,3.2.1right.bmp,,ACC022,"[0, -2, 2]","[2, 0, -2]",[],non-match,0.29289321881345254,1,-0.6547234380378166,0.5403066582768529,0.37483569016729273,2nd,3rd,3rd,-0.39493105355380387,0.2656946455366328,0.47303708113182286
perc,resp,1639,1,2.2.2left.bmp,2.2.2right.bmp,,ACC022,"[0, 0, 0]","[0, 0, 0]",[],match,1.0,,-0.38666357674613433,-0.30382110478362184,0.5759037457322719,2nd,2nd,3rd,-0.39493105355380387,-0.35796048020515303,0.47303708113182286
perc,resp,868,1,2.3.3left.bmp,2.3.3right.bmp,,ACC022,"[0, 2, 2]","[0, 2, 2]",[],match,1.0,,-0.5077103606938009,0.02780745599485258,0.4935772886137236,2nd,3rd,3rd,-0.39493105355380387,0.2656946455366328,0.47303708113182286
perc,resp,1310,1,1.3.1left.bmp,1.3.1right.bmp,,ACC022,"[-2, 2, -2]","[-2, 2, -2]",[],match,1.0,,-0.6842666964332815,-1.2713525574042184,0.40183394030613473,2nd,1st,3rd,-0.39493105355380387,-1.1847102424963298,0.47303708113182286
perc,resp,868,1,2.1.1left.bmp,1.1.3right.bmp,,ACC022,"[0, -2, -2]","[-2, -2, 2]",[],non-match,0.3545027756320971,2,0.6398649534734462,-0.12904371103056125,0.23490969200508485,3rd,2nd,3rd,0.35147794902360857,-0.35796048020515303,0.47303708113182286
perc,resp,1018,0,1.2.2left.bmp,2.2.1right.bmp,,ACC022,"[-2, 0, 0]","[0, 0, -2]",[],non-match,0.5917517095361369,3,-1.2297425919088287,-1.6086668562681317,0.015506631633672663,1st,1st,2nd,-1.2505536033097449,-1.1847102424963298,-0.2967337373597371
perc,resp,817,0,1.3.2left.bmp,2.1.2right.bmp,,ACC022,"[-2, 2, 0]","[0, -2, 0]",[],non-match,0.3545027756320971,2,-0.805053306098042,0.3735592678042997,-0.0022402797905482406,1st,3rd,2nd,-1.2505536033097449,0.2656946455366328,-0.2967337373597371
perc,resp,1136,1,1.3.3left.bmp,1.3.3right.bmp,,ACC022,"[-2, 2, 2]","[-2, 2, 2]",[],match,1.0,,-1.7213232064821384,-1.4107781028506228,0.18079175607335304,1st,1st,3rd,-1.2505536033097449,-1.1847102424963298,0.47303708113182286
perc,resp,1719,1,3.1.1left.bmp,3.1.1right.bmp,,ACC022,"[2, -2, -2]","[2, -2, -2]",[],match,1.0,,-0.8940144309005037,-0.9879525513564658,0.2994979890825374,1st,1st,3rd,-1.2505536033097449,-1.1847102424963298,0.47303708113182286
perc,resp,1179,1,2.2.1left.bmp,2.2.2right.bmp,,ACC022,"[0, 0, -2]","[0, 0, 0]",[],non-match,0.7113248654051871,4,0.1504553137110923,1.3434339499816919,0.5639128152921106,3rd,4th,3rd,0.35147794902360857,1.27697607716485,0.47303708113182286
perc,resp,1522,1,2.1.3left.bmp,3.1.2right.bmp,,ACC022,"[0, -2, 2]","[2, -2, 0]",[],non-match,0.5917517095361369,3,-0.8433619219277567,0.6037515382495934,0.6912300594828403,1st,4th,3rd,-1.2505536033097449,1.27697607716485,0.47303708113182286
perc,resp,1515,0,2.2.3left.bmp,2.3.2right.bmp,,ACC022,"[0, 0, 2]","[0, 2, 0]",[],non-match,0.5917517095361369,3,1.1608155294638876,0.48076630253191527,0.5553202424342537,4th,3rd,3rd,1.2940067078399402,0.2656946455366328,0.47303708113182286
perc,resp,944,1,3.3.1left.bmp,3.3.1right.bmp,,ACC022,"[2, 2, -2]","[2, 2, -2]",[],match,1.0,,-0.3115716044439931,0.4040012110425655,0.7198748619314341,2nd,3rd,3rd,-0.39493105355380387,0.2656946455366328,0.47303708113182286
perc,resp,1185,0,2.3.1left.bmp,2.3.1right.bmp,,ACC022,"[0, 2, -2]","[0, 2, -2]",[],match,1.0,,-0.6839387511525197,-0.5948060135765936,0.774432931002587,2nd,2nd,3rd,-0.39493105355380387,-0.35796048020515303,0.47303708113182286
perc,resp,1428,1,3.1.3left.bmp,3.1.3right.bmp,,ACC022,"[2, -2, 2]","[2, -2, 2]",[],match,1.0,,-1.5409499202874064,-0.709776640636731,0.8347253754305297,1st,1st,4th,-1.2505536033097449,-1.1847102424963298,1.1919625538945382
perc,resp,1169,1,2.3.2left.bmp,2.3.3right.bmp,,ACC022,"[0, 2, 0]","[0, 2, 2]",[],non-match,0.7113248654051871,4,-0.21796772052415958,0.21899529390808442,0.7670129865122947,2nd,3rd,3rd,-0.39493105355380387,0.2656946455366328,0.47303708113182286
perc,resp,1340,1,1.1.3left.bmp,1.2.1right.bmp,,ACC022,"[-2, -2, 2]","[-2, 0, -2]",[],non-match,0.3545027756320971,2,0.7021861744088069,-0.4203577288723269,0.8444475827194187,3rd,2nd,4th,0.35147794902360857,-0.35796048020515303,1.1919625538945382
perc,resp,1231,1,3.2.3left.bmp,3.2.3right.bmp,,ACC022,"[2, 0, 2]","[2, 0, 2]",[],match,1.0,,-0.5841229242678713,-2.2417910151660787,0.8283669640816879,2nd,1st,4th,-0.39493105355380387,-1.1847102424963298,1.1919625538945382
perc,resp,1200,0,1.2.3left.bmp,2.2.3right.bmp,,ACC022,"[-2, 0, 2]","[0, 0, 2]",[],non-match,0.7113248654051871,4,-0.7485830739644785,-1.6723685465421718,1.034589945009041,2nd,1st,4th,-0.39493105355380387,-1.1847102424963298,1.1919625538945382
perc,resp,1119,1,2.2.2left.bmp,3.3.1right.bmp,,ACC022,"[0, 0, 0]","[2, 2, -2]",[],non-match,0.5,3,1.2666923386671187,-0.6701583265212241,0.8027764176010693,4th,2nd,3rd,1.2940067078399402,-0.35796048020515303,0.47303708113182286
perc,resp,1202,0,1.2.1left.bmp,2.2.1right.bmp,,ACC022,"[-2, 0, -2]","[0, 0, -2]",[],non-match,0.7113248654051871,4,-0.45374945643570985,-0.625241631024332,1.149500018136975,2nd,2nd,4th,-0.39493105355380387,-0.35796048020515303,1.1919625538945382
perc,resp,871,0,3.3.2left.bmp,2.1.1right.bmp,,ACC022,"[2, 2, 0]","[0, -2, -2]",[],non-match,0.29289321881345254,1,-0.14321759647659377,0.44362260408266496,1.0937733026398224,2nd,3rd,4th,-0.39493105355380387,0.2656946455366328,1.1919625538945382
perc,resp,1077,1,3.2.1left.bmp,3.2.1right.bmp,,ACC022,"[2, 0, -2]","[2, 0, -2]",[],match,1.0,,-0.9140401987266366,0.6524713214040537,1.0617562645783793,1st,4th,4th,-1.2505536033097449,1.27697607716485,1.1919625538945382
perc,resp,1014,0,3.2.2left.bmp,3.2.2right.bmp,,ACC022,"[2, 0, 0]","[2, 0, 0]",[],match,1.0,,0.2750499739785153,3.671920608177044,1.4212137087458319,3rd,4th,4th,0.35147794902360857,1.27697607716485,1.1919625538945382
perc,resp,1317,1,3.1.2left.bmp,3.1.3right.bmp,,ACC022,"[2, -2, 0]","[2, -2, 2]",[],non-match,0.7113248654051871,4,-0.6667940777618865,-0.6122878115343181,1.4532161011682532,2nd,2nd,4th,-0.39493105355380387,-0.35796048020515303,1.1919625538945382
perc,resp,1448,1,1.1.2left.bmp,1.1.2right.bmp,,ACC022,"[-2, -2, 0]","[-2, -2, 0]",[],match,1.0,,-0.7219638763453334,-1.6432008302419292,1.3069297179959463,2nd,1st,4th,-0.39493105355380387,-1.1847102424963298,1.1919625538945382
perc,resp,1844,0,2.1.2left.bmp,2.1.2right.bmp,,ACC022,"[0, -2, 0]","[0, -2, 0]",[],match,1.0,,0.1522785743272563,-2.4154962539014364,1.2102421469919122,3rd,1st,4th,0.35147794902360857,-1.1847102424963298,1.1919625538945382
perc,resp,983,1,1.1.1left.bmp,3.2.1right.bmp,,ACC022,"[-2, -2, -2]","[2, 0, -2]",[],non-match,0.3545027756320971,2,1.1313924217835432,0.544821817222166,1.1753868255630773,4th,3rd,4th,1.2940067078399402,0.2656946455366328,1.1919625538945382
