v_pam_bin,v_C(condition)[T.2.0]:pam_bin,v_C(condition)[T.3.0]:pam_bin,v_C(condition)[T.4.0]:pam_bin
0.37615066821203674,-0.05557587680948862,-0.33658137177039216,-0.5490271543159027
0.45686342497909016,-0.042358734424284734,-0.26015128727834047,-0.5067857195726875
0.3819059497366857,-0.01832554441340345,-0.30927050055446054,-0.5318594822022026
0.3310323863097381,-0.0054796103624053134,-0.21747049995379783,-0.5198948448765718
0.33224487371848654,0.009344193261500634,-0.1718231468719555,-0.5762243774262515
0.302679335138317,1.687296005753675e-05,-0.1983127797051917,-0.6357673306256102
0.3972201546841868,-0.026100796717113083,-0.24467400985251464,-0.5508621621438032
0.4057421304958684,0.019895047354795296,-0.26214181377210133,-0.4640533649597087
0.30114357978916495,0.013374280700521057,-0.2046574593803354,-0.4777800664492637
0.38528463075595626,0.008829711312088288,-0.2674530905358057,-0.4890874648776894
0.3598146039820127,0.0029570495085789045,-0.19635785486546642,-0.11360028108725673
0.3947415758502936,-0.03833888047808323,-0.1554767589954127,-0.37972063608989637
0.291463634995335,-0.07240064854025857,-0.28310102190353875,-0.4989017454325676
0.20488828034756845,-0.1171941631292693,-0.35600610352696044,-0.39540838810560364
0.31737672099334,-0.1091261789957359,-0.17825472569975945,-0.4451942527959133
0.2991056744831825,-0.1566192170760761,-0.09569106096149128,-0.43875995145030156
0.3203061811963096,-0.10510158287643133,-0.06424987128673533,-0.3751293884345688
0.330045932055323,-0.1712893554650736,-0.23691396933314832,-0.4290738255974629
0.4407509718946937,-0.17580068869513504,-0.3592614466831375,-0.34238611884040393
0.434276069625833,-0.16734331761304505,-0.28301132510149374,-0.4768699350508492
0.41944364721448313,-0.14200661133657785,-0.18512557475788882,-0.44495771284578867
0.40294627229348995,-0.17449313692637625,-0.2679169739150532,-0.5708633053871119
0.40353115839864306,-0.14231505950722792,-0.31607662300610434,-0.6421210830276972
0.44599559620483176,-0.10749604898891554,-0.4289105337151167,-0.5580059411389711
0.41145280227255027,-0.09481971620841864,-0.21964646159064843,-0.6062729141675999
0.417944185698363,-0.06132794871539234,-0.32237348499059604,-0.6584474729559188
0.45169138007244763,-0.07087481803400833,-0.2698941246119012,-0.5253788755102458
0.3890779037853123,-0.08680922188943774,-0.2382641031705093,-0.6826674924529252
0.36017813680330246,-0.09218060920309398,-0.28638518189190115,-0.4559602286290218
0.37964462330603155,-0.11067380858877499,-0.1893271574950604,-0.517586773002117
0.3816199943073439,-0.08859531985449841,-0.17255118562624694,-0.4779072268025606
0.35928839901349147,-0.08432675924238274,-0.16400560996245814,-0.41466526869658976
0.3553796032449821,-0.09490088961438378,-0.1446121985045158,-0.5130075045004404
0.3303995438732179,-0.06052907359937021,-0.09830329921073314,-0.3912395861126015
0.3207053910068197,-0.10296676372381439,-0.11025771132220916,-0.2966209645802896
0.2428856217118755,-0.1098663350326993,-0.1798916663716889,-0.361436066522411
0.19150181247226605,-0.10403861762929976,-0.2307898000278694,-0.3382391408762685
0.28858483779582345,-0.011907711731557972,-0.1315257281739774,-0.3434146534041513
0.25777521131639275,-0.09523323087263949,-0.15070651296897766,-0.3716081356819688
0.25665753055892826,-0.08835672376087353,-0.06729153239618658,-0.44279698928142686
0.3054105970498535,-0.029692072131509976,-0.01945972057558417,-0.29456046929046115
0.3247866442675768,0.0035899542688821798,-0.07378114116059531,-0.33486402301908574
0.37515627617938224,-0.09271024976688914,-0.08269215919289942,-0.45672660030568624
0.3236385761914569,-0.07116610048418437,-0.0912184634680798,-0.5683971309854141
0.2687999047635271,-0.08464123277357402,-0.007952695695567363,-0.4454024827546404
0.2616569506964998,-0.07943899803567998,-0.10496700473022236,-0.4315564492621135
0.23824314140530187,-0.053939164528882755,-0.006160556606052324,-0.3335230957062338
0.17168088821595956,-0.03249964519519781,0.039855660280491846,-0.34855749160967264
0.10253946803302737,-0.04555882120449707,0.016832835062164632,-0.40297991229757857
0.09385641459655916,-0.1715855498514901,-0.05170173964019273,-0.43405675742115696
0.1595905775263574,-0.09030094583227341,-0.025273426602519994,-0.34750473040655394
0.21780314041007987,-0.05997906687297767,0.03184454161566491,-0.3285826264877463
0.22022389615157273,0.007019096212943217,-0.0047634836818607924,-0.20855366965492048
0.24195769725071767,0.01295191104182001,-0.05280797262084047,-0.21426906324903897
0.1751097849057466,0.01802352668299695,-0.07734296503120353,-0.28368602587564756
0.22858463130222767,-0.007731336958627648,-0.0796979346599003,-0.20610873615404637
0.2361396550574097,-0.07828613328324621,-0.11030487774280491,-0.2834369990119135
0.25498540209428683,0.033969295242831044,-0.1329035534644578,-0.21367329465825768
0.2347588082435032,-0.017220835188090495,-0.16779791121317145,-0.19994787294801272
0.336682847667615,-0.043754982103643376,-0.19350147620990144,-0.20749616708625604
0.24580773445340395,-0.007029430681921644,-0.11712628342546631,-0.24829540598514555
0.1748497320567922,0.015675057023436034,-0.11272948110793933,-0.07930655172200249
0.08811606289602099,0.07277714613667886,-0.09630026814871474,-0.1648159375177025
0.03696946334200564,0.060156109369403535,-0.05337549555924731,-0.22458284178630336
0.13578863375095765,-0.0864455164592011,0.007192863750027055,-0.2402571185508196
0.17762046537424803,0.04178824508195714,-0.005951702288917434,-0.2709972857033868
0.13121207370409282,0.10162916772401072,0.028639556325176597,-0.32239000620270597
0.19412262309422607,0.10333453695171688,0.03260733901833781,-0.3332799788895439
0.20691885766564116,0.11539643870324115,0.08026476188618728,-0.33379656998697255
0.18933463113551033,0.04237493991030222,0.02621456671248184,-0.36500218339718943
0.15706421317318323,0.019326012860714684,0.015536881441880902,-0.3438381795105937
0.16402799946151164,-0.010507153527680509,-0.006881059467131561,-0.21472083403587397
0.13816461480981282,0.11206478924214805,0.00878527279415536,-0.16769694982025365
0.14346115443910964,0.11368168633114917,0.03400386599877228,-0.15199170341881516
0.15571415739138006,-0.04433903730199525,0.05770616819204039,-0.18390502199678363
0.14855382190489347,-0.03509539881246806,0.03981840758636667,-0.14068903004315955
0.12228324558634963,0.044880405153463254,-0.027980747538656477,-0.16302736768635548
0.1371281222884015,0.009054231113994289,0.001705632382125663,-0.23258699901886007
0.1637632862362608,0.03943601010134061,0.006277039351698828,-0.289302724529039
0.1823569771511379,-0.03656585452323978,0.025703119394729634,-0.30195109526399583
0.18563586442326588,0.07149688133008437,0.04951841190286875,-0.40416906175008027
0.05119187347774773,0.13548556452287625,0.014325216863430561,-0.4188542414337124
0.128351140541511,0.0704890121852095,-0.06172045445975859,-0.3422011562528604
0.16531570280755595,0.041058131860195246,-0.12539772868648613,-0.3408254886399254
0.13114745157846885,0.028989683368001704,0.06606553311971436,-0.27600891517334203
0.12344496233318719,0.06374044809562576,-0.0068306832727229455,-0.31389271516753425
0.22496086172531257,0.06496352298625187,-0.24585285372335192,-0.1852396933802971
0.18874055896646014,0.08107180040962929,-0.1252623510568591,-0.2651557051493125
0.22935865573794562,-0.030865016414803947,-0.17885826911300462,-0.2876494780245582
0.25683146023384873,-0.04747411556545341,-0.3506032468323138,-0.3257777265548418
0.2848804253657854,0.12208298331132561,-0.13368569064258137,-0.37250956079443076
0.28258275673438876,0.12839110947107973,-0.08042294132677366,-0.3102108186068236
0.2623012070603988,0.11671255661236682,0.07796682468957478,-0.2513851449626921
0.21967970952788035,0.0771238191325123,-0.1949806688479583,-0.4089001591851741
0.19176627588611722,0.03079180091940799,-0.18707390351568906,-0.5267350457965322
0.2270835715870693,0.09547724103455905,-0.1230013670179117,-0.4141763841594606
0.24698217137028394,0.012759614983816447,0.11510107777562849,-0.3296321150851419
0.2359833093885673,-0.004154254875463281,-0.003039605365079384,-0.42636090636049645
0.23684719957728778,-0.08450617779800147,-0.0019231996205356233,-0.49601442440217053
0.22470736947440503,-0.061039843351472854,-0.20206311964525947,-0.33328686746539843
0.222831664293675,-0.13491418897634921,0.004955937527252791,-0.21065196085396043
0.24918517067973017,-0.0006933243212791772,-0.1980173549244885,-0.287570768536962
0.17754814505964553,-0.24516900684773713,-0.19649565075713848,-0.2886036683068411
0.26136847999998625,-0.0681078903440555,-0.2017846835579284,-0.2938044109454194
0.30038806963623294,-0.007960202157449076,-0.020734262453404012,-0.3543516115979077
0.2558532267282105,-0.04518123594026221,-0.08389638331040483,-0.4129297261308563
0.27503459448416734,-0.07264066104118792,-0.17603948155495985,-0.4191855106164038
0.2954970037969926,-0.08294264217285618,-0.1610648953708595,-0.4514319307627891
0.2875896927836014,-0.17629868487709202,-0.18514186370194585,-0.4701733067465279
0.29959495950301496,0.09124128067121964,-0.10557528960752148,-0.44193291362585896
0.24495418849710726,0.024702115647643037,-0.05574490508469451,-0.27545119437666454
0.2598260309101359,-0.04651237162691979,0.0024781667629267534,-0.2449403357235625
0.2379285369167816,0.021426792120873533,-0.0033269088929176044,-0.2909124133099187
0.27256855297497257,0.07643674017304997,-0.16623842444183423,-0.39990536706592594
0.28142367930024276,0.0648755446898399,-0.22769245248944323,-0.3521891205536931
0.24396152037619637,0.038482027087656204,-0.19370848667388643,-0.42363272543644664
0.2663230145205678,0.01953386692378474,-0.21102822999990636,-0.22091808718833653
0.2196397749947195,0.05126260992743363,-0.07475581166212905,-0.21691983804213844
0.2198826551143902,0.021792913527841906,-0.10758906453948364,-0.32219076298796234
0.13913622362536626,-0.008837520023827865,-0.13532069803133573,-0.380586537440439
0.18574901088180895,-0.14777513794377362,-0.20876989096808748,-0.2901542269697283
0.2193553483208987,-0.07138055303993528,-0.0990883637605088,-0.17959954047309357
0.2287848104417323,-0.04027772589372405,0.013178849696664538,-0.22925512513643334
0.13762270178726926,0.05688405486634131,0.05783967742245076,-0.4152891800906333
0.13060056487281316,0.07929010282924932,0.047572024700283363,-0.3307122332419754
0.1085774640047961,0.0036591572754698515,0.10166345919824724,-0.25135317486651515
0.17567166202696446,-0.03327331881094545,-0.056000111415197146,-0.22991488572674484
0.2152078760615564,-0.010804486521274845,-0.0758498135621749,-0.3849285076382849
0.22549686719153195,-0.06206771186859442,-0.13881333228239381,-0.4008621987478865
0.2184112724875505,-0.0841303173062853,-0.0781149881626274,-0.3298342743046754
0.20836857518593493,0.08527552934854421,-0.17846266015440715,-0.37460354041629895
0.16709619086923685,0.05751957671306622,-0.0607209073202203,-0.33851292364166596
0.18649157854508727,0.013690808924599583,-0.048680434584143284,-0.369187425627089
0.23873493666369586,0.033023937290173756,-0.07404747242593908,-0.30780468368520353
0.24156264700669752,0.007153180762598084,-0.07136960234299383,-0.25454134992449545
0.2103708200545419,0.05203820292399449,-0.08205643680017144,-0.28927681151621004
0.2698928398694456,0.03926343633783006,-0.1501779159228571,-0.33510416950398253
0.23273815271451184,-0.04417047219284853,-0.16764794336474578,-0.3532034441622431
0.16517810172721153,-0.1290510860435447,-0.1636046850262205,-0.34885539689059863
0.1797457040872161,-0.09601037343389912,-0.13051952465256314,-0.3665520112149612
0.1982201617176893,0.060299656433312254,-0.07207777949355454,-0.3258812440701633
0.19732686893340443,-0.00042654070966047014,0.04274759847163977,-0.3293888753954691
0.27520511252559116,0.07421589783361046,-0.019663964491446063,-0.2674776544746366
0.19271687030027743,0.042692185910277874,0.026634700131636706,-0.3046384405770076
0.19088989430999742,-0.004432320951315674,-0.10899586817746551,-0.3258867138178003
0.21338128732003092,-0.12364745590598651,-0.13126178528156268,-0.2537045731389974
0.2236967655913753,-0.140124861830482,-0.03438958755689767,-0.05717088421102226
0.19357660146076952,-0.036216059663026504,-0.1578655231733187,-0.08628220328013295
0.1722794552344718,0.0461429487491086,-0.03071355204368141,-0.03923630600737445
0.15954107037176155,0.09643893811171975,0.11374424261546251,-0.2263520252298165
0.15901667015067728,0.13631196170267396,0.11083473888903864,-0.17644599539589403
0.12982250821114147,0.13237121249187717,0.05430096281183128,-0.21778375880893333
0.1797891467877426,0.230590291038844,0.00022797158247564106,-0.34663572458198844
0.1891750321966187,0.19168885115355358,0.11606849029354217,-0.2783106708170544
0.17868175537287836,0.19401719830730008,0.23520491334206955,-0.28212571113689094
0.17074332895762143,0.1513255348974564,0.09402681509411377,-0.39649812637784476
0.17852741868121655,0.1817439918596685,0.018144360524743046,-0.333677951076736
0.14461947562281083,0.19224434091280337,0.09087642999790344,-0.2514483777000963
0.12863115346319484,0.1494997079535934,0.050761664372607575,-0.22173838242109675
0.1285437371333832,0.1426164915185214,0.14640084053444716,-0.13975174807138396
0.1409857847842406,0.17687365249272402,0.04042761513961614,-0.20555694874520025
0.13121203057589875,0.13966107346917686,-0.05943622905665996,-0.3285041714951749
0.1746238976826246,0.15243079107710697,-0.09462481082179078,-0.21743870957724257
0.15352647802590697,0.020100481471444567,-0.17611235911587222,-0.22287417797318407
0.1827186644916024,0.09987918575018823,-0.1171576627059783,-0.2136872889868279
0.1595665967701348,0.11879875049353794,-0.1285542005598774,-0.14291790541924076
0.19725038042003218,0.10485568941500423,-0.08873271894562246,-0.21528262187996008
0.19692097105152853,0.12165584095288051,-0.10456357804388228,-0.31197788819993977
0.2267543037066681,0.08664447661669208,-0.14656671623145762,-0.38475751567278965
0.20936363695211468,0.03142092364772122,-0.03347348919304534,-0.3526711181234445
0.18341706248063622,0.024269596212546152,-0.08069153095339685,-0.3344802085248696
0.2638598086076774,-0.022042954828410594,-0.11854606937749704,-0.29192829030045486
0.24572792648600067,-0.08766096701451223,-0.09424425639174011,-0.268461694645011
0.22952632142351168,0.005575544856955404,-0.16227071889451714,-0.28128110294029035
0.2922314179093967,-0.10260145433138432,-0.1696685666163909,-0.3740218205924338
0.3280575845628719,-0.1351524978603925,-0.19491281270915764,-0.4482437421855366
0.32876999616606833,-0.11875210794487254,-0.18653836207581473,-0.47939744465409084
0.2692572054376379,-0.1340810251188724,-0.2402094716379273,-0.3795703799692124
0.28593888289557884,-0.14830666068123516,-0.2717848394671019,-0.2923812013570448
0.30309593120792355,-0.1690048301097769,-0.22877432944892503,-0.38754860251828455
0.36573219115231836,-0.15511769780361673,-0.2748890806926171,-0.3667008856741186
0.3271823012903696,-0.16819155924302065,-0.2756773476992907,-0.38821883269365115
0.2476323842410858,-0.1407778206147261,-0.24993655959151356,-0.4535989084250346
0.29391172331295806,-0.13389507222021924,-0.26769329930964564,-0.3286303197650607
0.30374680126859693,-0.18940213523703964,-0.19625680669845463,-0.3947872849478023
0.2753558373596945,-0.18281425560057066,-0.1054723919487628,-0.4812620137925612
0.2874184302493944,-0.1990970666275566,-0.1642869730250136,-0.4641006738660801
0.23826730462690854,-0.21040325411464955,-0.10657621204546504,-0.36596693021206844
0.4543092881779787,-0.15640593495773153,-0.15201508946448197,-0.47182200252696366
0.33469233393805087,-0.12533626571482923,-0.13744965079346164,-0.29986903525999176
0.4571272698886899,-0.11872540859005738,-0.17417201719051237,-0.37662966568758904
0.25315219857914223,-0.05478905115710247,-0.11578041099814791,-0.29928701312496986
0.35082402441090843,-0.0774197152272042,-0.18793014262411148,-0.3068462715208886
0.3529841024060504,-0.04924502025138971,-0.2537067619295792,-0.33562547255395186
0.3301489788066852,-0.037317002257316045,-0.2883490454420239,-0.3644501040921599
0.30846436533565935,-0.04881909402251119,-0.2999216457362578,-0.2839013087178749
0.2625971593790743,-0.017324075206832434,-0.2807458736157134,-0.4770640693866385
0.2502520070919973,0.03200642908110299,-0.2622660507434386,-0.21480153528109555
0.21963931003676787,0.032655330544572994,-0.25646929174949823,-0.3257362953123715
0.26820152813409176,0.06097312128625901,-0.21202937482691567,-0.2609593688486406
0.3682890156150887,0.056861095747123815,-0.08795480137780962,-0.2923339830978227
0.27105952015099355,0.04202893566135546,-0.09966581674344306,-0.2090453189659383
0.2860781284148701,0.034352003459849415,-0.08441608360898009,-0.18115340321690165
0.18859046585092537,0.08182167292000089,-0.07965048003330386,-0.33563564878414065
0.10977461003861491,0.10649851728656945,-0.08179386460828303,-0.13608151923881368
0.1884343616551154,0.07207140475579013,-0.008570596204751143,-0.26732882754675996
0.18500224409442695,0.1466239081650163,0.020924809632060063,-0.37584373382060005
0.16585034312097613,0.08909686647086511,0.0769081036890176,-0.37310240427615815
0.17035957045485886,0.06327585502926675,0.06868122893852578,-0.34663667241848717
0.22536847512597646,0.005546461987040258,-0.0589377592099772,-0.3078456758150717
0.20860502884568274,0.02297559293707857,-0.053644323194171846,-0.31240769725860906
0.1596680636823091,-0.07319586214672698,-0.19411253899285766,-0.1706369214577446
0.23573633800167326,-0.10055189439495708,-0.11217420066286826,-0.16844387434959057
0.2549129984109123,-0.13854497045165381,-0.18482173484427572,-0.4047681310603598
0.27419521724775664,-0.1916702482556639,-0.16012127267125373,-0.3218024604508215
0.27241016006857477,-0.08807053878390511,-0.28631613226843267,-0.4530406459824178
0.3431704076257211,-0.04633397784111272,-0.22470990817751224,-0.42820600254348584
0.22426047715169276,-0.012269597983749252,-0.18845889804930974,-0.2343913050156901
0.3045235880897873,0.016385123733844143,-0.12384963553242881,-0.4910780001677256
0.23103525026463093,-0.004251499076326805,0.017104431805693793,-0.265381628218383
0.2541793349565024,-0.0037750390074464675,-0.20497430671108846,-0.6160414731314046
0.22757796851208592,-0.044659415158623525,-0.23428406719461453,-0.36155120890628684
0.15425629999065738,-0.08972489937716185,-0.23740451940924961,-0.23513292190240132
0.22027311890431273,-0.053179843169942446,-0.19325235733487045,-0.22469298743197547
0.3021430042439372,0.035704993733127015,-0.08714039137020094,-0.4025707540546656
0.2773032360473232,0.05783038214870607,-0.05278105705839611,-0.32888770785616467
0.31919402526587176,0.15146530864182495,-0.14607837256049855,-0.47663281684525444
0.3495827119008324,0.02401255697986641,-0.15053129270206497,-0.3732074155484781
0.2718983345340721,-0.038314389639856714,-0.04727986660956374,-0.4123440495295124
0.2501861970296589,-0.002209074516361653,-0.07430545023220687,-0.4204625992125125
0.20568509178323155,-0.1141844120859424,-0.15086724063991874,-0.29594462289908025
0.19418305235944866,-0.1222881261375371,-0.10906031166728071,-0.11564326052312054
0.16165119769678732,0.020397741965543673,-0.10336254198459927,-0.06815896803004176
0.249207078102472,-0.10132481204506867,-0.13614004330626256,-0.1936094721705859
0.19594160656916298,-0.10775062065143137,-0.12962246136994254,-0.3540261641510215
0.25628460440877215,-0.11455809593784005,-0.024165235602847,-0.3528476932227487
0.18281741614965724,-0.0907972756744446,-0.2479536607959999,-0.36692865137160907
0.19451295210238856,0.005336187216722221,-0.14215171292916629,-0.3844641479328655
0.21762482321922078,-0.06498472884501395,-0.1115999270618111,-0.4414529644281901
0.18572548625249535,0.03359852323437336,0.08098175176731653,-0.3076780988734691
0.1937443263299728,-0.02976192630225729,0.01684908576711728,-0.2770024707106707
0.17189622090023898,0.08798422577422044,-0.05470944818530328,-0.3304221171688486
0.21383832613197556,0.18735403639607093,-0.1101226370344663,-0.2216856579770099
0.20806390689249046,0.238086692514067,-0.04239310505212354,-0.33564306328256166
0.24343618374106107,0.2992037016487479,-0.06566138504228461,-0.32851347068316583
0.1993210144726088,0.17148264824026366,0.007735099641921454,-0.34011505649735496
0.2063863441843751,0.15946649647447714,-0.2053150089319833,-0.22043335832390368
0.18495516195631667,0.11447508805833362,-0.12053869735870401,-0.3527729051831767
0.1939322693415008,-0.0012382026167441773,-0.1014252049139765,-0.09832024792152058
0.16604329211951202,-0.0060790457192873345,-0.10338806577331518,-0.311393698871149
0.1921770227872632,0.09042796366756749,0.05450801360075788,-0.2568688321121295
0.09806735197085195,0.08952629812106197,0.07015774609045015,-0.2594660247309917
0.2238298999285159,0.10362233292643433,-0.04433744476775344,-0.26696890287997327
0.23967402825207312,0.151662397428384,-0.09685054082398664,-0.2971230967272855
0.2503664569625463,0.06940898702731424,-0.10015173946283489,-0.2987948587948758
0.30748599475365157,-0.08634215133581802,-0.13167079190095002,-0.3175137404978779
0.21368683285497178,-0.08702215772956678,-0.1215163782996821,-0.41316369926110885
0.33771448368009965,-0.07868936600354595,-0.07768686873083289,-0.345719925889029
0.3207958146763132,-0.051615625101776405,-0.2204311220750605,-0.3534050025911309
0.39621384292756723,-0.05266994924209889,-0.28719391546534645,-0.2241155601287431
0.4006208842150448,-0.09678189912381481,-0.29360980005407034,-0.4358430302155901
0.39478007757044503,-0.026349242713110343,-0.3245151239635632,-0.45091957923684317
0.36279264603497946,-0.20189243242571775,-0.30685612445539473,-0.4816475655475239
0.3469702874029816,-0.13301071017429503,-0.4218022104952797,-0.39356479741627715
0.3860202826117277,-0.06255258074579315,-0.23616306568758114,-0.576752857666596
0.4116262630425585,-0.24208310060715005,-0.09540798322927407,-0.6407469369854525
0.3298487959945694,-0.2694184430677735,-0.24028309351736382,-0.5436738804199972
0.4757054342324186,-0.25879981596527246,-0.2139515585903756,-0.4628839842442496
0.3868665870009156,-0.1706164851621145,-0.24232811875745608,-0.530730077135299
0.39797735977035975,-0.2294042703776726,-0.26519313838843706,-0.3738557469470425
0.428275364911653,-0.0958905653669975,-0.37014827544566575,-0.34609852462792406
0.3123107528435734,-0.050309101820608444,-0.4055579312559978,-0.4116690464520546
0.33867733816426704,-0.13710920596268988,-0.42137902913240427,-0.39905443535617946
0.3569627138985643,-0.09742534348796172,-0.5303914610081153,-0.3338067676616185
0.3573059963292224,-0.1485166489891593,-0.4876008727507285,-0.3711789743461736
0.35094481371746383,-0.15548060912191786,-0.4112729580416072,-0.39279699412793323
0.46805506300420263,-0.14813425242424666,-0.34984704942205824,-0.4538597547569294
0.405104837224597,-0.262400257027237,-0.3344307585667312,-0.5706447635968529
0.42662524185541245,-0.26774649157368813,-0.33795288751333125,-0.45809321498875927
0.43407911689833034,-0.2908213944997486,-0.32620919962188666,-0.4258267727297275
0.4131288658436501,-0.37307303515393214,-0.3025595761710387,-0.4696896673641907
0.38448768989301585,-0.37894061669179324,-0.13738509318665754,-0.4027820187187482
0.369576761327263,-0.3731052766135372,-0.09642433719427221,-0.4691524791059575
0.3500350978995089,-0.36502375139352505,-0.10057650175535168,-0.4623989054954755
0.37140582974465886,-0.38229535968399037,-0.0731414036042925,-0.4294295709261611
0.3309245870247844,-0.3654674674699365,-0.1466802253896125,-0.598392406665821
0.34708962976404845,-0.28739029807069905,-0.16487338437504848,-0.49351561395352395
0.30971290706096605,-0.2541051496453883,-0.14570448812888045,-0.4916445793197672
0.29980637501025115,-0.2490748842994667,-0.18065375498145608,-0.3184819960916863
0.3025367647419576,-0.15578918680075518,-0.14383794062664737,-0.3398122412050946
0.28375039520487805,-0.05965549033653143,-0.15727235100179005,-0.2525127501744959
0.38344613956718626,-0.0664234155881866,-0.16285942215854082,-0.23240386442018865
0.334631890581542,-0.13885110647643586,-0.17904298682065198,-0.3313649410943824
0.3025974757768917,-0.08803947761883145,-0.1729562089149498,-0.3744790278021118
0.24721650413108787,-0.06616216702183773,-0.1613369263857512,-0.36831092685855205
0.32278912510294655,-0.07512207021170048,-0.20122813992489527,-0.33892561392805404
0.20879786999192831,-0.05921142378732313,-0.22240713918245797,-0.38600800627322884
0.2826660349863534,-0.0632094821262855,-0.17396584576328805,-0.4304430685627686
0.22757777140563837,-0.09699586871293002,-0.21652465421923722,-0.30570315741748677
0.24457739540851683,-0.12335405975744458,-0.20570355366288953,-0.4021162888237164
0.2682561943363201,-0.21520408482934458,-0.24637399341450655,-0.5229814609900472
0.3099273460323031,-0.1442267875369181,-0.14667181252485947,-0.2878954015055618
0.34035422025270545,-0.09394419056232158,-0.17526493656003075,-0.28379361002745235
0.2887127003780258,-0.11340968672790633,-0.17454825853387346,-0.4533426036532624
0.290149304624669,-0.21104267134224872,-0.19895199501106858,-0.45814353998517726
0.43730869591423194,-0.1045637781636971,-0.20437474483825258,-0.32375085823252037
0.22074795278216025,0.03889532804144986,-0.18880253008219652,-0.635575257202772
0.2627807350406207,-0.02359485056492787,-0.18940170572731502,-0.6559263992536641
0.18833754008632186,0.028071127708548936,-0.14400360094131828,-0.5120532810739076
0.16966113072271702,0.02870977426013845,-0.003295868824773049,-0.2910208186573369
0.15455731392628147,0.010275212683692502,0.0005936066668371653,-0.3446777100759228
0.21119717044376318,0.04962457561898818,-0.0007200003847890324,-0.05911358422137997
0.20209010336680164,0.12209254105515789,-0.03944977064450527,-0.3940837632238441
0.21207073381381109,0.13477734541808134,-0.07662328045394427,-0.5660475683404373
0.17118665864946944,0.10258916383966679,0.02771287946606549,-0.6413754973375835
0.21394292501898152,0.07732010645192076,0.05488408826840827,-0.47047590053696564
0.19592181479558268,0.0922264539134159,0.09256643502596457,-0.27822537975071815
0.20206995638213993,0.12300815896285354,0.05935622470554717,-0.24578455249154502
0.1585657192059491,0.11278594705699535,-0.2152607537193014,-0.3324823221102287
0.159590921057886,0.04246300747446511,0.13022076347742226,-0.3889483004564172
0.16143793616629165,0.023285005993615236,0.09604104160087684,-0.3774128259951122
0.20333049453295599,0.10539388246815024,0.13324808033062724,-0.5416106106462297
0.14504342004614768,0.06684709080091908,0.22500443245172747,-0.16765864493213375
0.15711743402780706,0.060383651532076754,-0.14340054783097583,-0.3323377919908197
0.15614441471789384,0.07000548169491806,0.07363468173947997,-0.36437777222369655
0.2097218051299101,0.08567778402859738,-0.01304624947147684,-0.36195569932830085
0.2501573256568751,0.007827184526870208,-0.012928187923812184,-0.3334749495124474
0.20840723974858066,-0.018418622666188024,-0.05866116007096236,-0.35409949544009167
