probe_accuracy,probe_rt,probe_attribute,cue_dimensionality,probe_leftrightwin,cue_color,cue_direction,cue_size,cue_luminance,subj_idx,ams,pams,slps,ams_quantile,pams_quantile,slps_quantile,ams_bin,pam_bin,slp_bin
0,0.91459,2,3,1,1,1,1,1,sub-STSWD1118,0.4917970522338176,0.28670420599271756,0.312899827153846,3rd,3rd,3rd,0.3259670163720128,0.3105383979579344,0.4764288788929123
1,0.4975,2,3,2,1,1,1,1,sub-STSWD1118,0.412820171291778,-0.967156922256934,0.10990014019410062,3rd,1st,3rd,0.3259670163720128,-1.2421197703332845,0.4764288788929123
0,1.0044,1,2,1,1,1,1,1,sub-STSWD1118,0.059440535541185585,0.4191347072531791,-0.06837363570741731,2nd,3rd,2nd,-0.2688010068208659,0.3105383979579344,-0.4728189960156195
1,0.59417,4,2,1,1,1,1,1,sub-STSWD1118,0.0810637193506025,0.6750834787411457,-0.0287381782145116,2nd,4th,2nd,-0.2688010068208659,1.2748099060571954,-0.4728189960156195
1,0.4103,1,2,2,1,1,1,1,sub-STSWD1118,-0.30201878012192757,1.0896865674366794,0.18772713018855744,2nd,4th,3rd,-0.2688010068208659,1.2748099060571954,0.4764288788929123
1,0.52213,1,2,1,1,1,1,1,sub-STSWD1118,0.13079992541144378,-0.5003888736852762,0.4105375299226657,3rd,2nd,3rd,0.3259670163720128,-0.33829935276187795,0.4764288788929123
1,0.46397,4,2,2,1,1,1,1,sub-STSWD1118,0.11459071732685022,-0.6591216666383068,0.3906658558156663,3rd,2nd,3rd,0.3259670163720128,-0.33829935276187795,0.4764288788929123
0,0.75294,1,2,2,1,1,1,1,sub-STSWD1118,0.2334004429758786,-1.0126506258204213,0.22826712935521234,3rd,1st,3rd,0.3259670163720128,-1.2421197703332845,0.4764288788929123
0,0.4587,1,1,2,1,1,1,1,sub-STSWD1118,0.7513704727326169,-0.35269302437075023,0.08878044976827816,4th,2nd,3rd,1.253025246608439,-0.33829935276187795,0.4764288788929123
1,0.35868,1,1,1,1,1,1,1,sub-STSWD1118,-1.6441359843081351,-2.0464900303727482,-0.3337511297910972,1st,1st,2nd,-1.3050171765346334,-1.2421197703332845,-0.4728189960156195
0,0.83164,1,1,1,1,1,1,1,sub-STSWD1118,0.10307998076624045,-0.7495281367053394,-0.576878411119467,2nd,1st,2nd,-0.2688010068208659,-1.2421197703332845,-0.4728189960156195
1,0.41559,1,1,2,1,1,1,1,sub-STSWD1118,-0.44193189560623924,-0.10921717311541927,-0.21339412361116689,2nd,2nd,2nd,-0.2688010068208659,-0.33829935276187795,-0.4728189960156195
1,0.39252,1,1,2,1,1,1,1,sub-STSWD1118,-1.4332715527661353,-1.7349923043469067,-0.238626830745947,1st,1st,2nd,-1.3050171765346334,-1.2421197703332845,-0.4728189960156195
1,0.40642,1,1,1,1,1,1,1,sub-STSWD1118,-0.8953476474455367,-0.06257306798273798,-0.2222499400009919,1st,2nd,2nd,-1.3050171765346334,-0.33829935276187795,-0.4728189960156195
1,0.28936,1,1,1,1,1,1,1,sub-STSWD1118,0.47945378446267345,-0.8270184862804235,-0.28802549896023755,3rd,1st,2nd,0.3259670163720128,-1.2421197703332845,-0.4728189960156195
1,0.26335,1,1,2,1,1,1,1,sub-STSWD1118,1.3530968342024017,-0.7861320838988459,-0.2538842393225001,4th,1st,2nd,1.253025246608439,-1.2421197703332845,-0.4728189960156195
1,0.59516,1,4,2,1,1,1,1,sub-STSWD1118,0.38843912114249285,-0.5748917644411975,-0.1978326861116626,3rd,2nd,2nd,0.3259670163720128,-0.33829935276187795,-0.4728189960156195
1,0.67013,4,4,1,1,1,1,1,sub-STSWD1118,-0.9025207318490327,0.5560581931627325,-0.39872853538487474,1st,3rd,2nd,-1.3050171765346334,0.3105383979579344,-0.4728189960156195
1,0.45903,2,4,2,1,1,1,1,sub-STSWD1118,0.1556296281939171,-0.5944151758065498,-0.40225650129830287,3rd,2nd,2nd,0.3259670163720128,-0.33829935276187795,-0.4728189960156195
1,0.67105,2,4,2,1,1,1,1,sub-STSWD1118,-0.9016773277866552,0.2852193416284875,-0.48746925276223974,1st,3rd,2nd,-1.3050171765346334,0.3105383979579344,-0.4728189960156195
0,0.55594,2,4,1,1,1,1,1,sub-STSWD1118,2.3752684008277787,1.031572001399717,-0.0666325503306031,4th,4th,2nd,1.253025246608439,1.2748099060571954,-0.4728189960156195
1,0.85682,1,4,1,1,1,1,1,sub-STSWD1118,2.216782187293784,1.3196748171884942,0.0725295665594432,4th,4th,3rd,1.253025246608439,1.2748099060571954,0.4764288788929123
1,0.80884,3,4,1,1,1,1,1,sub-STSWD1118,0.09915435426767903,-0.7957971676792263,-0.08781821310592716,2nd,1st,2nd,-0.2688010068208659,-1.2421197703332845,-0.4728189960156195
1,0.68167,3,4,1,1,1,1,1,sub-STSWD1118,0.13547650130219796,-1.3190739396047186,0.01333362576371435,3rd,1st,2nd,0.3259670163720128,-1.2421197703332845,-0.4728189960156195
1,0.24856,4,1,2,1,1,1,1,sub-STSWD1118,1.6127695493746288,1.1312037260690628,0.2681730080121695,4th,4th,3rd,1.253025246608439,1.2748099060571954,0.4764288788929123
1,0.32954,4,1,1,1,1,1,1,sub-STSWD1118,0.1720124371715574,-0.5222878122472878,0.8282670775823929,3rd,2nd,4th,0.3259670163720128,-0.33829935276187795,1.2661846647639952
0,0.64552,4,1,1,1,1,1,1,sub-STSWD1118,0.29011726407926397,0.41125004608503735,1.023606330391081,3rd,3rd,4th,0.3259670163720128,0.3105383979579344,1.2661846647639952
1,0.31532,4,1,2,1,1,1,1,sub-STSWD1118,-1.885130859884452,1.6316201511741972,0.7640524332200195,1st,4th,3rd,-1.3050171765346334,1.2748099060571954,0.4764288788929123
1,0.30832,4,1,2,1,1,1,1,sub-STSWD1118,-1.1967171792753475,-0.2927075318825517,0.6594202760589695,1st,2nd,3rd,-1.3050171765346334,-0.33829935276187795,0.4764288788929123
1,0.39033,4,1,2,1,1,1,1,sub-STSWD1118,1.4211534332189755,1.3947646732351973,0.6487853295367678,4th,4th,3rd,1.253025246608439,1.2748099060571954,0.4764288788929123
1,0.29121,4,1,2,1,1,1,1,sub-STSWD1118,0.18089533536152438,-0.07242015232619207,0.5862439224961189,3rd,2nd,3rd,0.3259670163720128,-0.33829935276187795,0.4764288788929123
1,0.27814,4,1,2,1,1,1,1,sub-STSWD1118,-1.587525411263743,-0.46159985917995994,0.38795418740990284,1st,2nd,3rd,-1.3050171765346334,-0.33829935276187795,0.4764288788929123
0,1.017,4,3,1,1,1,1,1,sub-STSWD1118,0.5455256517708713,-0.9288815641408675,0.3200591962783773,3rd,1st,3rd,0.3259670163720128,-1.2421197703332845,0.4764288788929123
1,1.2089,4,3,2,1,1,1,1,sub-STSWD1118,-0.2314506334333074,-1.3916656400554233,0.08797471696099046,2nd,1st,3rd,-0.2688010068208659,-1.2421197703332845,0.4764288788929123
1,1.3559,3,3,2,1,1,1,1,sub-STSWD1118,2.6416259459516236,0.46143970601197437,0.11071066414217394,4th,3rd,3rd,1.253025246608439,0.3105383979579344,0.4764288788929123
1,0.71186,3,3,2,1,1,1,1,sub-STSWD1118,1.4824938031654655,0.6304481692450079,-0.2355123871207971,4th,4th,2nd,1.253025246608439,1.2748099060571954,-0.4728189960156195
1,0.79273,1,3,1,1,1,1,1,sub-STSWD1118,-0.3809586780951273,1.62790834959346,-0.37821439655906836,2nd,4th,2nd,-0.2688010068208659,1.2748099060571954,-0.4728189960156195
1,0.54871,1,3,2,1,1,1,1,sub-STSWD1118,0.3749000020333023,0.39032739782850606,-0.2429539206279921,3rd,3rd,2nd,0.3259670163720128,0.3105383979579344,-0.4728189960156195
1,1.2466,4,3,2,1,1,1,1,sub-STSWD1118,0.8359106395582383,-1.0007590587138564,-0.26002229223820583,4th,1st,2nd,1.253025246608439,-1.2421197703332845,-0.4728189960156195
