mode,type,rt,acc,item_1,item_2,item_cue,subj_idx,item_1_number,item_2_number,item_cue_number,trial_type,summed_similarity,similarity_bin,ams,pams,slps,ams_quantile,pams_quantile,slps_quantile,ams_bin,pam_bin,slp_bin
mem,resp,1508,0,mem1.1.1.bmp,mem1.2.3.bmp,mem2.1.3.bmp,ACC024,"[-3, -3, -3]","[-3, 0, 3]","[0, -3, 3]",non-match,0.9462544851682343,3,0.6770625482598195,-0.35629972120217107,2.412940133843092,3rd,2nd,4th,0.4396593820171105,-0.2966574841532553,1.2412590635819143
mem,resp,1495,1,mem2.3.2.bmp,mem1.3.3.bmp,mem2.2.3.bmp,ACC024,"[0, 3, 0]","[-3, 3, 3]","[0, 0, 3]",non-match,1.1835034190722742,4,-0.118042037910483,0.15073613889844234,2.1254004034661094,2nd,3rd,4th,-0.2770833061315177,0.29999398128577703,1.2412590635819143
mem,resp,1077,0,mem1.1.3.bmp,mem2.2.2.bmp,mem2.2.2.bmp,ACC024,"[-3, -3, 3]","[0, 0, 0]","[0, 0, 0]",match,1.5,,-0.04854484870764349,1.1000884059320066,2.131944636320628,2nd,4th,4th,-0.2770833061315177,1.2783081038341009,1.2412590635819143
mem,resp,837,0,mem2.1.2.bmp,mem1.2.1.bmp,mem3.3.1.bmp,ACC024,"[0, -3, 0]","[-3, 0, -3]","[3, 3, -3]",non-match,0.6473959944455496,1,-0.19094201634331975,0.14459915299564005,2.0349801011431934,2nd,3rd,4th,-0.2770833061315177,0.29999398128577703,1.2412590635819143
mem,resp,1471,1,mem3.2.2.bmp,mem1.1.1.bmp,mem1.1.1.bmp,ACC024,"[3, 0, 0]","[-3, -3, -3]","[-3, -3, -3]",match,1.2928932188134525,,1.1439226684596386,2.121466770542715,2.2814281450450853,4th,4th,4th,1.1794548858335405,1.2783081038341009,1.2412590635819143
mem,resp,1614,0,mem3.3.2.bmp,mem2.2.3.bmp,mem2.3.1.bmp,ACC024,"[3, 3, 0]","[0, 0, 3]","[0, 3, -3]",non-match,0.9462544851682343,3,-0.11459412485237899,0.9598999506918532,2.5213741718206846,2nd,4th,4th,-0.2770833061315177,1.2783081038341009,1.2412590635819143
mem,resp,1842,1,mem1.2.2.bmp,mem2.3.2.bmp,mem1.3.1.bmp,ACC024,"[-3, 0, 0]","[0, 3, 0]","[-3, 3, -3]",non-match,1.1835034190722742,4,0.1493531842673477,-0.07068265462164865,2.2679458970051503,3rd,2nd,4th,0.4396593820171105,-0.2966574841532553,1.2412590635819143
mem,resp,1889,0,mem3.2.3.bmp,mem2.1.1.bmp,mem2.2.2.bmp,ACC024,"[3, 0, 3]","[0, -3, -3]","[0, 0, 0]",non-match,1.1835034190722742,4,-0.788195910974089,0.056841375724863044,2.344563962450279,1st,3rd,4th,-1.342030961719133,0.29999398128577703,1.2412590635819143
mem,resp,1820,0,mem3.3.3.bmp,mem3.2.1.bmp,mem3.1.2.bmp,ACC024,"[3, 3, 3]","[3, 0, -3]","[3, -3, 0]",non-match,0.9462544851682343,3,-2.099115315490677,-0.07629890261415126,2.183863687094619,1st,2nd,4th,-1.342030961719133,-0.2966574841532553,1.2412590635819143
mem,resp,2020,1,mem1.3.2.bmp,mem2.3.1.bmp,mem2.3.3.bmp,ACC024,"[-3, 3, 0]","[0, 3, -3]","[0, 3, 3]",non-match,1.0144014403465114,3,-2.050980240792824,-0.6465786999623432,2.1836835806128487,1st,1st,4th,-1.342030961719133,-1.2816446009666231,1.2412590635819143
mem,resp,1343,1,mem1.1.2.bmp,mem3.1.3.bmp,mem1.1.2.bmp,ACC024,"[-3, -3, 0]","[3, -3, 3]","[-3, -3, 0]",match,1.3545027756320973,,-1.6321829164785149,-1.233135705154786,1.7681948417691036,1st,1st,4th,-1.342030961719133,-1.2816446009666231,1.2412590635819143
mem,resp,1355,1,mem1.2.3.bmp,mem3.2.2.bmp,mem3.2.2.bmp,ACC024,"[-3, 0, 3]","[3, 0, 0]","[3, 0, 0]",match,1.3545027756320973,,-1.5594047257005008,-0.7528170571477333,1.9572349782676628,1st,1st,4th,-1.342030961719133,-1.2816446009666231,1.2412590635819143
mem,resp,1304,1,mem3.1.2.bmp,mem3.1.1.bmp,mem3.3.1.bmp,ACC024,"[3, -3, 0]","[3, -3, -3]","[3, 3, -3]",non-match,0.7771525064424715,2,-0.9562362695901312,-0.45109933495038346,1.8902644895247627,1st,2nd,4th,-1.342030961719133,-0.2966574841532553,1.2412590635819143
