mode,type,rt,acc,item_1,item_2,item_cue,subj_idx,item_1_number,item_2_number,item_cue_number,trial_type,summed_similarity,similarity_bin,ams,pams,slps,ams_quantile,pams_quantile,slps_quantile,ams_bin,pam_bin,slp_bin
mem,resp,988,1,mem3.2.1.bmp,mem3.1.2.bmp,mem1.2.2.bmp,ACC014,"[3, 0, -3]","[3, -3, 0]","[-3, 0, 0]",non-match,0.7090055512641944,2,-2.6173730172062726,-2.8293097713551907,2.59378145491038,1st,1st,4th,-1.215170984704249,-1.1772637639520467,1.383237430862071
mem,resp,940,1,mem2.3.2.bmp,mem3.3.3.bmp,mem3.3.3.bmp,ACC014,"[0, 3, 0]","[3, 3, 3]","[3, 3, 3]",match,1.591751709536137,,-0.2696729597160514,-0.6891638508445658,2.253256049717262,2nd,2nd,4th,-0.3382235761636551,-0.34091273526856736,1.383237430862071
mem,resp,682,0,mem2.2.3.bmp,mem1.2.1.bmp,mem2.2.3.bmp,ACC014,"[0, 0, 3]","[-3, 0, -3]","[0, 0, 3]",match,1.3545027756320973,,0.35136333608876646,-0.1964940259657807,2.263734595865005,3rd,2nd,4th,0.3108733748523669,-0.34091273526856736,1.383237430862071
mem,resp,968,1,mem3.2.2.bmp,mem1.3.2.bmp,mem2.2.1.bmp,ACC014,"[3, 0, 0]","[-3, 3, 0]","[0, 0, -3]",non-match,1.091751709536137,4,1.3317343526542325,-0.06384143159801617,2.510542758756892,4th,2nd,4th,1.246506742103388,-0.34091273526856736,1.383237430862071
mem,resp,648,1,mem1.1.2.bmp,mem2.3.3.bmp,mem2.3.3.bmp,ACC014,"[-3, -3, 0]","[0, 3, 3]","[0, 3, 3]",match,1.2928932188134525,,1.5447350269917262,0.5553945552342267,2.583297139226216,4th,3rd,4th,1.246506742103388,0.21943320848702125,1.383237430862071
mem,resp,777,1,mem1.1.3.bmp,mem1.2.2.bmp,mem1.1.3.bmp,ACC014,"[-3, -3, 3]","[-3, 0, 0]","[-3, -3, 3]",match,1.591751709536137,,-0.46827838996283555,-0.011366827586157322,1.8673615904054255,2nd,3rd,4th,-0.3382235761636551,0.21943320848702125,1.383237430862071
mem,resp,553,1,mem1.2.1.bmp,mem1.2.3.bmp,mem1.2.3.bmp,ACC014,"[-3, 0, -3]","[-3, 0, 3]","[-3, 0, 3]",match,1.4226497308103743,,-0.119894765314117,-0.9846037902525705,1.0086688800815835,2nd,1st,4th,-0.3382235761636551,-1.1772637639520467,1.383237430862071
mem,resp,735,1,mem3.3.2.bmp,mem3.1.3.bmp,mem3.1.3.bmp,ACC014,"[3, 3, 0]","[3, -3, 3]","[3, -3, 3]",match,1.3545027756320973,,0.1810476749569071,-0.8871283170767749,1.3882540212631416,3rd,1st,4th,0.3108733748523669,-1.1772637639520467,1.383237430862071
mem,resp,854,1,mem2.1.2.bmp,mem2.2.2.bmp,mem2.1.2.bmp,ACC014,"[0, -3, 0]","[0, 0, 0]","[0, -3, 0]",match,1.7113248654051871,,0.12281414619633749,-1.706449562877601,0.9185993732319367,3rd,1st,4th,0.3108733748523669,-1.1772637639520467,1.383237430862071
mem,resp,1020,0,mem2.3.1.bmp,mem3.1.1.bmp,mem2.3.1.bmp,ACC014,"[0, 3, -3]","[3, -3, -3]","[0, 3, -3]",match,1.3545027756320973,,-0.24831341197795567,-0.4934993561398756,1.1913969281640657,2nd,2nd,4th,-0.3382235761636551,-0.34091273526856736,1.383237430862071
mem,resp,990,0,mem1.3.1.bmp,mem3.2.2.bmp,mem1.3.1.bmp,ACC014,"[-3, 3, -3]","[3, 0, 0]","[-3, 3, -3]",match,1.2928932188134525,,-1.0394169260988138,-0.45379686134058755,1.4287598990191392,1st,2nd,4th,-1.215170984704249,-0.34091273526856736,1.383237430862071
mem,resp,802,1,mem2.1.3.bmp,mem3.2.3.bmp,mem1.3.3.bmp,ACC014,"[0, -3, 3]","[3, 0, 3]","[-3, 3, 3]",non-match,0.7090055512641944,2,-0.1688040907705853,0.12866802260352103,0.814651529657995,2nd,3rd,4th,-0.3382235761636551,0.21943320848702125,1.383237430862071
mem,resp,761,0,mem3.1.3.bmp,mem1.1.1.bmp,mem1.2.1.bmp,ACC014,"[3, -3, 3]","[-3, -3, -3]","[-3, 0, -3]",non-match,0.8452994616207485,2,0.4261339141678234,1.9101755079653318,1.0222638609306014,3rd,4th,4th,0.3108733748523669,1.3015565369962456,1.383237430862071
mem,resp,739,1,mem3.1.1.bmp,mem2.1.1.bmp,mem2.1.1.bmp,ACC014,"[3, -3, -3]","[0, -3, -3]","[0, -3, -3]",match,1.7113248654051871,,0.4402084983818758,0.26797958500101554,1.2145897359943514,3rd,3rd,4th,0.3108733748523669,0.21943320848702125,1.383237430862071
mem,resp,988,1,mem3.3.3.bmp,mem2.2.1.bmp,mem2.2.1.bmp,ACC014,"[3, 3, 3]","[0, 0, -3]","[0, 0, -3]",match,1.2928932188134525,,-1.220693348702909,-1.3963568315572379,1.7425917234895496,1st,1st,4th,-1.215170984704249,-1.1772637639520467,1.383237430862071
mem,resp,945,1,mem3.1.2.bmp,mem1.3.3.bmp,mem2.1.2.bmp,ACC014,"[3, -3, 0]","[-3, 3, 3]","[0, -3, 0]",non-match,1.0042180842186395,3,-0.5205495891457078,-0.13286346211788777,1.4366311931305236,2nd,2nd,4th,-0.3382235761636551,-0.34091273526856736,1.383237430862071
mem,resp,917,1,mem1.3.2.bmp,mem3.2.2.bmp,mem1.1.1.bmp,ACC014,"[-3, 3, 0]","[3, 0, 0]","[-3, -3, -3]",non-match,0.6473959944455496,1,-0.20374839366644898,-0.09415295607744566,1.335223925576465,2nd,2nd,4th,-0.3382235761636551,-0.34091273526856736,1.383237430862071
mem,resp,754,1,mem3.3.1.bmp,mem2.3.1.bmp,mem3.3.1.bmp,ACC014,"[3, 3, -3]","[0, 3, -3]","[3, 3, -3]",match,1.7113248654051871,,-0.18321051750072126,-0.6501327798305534,1.130150365381713,2nd,2nd,4th,-0.3382235761636551,-0.34091273526856736,1.383237430862071
mem,resp,771,1,mem2.3.3.bmp,mem3.1.3.bmp,mem3.1.3.bmp,ACC014,"[0, 3, 3]","[3, -3, 3]","[3, -3, 3]",match,1.3545027756320973,,1.7935831226626686,0.9995507402508119,1.4855383509804656,4th,4th,4th,1.246506742103388,1.3015565369962456,1.383237430862071
mem,resp,1162,0,mem3.2.3.bmp,mem3.1.1.bmp,mem3.2.3.bmp,ACC014,"[3, 0, 3]","[3, -3, -3]","[3, 0, 3]",match,1.3545027756320973,,-0.949611809980292,0.3911859392258924,0.987200619980994,1st,3rd,4th,-1.215170984704249,0.21943320848702125,1.383237430862071
