mode,type,rt,acc,item_1,item_2,item_cue,subj_idx,item_1_number,item_2_number,item_cue_number,trial_type,summed_similarity,similarity_bin,ams,pams,slps,ams_quantile,pams_quantile,slps_quantile,ams_bin,pam_bin,slp_bin
mem,resp,923,0,mem2.3.1.bmp,mem3.1.1.bmp,mem2.2.1.bmp,ACC029,"[0, 3, -3]","[3, -3, -3]","[0, 0, -3]",non-match,1.3030765749413242,4,-0.12229287004793224,0.33873102205776,2.7943981222886682,2nd,4th,4th,-0.23381933107408562,0.8331729013036544,1.3302053819890678
mem,resp,1012,1,mem1.2.1.bmp,mem3.1.2.bmp,mem3.1.2.bmp,ACC029,"[-3, 0, -3]","[3, -3, 0]","[3, -3, 0]",match,1.2928932188134525,,0.10381091850771505,-0.24415674399501322,2.807524726936521,3rd,2nd,4th,0.24320953797405992,-0.16431875095944443,1.3302053819890678
mem,resp,1304,1,mem1.2.3.bmp,mem3.3.3.bmp,mem3.2.1.bmp,ACC029,"[-3, 0, 3]","[3, 3, 3]","[3, 0, -3]",non-match,0.5380061947043713,1,-0.1273806893360619,-0.5238036776456285,2.592104419009553,2nd,1st,4th,-0.23381933107408562,-0.7593502295129888,1.3302053819890678
mem,resp,1154,1,mem1.1.2.bmp,mem1.2.2.bmp,mem1.1.2.bmp,ACC029,"[-3, -3, 0]","[-3, 0, 0]","[-3, -3, 0]",match,1.7113248654051871,,-0.7815235008193259,0.08362353238482573,2.3552169027763665,1st,3rd,4th,-1.0662086281640646,0.09171899915754574,1.3302053819890678
mem,resp,838,1,mem3.2.2.bmp,mem1.3.2.bmp,mem1.3.2.bmp,ACC029,"[3, 0, 0]","[-3, 3, 0]","[-3, 3, 0]",match,1.3545027756320973,,-0.8744249471698609,0.8572851280569421,2.76720843586474,1st,4th,4th,-1.0662086281640646,0.8331729013036544,1.3302053819890678
mem,resp,824,1,mem2.1.2.bmp,mem1.1.3.bmp,mem3.1.1.bmp,ACC029,"[0, -3, 0]","[-3, -3, 3]","[3, -3, -3]",non-match,0.7752551286084112,2,1.0484170997255746,0.6324665328739987,2.508386287264775,4th,4th,4th,1.0600612151037445,0.8331729013036544,1.3302053819890678
mem,resp,963,1,mem2.2.3.bmp,mem2.3.3.bmp,mem3.1.3.bmp,ACC029,"[0, 0, 3]","[0, 3, 3]","[3, -3, 3]",non-match,0.9462544851682343,3,0.43916533696896587,0.40157097216289,2.314852979311538,3rd,4th,4th,0.24320953797405992,0.8331729013036544,1.3302053819890678
mem,resp,1133,1,mem3.2.1.bmp,mem3.3.1.bmp,mem3.3.3.bmp,ACC029,"[3, 0, -3]","[3, 3, -3]","[3, 3, 3]",non-match,0.7771525064424715,2,0.4221456160926722,0.7014708711802704,2.238038164027169,3rd,4th,4th,0.24320953797405992,0.8331729013036544,1.3302053819890678
mem,resp,748,0,mem2.1.1.bmp,mem1.2.1.bmp,mem2.2.2.bmp,ACC029,"[0, -3, -3]","[-3, 0, -3]","[0, 0, 0]",non-match,1.1835034190722742,4,-0.9622756211832837,-0.2924486203209576,2.0974807406936034,1st,2nd,4th,-1.0662086281640646,-0.16431875095944443,1.3302053819890678
mem,resp,815,1,mem2.3.2.bmp,mem1.3.3.bmp,mem1.3.3.bmp,ACC029,"[0, 3, 0]","[-3, 3, 3]","[-3, 3, 3]",match,1.591751709536137,,-0.46181302265649393,0.23435897132364172,2.0878294171715552,2nd,4th,4th,-0.23381933107408562,0.8331729013036544,1.3302053819890678
