v_ams_bin_rt,v_C(condition)[T.1.0]:ams_bin_rt
-0.05488943489757017,-0.0897487840669445
-0.057257401668534595,-0.0899329914641756
-0.008824381530213171,-0.08992798684590109
-0.010615765749101558,-0.09002544672775194
0.0032286593986896083,-0.09008847728274831
0.014204501251117245,-0.09015432111930989
0.008048360650401109,-0.09009558490634695
-0.007084555518977204,-0.0900077617574067
-0.0062483785545071075,-0.09026768281824768
-0.010818404885659813,-0.09026433112161471
0.017369057814975414,-0.09019276806140421
0.0072034654918266515,-0.09005305684513146
0.030620872919487667,-0.09007622148623311
-0.018388407543382505,-0.09004199087485673
-0.06729725604450423,-0.09011182772427262
-0.08536742857280573,-0.09011335562039255
-0.10028396840106821,-0.09019766840080723
-0.08499991089526926,-0.09020412767846774
-0.02894059257764978,-0.09021253191802427
-0.06405001146634301,-0.09024358727951716
-0.06452361910392237,-0.09026940116437217
-0.04316525166963554,-0.09032513274195433
-0.03444519659753062,-0.09031445466526361
-0.030603746258955403,-0.09032220986721753
-0.029272991197533217,-0.09034026402245833
-0.020427486995922974,-0.09032645555264109
-0.047487173915433896,-0.0903326045419451
-0.03447833715442414,-0.0903287826674247
-0.03122252416246294,-0.0903405274352651
-0.012884235523744516,-0.09030518117756657
-0.005438371326991111,-0.09030331667574765
-0.0109881595668095,-0.09030164595838996
0.061232809871724775,-0.09029610398306638
0.059315365816998734,-0.09031533183923379
0.058254676022414215,-0.09031006744080085
0.030470826605805076,-0.09032323932536762
0.07718954899926377,-0.09032807025168745
0.04061714457306398,-0.09029952796666252
0.02761016235667671,-0.09030194658715342
0.027350732117074675,-0.09030821980559296
0.031002631963031168,-0.09030572944425604
-0.06079194425685543,-0.09029684589071707
-0.021487287083942555,-0.09028827190445167
-0.04413491396988696,-0.09031734288192694
-0.08217137752677321,-0.09032921600441739
-0.061087824451534524,-0.09034009623364235
-0.05143623736350003,-0.09032432621699268
-0.04170383678529817,-0.09030282900141108
-0.012835260819945132,-0.09028608093733177
-0.02486418740778202,-0.0902592567413356
-0.0008020251822764765,-0.09025007669503629
0.033358640351626744,-0.09026026414644914
0.013912928398083368,-0.0902711800628793
0.030895919656587546,-0.09041238356258983
0.039201380177084216,-0.09043491914529267
0.055984042705249176,-0.09036154212029338
-0.0003063044612934898,-0.09035091136392497
0.023122906087071383,-0.09034680298675904
-0.000784733559721858,-0.09029304607428945
-0.0027372969623124196,-0.09024284015741021
-0.03137741268529603,-0.09023095064684582
0.0001320635640403231,-0.09010886559603988
-0.026075642234370856,-0.09004176179301925
-0.018717347517719182,-0.0900397089777908
0.009082088303613779,-0.09000911057821724
0.016431403681026822,-0.09010061993452367
-0.0143116021514974,-0.09009560857346069
-0.011526802119098005,-0.0900060690258264
-0.01465294971737807,-0.09011944689430042
-0.009477008544528185,-0.09010225919067505
-0.009212422122996283,-0.09022902991386304
0.005300814204303374,-0.09020980595191658
-0.003345577060041611,-0.0902344531275156
-0.007145233815468698,-0.09021116437426227
-0.010204211356024338,-0.09021589692122918
0.004042143329770764,-0.09022975207201828
0.03443353866778639,-0.09023346008710936
0.01957216449448291,-0.09010204606463385
-0.00457517015804946,-0.08997454156194747
-0.012882476127246897,-0.0900276223324981
-0.00807670434572982,-0.0901239459618751
0.004037515220865514,-0.09019950892620719
0.006527140242728383,-0.09015552534868553
0.029135265712147265,-0.09020757178970244
0.008309233939017068,-0.09022515970476243
-0.013997403547389497,-0.09027997759301272
-0.006977855838156735,-0.09027921277315631
-0.0058321926446520305,-0.09035114251230514
-0.016470930954814715,-0.09036646123673074
-0.016588587397220474,-0.09030557598405807
-0.024057181452943895,-0.09029898378650482
-0.014439679401247367,-0.09037142552060355
-0.03134057974952592,-0.09044353464237159
-0.031341148631087376,-0.09044883147861785
-0.03630237986568903,-0.0904611117676028
-0.02729012293532846,-0.09045133963807812
-0.02552594035702485,-0.09038553639727809
-0.0278780671700897,-0.0904954499578867
-0.0064290930174438436,-0.09022876018131673
-0.04740057050511537,-0.09020856672884613
-0.04023193656260274,-0.09029581203681432
-0.029121795292216073,-0.08992753017051543
-0.04000406071985389,-0.08997406759418868
-0.00451653952316295,-0.09019339424257745
0.026144210168610585,-0.09094100073566959
0.01580359764849494,-0.09048227449786261
0.000502407721772671,-0.09021394113703084
0.005285933369518134,-0.09063443856260144
0.007656310991749743,-0.09059330101276389
-0.06103001804534803,-0.09096126975443515
-0.0695992323663509,-0.09091151094576198
-0.07836476912867328,-0.0916825444324363
-0.01908514092688441,-0.09164804695109455
-0.026957835136839803,-0.09115748352327292
-0.011905444526404057,-0.09146065793156741
-0.012871915518720363,-0.0914136262110957
-0.024197579065084258,-0.09154410946819411
-0.012202495570524729,-0.09158890818403985
-0.0058572750827332355,-0.09195165635747106
-0.03334463798476485,-0.09267335517855493
-0.11118477640872236,-0.09250477923660516
-0.014528271990241683,-0.09306602116791023
-0.017291633976729892,-0.09407810343593505
0.005969970325943465,-0.0947397798002932
-0.04875400357642769,-0.09446372181188335
-0.01990008047626844,-0.09388346280334274
-0.01141802344689666,-0.09368833170632143
-0.0683814898449349,-0.09358218252924684
-0.05278397338247669,-0.09365953294479533
-0.08049396081941797,-0.09391198463535665
-0.0847095262328205,-0.0939983559530248
-0.10537133731883398,-0.09475402501167454
-0.08932471787812027,-0.09522236431516069
-0.041790354727579776,-0.09526118997559235
-0.04608460035240868,-0.09416916585748071
-0.05498574285337123,-0.0927384038639774
-0.07694114334465847,-0.0952313157210005
-0.0705127418806359,-0.09512661721516462
-0.08293260354712,-0.09654862710344025
-0.09700173004335047,-0.09807054444830272
-0.08353335949376914,-0.09494615984085494
-0.08574829885608011,-0.09683449449858177
-0.07908784961007394,-0.0943886745391077
-0.07622574965518697,-0.09592680384642255
-0.07105282931162006,-0.09940190593283904
-0.07405760325639227,-0.10293141203802776
-0.07978448869282302,-0.10228624303002108
-0.07196581311998015,-0.1067053507156185
-0.07371687269491965,-0.10921288485188124
-0.05189223027778907,-0.1135011331932036
-0.049381279655571694,-0.1188591349687447
-0.05344801160880859,-0.11569537243739256
-0.057781958652945796,-0.11290388746726993
-0.049963052388680776,-0.09924197472368543
-0.043137863456728036,-0.09287820122768459
-0.02680428888357307,-0.08753945664165863
-0.015381424035844068,-0.08587703129178569
-0.031161121511061384,-0.09076386950319305
-0.02700740251996833,-0.08322835051179606
-0.04382468282575255,-0.09362755811259757
-0.03594252288643299,-0.08654269035732667
0.001087751329263283,-0.10275543053991068
-0.010911845686267388,-0.09993763812041405
0.049053712476899984,-0.09440433794015435
0.06413583540542625,-0.09323847235825478
0.08522629742553373,-0.09943598868510424
0.0265758862963935,-0.10976438557864174
-0.006181477859221806,-0.11026316032891757
-0.06756358171464856,-0.10745801816427462
-0.010494146018819425,-0.09450292058764476
-0.01919352576277172,-0.09263868048941941
-0.025995942115074843,-0.10390451500340399
-0.02988852498534944,-0.09262845728948398
-0.044976367325825606,-0.0873109878762613
-0.06350851130777818,-0.07617371982058183
-0.07442170225865176,-0.07701283938312362
-0.04771238704677259,-0.07225859335329615
-0.03726249143715635,-0.06478120711931333
-0.03765024199121056,-0.04228875850411213
-0.03880015491851903,-0.041116974874314566
-0.04202086543776873,-0.02752716607802511
-0.042540955164477284,-0.03459606204175045
-0.03964651418419175,-0.020684294140062277
-0.04346460389785217,-0.012030331969174753
-0.051279665395635235,0.0013291638451480361
-0.04749704496975511,-0.013704196463550776
-0.041484407898588094,0.004046553195140589
-0.024349943943448825,0.012692079945471928
-0.013723298399308359,-0.02678668877063097
-0.01192858389746915,-0.012351900717176175
0.002252150146834827,-0.04806153235675557
-0.03493969865821297,-0.014936529156943844
-0.0192382020609139,-0.016221521140500954
0.008193691472210657,-0.024459149454990656
0.02224520708604409,-0.04473868063692858
0.02316241090441337,-0.004979515425253437
0.04229957489079562,-0.0009313209382796235
0.030207699542969774,0.023646567561581427
0.014086391177997384,0.02489030904129333
0.028451227463809195,0.010773531184156967
0.0062400542715144985,-0.009325116058938192
-0.017698902422949896,-0.005319672378840772
-0.0049171982507034105,-0.01860458660246379
-0.01889734884208128,-0.01786704446386447
-0.03324232099395663,0.0006639528008300761
-0.02436433350741489,-0.007570651207164948
-0.004734925434810886,-0.009017609658831192
