v_pams_bin_rt,v_C(condition)[T.1.0]:pams_bin_rt
0.09381270420344602,0.09921107723614922
0.040708626841778596,0.03973697664683365
0.07699481661442419,-0.037781210231144
0.10676893273848334,-0.015362164799165216
0.10747520867413253,0.013991440781997665
0.020674114316214146,-0.0017609925360019436
0.0029514410934748415,-0.006909930123225723
0.05089439093734855,-0.046911162644563825
0.028769677624703595,-0.016874361766482864
0.04298883753924934,-0.040290387710548686
0.07079689046881946,-0.054532372539243285
0.07140229427480366,-0.04488469271198345
0.10491620897594683,-0.10238354065678396
0.11630913777556658,-0.08578256760955516
0.1273550982350862,-0.09961713676090297
0.15625311619894516,-0.09796365079431074
0.16546826237600457,-0.10632217852527694
0.17353011267673368,-0.1441889032974484
0.17243183631168554,-0.1808239731597846
0.21660811707810534,-0.2365821536630393
0.2803103931274334,-0.16400974844599298
0.2639732218785161,-0.15150585677932016
0.2598693930476089,-0.1527474451309299
0.26064653485123074,-0.2120778761725423
0.24198064692947105,-0.30725645513978617
0.23296666862565202,-0.30740584363888707
0.2194224942701294,-0.2467594367943733
0.23005530023107254,-0.1294873747868121
0.22738723527027666,-0.11961966965447984
0.20743367646836539,-0.11754526923532767
0.23552055391646215,-0.09843464735543446
0.23872197768750922,-0.1302319661587325
0.2526117341951839,-0.055663961139852926
0.2475619654902302,-0.0559288955299859
0.26313394531674505,-0.04233655352177999
0.26681184297132826,-0.11849164116030894
0.2798033354376027,-0.0917076375359399
0.27524531035340777,-0.10127310077444825
0.27046071540587163,-0.12070839793260335
0.27073444746079417,-0.09636438396302191
0.2827148918054591,-0.11769583733522235
0.28005507614210634,-0.17057262486305275
0.28076375492745853,-0.11821947746421957
0.2858243201306757,-0.23323145093709968
0.3001382356104427,-0.26771830213820785
0.29324934317005785,-0.30843701843411553
0.3018694726841496,-0.22126555661275746
0.30134600408098605,-0.045291329446850354
0.29074789498009224,-0.022095438870247147
0.27454191696913377,-0.19800988857201643
0.2681340718272257,-0.21410132200994464
0.2559453842199263,-0.21402954607141506
0.2552299276340354,-0.23696051257378734
0.25964168113236724,-0.24597804513997962
0.2493499333977844,-0.22918728271364153
0.24424317844627477,-0.2246904736945342
0.2333350528976842,-0.21551413530614832
0.24259738497819502,-0.2456316559855332
0.24889302446126355,-0.22683471631861885
0.2620317014014624,-0.19272707368590902
0.2785663899419229,-0.19453905529906793
0.2707749351521795,-0.263016493579777
0.2701897162861299,-0.26507875401884173
0.23180806744877375,-0.223279792886778
0.23384795387295185,-0.19281087305198502
0.26420155251884303,-0.18124105711907898
0.21855817865121174,-0.19779924326875015
0.2963641045389753,-0.18307393966859262
0.3086351710994879,-0.19141693580277278
0.2904719517582438,-0.19429025856526994
0.367959859913069,-0.2253365298783643
0.37526682043376597,-0.2314280069509039
0.3673309889413355,-0.2546291513743425
0.3653518003199774,-0.2574924565030381
0.37008135406921616,-0.28601284503107005
0.3792560305454768,-0.2860314848420888
0.38055960636512653,-0.2960324796688831
0.37291269412230243,-0.2103697548885944
0.38751117688996695,-0.18260517967733578
0.36479724374435724,-0.21434121247222726
0.3391822116397737,-0.21789931384436872
0.3396598187978144,-0.2739577511428173
0.3494433114544041,-0.2933242227276403
0.3376092270049327,-0.319025629791996
0.3251972637542314,-0.34087838551985034
0.359360593260919,-0.27531787824697457
0.35202405356012234,-0.31453616947459795
0.33094413749502744,-0.2926734339061296
0.30599970090379713,-0.2556128517807135
0.31074407066169435,-0.2491904319800514
0.32865137728279326,-0.2658382268731914
0.33360556132857416,-0.18803913752222767
0.3515020493632746,-0.1689437286647956
0.29751062681609636,-0.12704796008768215
0.26524406839860826,-0.1328469879391175
0.2719359623735352,-0.3050981567919948
0.2790463710115039,-0.37338535547321783
0.30511989584023236,-0.4488701480474192
0.3054988297931059,-0.473129433179925
0.3286779270883187,-0.5452185545527954
0.30715664174311613,-0.5031909867726515
0.30073799040584126,-0.29289515461214033
0.31925585231781217,-0.03812364023121195
0.3162475162269686,-0.09824077704417253
0.3179033073627207,-0.14461499374912226
0.29721594312897087,0.02395204541307165
0.28677001427962723,-0.3270835458221163
0.2606675615676864,-0.3510982000789966
0.2617627365020918,-0.19009998906737688
0.26442287204764475,-0.02668927271281979
0.26156939664348866,-0.005434611556073526
0.3269635369383848,-0.0023046135125302236
0.2914025159934021,-0.17919908202883222
0.3162126459098694,-0.12929530271768083
0.3353964111365077,-0.150636510301297
0.3343243620257451,-0.20001056064291767
0.3340109468030872,-0.23563558406956456
0.3389818968858019,-0.4537967564615216
0.3356971793728007,-0.3544355877845696
0.3277756982858357,-0.3106908037278518
0.31527943591874424,-0.3080933265834284
0.3158388719025224,-0.2070891260494733
0.3190494340754809,-0.2676846623909968
0.31367907573742987,-0.38824909307240607
0.31421734256606654,-0.3580512962778981
0.309719341438035,-0.41892645635209463
0.30928570561126517,-0.47486939905362635
0.3092503711218958,-0.41488151055113504
0.31579014344923706,-0.40923636972306304
0.3110590083776091,-0.3638919671895833
0.3137904555187463,-0.3497071704874798
0.31068012150728447,-0.35231190246571586
0.31323163234905615,-0.32282811004739964
0.31409428773990683,-0.3752917520553095
0.29670972929145883,-0.3619822174298628
0.3025773808090008,-0.33437974872995774
0.3021054619454123,-0.32390747065923275
0.3009617192444698,-0.305831235232405
0.30096638125407504,-0.2876638938169114
0.2924959758158954,-0.2643542502461101
0.29004761469142126,-0.2514819439846839
0.28901502398668405,-0.20906787131688603
0.2912306635221211,-0.1744356649559562
0.28708279455571983,-0.16672116490732683
0.2886781694837483,-0.14345251939659226
0.29137345214249144,-0.10518149728613921
0.2929100485367145,-0.1150974328618116
0.29638389465145,-0.1112021574091981
0.2984429200280884,-0.09658722961168967
0.2967686240391238,-0.10188148569989007
0.300874968937362,-0.10745431088507296
0.29279305009541146,-0.09472654283793953
0.2947941420282902,-0.0553117803166224
0.29588314965033385,-0.03787729301349292
0.29812995274813797,-0.06693486099861642
0.29967660626234194,-0.05688479021334278
0.29829676491092,-0.08156624147605095
0.2933645261748509,-0.08114626297308164
0.2957112710210634,-0.08866773163688468
0.2946910438566304,-0.07203935760293204
0.2986097739574239,-0.07338308992266937
0.28466571364308446,-0.08047776098839955
0.29468753764359473,-0.10866247685807749
0.3080327075511024,-0.12207554686495589
0.31365639164406606,-0.1660557734386077
0.3333338673717034,-0.19570380160660142
0.3548180926202095,-0.19412427047660782
0.3483269111599157,-0.20099926100416549
0.3321512589852012,-0.23403305096121557
0.31892117018797145,-0.20841896398029405
0.2958672394608242,-0.16710777020809967
0.28429403351752536,-0.19825048242375332
0.2977310198290841,-0.21457870021792746
0.2796341224509594,-0.18791015524159682
0.28202578585173377,-0.25480626616580526
0.35827469854043537,-0.2148443202133354
0.2959619197833723,-0.19458246276574953
0.2707665552316432,-0.152035750148409
0.24121994760375987,-0.24066907279382135
0.20515805463148992,-0.22581680112675434
0.24433646879008442,-0.07283616238771559
0.19613689570144655,-0.1133953569443936
0.1689145243916381,-0.05111387618550297
0.14279792892728374,0.00727404868674689
0.0766956300437239,0.02372057552243953
0.05304881954567346,0.04350968923629629
0.18752874306856426,-0.023508184553674746
0.13816338141552642,-0.04575656106753704
0.09698337805550221,-0.10367329098203984
0.03457909066514547,-0.11385944039200799
0.14772652276798703,-0.14620331898653116
0.2328965387432708,-0.10260463226831695
0.2282707130007022,-0.05997772053921957
0.1259797535469801,-0.16037317284687114
0.05869529766831737,-0.0757293064383766
0.04728843320847909,-0.15185171699545877
0.0010680892272636466,0.08215482181815623
0.09785820096543833,0.0964428155538582
0.12540396591124806,0.16567235753339954
0.1666655934874749,0.1605626234551085
0.2533342378656373,0.15765928580951247
0.2410630673756692,0.1255712471190757
0.3386213774149123,0.12871328912872487
0.14852168608115734,0.15380882716455233
0.10167402624179774,0.016701539699003856
0.12592333960224464,0.0504541385772484
0.12841955764490143,0.06974768440674942
0.15002194112755884,0.058302383498397885
0.19577273117076266,-0.006099009151599673
0.21946414618567042,0.04579886249405904
0.19815241148267446,0.027937810981841348
0.2524724245788692,-0.010432242363738901
0.2000813465512051,-0.026326134033177396
-0.009126956180659757,0.04048570568840553
0.12390806473383333,0.04012515283443526
0.17485000850392718,0.06518811347232292
0.15643430862499053,-0.0029497696045974603
0.12194201496741716,0.016156515629979367
0.0787575082455467,0.010277521956098797
0.16392641506425903,-0.00857436999116378
0.22870805394515403,-0.025585037361790148
0.1203439307767239,-0.028773878759003033
0.09995607621141037,0.051671373818072706
0.09780965013600926,0.1166979935034991
0.0746522854655889,0.1457304597734269
0.05533265320801084,0.14299599545370537
-0.05301138804917108,0.10467166025898021
0.022001963561932,0.17153057854330453
-0.12356582293346594,0.18944407851664888
-0.11833753923782916,0.2465704699963925
-0.10464808131339373,0.23854790172725726
-0.08913337734411156,0.23600417135655297
-0.12097219116491703,0.13507272567383524
-0.1202576923911991,0.1206738688393307
-0.12121252663004056,0.038890283610263955
0.0033822300772722858,0.07674634568832067
0.04044417703056043,0.12509293056912896
0.013894683030925288,0.10959458942768957
0.005914219927231405,0.11613671150975913
-0.049619864691412614,0.00775349175248817
-0.0639630253225446,-0.09362232631774924
-0.07382259601956292,-0.08181703164079562
-0.013738446118564689,0.016865600201912887
-0.08033831272019269,-0.07831708732974321
-0.06778744779904347,-0.11746081224129828
0.11709120126898605,-0.019803581455047833
0.2348286133293191,-0.039072307006512354
0.2194244344546196,-0.026991520997963557
0.17811016380510042,-0.07765808844646496
0.17975253452812145,-0.08764129224893882
0.1592207673616079,-0.06276461515539457
0.18961035906609452,-0.04222580323040711
0.30878025911275253,-0.08872402939217458
0.16659454093120646,-0.029098132352274528
0.1321095730162304,-0.014485768628012
0.11024071142184658,-0.016878726455199805
0.0615462692618913,-0.037659530732666355
0.061848137609295376,-0.038795203995935106
0.12218277934227324,-0.0220133015102459
0.1497674561792625,-0.0264211406027683
0.17655165704826054,-0.0465152611102801
0.15321576964357883,-0.09393491949796136
0.15837997748185825,-0.11348615464792584
0.1093679570112901,-0.09558817120590728
0.1600122867398634,-0.0741656929516021
0.12157961731154954,-0.10538090159938429
0.09314071167485596,-0.10427637295440832
0.12870463763763113,-0.09153740757752718
0.12661725191878556,-0.03457448746071761
0.11916299117504378,-0.027233444910543497
0.21636413066217636,-0.06292027016235371
0.09529343910942663,-0.03256289873225245
-0.05501742384385764,0.0037666060438533433
-0.13771845986325523,-0.012272893052316018
-0.08812815179339387,-0.01622313445741393
-0.0626465528406368,-0.02547300350504689
-0.16034438318196872,-0.026753533235814825
-0.06745683629970532,-0.0005033409727870082
0.014422678797595498,-0.020461251555545103
0.0648518185278192,-0.04524784281582906
0.03585268675576882,-0.04810378488582381
0.19898475013414063,-0.038357987183103626
0.2080020555758937,-0.06448570948686932
0.24390909375526287,-0.07488563789316245
0.22586852880903371,-0.09657772380449658
0.2174447875724273,-0.07318258244903451
0.2009646093561549,-0.07448952763406946
0.22706640390933328,-0.15754513618602262
