v_slps_bin_rt,v_C(condition)[T.1.0]:slps_bin_rt
-0.2225440754324151,-0.20777959590870398
-0.064578208252884,-0.006893443660607498
-0.15778469877413703,0.14559549127177657
-0.028501342404796657,-0.13269603829734342
0.022473352850254827,-0.10761377758142625
-0.09509133422308542,0.029236486059731094
-0.08168214284233588,0.0030250585331463853
-0.16113922069072464,0.023140440450891024
0.04026547451456229,0.04762235494063341
0.04897353644897266,-0.11490300376291931
0.07198532050485841,0.06410253405549551
0.058871486595612615,0.1650168573061204
0.025012921673005853,0.37935902325495807
-0.028356941496322785,-0.0030989833874560738
0.24972285588076215,-0.2302836099271363
0.09400043229017999,-0.1691140072529119
0.20326752950796334,-0.06611020971980355
-0.023038379964041598,0.1914703214160436
0.23552217133376271,0.3338294689822025
0.05984609362102016,0.35272840726464594
-0.09544703989867397,0.23579887297427632
-0.1249332264226822,0.16558249786480067
-0.15764907425402835,0.18619349703875593
-0.03745341305346277,-0.09986023373005587
0.0718385095297527,-0.4626765303696867
0.059083597222599954,0.01826847840834417
-0.011351225603268705,0.2330964106073492
-0.029467698452584803,0.2000626936584983
-0.0030309593521669624,-0.02016824678706304
0.0812337878506633,-0.168424448155729
0.09367374721111664,-0.07350893469486752
0.03709271742226043,-0.17504345473166094
0.16594084995771624,-0.13354443846463
0.09923942968134448,-0.1682789833418723
0.07729466913965623,-0.25883550006584854
0.05710320178910992,-0.27893231680278163
0.16757043593953475,-0.2751543646119098
0.23151562029630812,-0.15515744170739793
0.18971347198957297,-0.13563635105763105
0.19261644788290389,-0.159509746458877
0.23376824689010484,-0.15974118548278032
0.2309989668857421,-0.19074526399401656
0.16482628532589827,-0.08567424164931549
0.11911054199561225,-0.0539457297305656
0.2019449078605157,-0.027454187670317237
0.0989097720534629,0.10661109281979116
0.13258315941333032,-0.24798249268085648
0.2550261956349976,-0.1884568070144978
0.17961095006662137,-0.4386640464857982
0.2723470645437778,-0.13873751946567536
0.04754054663876131,-0.35781545764555955
0.0463849422995902,-0.30032892309609377
0.1042402488476374,-0.013053031629138654
0.04986188039988257,0.3469985766795664
-0.008651838230057246,0.13640657657868052
0.13195560548974206,0.03758314627022151
0.03285719624145127,-0.20341967989801063
-0.2328960133408901,-0.12213549658301742
-0.170370635986973,0.25837302770713766
-0.1602271005587096,0.20248482566038956
-0.13638896328223332,0.22533768041257146
-0.17800336928642563,0.2039958851287147
-0.15831742213407485,0.5980720795424981
0.021029984220227782,0.15919297524442214
-0.08674216405960587,0.06840665709055407
-0.19817329805998707,0.04582670111871327
-0.14913230865323454,-0.13435154859358633
-0.14195993716133243,-0.03768772059232536
-0.21871972224869954,0.29364801193635337
-0.07813472402420191,-0.26359207936283274
-0.06185733773632769,0.7018805802004828
0.2754777717287969,-0.28690087005509857
0.3460955278142321,-0.32411867649361226
0.16584361291683786,-0.4272942288230531
0.2712894010872724,-0.29636744353371725
0.14198211072093211,-0.30575519484176034
0.006156264502755304,-0.12104184438367646
0.11933520644934952,-0.40714824131454386
-0.031074808543049948,0.17328651327862252
-0.04621835852462086,-0.3236667272204968
0.12832169755375283,-0.01360804400411332
0.16101003042457496,-0.009569207585910112
0.1788693890773457,-0.02099678837171761
0.014568287885448849,-0.1628077359497231
-0.08849486791493183,-0.020464564326593424
-0.14335329521437995,-0.014113782632896173
-0.15215493769394114,0.10382133427788906
0.04902248653878205,0.036924569234802807
0.04844787493748573,0.09917872570161063
-0.10714096123471978,0.12471178193228233
-0.002864142686095583,0.3084821775376285
-0.06859255737116597,0.3542473295165014
-0.32653655927907,0.362728002113956
-0.18043214457064854,0.1826309230151803
0.006923434155370542,0.2196339394952576
-0.10591904379351828,0.09300291846872993
-0.2002150513746108,0.30656415691263017
-0.05345143112376406,0.1552395130715158
0.04991241269775185,0.23354158253186272
0.10149808824273793,0.177695405867103
-0.20282212492452756,0.2148858686663229
-0.17369859187111028,-0.10091619453844464
-0.12207166706965616,-0.07090542153262208
-0.10001142506715957,0.043759289964222015
-0.12539422294891223,0.14864521197320998
0.010342453095379553,0.13510847573613965
-0.11060966845442291,0.11653997205456987
-0.15544148692454104,0.12260385740941096
-0.0038751998743392774,0.22360585176408954
-0.04483105206060318,0.1700913144987806
-0.08278557344882324,0.09442088937311781
0.10674892773593551,0.16247352750124494
-0.0456103508258533,0.2248927950784868
-0.1896589461912298,0.23826034249154068
0.10598846694621455,-0.26872449401179255
0.12943975786868117,-0.0693496499401684
-0.05508587982455379,0.4513116412329191
-0.24244338707803065,0.3022479776079859
-0.008375503078198596,0.05903025764524087
