v_pams,v_C(condition)[T.1.0]:pams
0.13943062208189316,-0.21484678599987672
0.06733787476720193,-0.08502902409254637
-0.024813716244183857,0.05356134247819908
0.05016889215641905,-0.014910571054726686
-0.030168514603175448,-0.06346899169984098
0.11964079992762505,-0.111422002516623
-0.024671799447504993,-0.03352714065327027
-0.01763439291977416,-0.07349195195294689
0.006357982095530802,0.033745979726005536
0.05182642511925089,0.08728857554317877
-0.02966203738673481,-0.023986078582644774
0.0029044537228147334,0.045708724199969464
-0.0680300113525488,-0.04431863217547465
-0.09682659217930863,-0.12900882890547832
0.03847992532235465,-0.09165901521543565
0.04131665966931831,-0.012435606125983384
-0.010036398264157517,-0.1381725347428078
-0.005490074828877357,-0.021233913815788354
-0.03798608206670426,0.0063326753203896
0.03808471584037671,0.07416221864415788
0.08733633802282705,-0.006188634963202043
-0.0782806677928954,-0.086419899871351
0.06078377560866741,-0.24268711098638157
0.05551375296844142,-0.12545342343281327
0.009226385418684771,-0.1044359679640207
0.015542330265884844,-0.13122224374634406
-0.03254180807991706,-0.06843362586455887
-0.0328027130898929,0.020200276119878575
-0.02584138066813162,-0.10684337026049157
-0.018548617439045362,-0.06859486753858804
-0.0682651406600752,0.05027383425510434
0.14387651667893334,-0.03059139539183898
-0.053930414072965296,0.012419665988978982
0.035400294178289465,-0.11836410540845678
0.055750027594009766,-0.0737774926424667
-0.04922750164053867,-0.0666020241933818
0.10271847839864476,0.018732810171791514
0.03330162855860995,0.15031349732734098
0.004391318367860456,0.010364478700271908
0.025982284784659332,-0.08882868538123746
0.06956129802857838,-0.08372506112464999
-0.07617537774802714,0.0009408817043858389
0.10463360146975964,0.050738859396202984
0.06163885672693694,-0.0073210363295033234
-0.009744099470453148,0.025343573227456243
-0.07510845214344858,-0.025093745318650017
0.03648283772136286,0.009909281562728571
-0.001172534065497591,0.04212789337921091
0.024418082588780747,0.038853436047073385
-0.08491514324805138,-0.026080154020012722
-0.01478870817135912,-0.019080540638402973
0.008887728197381341,0.025984647969487094
-0.07591302382808021,0.03994929498639617
-0.13666964856955008,0.06013907389122725
-0.048790897019564065,0.030058215159729087
0.002755543376884887,0.03384343607719331
0.019166514023205718,-0.023257156031382367
-0.03856887951571412,-0.009391454025586048
0.008768220966064916,0.12026425659206358
0.014348096051554668,-0.04662183576290346
-0.07548283321365715,-0.026218418581019233
0.02049246433956142,-0.133667814806185
-0.008854496439587852,-0.08255729115038526
-0.03694396236987813,-0.030080638901408177
0.055575394600047165,-0.05005823084625914
-0.006123918455756532,0.015072630535031765
0.026958774410545724,0.01745326127776903
-0.006059353943424137,0.07794865945598081
-0.0509103378687568,-0.09548469888196243
-0.08125426770744987,-0.0013784355277512775
0.013631277717592257,0.05022227094869748
-0.053641316279320235,0.03720407982378748
0.01547526795833045,0.033930841193576325
0.007590223235897808,-0.11963879272344066
0.02816056696193899,-0.10021568282757168
0.11579427299933742,-0.00936382962653029
-0.02377066295497645,-0.12316692411991595
0.0561361761234899,-0.07163195027674987
0.0036843844119321973,-0.07528061758498678
-0.07815015248676249,-0.17004600869570735
0.00874777627459529,0.006629741994597052
-0.05907912015290182,0.0220596277862007
0.02860024413494417,-0.11124401323985232
0.018598553383384987,-0.08879121012405186
-0.011806069522427394,-0.08272102354859583
0.02765257270896016,-0.2067836571913071
-0.03040693215507502,-0.014670800176350841
0.013606398965013332,-0.09772132677763146
0.06585877195650883,-0.30172603816083365
0.06457155891324708,-0.2478318003076082
0.07484072757786622,0.026800700653780637
0.022364870468325856,-0.16608337524166833
-0.06551245999220982,0.06713787197762242
0.01980693599337607,-0.01471714257650121
0.1439704813492579,-0.02588165328888555
-0.05930937199108761,-0.005503120897924124
-0.05079710956961769,-0.01926494449415185
0.018983098223572137,-0.12254800129595006
0.03555870611662184,0.06195957859120256
0.020844413692492653,-0.0010306736733067083
-0.0570228501493851,0.03406702043950492
-0.05563960458900403,-0.13651476819039887
0.037526046921556824,-0.060363632842013806
0.013553665916727959,-0.15675674195753259
-0.038886098072981864,0.0880076025631304
-0.0305739178235125,0.024224213641136465
0.02349959194151511,-0.05063126367222564
0.052554844454750824,0.007216418866761755
-0.08024812721305176,-0.000833142224002402
-0.019775773786332208,-0.06457933404353765
0.011392314832463203,-0.07989004396899585
-0.005960439612177248,-0.1155712895222473
0.030597886278574044,-0.03860193978141452
-0.02138375062739057,-0.02743847818720072
0.07174101203723499,0.006464787756014834
0.04373027042575397,-0.04894253676169287
0.04168273480646019,-0.07015737840604055
0.02582732234943224,-0.059818423782571545
-0.003378871009951805,-0.06398845233099441
-0.0634158201375053,-0.047260151719391845
-0.0901062784766822,-0.045873418709616205
0.17322553763282703,-0.0036080746679074335
0.04698390059351781,-0.10645309820866561
-0.00840229251226874,-0.13657951243881375
-0.08011312709372694,-0.09748338855516336
0.05770220454426958,-0.10635342774481492
-0.026177476175320014,0.1254315060185136
0.006122273611570705,0.068014838859332
-0.07228783608925977,0.1950383195533614
-0.07506385654785966,-0.20035444978719041
-0.0556148865682122,-0.07361408908970195
0.04261682338820182,0.15759155259915356
-0.07843395887921759,0.016515486556151673
0.03433856917488676,-0.008404668823853857
-0.11707000293342726,-0.037768181995324
0.0526025463966818,0.10485486888923477
0.019119414213534514,-0.00106467452052348
-0.015474365801726337,-0.031233311708339477
0.007112708586020777,-0.02331557391047124
0.045859294156881336,0.15949396927778114
0.0515450291544233,0.1088483723131841
0.012821606563597633,-0.05964588682787039
-0.01845673071993146,0.07852860783417062
-0.024100302653718673,-0.05848645108075999
-0.07342721543311542,-0.038750193424117715
-0.09277267418310808,0.12278392813702475
0.010276846056953882,-0.09354566047471312
-0.015047428162489336,0.040514703455918476
0.006968181982742853,-0.03816466395041673
0.05223594484568976,0.048719364088117306
0.03504871923099109,-0.0068362049416067616
-0.007123523897802755,-0.07512917206131012
0.012273137098428085,-0.027906326180201245
-0.01691307661241226,0.008785173096838553
-0.06625306707349465,-0.09676993651326507
0.0754665023292728,-0.0715706015903376
-0.03770391082899712,-0.0770642867019687
0.03282502311552629,0.021838333544360895
-0.059111370326699685,0.011193869263423925
0.053491762698075096,0.017456879432677777
-0.08489867287324612,-0.09653858253768556
-0.05486533303009438,-0.04684903120950784
0.12302457327223659,-0.17389111732165258
0.11346425966917564,0.061040323767724315
-0.01745527680463667,-0.023278916481883218
-0.02841418203370324,-0.011546579066293423
0.025716074931927825,0.1019948469316198
0.007116728128267649,-0.11954770968563151
0.14962496410567064,-0.2437267833151175
0.008274902122366444,-0.05943839869060923
-0.04429158487179875,-0.04056534334014822
-0.04814739662194497,-0.1219646529831197
-0.004074336188352734,-0.09549248796847012
-0.08798485142895433,0.06647317855541457
-0.047012865809046504,0.027220750126060924
0.043727607104497655,0.008360721241097446
0.07634482932613919,-0.0488016992435478
-0.011832463366878126,0.005414688941897561
0.05716949711365704,-0.0026157959984791784
-0.060342588561829,-0.1943531970544542
0.016531886143961436,-0.07548500870258054
0.0274996179848956,-0.010294489112650324
0.08778086454210907,-0.1262545734401479
0.035877189124164044,-0.01468020766597775
0.042996298827508855,0.036530135944632995
0.0002004159267738892,-0.20806549060643087
0.03911749195566899,-0.2351353851130182
-0.042285174584844085,-0.15998586805476867
0.06430591684906492,0.05819781946486764
-0.040642770068852266,-0.05955401787375221
-0.030931544241191204,0.00029535885344292995
-0.10407781886643476,-0.02879385416865242
0.0401027600248454,-0.1205025867747953
0.013351901962964161,-0.15903944408857984
-0.024591843490096015,0.0026872676984081925
-0.0049821397027973915,-0.055053638288482365
-0.11657721706270745,-0.08666431085747636
0.04038849409490651,-0.09590744873135149
-0.10811205349211479,-0.009184597054414536
0.0005058246612152442,-0.09139984015228111
0.02537891557024508,-0.06268076713033852
-0.01994840286601545,-0.14782924467282949
0.027143040968368556,-0.15885002495427636
-0.07638102438619061,-0.08319776822161751
0.034595533145011605,-0.05125377143554341
0.16599924385379777,-0.13146453016574772
-0.017364068376568655,-0.08453416558685284
0.10629723883686144,0.005163908287556553
0.029118498539323086,0.07618530002255099
-0.02599023211291731,-0.015325372536740118
0.08774024750595609,0.05831611321947548
-0.06961254020437707,0.02037464430867327
-0.03957838535892829,0.026474174965062238
0.022424377412359985,-0.07124210721429886
