v_slps,v_C(condition)[T.1.0]:slps
0.05916588218051494,0.40531245155452533
0.07255193394713545,-0.17741889087631574
-0.012459603124932096,0.025008719928643144
0.010823453087743733,-0.32860412244105924
0.09040870743301374,-0.03364227172131885
0.16054923246938976,0.09003175447637575
0.3007882044627274,0.1617207628529052
0.04426326103499088,-0.15115554888803973
0.12517804711834174,0.4089936492394943
-0.0532176337599788,-0.18302416922459033
0.16967895405237732,0.1702614281815581
-0.033222675301107354,0.08972309724092731
0.1900985175756489,0.13636553032958534
0.15633190814450038,0.002213322292177411
0.24041508548592783,0.3727448432602312
0.07462883772690657,0.016948080120531426
-0.09538551644567414,-0.16685924256689433
0.13658012638544972,-0.2087384962553579
-0.19360433325824522,0.10478413215865783
-0.02959895660074592,0.05834508072307801
-0.15990696861207804,-0.06114168969314864
-0.07533881672215935,-0.3271545967679863
0.09640098681107682,-0.03455295515563955
0.0699223413686647,-0.015818207177793628
-0.05870741407729679,-0.013138146713460239
-0.05018635372503454,0.30140236641779783
0.21391195532313717,-0.028058297799656726
0.2227558904356266,0.13779060553262887
0.1386974423218338,0.17442281467416337
0.04908913986014567,0.04681145736577089
0.08165815473656879,0.2796733779327304
0.02943499145423367,0.43500349825004336
0.030402217648174627,0.1096173613578254
0.009203847593919765,-0.018894599658958185
-0.06305069751437964,0.15272730872394757
-0.016113283863293217,-0.07576502204965659
-0.08823312097953125,0.3076406492560114
-0.09655304256149899,0.26134768489542465
-0.04631313195991979,0.6201535980725135
0.014112881392736127,0.10825639000839973
0.03743531278016477,0.09926130299029874
0.1950537026277202,-0.06942020130848173
-0.046596897853070744,0.0399198816462641
0.04095376671813929,0.27480861525466566
0.15500182977872526,-0.12148864739090344
0.17293150594947695,-0.020528302693213388
-0.18176524053375553,0.10166648765938352
0.08072908816031286,-0.0939855237899974
-0.014220817469153692,0.02476196679298306
-0.2210542635786006,0.07442396002362758
0.11898112953580027,-0.23332615967890535
-0.008306386075762482,0.07169022969392203
-0.06292644353292,0.02068607769569448
-0.13636289533932583,0.2262222773767069
0.16879232993299803,0.10703727113213704
0.27807754952033503,-0.2401459578230231
0.2075944007161265,0.053978228327531755
0.03868217599170314,0.40651016706622967
0.16185911218393448,-0.10470709224560865
-0.06761710010049422,0.38504249110009947
0.1269253575857121,0.1072820942487691
-0.18720166331018567,0.2933614569542741
-0.008623064243833552,0.4225388404787167
0.08431339342456803,0.02887651178265614
0.1743254079097047,0.3704214680060107
-0.00044486831005582234,-0.4669128196606442
-0.004076200163677886,0.21943714543806986
-0.12320426646862034,0.271634519979527
0.08940289665397735,0.04441865048507222
-0.03258012597037514,-0.1405909762627553
-0.1617294609540902,0.16094743854879467
-0.02061657097512638,0.17936992242038413
0.06823537801058889,0.0887667974087486
-0.012682140223460824,-0.10522466319469245
-0.05226679286794243,0.08865800789760975
-0.03887133418010837,-0.029124177799870882
-0.05473829356116319,-0.07334812084526307
0.0071369544355520745,0.061467549564880514
0.005223059089659312,-0.128236760619715
-0.18034056922469496,0.26905475910663296
-0.09465902096809967,-0.07296094401607467
0.0020676631640742828,0.0021334206558272367
0.020873579212915182,0.17256096545947963
0.209606320133372,0.09595383254701721
0.3160056786201411,-0.09706139294043274
0.11524658637488512,-0.3941951011079007
0.02020967208984457,-0.2289217525951838
-0.2420346311117953,0.04457474658044691
-0.09613038432859282,0.26290070716829406
-0.08935407709177495,0.3739564186430913
-0.08794815005870381,0.183408254846732
0.08133720280296522,0.2059232331364417
0.05629536510661767,0.3268879685616073
-0.15146992891637667,0.05165805586603721
-0.13700865307818588,0.04544025964576585
-0.0391102714293069,-0.025260689041658124
0.0758609533604672,0.2402401670509807
0.007350784910984332,0.2167496152062639
-0.004293598859156101,-0.38810103499950727
0.04131225452873524,-0.2674223315555048
0.3834229426787528,-0.3401395747454516
-0.017787509334084,0.4463949704855048
-0.009503023748737491,-0.04030063408226453
0.23479011501464622,0.28433490108008025
-0.053643995921187404,0.21382770368501375
-0.10854622605766238,-0.057911228425085136
0.2795602075923563,0.08118983101981006
-0.06474038074010097,-0.03485918578457983
-0.06412391318432961,0.20614035102743833
-0.003756433119062319,-0.4774325227074075
-0.015662666732186074,0.16312020195265609
-0.06638010409643307,-0.15833944452460144
0.23679871124318305,-0.06543547610745286
0.0362429823819741,-0.21193799652475523
0.17000212783086094,0.14424547464735524
-0.010154182830587957,0.04720507651272807
0.09780383220430293,0.21749788558144315
0.25801154781653846,0.29823601502483316
-0.13267287033154146,-0.0011766140673766662
-0.09423022167426258,-0.41087125715148104
0.11079486050686219,-0.24790079102998547
-0.10106149191255628,-0.07727479299096468
0.08305070319422855,0.140415687089204
0.07586529533482059,-0.025140533077679383
-0.03939692115942801,-0.38607785016835283
-0.15575999522791334,-0.32480952162743876
0.07623542934094651,-0.15768057362903035
-0.0335056289014142,0.1934506028167197
-0.015104155903397032,0.05433663938766102
0.07468413497735973,0.08653419905513776
0.013702996190515054,-0.28297249477326913
