v_ams_bin,v_C(condition)[T.1.0]:ams_bin
0.039801692226850545,-0.07768741229944413
0.03988375098661527,0.05430578158721602
0.03380791054026956,-0.05669741165683395
-0.009987742959329094,-0.014238280486116996
9.432806875874986e-05,-0.06044551923836841
-0.011732557111024913,-0.02142522111769603
0.02671914479469518,-0.05064727414326457
0.0312776449521803,-0.006303329465902806
-0.04792628530241316,0.041582622419505416
-0.03889996490017129,0.12375193013724992
0.010806406716591615,-0.03576029516686136
-0.010527492891867067,0.013093873826942297
-0.010369067910999258,0.0008223952601139339
0.006777504832865173,0.032698618953344784
0.0036819716429803556,-0.004952512340021125
0.04886215042372563,-0.09901285731552666
0.023396370314172032,-0.06120289339454751
0.027617710345707033,-0.03894239935533072
0.04227365955036297,-0.07553473999102876
0.036216305437727074,-0.15119142579213982
0.06273937504235902,-0.007727036493169678
0.07583865882662846,-0.07635122276247903
0.07790057459642191,-0.06491247998656412
0.06977443909219319,-0.09118304908142859
0.04669849362296443,-0.11768990260567805
0.018830243644935248,-0.06538753726622469
0.03413735008194994,-0.015404622170002116
0.08947798788359695,0.0048911672069333195
0.01573922870350919,-0.057160690288461
0.029671313687753373,-0.020723378791725786
-0.023222314608632146,-0.011025610153948925
0.03168078479599092,0.1293013215713748
-0.005767016373850655,-0.01301745585870576
-0.03683659599833386,0.01885612738596001
-0.007758467065351361,0.03510955434573893
-0.019161875980741896,0.00705453660355875
0.025100071882706153,0.028015366407743058
0.008709062081682657,-0.008685621508159706
-0.020841472331503453,-0.03784474288607956
0.031206768758311302,-0.06047257139653661
0.05222249501360905,-0.07553993307275557
0.0784683510807202,-0.02161637386022139
0.05303020258454197,-0.06259183016763949
0.05957085867164723,-0.032070130197410056
0.019201623279328277,-0.04119534064397879
0.05926426906735376,-0.018339469283104693
0.04677195037560865,-0.008818278029614247
-0.018334143986097957,-0.004181484522979449
-0.014575686044382523,0.013671227920996905
0.029276166097848652,0.03779082600930704
0.008927337677083595,0.038899376704263716
0.007544652011499576,0.06326454177323819
-0.00098253147479372,-0.11080409438338962
0.012612978414942027,0.04450261564541361
0.03154773665921776,0.014313842967623579
0.06597391552264767,-0.05991327336605073
0.06607781058514219,-0.13004034102668002
0.05499066936207943,-0.13449459693391763
0.10241928693792833,-0.11024727848038629
0.11589936737239996,-0.12712401091195302
0.07337154216337395,-0.12332487209512491
0.06929798930077236,-0.07389376244076018
0.05032340759940514,-0.018223557250525053
0.060105375550981596,-0.0047342389710113425
0.04926313294837732,-0.015115552068373676
-0.058841320401538076,-0.04053838279934638
0.03095904763867698,-0.07774468549972278
0.029287148026478964,-0.033171672278421584
0.08068427817342776,-0.026379767743031836
0.06398384375501275,-0.10809051661699454
-0.0034627856013942707,-0.04517211994299074
0.06252236745931397,0.05340088043106953
0.05818494420670657,-0.03430856837993368
0.09218658062371435,-0.041658428431390775
0.06274837106290089,0.057229495056509136
-0.016192591759854966,0.06474933047010586
-0.038859116284775064,0.03680717671501869
0.01834729414431909,0.04294932959836627
0.025098072192323496,0.005020484016400394
-0.02014340082262502,-0.04365099233581999
0.045076749408874794,0.010101159746871403
0.03569828325836135,-0.07007477848725571
0.0885521457064398,-0.12029653952051178
0.07368557705384604,-0.07821706838480671
0.04861452158619019,-0.07923846706757665
0.056523897587102453,-0.09686891788165965
0.07193432687453734,-0.06154897156374256
0.07050207821560481,-0.03459792525526457
0.03818748129598918,-0.05867616797964616
0.04551810759772906,-0.01785814049645011
0.012708469512403408,-0.0023424621357249348
0.036823323342706576,0.10603435270889876
0.004576425338126524,-0.009766164374481391
0.026667213549571193,-0.023232508080988857
0.02828204030820084,0.007933355317918354
0.02969393980176774,-0.08794981603478619
0.04897363821722777,-0.07555638288843568
0.03252218036961949,-0.06951571943636578
0.03564720992936787,-0.05374144708944361
-0.015307865642676926,-0.09279521414156039
0.020526106152467704,-0.05053862134920469
0.016655885192804042,-0.03690430860466152
0.02705848395799195,-0.053562175216220045
0.0385008735931075,-0.03419723776620364
0.02319576700933856,0.037321139552488496
-0.0350402272884324,-0.11446184008048474
0.030975574853758493,-0.045063087678600115
0.0698445623051931,0.05092414179043661
0.015873746336393026,-0.016092035935855994
0.035674610501057774,-0.036830958925638854
-0.007800368757724376,0.04939125005446268
-0.029762099097879594,-0.08244646627212505
0.04085347141170811,0.01994243365471636
-0.012825202349354015,-0.07079927478261766
0.021647784790263292,-0.02479060523396951
-0.001816363054219847,-0.020681856979224613
0.010034749248894938,-0.08337296452912901
0.0485937513606786,-0.04704524700625476
0.026095824416685814,-0.06945962285030391
-0.010178542271709416,-0.022140727809532763
0.04070638266602879,-0.04780926195501792
0.025708432477623527,-0.04948929107159767
-0.010298534499245423,-0.044029606681745936
0.023771219384706502,-0.021105822958935254
0.062045688057640117,-0.007904439538546046
-0.01893098805118075,-0.07192026867065338
0.01433912299133157,-0.0407125448485898
-0.09382525199858761,-0.07297626230482013
0.046423932047342346,-0.11790541891767314
0.02871166988833715,-0.04765756429857415
0.09569557680333243,-0.12953069758636476
0.05584181405112709,-0.12058714852535625
-0.017655150866420236,-0.0797980032765589
0.04535990372539396,-0.04121034860276944
-0.0014763690739588997,-0.050012467839740116
0.05768480531912926,-0.09559363878432867
-0.041671417598085514,-0.12535778332687253
0.01274994228948724,-0.09387166542339873
0.01959737180640292,-0.04236308919929082
-0.020332315100811127,-0.07189160792924865
0.006842573016063093,-0.06283918902890087
0.0072236272139798805,-0.043149021605781976
0.014697970961215778,-0.1284242401763493
0.006204141373296,-0.07511642958962411
-0.010754066855491982,-0.0661510906519058
-0.008069378324979757,-0.03901023443656038
0.006040184270224245,-0.028254731182940255
0.006710417456319242,0.015631082419443026
0.006664274562963906,-0.07414221916154919
0.07238424063329926,-0.07934682190854353
0.033925252834276054,-0.029260623056975868
0.05614553522619188,-0.09070575139568977
0.06701817713596941,0.014484899670535935
0.034069124485072794,0.005764239859220338
0.03920475799280068,0.0016205128297798743
0.046381909223086625,-0.03352080162341923
0.0582624752387744,-0.04398615547316104
0.06615569729665113,-0.0891357838730029
0.03308431610476075,-0.11826458131425706
0.03907640165934946,-0.09848097991644314
0.05835952689402294,-0.08472855517178224
0.07040200255519755,-0.05387109270922719
0.0573193367454234,-0.012021242539288775
0.020712634278481128,-0.011497114898035316
0.021670960921850224,0.02687965209095116
-0.011531250451980129,0.03628689119858457
0.007646671853134247,0.01934893495027042
-0.00867099657473749,-0.016614849473907626
-0.009821381360840648,0.07433714504057261
-0.009134847602960782,0.03590482565244003
-0.02490572344915118,0.011898970990377126
-0.03250616441882175,0.052384075444665945
0.024000500380604528,0.011683019520246345
-0.04962545784280478,0.06322188557874765
-0.05466966394071351,0.10575209566933819
-0.04093460491801196,0.11446257845817498
