v_slp_bin,v_C(condition)[T.1.0]:slp_bin
-0.09384437811231144,-0.21467151178126023
0.25429584395582117,0.08974641966045871
-0.06399173001468537,0.21060090095954195
-0.05520889892305397,-0.27940958581634756
-0.2946805758296704,0.001919024309904413
-0.07041262491968155,0.10732641283812461
0.08777650278902388,0.49193609676155764
-0.03816059434913566,0.35841929552945595
-0.00599918532236713,0.18174987910226614
0.14020409212105223,-0.03147548051129384
-0.18407944163316986,0.13501553921147502
0.0311806558381542,0.04719355512400883
-0.14839581248402975,0.651471569452212
0.0647117415326204,0.2372534045243628
-0.06937875959184926,0.3140781384423999
-0.125703844546234,-0.20608176081809923
-0.08157896982933192,0.015764285280244726
-0.02598245666078412,-0.11613561597302559
-0.07897924323558844,0.3782644590207288
0.037664071551475095,-0.18467243332535782
-0.05493440168027447,0.02744217950330769
-0.31251375672458975,0.18440422593368283
0.011043425504859702,0.07471355362075376
-0.27448064906068254,0.07409758010803119
-0.229049667538426,0.10952195821006054
-0.04925052592241316,0.1957827564518079
-0.08389464601840098,0.5631365979636684
-0.13030836065464765,-0.35912914204945984
0.04624920881382746,-0.17610675597217695
0.008009708300591643,0.5653710686490382
-0.0698364864059514,-0.12452975711148205
-0.1705685948349742,-0.5683480906313776
-0.08867441919568408,-0.01697690463897064
0.037398025750793214,0.3006724061677142
0.04182067658535798,0.1502455204970141
0.1321453755513427,0.2476206475974577
-0.08805601033930291,-0.12392166682864243
-0.13034055250831786,-0.1892098602616159
-0.19007326319257514,-0.030872797673050893
-0.09182045095540926,-0.4075026962227748
0.23385344878536818,0.5162379135724695
0.12794158771972264,-0.06798708630934545
-0.12952167915335372,-0.02845192559481252
-0.04805471089282317,0.39621435554729534
-0.25013913188903436,0.032969775750085153
0.11407958930397397,0.020752858944327254
-0.06312693200928501,0.09203902253071487
0.011433528499462747,-0.22146266852697397
-0.01018171166403499,0.28421849364338314
0.20981023436488358,-0.18765974605403105
0.09602731197091378,0.16372389161735687
0.23757147274098422,-0.2356537035848188
0.05998975764674684,-0.40589539317204365
0.24579276316682178,-0.08393492939272554
-0.05608433974803514,-0.4579791808006769
0.12277038620949629,-0.19905636360506912
0.09396349207929044,0.249113276366024
0.1078936424500674,-0.23906332229566246
-0.01925992008658009,-0.4603913031520428
-0.028470715267871018,0.486030136585607
0.08440873482462828,0.2496921069375726
-0.3006204022421816,0.020649678910916007
-0.16494997320932894,0.8143210941473495
0.006022219815429783,-0.05475570345634516
0.21072124816209745,0.2597513935206438
-0.04984824667881991,0.33621633141313956
-0.10881760496940962,0.3685313788442621
-0.07416363670544654,-0.0892916245444133
0.0761992765044576,0.031140886931778935
-0.15209271963048498,0.1645070025123403
0.028386256091066688,-0.0007840859688896529
-0.07907287949755759,0.19275047574084886
0.08454033039043664,0.5005447614188384
0.0912538312709786,0.6587749566644845
0.20488936811678807,0.11760871591900365
0.066662230844511,0.010927110165035614
-0.015044571220565824,0.16067663907490487
-0.008772907298335431,0.496209568811665
0.015809036294420147,-0.3120997702317477
0.09160471032117634,0.11813348815505231
-0.04165455211084097,-0.5399535269469948
0.062349043189581635,-0.14016082047771444
-0.33565066932886456,0.2746325824954921
0.05909451066090022,0.053848752746090106
-0.07115539217502408,0.43732995640619515
0.09347100782557018,0.17066750755645904
-0.18458356766057982,0.17200801833163573
0.24075858841459835,0.3144929375809796
-0.17732869496361933,0.4506930332097524
-0.04157656968668537,-0.20237791817403966
0.04183267641221077,-0.3168236209436336
0.13816992817638377,-0.0846333564721614
-0.028493015750240727,0.417828721154991
-0.012105198271042807,0.19046777939616338
0.10917030413161963,-0.025913032499909505
-0.04191916096176704,0.014516938220271725
0.0770150600163722,0.1995820751074216
-0.1641044428331646,0.07855132523415415
0.07631024474431707,0.36192534680776356
0.10991560662573967,0.7006500737442274
0.11100911208075097,0.18918827834819996
-0.26461491653964403,-0.14839667246868915
-0.00642259784104795,0.2927966801229745
0.10887860095863552,0.33997646183390945
0.03631875922850561,0.05277767105118821
0.007237541232935568,0.0723383619985332
0.026559811318409295,0.34939223482290305
-0.14066127247334154,0.41796751729101256
0.14647478832707372,0.15160848021492782
-0.09107021779871646,0.16671165873630095
0.011525663492338176,0.27251195960100716
-0.11355653276975294,0.34103395094027744
-0.009753266474396881,-0.041744286871987585
-0.10460295631765329,-0.23351483252927085
0.20352884254271206,-0.07660895530412375
0.021854810745206794,-0.14919266272141285
-0.06785278257756144,0.06413744682461664
-0.09298392316105324,0.15089180824064902
0.027249625887276245,0.021579092758397006
-0.14194126066575455,-0.101561504549362
0.09031953445423413,0.39997455655511427
-0.11475497154283563,0.23131422430894785
0.05058306223122499,0.05791161795352097
0.053204802769998547,0.2529557629397836
-0.21801210047852462,0.2575388355428215
-0.22388817824938773,-0.19044710046740151
0.011295153642673908,0.018127310112538708
0.0030207237984061722,0.2514834795536173
-0.010744465440616599,0.07604864928568848
-0.0031350077094854864,0.31437733306028326
-0.022074213523646795,-0.40800638609867107
0.031023136275016603,-0.22103041912448662
0.06050800672679472,0.1942503465845034
-0.1589381889785215,0.3452828902803571
-0.061190980014973896,-0.20081485680314873
0.17480381379527107,-0.10699044024454595
-0.17933011145932673,-0.19088124366808346
0.10346781849207529,0.17286731522287876
0.1942421694223726,-0.0464919576695632
0.15786720028599288,0.13504038799795387
0.07850303742062167,0.14664121421244344
-0.024062873664719493,-0.2630510487955789
-0.14289652168046993,0.012425904422511451
-0.005464923125055947,0.35581526121174184
0.3324157762218543,0.38482087159043316
-0.26593783391343817,0.30193041342031746
0.25250934105390194,0.07133476659995815
-0.016471114583165275,0.17610996807187324
0.020183252143639422,-0.5046028200187025
-0.01542956908020335,-0.29805885271212107
0.23996398683805373,0.48397049412896376
0.13383142655430896,0.030891228287340172
-0.31092326390750524,0.027100986361103932
0.03608320462435203,0.011308674959668068
-0.11159734899901466,0.17487827335375863
-0.019498179662849054,0.35370192534793504
-0.05987181432171941,0.11350497957453881
0.12010037321091535,0.4206335553530933
-0.011222708897250046,0.11797729675269962
-0.0257291123105803,-0.05198763834946375
0.047330112137559534,-0.04555919794265323
-0.12880884354927463,0.058600278340130235
0.038332622936228106,-0.12022014013062784
0.02705718385221216,0.01532419741357885
-0.4714206777017864,0.13956186325424208
0.022635215207616757,0.06995404994028803
-0.019537494303758007,-0.31421034051749347
0.01740927082591263,-0.05423611486182521
0.08622989639794895,0.044181134593273885
-0.0003963684883672505,0.20902968102001523
0.030640048855914617,-0.05510562137156558
0.13373920622944271,0.037153506464330854
0.051498476798853034,0.4566538517029237
0.03435011805447824,0.3157509280691832
0.2269172354581211,0.043297112829679005
0.4733880353339593,0.40935637717613016
-0.041782908528222015,0.2748554657267283
0.0129008956655991,0.17416904922456497
-0.07453808112753868,-0.0962674786838705
-0.12424607377599126,-0.02535994015643768
0.059704015996502595,-0.01074297918263517
-0.20289169730473375,-0.13810756623500056
