v_slps_bin_rt,v_C(condition)[T.1.0]:slps_bin_rt
0.053586223604067285,0.30670208091305406
-0.32204476962562,0.2808957069769673
0.07898415321298762,0.17398969560898275
-0.010488708309413414,0.5723928587298331
0.036860820563086344,-0.3841725718276304
0.23675184416465853,-0.23666194786850442
0.09970937530624983,0.0386243901558266
0.21750688534566479,0.1748249239549741
-0.16488995858830924,-0.017566235214014618
0.12387974607825551,0.23234513614302937
-0.08450729150421316,0.19401388824286867
0.14943874968547854,0.35633790000869614
-0.01698839445151754,-0.27606519510774824
0.14711948770944971,-0.5589653059108913
-0.17768612074752804,0.3462568951471627
0.09937488306734746,-0.004847729903887429
0.22459625910681463,0.17151636149574
0.2625634527879251,-0.020008729177307533
-0.047069185500550205,-0.31646673626790045
0.03521293006662927,-0.1383712443594595
-0.16965504601629688,-0.16113142838496444
-0.0970186960683841,-0.11946728191038637
-0.04859576100762302,-0.05556402197478629
0.03989157374991671,-0.10076758846613193
0.056026148953888674,0.10934325837536002
-0.07732639808678662,0.20053292282789145
-0.04420454684067327,0.3199337362425623
0.06486555668308765,0.22425619582174716
-0.003817344423703706,0.14376697378914258
-0.09967197104993832,-0.04465368124889829
0.0707738236373699,-0.6958093721161545
0.05245671260729967,0.1039184874976799
0.07548923725221865,-0.09488203221387286
-0.007870944351666201,0.30442669628904684
0.3166733679352699,0.01639219229830219
0.0034916590082355037,0.4546654925438099
0.0518350323488669,0.1668737267496897
-0.023953283945980168,-0.31444211969603847
-0.08089779026211733,0.8933418608570736
0.04475034593342923,-0.048777229139896044
-0.3671520702325472,0.41598000715265127
0.18544831390692273,0.12019209552083697
-0.04230703578679825,0.12114536865180459
-0.11804617022690382,-0.23500967181020374
0.15708980202516326,0.40416890863586463
0.04648570529402826,0.27461119203876755
0.11221717047024354,-0.08561103867968464
0.048861844996160635,-0.1437095593763183
0.05429608295833135,0.296688435781296
-0.1187906373087209,0.12167037068678388
0.1901094644195599,-0.07317456537596483
0.03015331019639668,0.04559362577490592
0.016175230733793934,-0.014881387763630512
-0.054350528213083255,0.2711370363842175
0.09493259819365944,-0.29770430155997085
0.05825497426844893,0.08770686024975279
0.11571672990898219,-0.05914290338877068
-0.10805184651442558,0.09946162625005206
0.012486161708198568,-0.25300579691444053
0.16784507061803666,-0.012285540602738981
-0.011159378776783385,-0.14394908679478147
0.010974245655857716,-0.11172520949957274
-0.018390018644730416,0.18532795487125234
-0.25836636043980077,0.24450045071961155
-0.006033599691294883,0.018028573663558506
-0.09349854004819197,-0.21668195462057238
0.1686983013140118,-0.29332164891554907
-0.10106596311538404,-0.08612211082140883
0.09710835871771034,0.18234173951714872
0.008517089629950868,0.3231051833210463
-0.08455462045543102,-0.08144375102724054
-0.1764176624744781,0.12534302657006197
-0.20033775396686446,0.2968672590500009
-0.19174744363021476,0.0034720140687122952
0.05284855667093135,0.4236618226934306
-0.0043455614056165486,0.0681900414646158
-0.03108978039881323,0.07073340724277632
0.030943966618326046,0.4264354486108103
0.08906475770667405,0.27226402296663366
0.25425715242772806,0.10075279597157002
-0.1599319352421375,0.10149071527980816
0.01826736296850287,0.0024727450242379156
0.021441665644750325,-0.5423564964405649
-0.0008873675403629037,-0.0007432610073899726
0.14250621420225368,-0.189286366571411
-0.08343840641097472,-0.26720250233550136
-0.017761446082063863,-0.13414763203593694
0.0024675668870724754,0.07826585330929804
-0.11424807371450425,-0.33309185891911547
0.10805935049808599,-0.06986146084685882
0.08530728248851427,0.3392861582466313
0.004609481762159126,-0.24949510506248956
0.05796426647396128,-0.13983711629034656
0.09056668033131966,0.02382574150816838
0.08716564772839056,-0.3918577586650498
-0.16434349953553704,0.00290515212935525
0.012356943410738489,0.41889480837201226
0.05570058356106503,0.08547034404386697
-0.09675331199504882,0.10863398529455695
0.0010840251879312684,-0.04525861456503914
-0.17583759628391318,0.2809661128513039
0.12011012107132281,0.18682888345057205
0.24159787164229685,0.1672762649450677
0.19704233641822128,0.29012074441682234
0.16815708336932406,0.3395710087327408
0.11132211269165193,-0.28410409753981963
-0.09470756636911477,-0.12975448008397522
0.05661797651398694,0.033964612228553584
-0.13928028010777702,0.03284201340217914
-0.07022752784792904,0.1948633343300092
0.0724625464504412,-0.6066936073889183
0.07790003598022371,-0.0984363179031935
0.15161289681502135,-0.07710493995458444
-0.1488986197361675,-0.13234040307634368
0.11760249392032272,0.30301292315790573
0.05217917138011431,-0.010300786616311286
0.20304873095810078,0.05969642005068831
-0.09915875255807528,-0.3949993916060621
0.19661954426182066,0.2561069986263314
0.13008277250484057,-0.0850814030623494
0.1671893741925432,0.00701178737405056
-0.06469383868331313,-0.46748833643404036
0.015294372823549986,-0.24935389426177654
0.16142118066652883,-0.15523296700491301
0.1663425832629872,0.17914856153525735
0.12774686211273226,-0.14045891135782068
0.027429214162753332,-0.22626269341216876
0.04179698499853566,-0.016934841809098607
0.1361476790125524,-0.14277091431140831
0.10156651736492839,-0.13259553396053086
-0.06098477692882641,0.3180667894496194
0.013313095307670103,0.2710763975659155
0.13636592206165016,0.10028526361109848
