v_pam_bin,v_C(condition)[T.1.0]:pam_bin
-0.08618163394486646,-0.03413483759475583
-0.031200498805720366,0.07467371747408778
0.10640634552198047,0.10875995230005307
0.09237876883664517,0.13001018653546123
-0.1062213938011517,0.12460994192478289
-0.04301202816555509,0.006991035655219739
0.06783593290252471,-0.16564492459329413
0.17140153213793963,-0.1566301206174573
0.0497604481862007,-0.14195521190687424
0.05028932918873028,-0.06931279694074687
0.04665573651881635,-0.09387705645433098
-0.04166978100229994,-0.10669497691370065
0.06096535646469614,-0.05604949967690077
0.03920921881629243,-0.14342190375701008
0.09139164486518485,-0.1616806223595656
-0.009061554510137695,-0.05743839332763197
0.08227546658271578,-0.13825331451902836
-0.001175570821007551,-0.12411293550609079
-0.05322863622397374,0.030764022639531863
-0.028462520321476448,-0.017855819868550574
-0.1271796471252092,0.16002390075355546
0.04092455470335667,0.11866744226444115
-0.0033715287543743012,-0.12495813503735653
0.07375779191814477,-0.04940829243040944
0.06375795821999597,-0.02402021213710461
0.0947736816246039,0.08307871212712245
0.14542858020196958,-0.03282005578119659
-0.001395426576574342,-0.09049023625440375
-0.1221728628515149,-0.1343577028284902
-0.05801624189862547,-0.20414470787780395
0.12314666466609449,-0.12004746781961592
-0.06369052477162747,-0.03876236957253435
0.06775293547948817,0.0717093051276913
-0.003132645551876631,0.013427403055516256
-0.0732785669862993,0.011098762243275082
0.08527442465245384,0.057310707174900034
-0.05220626537753162,0.0047032990418068125
0.15698582707456227,0.00905824847339616
0.037082697674242014,-0.22255371697580748
0.03725245546162466,-0.19245215380669084
-0.03365112169016152,-0.07950736312690548
0.002111678454126277,0.05398625063956346
0.09548142296213365,0.060774771568325794
-0.03467222914431019,-0.06793069343589966
0.05919642739009619,-0.054191905621482905
0.05494458016583864,-0.10043908786705984
0.11739669827033143,-0.20482371020094858
0.03172921210575884,-0.31434307414123064
0.06464906175834174,-0.14087092314492522
0.028484876177796683,-0.07768001569007944
0.1265053030945771,0.011847211046428788
-0.007373852180999015,0.028299146436599386
0.030813188713466062,-0.0427832881436387
0.08946276187781457,-0.08160447777978776
0.06509141364567725,-0.13123871164466488
-0.03374040266206391,-0.07498192114365895
0.01066495787754438,-0.12058335356529429
0.06502847568690324,-0.07816559623397117
0.023758092970729505,-0.0738665652932743
0.06528295992547026,-0.14996515918854741
0.08839572531946815,-0.2577462949784645
0.007109598151489614,-0.057029077109239865
-0.02641439344860623,-0.19264181026646524
0.06764385554075786,0.008359729597825216
0.041035021614459356,0.08177599348582709
0.010912123573611899,-0.07414414413527476
-0.057447856192315454,-0.019836465398571142
-0.01707485407249948,-0.06352976223808324
-0.034417054969452125,0.21440367631639373
0.04265499437156737,0.07884057062848462
-0.007964798145137605,-0.11980146218215942
0.09644520742194591,-0.08182360238266814
-0.031878111271808895,0.016637005702406664
0.016745906178023563,-0.12603405191909042
0.07108117068663106,-0.06809939311272742
0.054082171160945394,-0.10384790610972365
0.09208807096858433,-0.1316303402319707
-0.06829565519235777,-0.13306305073844732
0.021178003271677716,-0.08099473502905996
0.10170761524810898,-0.23033528218038463
0.14048617199148872,-0.027400922754324958
0.14125910282493492,-0.272800269714383
0.12138609744593434,-0.07930954288175777
0.06868660633842617,-0.11075753386507778
0.16013907469020433,-0.11345007123049222
0.037914104223385266,-0.03419160279205144
0.050857514762969715,0.07865684845411446
-0.04185866422502455,-0.13122572051726628
0.024242185060499917,-0.25231121747602864
0.07894067066942631,-0.06705707601898099
0.15388326616544418,-0.1821716514626932
-0.10773893589331311,-0.028743287669204948
0.004047550457781903,-0.21272981270942776
0.07297736980609394,-0.11020016816312722
