mode,type,rt,acc,item_1,item_2,item_cue,subj_idx,item_1_number,item_2_number,item_cue_number,trial_type,summed_similarity,similarity_bin,ams,pams,slps,ams_quantile,pams_quantile,slps_quantile,ams_bin,pam_bin,slp_bin
mem,resp,895,1,mem1.2.1.bmp,mem3.1.2.bmp,mem3.1.2.bmp,ACC017,"[-3, 0, -3]","[3, -3, 0]","[3, -3, 0]",match,1.2928932188134525,,1.2371517667863687,0.38680240019578954,-0.08724723867670016,4th,3rd,2nd,1.312262514754749,0.270803135382667,-0.0004714108884876929
mem,resp,865,0,mem1.2.3.bmp,mem3.3.3.bmp,mem3.2.1.bmp,ACC017,"[-3, 0, 3]","[3, 3, 3]","[3, 0, -3]",non-match,0.5380061947043713,1,0.9831918719762327,1.2401095783398035,0.013418633638194939,4th,4th,2nd,1.312262514754749,1.1995588321832926,-0.0004714108884876929
mem,resp,732,0,mem1.1.2.bmp,mem1.2.2.bmp,mem1.1.2.bmp,ACC017,"[-3, -3, 0]","[-3, 0, 0]","[-3, -3, 0]",match,1.7113248654051871,,0.9289105788926398,-0.2915224617037755,-0.04955195296202035,4th,2nd,2nd,1.312262514754749,-0.2728336858966131,-0.0004714108884876929
mem,resp,950,1,mem3.2.2.bmp,mem1.3.2.bmp,mem1.3.2.bmp,ACC017,"[3, 0, 0]","[-3, 3, 0]","[-3, 3, 0]",match,1.3545027756320973,,1.3084196533364578,0.9657314808712315,-0.08338373304405251,4th,4th,2nd,1.312262514754749,1.1995588321832926,-0.0004714108884876929
mem,resp,1292,0,mem2.1.2.bmp,mem1.1.3.bmp,mem3.1.1.bmp,ACC017,"[0, -3, 0]","[-3, -3, 3]","[3, -3, -3]",non-match,0.7752551286084112,2,-0.6606587445316938,-1.796585229787354,-0.0014495254302541755,2nd,1st,2nd,-0.36273779359311514,-1.182175354981278,-0.0004714108884876929
mem,resp,1143,0,mem2.2.3.bmp,mem2.3.3.bmp,mem3.1.3.bmp,ACC017,"[0, 0, 3]","[0, 3, 3]","[3, -3, 3]",non-match,0.9462544851682343,3,-1.0220903064271214,-0.2147973899553674,0.048282888229110046,1st,2nd,2nd,-1.233342664497673,-0.2728336858966131,-0.0004714108884876929
mem,resp,1325,1,mem3.2.1.bmp,mem3.3.1.bmp,mem3.3.3.bmp,ACC017,"[3, 0, -3]","[3, 3, -3]","[3, 3, 3]",non-match,0.7771525064424715,2,-1.652270602386032,0.41648690407518485,0.13200241254229386,1st,3rd,2nd,-1.233342664497673,0.270803135382667,-0.0004714108884876929
mem,resp,1035,0,mem2.1.1.bmp,mem1.2.1.bmp,mem2.2.2.bmp,ACC017,"[0, -3, -3]","[-3, 0, -3]","[0, 0, 0]",non-match,1.1835034190722742,4,-0.0330685657416742,-1.4568016343731904,0.12161556282663047,3rd,1st,2nd,0.29983538053730774,-1.182175354981278,-0.0004714108884876929
mem,resp,895,1,mem2.3.2.bmp,mem1.3.3.bmp,mem1.3.3.bmp,ACC017,"[0, 3, 0]","[-3, 3, 3]","[-3, 3, 3]",match,1.591751709536137,,-0.53914788415243,1.3669209466095233,0.01233209116499603,2nd,4th,2nd,-0.36273779359311514,1.1995588321832926,-0.0004714108884876929
mem,resp,1053,0,mem1.3.2.bmp,mem3.1.3.bmp,mem3.1.3.bmp,ACC017,"[-3, 3, 0]","[3, -3, 3]","[3, -3, 3]",match,1.1339745962155614,,-1.1872141224425745,0.36491005852075464,0.0980940343199606,1st,3rd,2nd,-1.233342664497673,0.270803135382667,-0.0004714108884876929
