mode,type,rt,acc,item_1,item_2,item_cue,subj_idx,item_1_number,item_2_number,item_cue_number,trial_type,summed_similarity,similarity_bin,ams,pams,slps,ams_quantile,pams_quantile,slps_quantile,ams_bin,pam_bin,slp_bin
mem,resp,954,1,mem1.2.1.bmp,mem3.1.2.bmp,mem3.1.2.bmp,ACC016,"[-3, 0, -3]","[3, -3, 0]","[3, -3, 0]",match,1.2928932188134525,,0.08679867460297924,-0.11951941230416034,-2.1861584768426097,3rd,2nd,1st,0.31745803969164954,-0.2559482793706119,-1.2994699926508708
mem,resp,1328,1,mem1.2.3.bmp,mem3.3.3.bmp,mem3.2.1.bmp,ACC016,"[-3, 0, 3]","[3, 3, 3]","[3, 0, -3]",non-match,0.5380061947043713,1,2.772147422725479,0.24852398758464966,-2.173674560761021,4th,3rd,1st,1.2591620033152082,0.16176174549555883,-1.2994699926508708
mem,resp,1032,1,mem1.1.2.bmp,mem1.2.2.bmp,mem1.1.2.bmp,ACC016,"[-3, -3, 0]","[-3, 0, 0]","[-3, -3, 0]",match,1.7113248654051871,,1.9433697945837516,-0.24156101483955764,-2.363768586079764,4th,2nd,1st,1.2591620033152082,-0.2559482793706119,-1.2994699926508708
mem,resp,1214,1,mem3.2.2.bmp,mem1.3.2.bmp,mem1.3.2.bmp,ACC016,"[3, 0, 0]","[-3, 3, 0]","[-3, 3, 0]",match,1.3545027756320973,,0.31361222496786,-1.1290527783864488,-2.2773249394080497,3rd,1st,1st,0.31745803969164954,-0.9386715209445801,-1.2994699926508708
mem,resp,875,1,mem2.1.2.bmp,mem1.1.3.bmp,mem3.1.1.bmp,ACC016,"[0, -3, 0]","[-3, -3, 3]","[3, -3, -3]",non-match,0.7752551286084112,2,0.07325813189869261,-0.20240715565785736,-2.172952774753223,3rd,2nd,1st,0.31745803969164954,-0.2559482793706119,-1.2994699926508708
mem,resp,815,1,mem2.2.3.bmp,mem2.3.3.bmp,mem3.1.3.bmp,ACC016,"[0, 0, 3]","[0, 3, 3]","[3, -3, 3]",non-match,0.9462544851682343,3,0.32104253927865234,0.0681042162962865,-2.1192750185215297,3rd,3rd,1st,0.31745803969164954,0.16176174549555883,-1.2994699926508708
mem,resp,572,0,mem3.2.1.bmp,mem3.3.1.bmp,mem3.3.3.bmp,ACC016,"[3, 0, -3]","[3, 3, -3]","[3, 3, 3]",non-match,0.7771525064424715,2,-0.8907726027439887,-0.43276936531516125,-2.070090761199757,1st,2nd,1st,-1.2592791171956434,-0.2559482793706119,-1.2994699926508708
mem,resp,850,1,mem2.1.1.bmp,mem1.2.1.bmp,mem2.2.2.bmp,ACC016,"[0, -3, -3]","[-3, 0, -3]","[0, 0, 0]",non-match,1.1835034190722742,4,1.7633388151817926,0.23925686859106807,-2.0941282833231667,4th,3rd,1st,1.2591620033152082,0.16176174549555883,-1.2994699926508708
mem,resp,808,1,mem2.3.2.bmp,mem1.3.3.bmp,mem1.3.3.bmp,ACC016,"[0, 3, 0]","[-3, 3, 3]","[-3, 3, 3]",match,1.591751709536137,,0.9593035462248631,-0.46780905525074956,-1.900682903006577,4th,2nd,1st,1.2591620033152082,-0.2559482793706119,-1.2994699926508708
mem,resp,735,1,mem1.3.2.bmp,mem3.1.3.bmp,mem3.1.3.bmp,ACC016,"[-3, 3, 0]","[3, -3, 3]","[3, -3, 3]",match,1.1339745962155614,,1.0718036575239995,0.0924751847414324,-1.72627378793208,4th,3rd,1st,1.2591620033152082,0.16176174549555883,-1.2994699926508708
