,v_pams
1130,-0.02173038162032787
1131,-0.02065171244007781
1132,-0.018353544363582185
1133,-0.018223230686285327
1134,-0.020576603897703633
1135,-0.020538503276855163
1136,-0.019939467087792744
1137,-0.02161090640288105
1138,-0.02255755895151778
1139,-0.022119650817245116
1140,-0.026040868232036232
1141,-0.024460371461931307
1142,-0.027658580860647982
1143,-0.026941482483485713
1144,-0.027932683411498477
1145,-0.027448933373944686
1146,-0.029002952323175624
1147,-0.029586597960933176
1148,-0.02673871469652788
1149,-0.02137734877265578
1150,-0.020394495394735576
1151,-0.021810942343254664
1152,-0.023562903151633174
1153,-0.02013580523844462
1154,-0.016345310765285233
1155,-0.017110972480908496
1156,-0.017683825713490996
1157,-0.015510286459885617
1158,-0.017501148426765485
1159,-0.014453596598231741
1160,-0.016444594466071175
1161,-0.013556384083079808
1162,-0.00858858645773091
1163,-0.004676862798911883
1164,-0.0033774581123656366
1165,-0.0037261243535000954
1166,-0.0027060238690638804
1167,-0.00011767009861851781
1168,0.002735440783353361
1169,0.0026969678359529134
1170,0.0003141407586350558
1171,-0.0010647291086959042
1172,-0.00023540529885627637
1173,-0.0006082112849473567
1174,-0.0047969558956307366
1175,-0.002503248121904309
1176,-0.0011227227345544301
1177,-0.0022381217444117306
1178,-0.005147536485189815
1179,-0.005860133132201843
1180,-0.006602172605714036
1181,-0.0067369184292244005
1182,-0.007036518573349351
1183,-0.008670368951693933
1184,-0.008353642779064693
1185,-0.008041302992382104
1186,-0.0059807480634525585
1187,-0.007426665568762019
1188,-0.006792474410840768
1189,-0.011666703615021807
1190,-0.009817024858263142
1191,-0.009934332166875769
1192,-0.011981144720983982
1193,-0.014966744804961959
1194,-0.013325756032810538
1195,-0.012728554619220442
1196,-0.01339497502712756
1197,-0.011095319307435294
1198,-0.009278450545166217
1199,-0.009901225304761195
1200,-0.00868868718594185
