,v_pam_bin
677,-0.0007337493952406992
678,-0.0006213658213381044
679,-0.0008931410977401019
680,-0.000865512537472617
681,-0.0008599544442832775
682,-0.0010303507084805897
683,-0.0010639284338536928
684,-0.0010327410210133863
685,-0.0011034836185422443
686,-0.0011938566378834226
687,-0.0011426182619033909
688,-0.0011822441178123476
689,-0.0011301113808106632
690,-0.0011287816410704274
691,-0.001138384311836791
692,-0.0013206564242846434
693,-0.0014593797914048624
694,-0.0013885944346151218
695,-0.0014088205246423101
696,-0.0014590970465474795
697,-0.0015328483024241082
698,-0.001293718503884374
699,-0.0013262363730304411
700,-0.0010992208033985622
701,-0.00139813297355536
702,-0.0012696634996214385
703,-0.0013426812322170408
704,-0.0010384261001306896
705,-0.0012037390993449957
706,-0.0011083739105156238
707,-0.0009123600985294703
708,-0.0005430036720558929
709,-0.0006922748452961001
710,-0.0008654808307729814
711,-0.0012233306637766356
712,-0.0006396532130774017
713,-0.0007518050658603016
714,-0.00086405192957126
715,-0.0005856846631144285
716,-0.0006452809183229298
717,-0.0008810501402388071
718,-0.00044484151500211763
719,0.00041257609810793833
720,0.0009330574098037126
721,0.001944403712063563
722,0.0022416792340616723
723,0.0025156509057496887
724,0.0035725690522087536
725,0.0030408807916452564
726,0.0002495989377344224
727,-0.0032399776016571154
728,-0.005948528818494203
729,-0.005808634579702637
730,-0.003208130331949698
731,-0.004207469100481179
732,-0.004928785149000705
733,-0.007813140682743617
734,-0.014750252236283854
735,-0.016329844866523217
736,0.001532456254724461
737,0.004848834802229933
738,0.004717494728279904
739,0.012306726251722645
740,0.01747625483012122
741,0.02260101091350171
742,0.024489938426395602
743,0.0173918040059534
744,0.02443585105893169
745,0.0248808208089263
746,0.026712658880488252
747,0.02152476410384728
748,0.017494281999510693
749,-0.0003809109787315233
750,-0.001598625389596606
751,-0.02014926456436837
752,-0.023183722292034446
753,-0.03937033860501462
754,-0.07093833702026191
755,-0.08048291151212393
756,-0.0731414380151092
757,-0.05738344911824861
758,-0.04076431644947112
759,-0.049700336632148935
760,-0.04412980166845369
761,-0.07870175040246918
762,-0.07572362514526826
763,-0.09464295760374139
764,-0.051173254012972014
765,-0.02311328101259327
766,-0.028877916209788915
767,-0.033457742676134855
768,-0.055121510361435505
769,-0.03782004817311526
770,-0.06261471019485863
771,-0.050173787040982555
772,-0.026414080872837958
773,-0.03800488924429924
774,-0.0663324146922153
775,-0.0649948432565971
776,-0.061375176590428654
777,-0.090132414242204
778,-0.05923300350449422
779,-0.08042189652909881
780,-0.06343096701849633
781,-0.10035278477067375
782,-0.09520200264880303
783,-0.06689721412229695
784,-0.0768887639567392
785,-0.05614919347499217
786,-0.06565355050566382
787,-0.057772900126744936
788,-0.0809775627928233
789,-0.07977341997548812
790,-0.04563910804340536
791,-0.10169608759252777
792,-0.08405186357508791
793,0.10923670827525239
794,0.04895027993844271
795,0.020538785792106613
796,0.01771382851203935
797,0.08025672122343883
798,0.023642632103748527
799,0.03981789855448006
800,0.06255206212804747
801,0.04046087180037132
802,0.056598496994083106
803,0.04196649206169217
804,0.03452884668428274
805,0.024278499665056928
806,0.034378466697514556
807,0.02788843671471477
808,0.010945600496840952
809,0.054013652443059244
810,0.05653460742496894
811,0.0602610647265657
812,0.07406792750677943
813,0.06374720225441603
814,0.07131706053219995
815,0.11489622701661426
816,0.08658929047723206
817,0.08165874672047702
818,0.08680626541188174
819,0.0878520804004113
820,0.07139583908846515
821,0.05823366976494741
822,0.06468740616616139
823,0.06840136625619368
824,0.049406329208474375
825,0.07163287903885868
826,0.06551497013969651
827,0.032040467568863085
828,0.024808014995906718
829,0.05543099103888033
830,0.04332295073308623
831,0.050090347031282574
832,0.03614686860412264
833,0.05819975441838977
834,0.015110902564928834
835,-0.00954814141906408
836,-0.010935563647447723
837,-0.017479787407984667
838,-0.013826597669483843
839,-0.03952913952150658
840,-0.05424520544169443
841,-0.06945360535064177
842,-0.07974605992325108
843,-0.06827944193669859
844,-0.07536897112666918
845,-0.06612507979266645
846,-0.06351931117128047
847,-0.06486814148071499
848,-0.062316420606582615
849,-0.06302012349628106
850,-0.056889972326176284
851,-0.05586069734748036
852,-0.04821484943265232
853,-0.03860843703663915
854,-0.041599312855343566
855,-0.03638177123397196
856,-0.03409656710853711
857,-0.03702333951625111
858,-0.05249710752525688
859,-0.05323389214840142
860,-0.040605183620247884
861,-0.04044740387752116
862,-0.04212536582433007
863,-0.029723664748981266
864,-0.035496258615036094
865,-0.04328639989451514
866,-0.03832520089735021
867,-0.03062169128914277
868,-0.013155146661013814
869,-0.013001199530594159
870,-0.01776259859899358
871,-0.023212180201976663
872,-0.024564891880031418
873,-0.017650344848505323
874,-0.004555934504087224
875,0.02516011422230756
876,-0.0034733410778587295
877,-0.03880121880705801
878,-0.07161831476307733
879,-0.03674909742434629
880,-0.011981856366626666
881,-0.022948450981738353
882,-0.019737580895387453
883,-0.028826487228991674
884,-0.018311106037591625
885,-0.018984440921351906
886,-0.014784656508907954
887,-0.012509021067982556
888,-0.006177632088936155
889,-0.0021776666936007246
890,0.0005179297215839143
891,0.00934272059666304
892,-0.0005485008643068001
893,-0.01522640768227359
894,-0.03178699974399288
895,-0.027789981550122942
896,-0.0097737280785293
897,-0.013385801911351088
898,0.00769327478240478
899,0.05648900608677449
900,0.047245376181515225
901,0.02890014499690442
902,0.014269708645190386
903,0.01577841306105887
904,0.022693318615961525
905,0.05626591105043452
906,0.07450700290725791
907,0.06851130367337824
908,0.10557438985594
909,0.004859924939273577
910,0.019637317597410657
911,-0.0020803947376599567
912,-0.0015910877909671578
913,0.07927629905773931
914,0.088183067907907
915,0.0664483367877922
916,0.01858969628300872
917,0.06189313482211173
918,0.04386059381183022
919,0.06525648146949731
920,0.05393263066432813
921,0.06675545681263935
922,0.032160504962584796
923,0.010931392438100207
924,0.012908148533153108
925,0.01224879919615213
926,0.01225270684671167
927,0.01896256849209775
928,0.017866780247489975
929,0.016002440122264414
930,0.022132688438887917
931,0.028163729032950863
932,0.025693054553247205
933,0.03846101818877081
934,0.009150836145218631
935,0.014850942513108803
936,-0.004097695301919092
937,0.003233454904837355
938,0.004754472843472945
939,0.015723820293736576
940,0.03082609907315858
941,0.02758613246481359
942,0.035087316760166916
943,0.026046842596840637
944,0.019490343457874888
945,0.015367047315665301
946,0.016727565586300782
947,0.018483816558063977
948,0.018667639969323756
949,0.028104586753009038
950,0.02376200764009523
951,0.02904456640801403
952,0.03217156144284043
953,0.02754276018817121
954,0.03550607301693501
955,0.021351024299946106
956,0.021029830391138597
957,0.011589985212575104
958,0.00305617791386304
959,-0.020809300973928965
960,-0.017132375679252982
961,-0.0153827852239115
962,-0.017349232316486888
963,-0.013986320189153882
964,-0.013599626376464719
965,-0.01268014075235906
966,-0.01537714080319731
967,-0.0152194757183657
968,-0.013995584534169877
969,-0.01571063865503683
970,-0.01631070467443964
971,-0.015545400014158087
972,-0.017585359261224016
973,-0.018070234281064523
974,-0.018545371401018713
975,-0.018194331292745513
976,-0.019788461348876057
977,-0.019231057290103364
978,-0.019614026362165818
979,-0.01912013808369577
980,-0.019378405282168422
981,-0.019711988269836694
982,-0.019938982103888336
983,-0.019975480153918042
984,-0.02001526948328381
985,-0.01908638402983432
986,-0.019096187980145667
987,-0.018442181568716583
988,-0.019206043291271045
989,-0.01903306011891678
990,-0.019321236898809404
991,-0.020062018246425162
992,-0.020641150168946312
993,-0.02009842270028117
994,-0.019974136970845668
995,-0.01990490627456557
996,-0.01982884745530087
997,-0.019657052506977007
998,-0.019184592579167326
999,-0.020351292076344358
1000,-0.020905832297849054
1001,-0.020335636023400036
1002,-0.020411106683474383
1003,-0.02109933464219523
1004,-0.020616430208111197
1005,-0.021123740396972696
1006,-0.021886263090836
1007,-0.02151927269345408
1008,-0.021322482220774062
1009,-0.021231657276544986
1010,-0.021093452650538233
1011,-0.021765476066928822
1012,-0.02178814505542555
1013,-0.021388887950799337
1014,-0.021100789907614617
1015,-0.021028803745787455
1016,-0.020927578040526643
1017,-0.020863454814162703
1018,-0.020592358552931626
1019,-0.020406375408649462
1020,-0.020639044313754105
1021,-0.020836878790992736
1022,-0.02135424087258246
1023,-0.021296899983766687
1024,-0.021008301080060438
1025,-0.020992615765446074
1026,-0.021334737052579832
1027,-0.02178098552058406
1028,-0.021839889121197897
1029,-0.021546110185342096
1030,-0.021525448136213394
1031,-0.02175724859034809
1032,-0.022509625538878777
1033,-0.022415596976712332
1034,-0.022394454434411893
1035,-0.02252239864059464
1036,-0.022276965438813186
1037,-0.022147199953394946
1038,-0.02215422941365124
1039,-0.022221197550206486
1040,-0.021856346908801217
1041,-0.02142979788294038
1042,-0.021035027477037893
1043,-0.020372728051707503
1044,-0.02093921104554381
1045,-0.020895249352303656
1046,-0.020473321476172923
1047,-0.0199007533910978
1048,-0.019742906788031207
1049,-0.019650101156868514
1050,-0.01955522834974411
1051,-0.01985347921714443
1052,-0.018520221107335547
1053,-0.018757736313391983
1054,-0.018210256564747684
1055,-0.017534716261333575
1056,-0.01944902842046295
1057,-0.018804870863771504
1058,-0.020520697207995757
1059,-0.02024631573202602
1060,-0.02053720394562607
1061,-0.02016129114564783
1062,-0.018825600748098505
1063,-0.020633623288584882
1064,-0.019626183216525442
1065,-0.01796352966866046
1066,-0.019941467955682912
1067,-0.01947075351667982
1068,-0.016481620413480544
1069,-0.02126490431984485
1070,-0.022423606926853086
1071,-0.02314995261310388
1072,-0.021765677296205363
1073,-0.017442393500884654
1074,-0.01775640154540261
1075,-0.016044150099126187
1076,-0.01772819310221053
1077,-0.012886894517102603
1078,-0.0051989887611743404
1079,-0.014134516037020217
1080,-0.010747532585658488
1081,-0.004679056419843502
1082,0.010389018326906899
1083,0.02138274034660889
1084,0.010606953340774165
1085,0.016036904882211777
1086,0.026488385590245352
1087,0.02842199690451456
1088,0.008628995606792311
1089,0.0028540289944034344
1090,0.011002113527870158
1091,0.019310293359205075
1092,0.019522298988626605
1093,-0.0011128125400216042
1094,-0.01957070480807715
1095,-0.021166609294799896
1096,-0.005124866727824323
1097,-0.03235120793274433
1098,-0.02030294665436812
1099,-0.027274895894660693
1100,-0.023619164156839952
1101,0.008262217344362438
1102,-0.0519936528924745
1103,-0.0666771933702492
1104,-0.037097184182438916
1105,-0.061165279258624736
1106,-0.11030619299850768
1107,-0.079770793862018
1108,-0.0676828536328303
1109,-0.10889752526019589
1110,-0.08557529214619986
1111,-0.07718038390749413
1112,-0.07505805221913728
1113,-0.09641661199931265
1114,-0.04790206587475924
1115,0.006606881033564207
1116,0.028884619181011022
1117,0.05559815458190735
1118,0.05060611817849953
1119,0.06295557478977895
1120,0.05956235781330442
1121,0.05883352658524121
1122,0.04005851025703844
1123,0.04052066028129292
1124,0.04236318830801887
1125,0.08103901983034635
1126,0.07332347899514831
1127,0.08463141455333484
1128,0.07598286856917354
1129,0.06329280906759498
1130,0.0843481185754832
1131,0.062957201236761
1132,0.05172455628690993
1133,0.013784955784829214
1134,0.01843132657635906
1135,0.004239027219313855
1136,-0.012411993900444701
1137,-0.011297427908757738
1138,0.022847612987089667
1139,0.027448002750098156
1140,0.03137959766004245
1141,0.035215331274765095
1142,0.05430832795685217
1143,0.03413669994825799
1144,-0.02140659360249817
1145,-0.027273833823462993
1146,-0.016133633734945745
1147,-0.03506350083991317
1148,-0.05519009173382374
1149,-0.02525201111279737
1150,-0.012253471448674225
1151,0.00396153367778428
1152,-0.03680138588708698
1153,-0.030121529403323334
1154,-0.05339756833821613
1155,-0.07975305833031165
1156,-0.08043655367456512
1157,0.02909134735677841
1158,0.01950549178981225
