,v_pam_bin
16593,0.09688555699412227
16594,0.07585050664089871
16595,0.09253925952701138
16596,0.0749780130367446
16597,0.06357898186448475
16598,0.09482138376157477
16599,0.0795984912336396
16600,0.07287904046104551
16601,0.08857243948334924
16602,0.07795114158803931
16603,0.07857447348929136
16604,0.05264381831477438
16605,0.0588429102725572
16606,0.08285241151203115
16607,0.09107160427260039
16608,0.08529067739501071
16609,0.06888417728130981
16610,0.05356069082878892
16611,0.0450599593693054
16612,0.0383490417648657
16613,0.06303982266631164
16614,0.062004417302024294
16615,0.043621835565919705
16616,0.046526141045804575
16617,0.039126362099088756
16618,0.04118750214321632
16619,0.02907000923079979
16620,0.028813041760957583
16621,0.02470502839461722
16622,0.02332840822861202
16623,0.03338468038077961
16624,0.018955293135874116
16625,0.02636065555355321
16626,0.05192182889653945
16627,0.06041606897912516
16628,0.07770983106099222
16629,0.08358552161032277
16630,0.09387659787283457
16631,0.08998755294951445
16632,0.10195328144503836
16633,0.10988515745174779
16634,0.11561319070971864
16635,0.1221706398566272
16636,0.1114196678481263
16637,0.10771796699106091
16638,0.11277356430726854
16639,0.126278506433161
16640,0.11812859627988541
16641,0.11883871488336208
16642,0.06784803745071634
16643,0.05489230792383642
16644,0.0187557069993517
16645,0.030280008846928455
16646,0.015367077957689795
16647,0.0010577271112390389
16648,0.017379717454630208
16649,0.02622675470094166
16650,0.040442713817948825
16651,0.025917986772061967
16652,0.014922932042369512
16653,0.024062219223875803
16654,0.02492814173995651
16655,0.06873239472801729
16656,0.049723314825729184
16657,0.04843718549702312
16658,0.03481734648303334
16659,0.042026400841483603
16660,0.03883462714820884
16661,0.06193609583432487
16662,0.07896900039752112
16663,0.06930833231395417
16664,0.09476271705217576
16665,0.09765595666452935
16666,0.10229266580728079
16667,0.090870974074581
16668,0.061834725787962674
16669,0.07183875580266195
16670,0.08748080601138117
16671,0.07893635367608737
16672,0.06131934844491053
16673,0.06186832874051618
16674,0.06037759789416614
16675,0.06473707827828848
16676,0.07472073409358296
16677,0.06168651845687547
16678,0.04017013536269636
16679,0.04522288803467239
16680,0.036875061319578725
16681,0.003584876279318819
16682,0.02911343308061374
16683,0.10854866105787345
16684,0.08872437981083801
16685,0.10600127483966433
16686,0.0621335185573962
16687,0.061974211662217296
16688,0.10516938102123233
16689,0.058805101096477894
16690,0.09189561460622364
16691,0.09339883786440248
16692,0.11177310638639525
16693,0.13311140180480877
16694,0.11955166423353734
16695,0.08190460715129701
16696,0.06180485899219816
16697,0.08078900613342306
16698,0.07699582705191298
16699,0.027827229359592347
16700,0.059046034593338105
16701,0.07263467591013563
16702,0.006454157100361239
16703,-0.04650104253703943
16704,-0.056302760159465545
16705,0.004018894126806269
16706,0.040341834728460715
16707,0.07731460054278633
16708,-0.0006473347649164352
16709,-0.0554261726275142
16710,-0.046245705945448294
16711,-0.0634242270100823
16712,-0.061787853434843436
16713,-0.033802154830633535
16714,-0.033209485714241704
16715,-0.02629612116124552
16716,-0.02944286641440107
16717,-0.06271964920747898
16718,-0.04951453494447154
16719,-0.04964698797563926
16720,0.0016882293245809258
16721,-0.0011778326386421567
16722,0.03723647375390671
16723,0.03645587199468833
16724,0.0164909642880715
16725,0.03655577568391134
16726,0.020418602874464686
16727,-0.02644885441461861
16728,0.028880412638987076
16729,0.015461240903815607
16730,0.021252485871580438
16731,0.03860784215901174
16732,0.03562441613814556
16733,0.020599152670573825
16734,-0.011061794186448077
16735,0.013292935440598133
16736,0.00450642662096867
16737,0.008654524161232437
16738,-0.005254241611112355
16739,-0.0066755791505299445
16740,0.0014287994391318278
16741,0.007742302743560133
16742,0.0032828559155374734
16743,0.022122639339995767
16744,0.03222471624918374
16745,0.04479795991303486
16746,0.027086166992191532
16747,0.01331470743080003
16748,0.01762798055762584
16749,0.01058173245924795
16750,0.0016653486677890988
16751,0.0026922392492529593
16752,-0.01820433565991454
16753,-0.018064859682799174
16754,-0.03718212104593671
16755,-0.060973738560790844
16756,0.008105652730748767
16757,-0.004784637875096816
16758,0.0072382806367817035
16759,-0.052305850299457994
16760,-0.04098912931546847
16761,-0.0347557762389132
16762,-0.032717435604426
16763,-0.03262719558134468
16764,-0.022143222170221022
16765,-0.02367282463258958
16766,-0.013882430378568067
16767,0.013019886021055214
16768,-0.0015444275649652943
16769,0.01266020206810788
16770,-0.009697824132917646
16771,0.0031035143020481646
16772,0.00039378254638706457
16773,-0.017917494079525836
16774,-0.014184151547054148
16775,0.016604570515879574
16776,0.01514187686542793
16777,0.03562406031734315
16778,0.03349476060630241
16779,0.03801174014653578
16780,0.04470998559370937
16781,0.03847509012645195
16782,0.027036421945108607
16783,-0.007140585406585796
16784,0.04237691586333366
16785,0.03294647978903358
16786,0.018839779355561394
16787,0.03334655053465579
16788,0.029652177774978167
16789,0.03431340930581299
16790,0.0385935328495477
16791,0.05653844616741649
16792,0.07380682078539952
16793,0.0731032440927688
16794,0.08632325812102087
16795,0.07792629957233191
16796,0.06914708937667885
16797,0.025025451084638814
16798,0.036602648269158176
16799,0.015628973419226956
16800,0.03611470593644425
16801,0.053016981119997524
16802,0.07145097325840576
16803,0.06705619172553948
16804,0.024980804490324075
16805,0.031485568752949784
16806,0.023310847568505735
16807,0.05812226407365217
16808,0.06787496132569638
16809,0.06430023148431614
16810,0.06158076735512156
16811,0.06712320180907867
16812,0.039959194216995744
16813,0.012804129465423336
16814,-0.01181511562804506
16815,-0.03499926717467811
16816,-0.021843013575455428
16817,0.00636120223854811
16818,0.01184465287715223
16819,0.03686089407329268
16820,0.0196365766551807
16821,-0.002493415448670969
16822,-0.010090044642671379
16823,-0.006071895160019358
16824,-0.0041474089876219426
16825,-0.011706996652710622
16826,0.001165388489607534
16827,-0.012468408271242216
16828,-0.03084460783437018
16829,-0.00554200518597253
16830,-0.003716754051261532
16831,-0.006559146435999685
16832,-0.005133375634044133
16833,-0.0017365103324026216
16834,-0.0032590065859535826
16835,-0.009195119222806337
16836,-0.006213258877044545
16837,0.007269867643519969
16838,-0.002034953196177594
16839,-0.0019908623542950065
16840,-0.013553223289435572
16841,-0.009087104114128084
16842,-0.00601449629758352
16843,-0.01561159113309362
16844,-0.007030803933369208
16845,0.003269183119082684
16846,-0.00015839397570243134
16847,-0.0025720486611575206
16848,0.008428736782382016
16849,0.010331931324714796
16850,0.012432185525958579
16851,0.013201541811917334
16852,0.011766061450968326
16853,0.012030163126157348
16854,0.0011881390873484457
16855,0.007168174564921439
16856,0.005864478520149033
16857,0.012243830810905298
16858,0.021671410281874127
16859,0.010655149394590075
16860,0.01983577881940387
16861,0.012876746368916298
16862,-0.010031877048922196
16863,0.002248378693100783
16864,-0.002290706346946241
16865,-0.027153293087759725
16866,-0.021711685949573994
16867,0.006225897580750997
16868,0.016940983993622004
16869,-0.02602883729316339
16870,-0.008138618676096117
16871,0.01817298612084687
16872,0.0021856469918732167
16873,-0.0124614010304482
16874,0.041043050324190915
16875,0.037000022701549826
16876,-0.0005925141425677585
16877,0.0022484364771524247
16878,-0.003539997524870761
16879,0.02927452663127099
16880,0.06988308043068225
16881,0.05830146684947248
16882,0.06110878911344774
16883,0.07562279382293972
16884,0.08231282348623473
16885,0.07424926341153519
16886,0.10052415220757283
16887,0.09181592034061722
16888,0.09705157419923623
16889,0.11087575852544924
16890,0.1225855356256792
16891,0.1158378216741748
16892,0.0898171112961691
16893,0.09191045993647452
16894,0.06993161859549273
16895,0.07427643436145934
16896,0.08968047553648327
16897,0.09916745931799267
16898,0.0903510638187286
16899,0.0642888618056266
16900,0.06474743555631242
16901,0.0828412696762044
16902,0.057464436340473116
16903,0.047768152228085434
16904,0.05564815968004958
16905,0.1127519211404321
16906,0.06719014254365016
16907,0.10196532389454066
16908,0.0892959013946966
16909,0.11127053292812937
16910,0.12865108928650631
16911,0.056290999918309735
16912,0.05718290288381883
16913,0.11378667627405582
16914,0.09057147852918229
16915,-0.030742722022356353
16916,0.04316863239122991
16917,0.0522556004472583
16918,0.07784466247207689
16919,0.004017033130076634
16920,-0.03904306050407373
16921,-0.052291449330197325
16922,-0.00943954777477445
16923,0.030919088873212253
16924,0.075625628227734
16925,0.06663567429413411
16926,0.05756327166928963
16927,0.022274544587833234
16928,0.002558269070082459
16929,0.014858773522520552
16930,0.013562393717606038
16931,0.011948705290660642
16932,-0.00032796128287801733
16933,0.02786327716061708
16934,-0.010120861530164792
16935,-0.05173012411971283
16936,0.026805799937122017
16937,0.04294251608263382
16938,0.036034517738973953
16939,0.06816942059385664
16940,0.07470802272505765
16941,0.081336478977978
16942,0.08127505420541248
16943,0.09168302525533323
16944,0.05054539442570395
16945,0.055890002782404746
16946,0.057175448870311424
16947,0.06770238099922088
16948,0.0741614298295005
16949,0.04821031214355842
16950,0.05389161529347924
16951,0.0720930323543779
16952,0.09071806652574017
16953,0.07972476053867476
16954,0.09479238927225891
16955,0.07998600448384034
16956,0.08783407938951397
16957,0.0704601710758851
16958,0.0672908847775651
16959,0.05725232155783967
16960,0.05337967662503146
16961,0.05821265877667767
16962,0.06428063121401094
16963,0.041458727756209304
16964,0.0167214431633086
16965,-0.0004057338733203554
16966,0.018799671356426954
16967,0.01712992291927745
16968,0.018784067180311594
16969,0.0004320268525429688
16970,0.007551347609181684
16971,0.018069012068574218
16972,0.058018774623822225
16973,0.0617587567522425
16974,0.018535004355591595
16975,0.10071650295570175
16976,0.05843784926453289
16977,0.05987486982446514
16978,0.05931962894560298
16979,0.04797868476842999
16980,0.03617307926867027
16981,0.0597765932563761
16982,0.061048028674478116
16983,0.054033718110236
16984,0.04849355880517571
16985,0.04742357636348063
16986,0.03925478220194113
16987,0.03776758195813038
16988,0.03842026889426438
16989,0.03489106108811157
16990,0.04190435134051021
16991,0.04741265261976924
16992,0.054818924027767446
16993,0.060148810504692445
16994,0.06071701961177266
16995,0.048534311541774296
16996,0.057512718867751195
16997,0.05197514131967832
16998,0.05019194835950546
16999,0.044665938640761876
17000,0.03966998787402739
17001,0.0521837120640972
17002,0.04807740983152588
17003,0.04657626009490822
17004,0.029221362325909953
17005,0.026895429146181732
17006,0.0383963239819828
17007,0.021016295504230557
17008,0.0014876342846047441
17009,0.0493270385140888
17010,0.07934629028421761
17011,0.05462821594908887
17012,0.035973907218312576
17013,0.05498416236332678
17014,0.046389230417162794
17015,0.050223224095902394
17016,0.05439208061112881
17017,0.03588688894513152
17018,0.019617201708748647
17019,0.019643098431925046
17020,0.015237033273458975
17021,0.016813110726961157
17022,0.017561539435739678
17023,0.022401974747810333
17024,0.022302816858879148
17025,0.022788537575298255
17026,0.023447524897374204
17027,0.02159898207893757
17028,0.021611729072742083
17029,0.020406684266057035
17030,0.020701452353249623
17031,0.019979543711843812
17032,0.019608602802960402
17033,0.019781697875405395
17034,0.018906471391281342
17035,0.019642823859515914
17036,0.02010727458442689
17037,0.020431079512664707
17038,0.020249729053860598
17039,0.02010562047383407
17040,0.019834042625304412
17041,0.019491133541236605
17042,0.019937353660690008
17043,0.01982494393551417
17044,0.02143070024559198
17045,0.02057711619518781
17046,0.022352468629025343
17047,0.024216875798672866
17048,0.025970559434504322
17049,0.026341141478247194
17050,0.024515603451900073
17051,0.024350867257944497
17052,0.026010200107048333
17053,0.03027564911620068
17054,0.03055923226152132
17055,0.03157945218859806
17056,0.03662489009595592
17057,0.03885378376628273
17058,0.038791470471639965
17059,0.04139751677710173
17060,0.040489499515308475
17061,0.0375002268852518
17062,0.035540531354842496
17063,0.032703465162198776
17064,0.0348970489889378
17065,0.03747304150342752
17066,0.04387458278423976
17067,0.037168751494331756
17068,0.03589737592632926
17069,0.032749989035262925
17070,0.028763325784863698
17071,0.030001104054794028
17072,0.02510158114342115
17073,0.020896452311520583
17074,0.018217854392359532
17075,0.01493540294555034
17076,0.01598187216097395
17077,0.01863495365940673
17078,0.020472868459746208
17079,0.02248260222331386
17080,0.020913265358966926
17081,0.010900856701673635
17082,0.004342870263954475
17083,0.008199161941240698
17084,0.011395239952951925
17085,-0.005811273933285479
17086,0.0011660334126278853
17087,-0.0030949812620676403
17088,-0.004219989603069469
17089,-0.01334203953267437
17090,-0.02239944861571433
17091,-0.015792155071123852
17092,-0.02667073770514447
17093,-0.01500333565116703
17094,-0.028398535027974913
17095,-0.037806321011895835
17096,-0.04366083973748632
17097,-0.04077354630371376
17098,-0.033592602624186035
17099,-0.031233745932175355
17100,-0.02409403868627575
17101,-0.014129493082029388
17102,0.00812249148301486
17103,0.021168072814129565
17104,0.022913171686247884
17105,0.018330388330758562
17106,0.010608617725448537
17107,-0.009219574879139115
17108,0.010870710907339747
17109,0.01755958439758857
17110,0.0192213112024664
17111,0.01722614643171914
17112,0.0027976248181974424
17113,0.006887306317569375
17114,-0.009927568610139138
17115,-0.02212987776250729
17116,-0.014369461495259925
17117,-0.02000446205679692
17118,-0.01664586057034647
17119,-0.025428665380267206
17120,-0.015504943216958434
17121,0.036440657129691176
17122,0.0248560719369745
17123,0.04396536657468989
17124,0.033562515912731516
17125,0.060404626813924556
17126,0.057458690341481225
17127,0.06104453022293274
17128,0.053635139398545244
17129,0.04546781052825182
17130,0.0042757726698014545
17131,0.0159210998667652
17132,0.045868311747495956
17133,0.051579315510249225
17134,0.03387248875476797
17135,0.028129681962178917
17136,-0.006499230604201
17137,-0.02809564240537378
17138,0.005684440771715994
17139,-0.0042375534208645114
17140,-0.008728840130542452
17141,0.012858931069267637
17142,0.03215411947214475
17143,0.03587328282179616
17144,0.02134456148384771
17145,0.05016417577573471
17146,0.04618283775890758
17147,0.06829500689210237
17148,0.07270434930138317
17149,0.03982664920401739
17150,0.04406928776878316
17151,0.037085071441115294
17152,0.08216075684794469
17153,0.08757472240070999
17154,0.0900447700217286
17155,0.06696862693673418
17156,0.055556628910127165
17157,0.11665740254512738
17158,0.07545824132922613
17159,0.06934183058057361
17160,0.04788480538847264
17161,0.061210403226779266
17162,0.03020033044732334
17163,0.062189866087323104
17164,0.05690034443563615
17165,0.06383974500282329
17166,0.048754934967868105
17167,0.09480749092692757
17168,0.07368927563947676
17169,0.07511144455897906
17170,0.06987305740641298
17171,0.06816939917219918
17172,0.09127926609302954
17173,0.0982269421688496
17174,0.10757448921658637
17175,0.1191540250261954
17176,0.099707547918735
17177,0.10152564481056099
17178,0.10658110154345962
17179,0.10107950422583763
17180,0.09103590996836645
17181,0.08748311103779595
17182,0.09639008451441605
17183,0.08452927759349314
17184,0.08608450628667783
17185,0.07938617503799829
17186,0.06926933456265413
17187,0.05890602261402666
17188,0.0679635421321092
17189,0.0522338691188282
17190,0.05967546322936323
17191,0.058722120328175934
17192,0.05531814576373865
17193,0.057914984264812376
17194,0.04615400046662892
17195,0.05838027995804918
17196,0.06656993774603936
17197,0.08044817606380503
17198,0.09281916855892715
17199,0.09727935658245397
17200,0.1106013183946355
17201,0.09671943704591252
17202,0.12552804548954302
17203,0.10742388041915742
17204,0.1130610449162114
17205,0.13718065365362075
17206,0.16663506384798876
17207,0.15641188202488984
17208,0.16441265065336014
17209,0.11926595231951571
17210,0.12186568902384666
17211,0.08749382733475847
17212,0.1028089389663525
17213,0.08418693769668621
17214,0.12127748188655685
17215,0.14081095876228059
17216,0.14637201524061094
17217,0.16740774340702905
17218,0.1973130255110641
17219,0.16133918031812383
17220,0.15934477775866868
17221,0.10845476070394185
17222,0.10748434255999713
17223,0.10734007669604533
17224,0.0948765065192532
17225,0.08800034472634077
17226,0.15784697588959126
17227,0.13889961977414886
17228,0.12288274093793958
17229,0.09799951535231749
17230,0.1044796751816397
17231,0.1377074100497176
17232,0.11731554394570248
17233,0.12005495391811874
17234,0.09660154806980231
17235,0.09993182561041064
17236,0.10325294963663384
17237,0.09426919863782018
17238,0.08082067456398771
17239,0.07581886471442224
17240,0.06662649731864559
17241,0.10247923463386613
17242,0.1109300537675971
17243,0.11859365332614549
17244,0.12399368666428393
17245,0.12630377379060367
17246,0.10934317351871962
17247,0.10719308401857773
17248,0.12930411519644905
17249,0.10539860351413594
17250,0.11649752277881743
17251,0.0879599218424698
17252,0.05832005479434961
17253,0.09757976282454617
17254,0.1399570587601715
17255,0.15633978289512296
17256,0.13090632274230862
17257,0.14870689966274725
17258,0.1566937747876586
17259,0.15920996763239623
17260,0.14914532038565428
17261,0.15887702504351578
17262,0.14317110241948586
17263,0.060299063167425046
17264,0.08686571135410717
17265,0.11278812108466957
17266,0.12260738377002481
17267,0.11062510880381128
17268,0.18975948550217037
17269,0.066780140170909
17270,0.08476229624619172
17271,0.10660451648283693
17272,0.14064136674289243
17273,0.15367509882122676
17274,0.15520262833685064
17275,0.10321582529467475
17276,0.17937998137534733
17277,0.14784179556931606
17278,0.10757200742880521
17279,0.09795300896556572
17280,0.1388191013049699
17281,0.1980755954793469
17282,0.10253125003802643
17283,0.1551364419309059
17284,0.10546715294563606
17285,0.15549326380016634
17286,0.1528974174201564
17287,0.15369559174581635
17288,0.14008963375615374
17289,0.13915251447887242
17290,0.1556163283571244
17291,0.13015596027248172
17292,0.13808126453632802
17293,0.0923114532463058
17294,0.09144949888335774
17295,0.07261046788720783
17296,0.07586566350429906
17297,0.0897416205452987
17298,0.06829418181770519
17299,0.06103422998641848
17300,0.08111024354676914
17301,0.08647350907990445
17302,0.08900899331738575
17303,0.03382571452462752
17304,0.017697094932364307
17305,0.05119060635223355
17306,0.049324408283340455
17307,0.06142042588469076
17308,0.06773654635608271
17309,0.03270876083887772
17310,0.022927854926446896
17311,0.0659957233752285
17312,0.04079780430682488
17313,-0.012657736752248766
17314,0.008378249789109775
17315,0.05883004382789135
17316,0.04637638882129533
17317,0.09079416654722529
17318,0.04178528332249365
17319,0.04625880629365268
17320,0.047129658232235604
17321,0.07736992583766825
17322,-0.0013908372883504674
17323,-0.024638406829056707
17324,0.033402469422497916
17325,0.006137504775791645
17326,0.036866283778930725
17327,0.014357115162040898
17328,-0.0011422699786062807
17329,0.02810965222210632
17330,0.034652998137516426
17331,0.05849048705101075
17332,0.010777158647938077
17333,-0.02222730869641646
17334,0.0034592238346329712
17335,0.004522318374197334
17336,-0.0036657528266243883
17337,-0.009828965269523378
17338,0.015730454330614388
17339,-0.027161899566210228
17340,-0.0030808863969980504
17341,0.006276588485688905
17342,-0.08907684960546262
17343,0.039994487599103755
17344,0.07351144641813445
17345,0.061512898434495374
17346,0.05372959963473256
17347,0.02475920991138711
17348,-0.06287477169964723
17349,-0.01828418792832701
17350,-0.004458376600715359
17351,0.007107773910668105
17352,0.02924342169278044
17353,0.013421575495958257
17354,0.018634602249318975
17355,0.0200124899925877
17356,0.02421389610909455
17357,0.04033935071831516
17358,-0.0007855345837372912
17359,-0.03997780451722767
17360,-0.044897241726194186
17361,0.007212297709103289
17362,0.008424039493082574
17363,0.009380731258943283
17364,-0.007361968133308561
17365,-0.05352795655107067
17366,-0.056594843819540205
17367,-0.08019271934073274
17368,-0.09401534643736797
17369,-0.07184920493114953
17370,-0.05741819769356491
17371,-0.021470506831133766
17372,0.00817662868559667
17373,-0.02107927628788918
17374,-0.019398102992077046
17375,0.00808245364376069
17376,-0.010266759413141532
17377,0.0374580293912483
17378,0.06371242111867019
17379,0.029532310698349926
17380,0.06366350392139829
17381,0.06482990262402208
17382,0.03493358788216373
17383,0.018547663114707034
17384,0.06940442490812943
17385,0.07801160625040696
17386,0.025083988448883522
17387,0.04319220437390259
17388,0.02643293802839033
17389,0.021422873245621695
17390,0.0515731410345499
17391,0.05048504897129694
17392,0.050979164486159564
17393,0.08043276946132015
17394,0.08080149624678676
17395,0.09969250265650167
17396,0.10420577227417263
17397,0.10283109065794752
17398,0.08610766114028098
17399,0.07241504051874585
17400,0.06502569830558656
17401,0.059786673958140996
17402,0.07016771871044788
17403,0.07782112632305206
17404,0.06949517221168641
17405,0.055179177542100236
17406,0.07128377335646659
17407,0.06323791553330362
17408,0.06417106230872907
17409,0.07814748793612185
17410,0.07459739511733972
17411,0.06848243719221728
17412,0.06688469142820881
17413,0.06489423029819212
17414,0.04929048887197604
17415,0.04604870257085559
17416,0.05080437622471688
17417,0.049262167419655216
17418,0.037019594433296416
17419,0.038015840672214224
17420,0.07630244192426167
17421,0.07309728858061942
17422,0.06302584514140358
17423,0.04427924845818838
17424,0.020020145701786857
17425,0.03766570143935937
17426,0.038724736523907934
17427,0.022356128645837938
17428,0.010976127744144522
17429,0.020424505060885702
17430,0.02094082522758333
17431,0.02025904806607365
17432,0.022453995228006292
17433,0.028692695018417324
17434,0.0407132862032875
17435,0.028774184594846215
17436,0.025318151758347614
17437,0.02483987902320917
17438,0.017298783334224854
17439,0.02243279489130285
17440,0.020876352216503042
17441,0.013387437417235852
17442,0.0013329618181578996
17443,-0.012112553140928435
17444,-0.009197816995836968
17445,-0.022497616955667987
17446,-0.022042267252089312
17447,-0.025694513282325044
17448,-0.02683384274421757
17449,-0.02296751166480505
17450,-0.024550058246376395
17451,-0.04835114208387879
17452,-0.003623354197160959
17453,0.004125829932538313
17454,-0.011688913895660171
17455,0.0003435775143011289
17456,0.011008116094643292
17457,-0.003075163823367839
17458,-0.01454063645745033
17459,-0.02619566382552347
17460,-0.024532654251004885
17461,0.05171874109799987
17462,0.006759561510880845
17463,-0.019077397509990282
17464,-0.011533648986990018
17465,-0.03301434484325415
17466,0.0338802641052868
17467,0.05146066275869734
17468,0.01344167668858011
17469,0.015091313243198602
17470,-0.029661853016164953
17471,-0.01467637131242525
17472,-0.0012884715310364503
17473,-0.01690816185893056
17474,-0.012497864138447145
17475,-0.007070546592382613
17476,-0.011519671219088074
17477,-0.003975446575821837
17478,0.0005272376921512624
17479,0.0014869182236718712
17480,-0.003831922227856223
17481,0.0029134659862835735
17482,-0.00029291323234105254
17483,0.014769740375882624
17484,0.007241411290706481
17485,0.024962745482327922
17486,0.02845203073640421
17487,0.02818993468791401
17488,0.03323284927081712
17489,0.016593048186318866
17490,-0.010041463187383574
17491,-0.008583821056472428
17492,-0.019650005709205998
17493,0.0011216277515602503
17494,0.028884966098287775
17495,0.031966498228914314
17496,0.030965916323653135
17497,0.023268728354096317
17498,0.050007933060662674
17499,0.055123150154204166
17500,0.07221935999917946
17501,0.07215187588559355
17502,0.08315269246563538
17503,0.10366759292323675
17504,0.0847158788249626
17505,0.056949987349959014
17506,0.06374957423834413
17507,0.05840730511612361
17508,0.06302604626790267
17509,0.07879261632301844
17510,0.07781366404260306
17511,0.06820762832600714
17512,0.0757593761557586
17513,0.08501497637500884
17514,0.08100100203894325
17515,0.08115058153109031
17516,0.06860218260712776
17517,0.06032397688443624
17518,0.062208777972936766
17519,0.06074117728811564
17520,0.05402347871511938
17521,0.053126999319128995
17522,0.08121539248898288
17523,0.11276137956995201
17524,0.11403822763147188
17525,0.13182674086908877
17526,0.11457431517739432
17527,0.12236763869066922
17528,0.11738550745608775
17529,0.12425212654884628
17530,0.12419607603603353
17531,0.12762003123122967
17532,0.13337073892443374
17533,0.13408217928395658
17534,0.13437915628974859
17535,0.13180189698211428
17536,0.12690764539053395
17537,0.136059330920478
17538,0.13411975385358352
17539,0.13826887632141047
17540,0.1393981942227197
17541,0.13721657211349728
17542,0.13607175374153382
17543,0.13202647697312814
17544,0.13166467894161904
17545,0.12649844877976968
17546,0.1261222144943973
17547,0.12934809643733833
17548,0.1283296874553421
17549,0.1276293973625422
17550,0.12345017282991293
17551,0.12111395231663512
17552,0.12452333827591602
17553,0.12638110468627706
17554,0.12216204814386514
17555,0.13128896620349292
17556,0.1192831738839368
17557,0.11485953010651152
17558,0.10881712143472917
17559,0.0985746688555392
17560,0.0916853617601915
17561,0.09584279147091296
17562,0.08488094497857294
17563,0.08755556026366323
17564,0.08056848455477258
17565,0.06836527827914611
17566,0.058541230801337774
17567,0.052003340214296055
17568,0.04734711140904715
17569,0.05127116110787833
17570,0.049003053211736744
17571,0.05494130897213475
17572,0.053049498155933225
17573,0.08097160608060822
17574,0.07604022758906465
17575,0.0716676603172276
17576,0.07488083657602415
17577,0.08096047008935017
17578,0.08477374359546601
17579,0.10069161553230338
17580,0.08565364136281356
17581,0.0684834085559488
17582,0.054313078547163295
17583,0.07541743144531891
17584,0.0805261355416114
17585,0.08653760763831592
17586,0.0892284855452467
17587,0.09177172513249256
17588,0.09972347351854575
17589,0.12087820865501389
17590,0.129729854598548
17591,0.121540120315597
17592,0.13113754571139477
17593,0.11298628020555206
17594,0.10465270903167022
17595,0.06619888004379186
17596,0.07508978716446382
17597,0.10496895999452191
17598,0.15321275369423637
17599,0.11481438306621156
17600,0.06151694735053011
17601,0.08842081919056406
17602,0.09715716682133502
17603,0.07130142156771634
17604,0.07023426307432679
17605,0.06865013706732052
17606,0.04217333063493263
17607,0.04106262848155887
17608,0.061305143564472475
17609,0.08041306186912939
17610,0.033786626386918726
17611,0.05374815980011055
17612,0.0469083990379527
17613,0.05148774448376554
17614,0.08137079341945247
17615,0.04612533707798663
17616,0.07726154637746309
17617,0.08703238328159314
17618,0.046877584787802684
17619,0.05107451809072816
17620,0.05463706069298396
17621,0.015464539418019289
17622,0.015465529559371981
17623,0.087364599336155
17624,0.0649451383845476
17625,0.09527729938236483
17626,0.13362741151525798
17627,0.1803614829293825
17628,0.20350820175835452
17629,0.1907940757491414
17630,0.14648360309144826
17631,0.15808502429891175
17632,0.12945899530228147
17633,0.12512166343198142
17634,0.10561459568195652
17635,0.10872040269934277
17636,0.1135820714061743
17637,0.11759158630678172
17638,0.036336390206843615
17639,0.03275812778814681
17640,0.02846527647369348
17641,0.007054608229187179
17642,0.0036379869091638407
17643,-0.03774772044813317
17644,-0.05864671449545565
17645,0.00853692859922738
17646,0.05779852897019466
17647,0.12805557916576082
17648,0.14443491319472535
17649,0.12395536129006124
17650,0.0974685669960478
17651,0.056125539911759566
17652,0.027572028203824518
17653,0.06614223779903082
17654,0.06847947095384135
17655,0.050086624421451204
17656,0.10338695608657507
17657,0.09606006762374492
17658,0.07122327415269082
17659,0.07443158927993851
17660,0.06713108102346337
17661,0.07280298085280802
17662,0.0541696547174698
17663,0.059048501918803925
17664,0.06832707297673721
17665,0.06212330537873618
17666,0.0706387387682826
17667,0.08058888397389623
17668,0.05512003241798722
17669,0.046217136340515476
17670,0.04796662399258584
17671,0.043339682934034486
17672,0.05411474463758025
17673,0.05869262031802897
17674,0.04998557543311005
17675,0.0311507385239674
17676,0.03311020562658034
17677,0.028546027266489152
17678,0.027551050027487516
17679,-0.007028574242118852
17680,0.004476526029800032
17681,0.014014759283206278
17682,0.01047854741934241
17683,0.02238960593949466
17684,0.0018273198687896348
17685,-0.015533526172730574
17686,-0.010451152456850235
17687,-0.015117555119798485
17688,-0.018089554220776523
17689,-0.016613245727656635
17690,-0.02623503735707298
17691,-0.005216186806917522
17692,0.03088606640883595
17693,0.05210279952143103
17694,0.0418208255077425
17695,0.11215462977822976
17696,0.06620750911164315
17697,0.07570140587934313
17698,0.049015736684534
17699,0.010357806967084136
17700,0.02952384118590732
17701,0.0451190245266208
17702,0.05411528849894616
17703,0.06740594292944842
17704,0.04539177055799554
17705,0.017702127645269704
17706,-0.012015523300276686
17707,0.0064303102376165825
17708,-0.006176680215484684
17709,0.009381144626080602
17710,0.021368731117729103
17711,0.03674031146050527
17712,0.055552820436889715
17713,0.06763645619678633
17714,0.05943670667842342
17715,0.05170931683530637
17716,0.06135018993158273
17717,0.029239044129274718
17718,0.021318824634993686
17719,0.03403863343417643
17720,0.01426081458928468
17721,0.016080948691697655
17722,0.012483363021585953
17723,0.016319417219068447
17724,0.013951609683380783
17725,0.030898082199591025
17726,0.09473052643366305
17727,0.04126777820485171
17728,0.03910717084758783
17729,0.040372527482057635
17730,0.017277413424568316
17731,0.023724134317264594
17732,0.029193021398371308
17733,-0.039845453399433226
17734,-0.02451267126842052
17735,-0.05004799109958683
17736,0.005403535909323822
17737,-0.01335235208629133
17738,-0.012011554579893093
17739,-0.002837291072312735
