,v_ams_bin
229,-0.026667731957385882
230,-0.036952973210897036
231,-0.034928478713493014
232,-0.0471435267859517
233,-0.04652983844966307
234,-0.05464264522144925
235,-0.05564112406212475
236,-0.05211048342185311
237,-0.0230722075619649
238,-0.01939624393167124
239,-0.0087946793015573
240,0.029010626204039963
241,-0.007821984828390758
242,-0.0219102933131238
243,0.05302492813871156
244,0.054021440588803135
245,0.04278887110246965
246,-0.015256622312311476
247,0.01768667725128527
248,-0.02862974623777708
249,-0.016852825064467766
250,-0.01673246317305755
251,-0.08412751899241472
252,-0.036440317337386265
253,0.00768433086125982
254,0.006706704496594388
255,-0.04295701004984868
256,0.031043056847547556
257,-0.04105314405779193
258,-0.043545345862992996
259,-0.07274791214944853
260,-0.02400289266665309
261,0.029220155772922852
262,0.02956717771025486
263,0.08278721267315474
264,0.01433230726842469
265,-0.03277642806957898
266,0.03354162276308237
267,0.021845405497937634
268,0.020215301939896624
269,0.02861318417365929
270,0.023359898093070444
271,0.0027360551685991046
272,0.04526459832819822
273,0.015180586227997055
274,0.07244250256350028
275,0.03151283045616708
276,0.006662213874388211
277,0.0026884195742764797
278,0.024061107304338865
279,-0.019867154432603312
280,0.02247953053057699
281,0.009610845378105547
282,-0.03056119348701488
283,0.11160665123586777
284,-0.13259384487744436
285,0.1294880060310404
286,-0.0077832304643358705
287,0.01296963174363783
288,0.11886694580193846
289,0.1184892987653895
290,0.09516530906821931
291,0.09883123091804229
292,0.0984005776043886
293,0.045051203372847154
294,0.15813667249039384
295,0.12313061733720047
296,0.10631442737549178
297,0.08268342168357767
298,0.13436245408092257
299,0.11703148397130916
300,0.1198229456773372
301,0.059190913041845095
302,0.060628867584639395
303,0.07388500535909034
304,0.1264764957565707
305,-0.020134566578026106
306,0.002587869754069414
307,0.06836539266501165
308,-0.053553963046293056
309,0.04651849086586558
310,0.01485775729693705
311,0.10764748335314339
312,0.10512463688582453
313,0.12366837127508917
314,0.14307130247788186
315,0.09791113730170796
316,0.11459333122727972
317,0.1988455823394163
318,0.08119496595859844
319,0.024272330400324255
320,0.04988502645358381
321,0.09810429623720088
322,0.07564781326999467
323,0.04986557908149522
324,0.12113675664116051
325,0.20556743960396162
326,0.10975844155324889
327,0.12008852609427359
328,0.026618960070232192
329,0.08246922658064687
330,0.10105758123932022
331,0.11683506450155959
332,0.09105549427824099
333,0.062295753136783136
334,-0.004055227981544708
335,0.12240464116371974
336,0.2004226649580758
337,-0.03152981674791
338,-0.020062122136682015
339,-0.02229049686895742
340,0.05884296145803672
341,-0.03946824894494986
342,0.013038630269874306
343,-0.05406482498915928
344,-0.02133227434672441
345,-0.04996777572799009
346,-0.1135025693047654
347,-0.04458796581655693
348,-0.12196495570049753
349,-0.11611673045597606
350,-0.08296336603882058
351,0.04783782592890948
352,0.08405995273319655
353,0.08396933702360616
354,0.04708342899315998
355,0.023339837113774388
356,0.03771158028245092
357,0.06077618668738823
358,0.10576060404120706
359,-0.00259654287489503
360,-0.041221344613194946
361,-0.05158346778096075
362,0.0455625802571646
363,0.0688122149560675
364,0.030866246091534447
365,0.06305312160596098
366,0.04684928866666403
367,0.014344878081365106
368,0.06406900786811905
369,0.10589511740274407
370,0.0811092204352392
371,0.08088795661562763
372,0.06412427190708968
373,0.0914703655864085
374,0.09790238052811069
375,0.10492141391124818
376,0.0855716651879737
377,0.09195087053853411
378,0.10555190225910051
379,0.1111248821921575
380,0.1620136199436101
381,0.13508324644649555
382,0.12730143718675785
383,0.17676388386514852
384,0.12253916373215039
385,0.15975411246051469
386,0.12122358109370165
387,0.13716798407740757
388,0.12249271092589098
389,0.03261110693753517
390,0.12300408687394206
391,0.0840020801010937
392,0.09186673460941595
393,0.10033451696430248
394,0.11963147247002137
395,0.16181385344991295
396,0.1669337035533139
397,0.12935563480202705
398,0.12054101423362772
399,0.0938151238266362
400,0.0843349888044711
401,0.06799611798059053
402,0.06885480326342586
403,0.05521551987062219
404,0.06499559374076384
405,0.06443690067812545
406,0.05917610382639934
407,0.05469424318484046
408,0.05142296403049526
409,0.053090393579181536
410,0.05088538140909809
411,0.05519313781726427
412,0.04912953649449146
413,0.0498378003591545
414,0.049777229851425304
415,0.04055150148254176
416,0.03945117634449332
417,0.03735574944285532
418,0.03877026331386556
419,0.03704698270859262
420,0.03487712677765514
421,0.02848450939390671
422,0.026925820197161377
423,0.030694962191073618
424,0.03363378735661272
425,0.037652996066868734
426,0.04081209298133501
427,0.04664913319937936
428,0.05081505323367551
429,0.05400882148487903
430,0.04824833495069019
431,0.045291493591163814
432,0.06302019011088181
433,0.051364999667084674
434,0.04654629873248275
435,0.052594749873170484
436,0.048563410459510126
437,0.06772380998745375
438,0.052027198103942476
439,0.08550206860749587
440,0.07229221420730775
441,0.0540135272320822
442,0.08174236003799598
443,0.10056332174798084
444,0.10116989024513051
445,0.08519645870449977
446,0.05394619392572807
447,0.04173636607784808
448,0.033302937820020764
449,0.03454320780492795
450,0.036423575300769166
451,0.04527297146924056
452,0.05491905426804604
453,0.05325763241609611
454,0.06623430807324784
455,0.041127935017253536
456,0.010549087226186499
457,0.07881039802853344
458,0.033204202794462054
459,0.1111528022944836
460,0.08071162742678605
461,0.05077558422939323
462,0.052799053973325585
463,-0.00784761934354209
464,0.02360891492509439
465,0.10911449624775682
466,0.02752302527252442
467,0.022440357197242456
468,0.1426084056103316
469,0.0563425264530712
470,0.10889284720906292
471,0.0583354152967248
472,-0.0069128478118501355
473,0.04024745972813827
474,0.09184778758485933
475,0.023456234724671815
476,0.03748215030062395
477,0.06714610542237007
478,0.036281644265831546
479,0.0020569733909053395
480,0.09507628600541539
481,0.022564621067339925
482,0.08360473823669412
483,-0.05615174920549075
484,-0.02398057530498055
485,0.003449997677030813
486,-0.060676056190205475
487,-0.05777219755665945
488,-0.060299638254117285
489,0.02521122569008367
490,0.015847005775633787
491,-0.0023124588496929444
492,-0.011530392693812223
493,-0.04340475735906499
494,-0.01584802688049045
495,0.013649874850383967
496,0.002885851581972541
497,-0.03696963732224694
498,-0.03230030776882327
499,-0.08535760903289463
500,-0.05238145870266423
501,-0.05159241514782902
502,-0.037486504626534176
503,-0.02457685824936248
504,0.000499312235148066
505,0.04395284518027869
506,0.04546242895621544
507,0.08144689719574061
508,0.09292549598621833
509,0.07956185588083044
510,0.05826060002917892
511,0.06958161284482896
512,0.022313758660909483
513,-0.04428059103207627
514,-0.036813156997133625
515,-0.024916281859528187
516,-0.06551623059600542
517,-0.05220666323096838
518,-0.031453208289531305
519,-0.024619613015513214
520,-0.02085978096227802
521,0.026665577447959412
522,-0.0111735377447187
523,0.011056723028215476
524,0.024211743519481556
525,0.09001995313471554
526,0.07998238558608017
527,0.043107000982276766
528,-0.05189820122142766
529,0.055152204628779414
530,-0.06291023502486393
531,-0.021060553657424368
532,-0.0008026650327151025
533,-0.02510397284048403
534,-0.004099203758653542
535,-0.05338808897757899
536,-0.05700104577726745
537,0.0061375510706244306
538,0.0067045286351312475
539,0.004202324736869201
540,0.056943534291127494
541,-0.005692002025708718
542,0.04552654988176542
543,0.10185835662393877
544,0.08921224177223873
545,-0.13899831179587574
546,0.056809010376109755
547,-0.004252239873183905
548,-0.008749744311791131
549,0.0009435856040145921
550,-0.00515073438006752
551,-0.011635891690430208
552,-0.061007189486595365
553,0.003195904251566878
554,0.001256853177698405
555,-0.060450552009122534
556,-0.016672829470560174
557,0.02450803272708177
558,0.013704165645919994
559,-0.005506549227202891
560,-0.054587435039830046
561,-0.02192426984121265
562,0.028984569342453165
563,0.03663909976858505
564,-0.05791196005835089
565,-0.011191962586429648
566,0.002819203114983698
567,0.02103518491214639
568,-0.09537848496403917
569,-0.02877650458671795
570,0.028042108984219133
571,-0.005294307942653969
572,0.035381178903841286
573,0.0712403293744064
574,-0.01592756785628663
575,0.0072740936327752685
576,0.05423967410010891
577,-0.0012051612290931851
578,0.057245267529735924
579,-0.03821659303446527
580,-0.039314782822355815
581,0.025210553198972648
582,0.015408791103077468
583,-0.012042316427168815
584,-0.03904297565906145
585,0.02035682217022942
586,-0.052492690787459474
587,-0.014629865790004123
588,-0.02445117378222044
589,0.020587540586694618
590,0.01135115649059393
591,-0.013114933665495696
592,0.050577138727074936
593,-0.017690850233588663
594,-0.023320057984980658
595,-0.053433595469006306
596,-0.08832406641965782
597,-0.10353704782935272
598,0.04631356224349101
599,-0.06866391191177784
600,0.0018793421910433677
601,-0.020414188077389508
602,-0.03911769125547964
603,-0.09259752147004965
604,-0.07074765697928653
605,-0.011327808798916088
606,-0.0018264394050722978
607,0.024824668990749213
608,0.01686365556418032
609,-0.005882239273776726
610,0.011060841917068817
611,0.011131793177175364
612,0.01761683153983119
613,-0.009961171849898863
614,0.005262565065758146
615,0.04638307290938594
616,0.030510594401845954
617,0.005733813922056558
618,0.03611791065529943
619,0.0508297630623352
620,0.10073124240203453
621,0.05462549724573432
622,0.071687398945835
623,3.0576511650427796e-05
624,-0.006960718270729438
625,-0.007079108172834724
626,0.03892605067887
627,0.027876230242193913
628,0.006345049077922057
629,-0.005801807218277521
630,-0.010944950536899839
631,-0.01965848937349228
632,-0.027630142591876693
633,0.024991376616307882
634,0.08613249472905746
635,0.1478065867105756
636,0.030592547041132043
637,0.0026481352849470775
638,0.05028056151048131
639,0.08075776462912485
640,0.08811575210317536
641,0.020677143713974597
642,-0.04089298804539098
643,0.006375493588248314
644,0.07945425835955937
645,-0.01679861845250913
646,-0.009133031592851965
647,0.02040246427758984
648,0.005602444213299555
649,-0.05047059641769273
650,0.09496795041696948
651,0.051470647974799236
652,0.04576122710032805
653,-0.028039152360723886
654,-0.03786287541442816
655,-0.06896976452745032
656,1.9576569612704542e-05
657,-0.032213159145136304
658,-0.049660949888572066
659,0.018326683884348147
660,-0.020687750525133344
661,-0.17127105945428978
662,-0.05149836752966707
663,-0.040234579213061374
664,0.03069376158821719
665,0.15447658045893456
666,0.19539371930328486
667,-0.02680841934358915
668,0.06150291352671133
669,0.010894849073201143
670,0.025450676735429847
671,0.0047235710629278255
672,0.027837060851298386
673,-0.028553863898063407
674,-0.0656545969231382
675,-0.07521364519808649
676,-0.10790472725484354
677,-0.002492658778187891
678,-0.011159352244445104
679,0.016512533984012062
680,0.024613905247715062
681,-0.06423257450581737
682,0.0032200470908799253
683,0.036501890745772474
684,-0.014249894995603377
685,-0.03940216648037319
686,-0.01442738887405574
687,0.02476920045933514
688,-0.01777616254458947
689,-0.0622310125363652
690,-0.04332872959377927
691,-0.023740395466078937
692,0.010554478963047405
693,-0.04062793874017299
694,-0.0648720640846252
695,-0.06400754617512998
696,-0.03709442979605525
697,0.09114463851351663
698,-0.03524585011154521
699,0.09158451811184706
700,-0.11342332463353713
701,-0.013440270194121966
702,-0.005818687818205559
703,0.0083008665533644
704,0.019980610373922313
705,-0.09640007869071358
706,0.008826031143808727
707,-0.02224345211778388
708,-0.011709609869191109
709,-0.1016508865579057
710,-0.04013082235052444
711,-0.11665377151208943
712,0.07690561378981853
713,-0.03501729078089835
714,-0.08259303639316438
715,-0.11421536967048518
716,-0.005039553619853608
717,-0.054872245733106464
718,-0.051555049260849535
719,-0.03815191399159225
720,0.043865150968917015
721,-0.002237578697142549
722,-0.008023290306264717
723,-0.0016036102938901797
724,-0.020273077278904712
725,0.008939318237822323
726,-0.019793497383566425
727,-0.011976757144794889
728,-0.10772697086179497
729,-0.09924176817023507
730,-0.031070786619457957
731,-0.00995557815625379
732,-0.09730490588835966
733,0.00973625740050875
734,-0.06587839481781857
735,-0.05838897252933225
736,0.044977211575386186
737,-0.10883667268517351
738,-0.03625473317326866
739,-0.0217168712850866
740,0.017890118472980703
741,-0.003897142131507922
742,-0.02285007460274406
743,-0.015792241198372022
744,0.003106166967607238
745,0.01114175303599389
746,-0.08976485728871057
747,-0.03087659757772877
748,0.00017053772012503438
749,-0.00879967046755378
750,-0.051801041645715855
751,-0.05169027243172275
752,-0.15105236807145178
753,-0.13680213613619358
754,-0.1043431474348662
755,-0.03927045844969752
756,0.029610722376182046
757,0.04781529143706789
758,0.004133838620872127
759,-0.0009249593131589192
760,-0.0584709958808047
761,-0.06047451887212547
762,-0.06836987577096895
763,-0.04288663532827451
764,-0.047465393288201624
765,0.0025677033647856125
766,-0.0053666047453630635
767,-0.0434803692566314
768,-0.026152433583292806
769,-0.0068342953042959415
770,-0.024539151540770757
771,-0.073302785191623
772,0.0069680301058984845
773,-0.015473500073133705
774,-0.04424086933003912
775,-0.026623651834677436
776,-0.007888415844826
777,0.06350940836138794
778,0.10219174944191367
779,0.08931460488497
780,0.09193770751488892
781,0.07941958404409041
782,0.07887971598524741
783,0.04391898551133331
784,0.04193657692364374
785,0.039030074415615346
786,-0.08162332208936815
787,-0.037422549905933564
788,-0.06633301000120098
789,0.04388425053729911
790,0.07803016676638112
791,-0.011435188572446554
792,0.08428781991510945
793,0.052998532434453516
794,0.0075520467772990235
795,0.04697819553430853
796,0.03170492246143629
797,-0.01010050072247649
798,-0.01712443099967536
799,-0.031279264925104105
800,-0.09276077427634036
801,-0.0833198658312484
802,-0.005136495164713317
803,-0.08819809524276995
804,-0.08414275154491074
805,-0.007883058695898712
806,-0.021028494701532834
807,-0.02950847484005545
808,0.047875427374463195
809,-0.06885300615401459
810,0.018273856138894682
811,0.039437486088730975
812,-0.0003962461301813859
813,0.06276070018303342
814,0.17335502547634282
815,0.05691380594546723
816,0.04498235735195631
817,0.05660765131814767
818,0.09177415751683446
819,0.06093540749723991
820,0.07789225510900755
821,0.13418391865891172
822,0.040677643003272784
823,0.01140419223599913
824,0.02857369275439062
825,0.048515253786504356
826,0.01390809670012227
827,-0.007067589640600782
828,-0.014488421793969666
829,0.03869253661857884
830,0.0132878287381633
831,0.08920920276663748
832,0.07092980756925263
833,-0.02280265479522464
834,0.059864659521092795
835,0.010156851157126976
836,-0.019541655790087948
837,0.10766704707576406
838,0.0353893754378289
839,0.07380975811905555
840,0.1277984999572595
841,0.01527231984340946
842,0.08898909313388037
843,-0.058564752199873185
844,-0.011860150861100085
845,0.14993174797420114
846,0.1409062115557892
847,0.11491244755420263
848,0.1201141363072594
849,0.01513496742202865
850,0.02196390009852807
851,-0.03770777562561633
852,-0.013135803047001151
853,-0.07118552187085238
854,-0.014312831916361287
855,-0.08026282540124718
856,-0.007567865815340305
857,-0.012969078878990578
858,-0.010625120912543452
859,0.03192280913560835
860,0.018878745651545098
861,0.13670647969734165
862,0.03373597550927077
863,0.13462983353314645
864,-0.05904529663085292
865,0.0887675600964391
866,-0.00175465117300631
867,0.00918600432083715
868,0.07313631873279969
869,0.025304681494353002
870,0.07288741629395068
871,-0.0005470633262197738
872,-0.030467259366014132
873,0.03472165537923769
874,-0.02287385342428678
875,-0.03782549663659238
876,-0.0023863519005629247
877,-0.03469156816671191
878,-0.01893627966038863
879,0.032658773122358924
880,0.0504668025153773
881,-0.04469476128170319
882,-0.013720625336801563
883,-0.015384757899538314
884,0.02351715384195014
885,-0.005558955208484401
886,-0.052648560629802374
887,0.005398963036806023
888,-0.0003908312411875321
889,-0.018519429519593924
890,-0.037096817681829417
891,0.04142622415516245
892,0.03119105971966607
893,0.05665159472477606
894,0.05331653529945428
895,0.05891511342524401
896,0.06411890287888823
897,0.05695398206537974
898,0.02843351058828721
899,0.04298126907240785
900,0.022758200436433312
901,-0.010079404687863206
902,-0.06847620933127532
903,-0.04579582573401998
904,-0.07020228297987971
905,-0.0065718989947233285
906,0.01009083959689274
907,-0.03141940314598778
908,0.012996389536565674
909,0.05257386782964585
910,0.0700789841558323
911,-0.023948468383902834
912,0.05289723588544461
913,0.08086281223953468
914,-0.008173841873315713
915,0.09394422124540433
916,-0.014206050780985663
917,0.138052610414185
918,0.09510878859340524
919,0.031107880876983164
920,0.011368914432854565
921,0.0006937903895937805
922,-0.0542201118624918
923,-0.09532571031939514
924,-0.03945847274683898
925,0.03282150714799792
926,0.06819614715366532
927,0.05137567546176966
928,0.07681298854629645
929,0.04584393964234986
930,0.04926611430154139
931,0.08280407524748594
932,0.03243912742760593
933,0.01738852879114829
934,0.1223283847547044
935,0.06983950454911794
936,0.09107660807681478
937,0.00935417456829031
938,-0.004621172002868089
939,-0.03324723089986339
940,-0.143823335752256
941,-0.0814557840342483
942,0.033958834220892714
943,0.030425464656090903
944,-0.013348725046002105
945,0.06814558602509949
946,0.060113789712324756
947,0.05923180258346348
948,0.07524823916431807
949,-0.08949279451669753
950,0.015313032862842073
951,-0.008537215864925948
952,0.06505443600362085
953,0.05601431197370989
954,0.045140910366729924
955,0.020740065885062033
956,0.05540055928209223
957,0.06684405187360701
958,0.08925769505344144
959,0.08065677247731388
960,0.07499836562693885
961,0.03208215171959396
962,0.06935155718524562
963,0.04057703377847402
964,0.02631861527499607
965,0.01477633015586696
966,0.1084387110982713
967,0.07209088458463941
968,0.03676445672232095
969,0.09379146248406064
970,0.06573775673712104
971,0.08427490826365944
972,0.03187631111714521
973,0.008638660445062838
974,0.06295206328278892
975,0.026662054021525487
976,0.016349848834350623
977,0.056952894580179325
978,0.045454737152553645
979,0.03607638260702011
980,-0.03594163630349171
981,-0.028091815395585158
982,0.042736525246878494
983,-0.01425878586772596
984,0.0630997805415489
985,0.01755379767735268
986,-0.03453088901642125
987,-0.028486416100353955
988,0.01149176485340555
989,-0.02330419500450935
990,0.016778904854379065
991,0.014092450752319288
992,0.04308637297044237
993,-0.015236447844605667
994,0.08081988976240254
995,0.022299754401287564
996,-0.02792395875021042
997,0.006095716971321276
998,-0.0559302532285278
999,-0.06607046417243129
1000,-0.035083453439685636
1001,0.03807566035794922
1002,0.04464372559102049
1003,0.0045564001712377344
1004,0.004629293259077287
1005,0.005411291262683814
1006,0.017944799364296177
1007,0.03655651414362343
1008,-0.012064433358911685
1009,-0.0492204992885128
1010,-0.040094078182124265
1011,0.007241420014499192
1012,-0.005862314810174497
1013,0.027615367025890188
1014,0.01900809358142171
1015,0.128569674376614
1016,-0.0023028734691030936
1017,0.05416715976343374
1018,0.03832272625560252
1019,0.1530054031643136
1020,-0.0002624328883436538
1021,-0.19963919194132648
1022,-0.04765287614914363
1023,-0.10557838697376604
1024,-0.04065820254598522
1025,-0.026157852448252528
1026,-0.0739532874669267
1027,-0.029382507829959867
1028,-0.06014756069867188
1029,0.0723089301771429
1030,0.03013015582208175
1031,0.11070136404278533
1032,0.06683972782282614
1033,0.048105157678053755
1034,0.06853576964239227
1035,0.03702056190342127
1036,-0.013919214074251783
1037,0.013259529050525881
1038,-0.028173964707320767
1039,0.06807745720864561
1040,0.05195766198286335
1041,0.029113139440480024
1042,-0.023745295084301784
1043,0.014835222400773923
1044,-0.005063588802678624
1045,-0.0851970338323747
1046,-0.054342942603723784
1047,0.030090337171769097
1048,0.059199642772831323
1049,0.029390384296974603
1050,0.05546665209493406
1051,0.050358857413692254
1052,0.05827184995000394
1053,0.06672766272358929
1054,0.06561772666854258
1055,0.06325383976515198
1056,0.04983983718316448
1057,0.07633482937325553
1058,0.04168229216012884
1059,-0.013809566062861885
1060,-0.05032232843259213
1061,0.009838135487405184
1062,0.06264182812080452
1063,0.0041442803789918815
1064,-0.12284149760882349
1065,0.01695951925453698
1066,-0.09185998458946038
1067,0.03240767246686604
1068,0.03200158737574861
1069,0.014594935642137492
1070,0.04275200196611347
1071,0.026899505228256935
1072,0.019216587564290323
1073,-0.09131244868558361
1074,-0.11070191653481619
1075,-0.048265932799979476
1076,-0.018169416098730212
1077,-0.030864139561325592
1078,-0.03346028411855326
1079,0.00902617015382158
1080,0.09401702722867035
1081,0.059781459882198615
1082,-0.06937529265379323
1083,-0.031459463589563294
1084,-0.015048933909838007
1085,0.06456911475148336
1086,0.06624346341225308
1087,0.10190641018587485
1088,0.022654629883785776
1089,0.08506222170656903
1090,0.06656449743754295
1091,0.04304714704831824
1092,0.0808812562169537
1093,0.1444191776959749
1094,0.07011897435481433
1095,0.0035173210696521767
1096,0.05015243864477791
1097,-0.029592343632370385
1098,-0.012580603998054878
1099,-0.025553309940792905
1100,0.23890783007226818
1101,-0.04489652824127384
1102,0.017748170941221594
1103,0.08317940139012416
1104,-0.014239302615930816
1105,0.08894617263842632
1106,-0.05820698077361447
1107,-0.0006922269111941971
1108,-0.0013123229518907137
1109,-0.00020325135702723568
1110,-0.027785320505857723
1111,0.05013331849562635
1112,0.021123707838278775
1113,0.026664083647567068
1114,0.011670934597961403
1115,0.03909098125719765
1116,-0.07034233307525063
1117,0.015015115911861044
1118,0.06164627488972882
1119,0.019867784407098757
1120,0.05665625034144018
1121,0.08845368108277518
1122,0.10931494164142937
1123,0.1482595555914135
1124,0.0905697628728801
1125,0.1328248655977397
1126,0.16209780341480604
1127,0.015991591324240828
1128,0.01996416972825891
1129,-0.023514131908154413
1130,-0.017111026644521375
1131,-0.01653693590800747
1132,0.07831503060120386
1133,0.05455707261061318
1134,0.03773911132574019
1135,-0.026262447714226474
1136,-0.046474769128076875
1137,-0.0809079534942816
1138,-0.0777432379006821
1139,-0.018367001749298093
1140,-0.07306172966575177
1141,-0.021927682348193086
1142,-0.009503552057090773
1143,-0.0244001494275538
1144,-0.01351848745375417
1145,0.04512771408588493
1146,0.012462696525169958
1147,0.028744866266518183
1148,-0.006625372898178588
1149,0.023618797535156024
1150,0.024598648077273542
1151,0.01587418917233175
1152,0.03713328405141817
1153,0.02274364105041529
1154,0.09351808333430707
1155,0.16878187091042976
1156,-0.03745366108439965
1157,-0.0037516315508638255
1158,0.13378045765437913
1159,0.004539619243863695
1160,0.026150040599459284
1161,0.11492277441077374
1162,-0.0027093564666629544
1163,0.056934859454544455
1164,0.1319371667997844
1165,0.09975616551920255
1166,-0.0667685891629837
1167,0.01994783996221294
1168,-0.03650896052636997
1169,0.03683049556415395
1170,0.06556919251849536
1171,-0.06696615066176997
1172,0.028179378361929353
1173,0.00020585866155394678
1174,0.038961978581411705
1175,0.0008549632649523589
1176,0.0025050025180995607
1177,0.09495541594917681
1178,-0.042937951234229874
1179,-0.006213101856423551
1180,-0.008281857335197502
1181,-0.02258723534132381
1182,-0.051901854716914796
1183,-0.10622690817138261
1184,-0.07375127239607789
1185,-0.01595960127129254
1186,-0.0340444054759857
1187,-0.028981037985237983
1188,-0.05817446684508017
1189,-0.00448841189138666
1190,0.01253057943151142
1191,0.008736195986145879
1192,-0.0866207035070942
1193,-0.0064557531645258875
1194,0.03753171175393362
1195,-0.010176427395121347
1196,0.02529679126975807
1197,-0.013220060169807778
1198,0.022492666162474164
1199,0.0028083949965264153
1200,0.0019268515580638315
1201,-0.007287512407020677
1202,-0.04026289905042169
1203,0.04708770224127959
1204,0.021761375466347085
1205,0.06012136817323751
1206,0.10558989269167629
1207,0.020463532479332337
