,v_ams
376,-0.05009246652299946
377,-0.04336814930055601
378,-0.04552247127583858
379,-0.03248020645323975
380,-0.0446878710476709
381,-0.054528275395470616
382,-0.031099135875813026
383,-0.05396556583061721
384,-0.09229208449103687
385,-0.07525688779665482
386,-0.06934036587387453
387,-0.05773828762693333
388,-0.03887140673413276
389,0.051042625241434804
390,0.03927061304216
391,0.05467950862882687
392,0.12462008025487993
393,0.047233702309446304
394,-0.04268169062624046
395,0.013695952834778372
396,-0.046745838965703584
397,-0.012649014099237488
398,-0.01673976214159912
399,-0.008764566353206096
400,-0.03556187810957866
401,-0.06863181373744545
402,-0.03183166148188242
403,0.027891980283750617
404,-0.011549818971256568
405,0.05359720690440123
406,-0.009186854745372
407,0.06721578196171996
408,-0.022116167746245904
409,0.02623907294068724
410,0.09100302652111844
411,0.12262623878382856
412,0.10512593143826632
413,0.021691961185477344
414,-0.05311812593324229
415,-0.04853991724556792
416,0.013538076308908338
417,-0.03891583763797106
418,-0.029265068418040944
419,0.03088361458999451
420,0.004551008166691139
421,0.018908871586253796
422,-0.0535365892721002
423,-0.033100411888712065
424,-0.00909530170352834
425,-0.006003905573890911
426,-0.10118643483155693
427,-0.05815247657621221
428,-0.06560040487271296
429,-0.05872545421366086
430,-0.01926418490181261
431,-0.05283990186248956
432,-0.05044214205256348
433,-0.029220625498362383
434,-0.01980065436417379
435,-0.01909327819204771
436,-0.16644315724671196
437,-0.007299297218063036
438,-0.08409981665911018
439,-0.06286187358290946
440,-0.02957070870005013
441,0.007541237922394667
442,-0.09990743807427571
443,-0.06146524720704095
444,-0.06187350926159497
445,-0.03931244888858021
446,-0.01381987334899892
447,-0.004620026462554679
448,0.017673990037221317
449,0.007586271173090702
450,-0.0008018595604940441
451,0.03588077107524072
452,-0.01897826116126685
453,0.0030020012799337626
454,-0.006102005118028966
455,-0.0002917660872283739
456,0.024550599545968256
457,0.022758249055334166
458,0.0028520806450186113
459,0.04397730711625699
460,0.04584965770780715
461,0.018275051638243278
462,0.06630389774083424
463,0.08179541039710901
464,0.06617929760985562
465,0.027866951536151548
466,0.036193437558991154
467,0.03880833451051487
468,0.01917002671353876
469,0.09170980918500903
470,0.1239213149223645
471,0.2002554137121353
472,0.1466430661860673
473,-0.05856762260203591
474,-0.03164962359931965
475,-0.014490469606016809
476,-0.03446405018055409
477,0.053845445033777584
478,0.019982305596666708
479,-0.051793180285726444
480,-0.053409971248825905
481,0.04809921588992868
482,-0.02358050096350785
483,-0.043349341257796235
484,-0.08869504803870545
485,-0.11113839894977358
486,-0.04833459717567441
487,0.00733245790899982
488,-0.06841619484944234
489,-0.043951231199132454
490,-0.05533269885595003
491,-0.1114305694376852
492,0.005213379704957041
493,-0.023455277528420065
494,0.009128508136879009
495,-0.09324747280905432
496,-0.08397566391420139
497,-0.022562474732607016
498,-0.03350475772435907
499,-0.05187177772328512
500,-0.06860555661287464
501,-0.07841677791431345
502,-0.0719196290264387
503,-0.06596963059018035
504,-0.07624164267186163
505,-0.0730851411989383
506,-0.056051189842340275
507,-0.0625785602344736
508,-0.03439280074141779
509,0.03764411313250783
510,-0.037589484068235146
511,-0.07629489992289058
512,-0.07818840919937384
513,-0.05835340957951333
514,-0.03615117850065261
515,-0.01571421193602008
516,-0.017327742873968096
517,-0.07318416526310031
518,-0.0776329569408631
519,-0.016914781001541476
520,-0.04244892109797081
521,-0.0073244895269906594
522,0.06077468855906897
523,0.058617539889571135
524,-0.029615707088946043
525,0.03887700106509945
526,0.004734712876423059
527,-0.038217101457879515
528,-0.08342714686868236
529,-0.07890236316661174
530,-0.08450050316141369
531,-0.0403959432733232
532,-0.08120661931999182
533,-0.04144500540973086
534,-0.0019257000523061132
535,0.03758219795598689
536,0.09349594466530367
537,0.05356286638097624
538,0.11325066353545615
539,0.0457908251474994
540,0.10130146896430306
541,0.07892856045075916
542,0.08986338682779321
543,0.0766484373687305
544,0.15372174936693794
545,0.0743673922480878
546,0.02751456421144358
547,-0.08713169022784428
548,0.09554178341615227
549,0.09017650986986953
550,0.07208624587450069
551,0.07487564200893511
552,0.08180949100180086
553,0.05119388998785771
554,0.08543048239239193
555,0.06576415944220489
556,-0.003102032296345772
557,0.017585671818104876
558,0.009600052386422964
559,0.07824619340479116
560,-0.0025396489209666816
561,-0.13689386762484299
562,-0.030552946891847427
563,0.055134830049842175
564,0.06715837149801694
565,0.0003841176398628743
566,-0.004639244977855577
567,-0.004556597913846347
568,0.0403178884998171
569,-0.09211638144743453
570,0.023449485853284296
571,-0.12078922210465796
572,-0.0727550455456316
573,-0.051134501813105
574,-0.013520515992148072
575,0.07368692624105785
576,-0.007571643597616584
577,-0.05528054292777258
578,-0.00016937361261627065
579,0.007978241323532828
580,-0.015073367129144201
581,-0.027121816478483704
582,-0.003429445163714984
583,-0.014274243685243682
584,-0.026819268095116238
585,-0.020739183075178635
586,-0.03485420940886207
587,-0.047684127070271386
588,-0.06422878918003332
589,-0.03779204805405122
590,0.007175139195669169
591,0.009691370062979926
592,0.030400598273627084
593,-0.008114917524010671
594,0.020664409233282693
595,0.0010165450354802548
596,0.03184118870734083
597,0.036085387262277585
598,0.013194166697548405
599,0.00023367040972195607
600,0.0034433000425199917
601,0.02489174745645306
602,0.07494603810571392
603,0.009614990092930861
604,0.024919534916138575
605,0.06158085596069383
606,0.039231196447107715
607,0.027498438854350382
608,-0.023301074088291875
609,-0.04403157653072096
610,-0.04031478512688232
611,-0.031206875607840065
612,-0.06038012899205984
613,-0.00973510871652716
614,0.02462345141452537
615,-0.0023634714083330018
616,0.02521836181531959
617,0.019606381280024933
618,0.025458649249812445
619,0.05042505589843067
620,0.04438896113138869
621,0.051806771413630236
622,0.047163296221330094
623,0.05485071332273009
624,0.022387672322996443
625,0.01785424166625106
626,0.0106134509982991
627,0.025872303401856513
628,0.044435458725330265
629,0.04185106512763179
630,0.035391424415187424
631,0.02699784138876827
632,0.04208570906596033
633,0.061604631311695184
634,0.00761085017262747
635,0.03710594088109865
636,0.004740737500156764
637,0.022269620836127935
638,0.010598865686900941
639,0.004671442276558581
640,0.05423225295549314
641,-0.00343793502425563
642,0.009838113885290281
643,0.02598486569226433
644,0.005457665563790043
645,-0.00869753577072496
646,-0.009057658702814867
647,-0.19250228713560857
648,0.010252779864706907
649,-0.02675891387687153
650,0.11453292573485407
651,-0.11649164482142396
652,-0.1427250181157774
653,-0.09353118709557118
654,-0.09034977808686566
655,-0.09636935869289255
656,-0.10415631459752567
657,-0.05051842298653434
658,-0.05809792032942748
659,-0.028774208975395423
660,-0.006283376679077691
661,-0.05520090613533829
662,-0.055654897731855855
663,-0.04035796104765301
664,-0.03756541933884039
665,-0.006665941641654103
666,0.005822143349437774
667,-0.016373224785387993
668,-0.022693380120989082
669,-0.018069031710196044
670,-0.01594395489617444
671,0.010900057519069152
672,-0.07491990505987395
673,-0.025476339312106855
674,0.02473071023882752
675,0.02959134563909657
676,0.013415498333099792
677,0.008292925521535304
678,0.0314908198945687
679,0.0444677970714499
680,0.03356745765148862
681,0.0162973736183563
682,-0.0002871863772663588
683,-0.026652505639565862
684,-0.01873505965570049
685,-0.00665256333961088
686,0.0028451763738441523
687,-0.02450226295253477
688,0.004633685829261009
689,0.030133458249358768
690,0.019215870930967105
691,0.052675184828013234
692,0.013543332551011653
693,0.02637650455677995
694,0.03541086194768779
695,0.04117146260479827
696,-0.006099315505741679
697,0.09115401977952493
698,0.03911690664452229
699,0.010863045182787063
700,0.02872108246153346
701,0.03379172411412433
702,-0.007069210223618632
703,0.0007716943219711939
704,0.021606231093399743
705,-0.044380837068732235
706,-0.029771271003173838
707,-0.017147626824572233
708,0.015295429077625995
709,0.0033237155416723403
710,-0.008391856380839237
711,0.005403381359467467
712,0.07207187926452051
713,0.03561696526749384
714,0.09886215084573785
715,0.1462647609661488
716,0.10229443147125275
717,0.024290394583875552
718,0.027335026985616614
719,-0.006126494151323633
720,0.025266487795242036
721,0.006468544480868597
722,-0.02415114927231847
723,0.10569167899033378
724,0.017134818951485553
725,0.015606248782457319
726,-0.0520356401796984
727,0.041951254455735325
728,0.0450733103232062
729,-0.02630139086716959
730,0.02978382636107154
731,0.003165825341649234
732,-0.031313503490989394
733,0.0024625436895451547
734,-0.04579012864981305
735,-0.08530960871130397
736,0.0694311157964107
737,-0.12273367241906097
738,-0.034489960535042524
739,-0.012523637902389336
740,0.11030548711203446
741,-0.004783663611586948
742,0.05007870525206184
743,0.00987735662894694
744,0.11235599287296731
745,0.07023623179513189
746,-0.09171652078671741
747,0.0008470751687467484
748,-0.06431503756067343
749,0.11289452902114534
750,0.16820488891025084
751,0.025422205814767
752,0.02038810540961571
753,0.06853542864984769
754,0.06064343540971001
755,0.030914078740416073
756,0.06855537126157189
757,0.03620020145770051
758,-0.06246467781620401
759,-0.014997739890091063
760,-0.06550091071172562
761,-0.012908643412213143
762,-0.041431298785171045
763,-0.10455538920596696
764,-0.059458049592022735
765,-0.002611979326347255
766,-0.06389068432596107
767,-0.08700367487482813
768,-0.1091393971282972
769,-0.041988745746451235
770,-0.046137146012107916
771,-0.043724157664689664
772,-0.043012052180105634
773,-0.055203421649299624
774,-0.019943149337973778
775,0.02947217622251589
776,-0.020565863772958243
777,-0.083370200012938
778,-0.04562865585773908
779,-0.10208159730902396
780,-0.10734293469934102
781,-0.11771260076348651
782,-0.07988172272418047
783,-0.11723122279196027
784,-0.06184510467630037
785,-0.05661668978983722
786,-0.01483194780590066
787,-0.0026610472795604197
788,0.01261607592387548
789,-0.08716526143119624
790,-0.07457018287342515
791,-0.0544257191828384
792,0.029599559074561153
793,0.06114718478675327
794,-0.047542964227004283
795,0.03456654356781576
796,-0.06472916527539063
797,-0.007990557103239933
798,-0.1571303934875533
799,-0.05590386273974075
800,0.01241811282221083
801,0.08295970328251501
802,-0.0573404516162154
803,-0.013875665530441235
804,-0.055821674951738426
805,-0.012584641845230915
806,-0.051274030695495305
807,-0.0013506763453490517
808,-0.061679255757125434
809,-0.10838381212685125
810,-0.021750301876520953
811,-0.0021134160206273053
812,-0.007053824045446824
813,-0.0282088013545048
814,-0.022129026457015092
815,-0.001238774179385685
816,-0.009009907803940086
817,0.016451504547802892
818,-0.06139632164370858
819,-0.08662689724289582
820,-0.05607120424330158
821,-0.041868739831010866
822,-0.02637559403227732
823,0.014968359045653488
824,0.02055038341888943
825,0.008180751856741459
826,-0.0028215457339876987
827,0.019309311088706305
828,-0.0022029784857912314
829,-0.009773362171682863
830,-0.013228564047520035
831,-0.018127121569096807
832,-0.02970631884351483
833,-0.01149211511248182
834,-0.014394202504988303
835,-0.02098030800905861
836,-0.016551335023102333
837,0.002926245069104029
838,-0.013511559141254563
839,-0.05245066001785027
840,0.0031731839116935084
841,0.0002926814341393316
842,0.04037801029354012
843,0.024150073297445215
844,0.008317453742700431
845,0.08423643205381512
846,0.041042878175914996
847,-0.030027809614096033
848,0.12157937464684056
849,-0.14163525909711797
850,-0.14540187025610585
851,-0.09407863897414441
852,-0.007146502284356107
853,-0.01735160643522541
854,-0.05917912454383382
855,-0.008795529175847472
856,-0.0424178560131421
857,-0.07416416036086426
858,-0.012265509915979302
859,-0.06867261830111027
860,-0.04388520817366557
861,-0.07379732624019614
862,-0.11298085523311577
863,-0.04866077637975172
864,-0.020537671946622902
865,-0.04667743714998417
866,-0.04781041348940748
867,-0.05379011954562766
868,-0.008927158025745719
869,0.05504649026168339
870,-0.01280027600454884
871,0.045135486951073944
872,0.00836184771691663
873,-0.0918804850278594
874,-0.13205764853719482
875,-0.016876221833217075
876,-0.10756132730133591
877,-0.12168929780303445
878,-0.0918461488084372
879,-0.0875351186264117
880,-0.07393338452526316
881,-0.022133542045357994
882,-0.11017169497536612
883,0.03245862833960231
884,0.06798598660121881
885,0.11926075128778013
886,0.04334057435982786
887,0.13732643946130701
888,-0.036411674987419304
889,0.11262031104428719
890,-0.04660014480938243
891,0.042276415067046776
892,0.10766690971214546
893,0.07467244091689285
894,0.05245339360002983
895,0.1436932358359497
896,0.15716042402775005
897,0.09088938989837081
898,0.12071190759831082
899,0.14525286380023408
900,0.051895557179964885
901,0.12177969934442041
902,0.08189438676854241
903,0.06730699780697655
904,0.016249172734860647
905,0.07471450143481309
906,0.0061246867582514485
907,0.045883593108396986
908,0.05703160053933009
909,0.057339240126173696
910,0.07689510331999233
911,0.08439738330727413
912,0.07823862746757923
913,-0.0034402619949634797
914,-0.0033642166241214452
915,-0.012262839518074794
916,-0.03554882964716301
917,0.013666471981490964
918,0.08490275996322974
919,0.013656658983644248
920,0.02807272785463948
921,0.014892681121281136
922,0.029435828468667477
923,0.08575167844048716
924,-0.048977122780568164
925,0.013637447827384987
926,0.031229191329591115
927,0.03627522972166066
928,0.035011219401579696
929,0.07779153111675428
930,-0.047948005275992724
931,0.04702350489073944
932,0.013654350796581158
933,0.05608915999545444
934,0.06220811017350105
935,0.07776867697659332
936,0.08942639929430103
937,0.07356339794884278
938,0.05952922875894658
939,0.03493281325273411
940,0.06636184942793426
941,0.06919426457454536
942,0.020265919670195823
943,0.09037206006387652
944,0.08188779006940772
945,0.04022400900490003
946,0.06926035823763088
947,0.035511494430545465
948,0.03210130296980281
949,0.05711800605057849
950,0.03378633412133039
951,0.019872411635728827
952,0.045864383217644356
953,0.030827411931633523
954,0.01945089602029612
955,0.02234651595277711
956,-0.0059880527816070705
957,-0.01238609654197533
958,0.025955221602849007
959,0.049992620341501884
960,-0.02019647053610801
961,0.017199015130339817
962,-0.061213777403074786
963,-0.05238713369912375
964,-0.039299211264099465
965,-0.0057768042307478895
966,0.038099531209334604
967,0.008517680762488199
968,0.01477780762200781
969,0.043816258087031754
970,0.08845552965448955
971,0.011516603223958994
972,0.0917142383893401
973,0.11558296195465569
974,0.05616218274997956
975,0.03272646827935989
976,0.054027140969928084
977,0.035497215812418305
978,-0.05310215497208717
979,-0.09322252138238701
980,0.026861593944898003
981,-0.002727369750292798
982,-0.0075643121257950325
983,-0.035789383273319646
984,-0.0325725210029397
985,-0.03602661848072225
986,-0.0212181368997897
987,-0.060592842558112966
988,-0.05347159609221725
989,-0.03633060881126106
990,-0.0028124540792810702
991,-0.006552735627767804
992,-0.01458775742975288
993,-0.014566985655142653
994,0.07155445941250309
995,0.07073166849919182
996,0.005626617987133101
997,0.0014506820196235684
998,-0.0011389530551682726
999,-0.0037747594579401536
1000,-0.02505439027273956
1001,0.02007655796559283
1002,-0.07359679767310762
1003,-0.0690515463471153
1004,-0.030025023169846024
1005,0.012632069141421332
1006,-0.02037780109426624
1007,0.1008939128273349
1008,-0.0653655706109237
1009,-0.013414683633848007
1010,0.0010362614773545137
1011,-0.18915998291869124
1012,-0.07547046021505456
1013,-0.11595207685629355
1014,-0.07933504063504343
1015,-0.03227457402059933
1016,-0.09907839718630038
1017,-0.0625436219000547
1018,-0.11458613519172459
1019,-0.08682937531015829
1020,-0.09973904347723349
1021,-0.09593305872816013
1022,-0.08361698155660316
1023,-0.022615882066111537
1024,-0.05174027009743219
1025,-0.08270425893966457
1026,-0.13140696393420148
1027,-0.12386268760004895
1028,-0.07443589376707374
1029,-0.0900422914064018
1030,-0.12394233924607448
1031,-0.10034879098760423
1032,-0.09327616411593745
1033,-0.11672412006748406
1034,-0.0780045784285485
1035,-0.06201229273192271
1036,-0.09344189173650755
1037,-0.018871735589941166
1038,-0.10848925034644802
1039,-0.06929711232064832
1040,-0.08763397626267073
1041,0.019806573970217196
1042,0.013373344267780923
1043,0.0004517436148374354
1044,0.08692647681600246
1045,-0.013974751318537221
1046,0.1062244472017336
1047,0.01975212559177513
1048,0.044588026328146416
1049,0.13443196655388037
1050,0.07739243208809662
1051,0.1317377106081796
1052,0.09038774567778811
1053,0.1381013835262576
1054,0.04329717602318012
1055,0.004914966907544081
1056,0.1054424099100682
1057,0.10119510089197964
1058,0.024557203856307296
1059,-0.04988788508997048
1060,0.010770229925289554
1061,0.06711483340424514
1062,0.07332553112527473
1063,0.031113445586839227
1064,0.09031472940809071
1065,0.04125792120234226
1066,0.05375388342237944
1067,0.0511969222083231
1068,0.12183805944435733
1069,0.10161452922658462
1070,0.11995994205584389
1071,0.13746643148849186
1072,0.12449361379619457
1073,0.13106087211937237
1074,0.13132206209688282
1075,0.1337934380007615
1076,0.14739396352578896
1077,0.07358860488268013
1078,0.04117366184914181
1079,0.1449613644348866
1080,-0.011804396286181601
1081,-0.009074783505632657
1082,0.07895819079213609
1083,0.07669924237818657
1084,0.06788327941176467
1085,0.07089632108370623
1086,0.01813337087840551
1087,-0.07529299538487097
1088,0.06691576562859808
1089,0.12993000446284558
1090,0.06801679469258246
1091,0.15016956046401272
1092,0.05258712469165334
1093,0.08924601364568047
1094,-0.013423969661435178
1095,-0.023789132947985205
1096,0.014477843955123915
1097,0.04756253783566282
1098,0.04188250349424753
1099,0.08679547582432662
1100,0.008775842877239304
1101,0.04459603432877357
1102,-0.0260266731087384
1103,0.047723786237551476
1104,0.061749538708719534
1105,0.07341965851572833
1106,0.13604821550529256
1107,0.05652526164691957
1108,0.11302928746266573
1109,0.12245770817536425
1110,0.02131217281338013
1111,0.028876740383370403
1112,0.0989170174494739
1113,0.05026345606784306
1114,-0.03502336650433178
1115,0.028092494453613212
1116,0.02738311550973127
1117,0.05647904690622602
1118,0.07242487054315402
1119,0.058090191613025935
1120,0.08601787016180386
1121,0.0884617708348431
1122,-0.04419919904228657
1123,0.06533804087879823
1124,0.09782660553417244
1125,0.15310704747415974
1126,0.013052730564935716
1127,-0.01295817590448049
1128,0.013283045932858326
1129,-0.014324372196371057
1130,-0.04802392581862843
1131,-0.06420838706000395
1132,-0.049668931106488776
1133,0.009871976880427421
1134,0.009186265065379406
1135,-0.05670090826766302
1136,0.012760492166240325
1137,-0.05230339698893665
1138,0.04012160659892934
1139,0.010969767898615613
1140,-0.07948201708654368
1141,0.03481524792233013
1142,0.005750823297924302
1143,-0.002978561340831994
1144,-0.06705592908407507
1145,0.013053856961659529
1146,-0.016122202990322375
1147,0.007368556197610586
1148,-0.018895764295742665
1149,-0.021439745792642722
1150,0.00425635115046461
1151,-0.025896524506203947
1152,-0.018985537434599218
1153,0.005290554204466197
1154,-0.07328081937693387
1155,-0.011050355332081662
1156,-0.13475726505278965
1157,-0.14541128625217847
1158,-0.04852841703023923
1159,-0.054056741752615725
1160,0.037126026145756746
1161,0.059177990871104424
1162,0.08271610528895418
1163,-0.11129950968634819
1164,-0.06579990969612161
1165,0.013430446650984688
1166,-0.07122456898496157
1167,-0.07618105139647091
1168,-0.12708886416368778
1169,-0.09253645352803959
1170,-0.11775089068271027
1171,0.04676593387334786
1172,-0.044011268735625296
1173,-0.024060311973519634
1174,-0.044314694155053645
1175,-0.08371184773599005
1176,-0.1492870771712869
1177,-0.07072607022078148
1178,-0.05481900996225478
1179,-0.06169967056781504
1180,0.012299813874144395
1181,-0.058739711308160504
1182,-0.06382926068798854
1183,-0.07667979735593779
1184,0.005161189955669873
1185,-0.022573897024558313
1186,-0.05106615219299863
1187,-0.06934474588178352
1188,-0.04718679079173147
1189,-0.0034311485961065202
1190,0.026949734446754015
1191,0.0031234491275438266
1192,-0.05414853995347219
1193,0.003863870161214162
1194,0.021874713774597154
1195,-0.022689732230438873
1196,-0.0054243770719171434
1197,-0.07712153112857606
1198,-0.05029782770260247
