,v_slps
0,0.08318840079667834
1,0.06292298726804448
2,0.11583318671994058
3,0.03200673063422295
4,0.046221326224645615
5,0.016942879261857002
6,0.10505718402056674
7,0.0036008890328296586
8,0.03013060608220152
9,0.024429061878289606
10,0.03640985232702374
11,-0.01101770635912775
12,0.03067573408182729
13,-0.0037522874836344797
14,0.005104087728843644
15,0.030892976303813685
16,0.05442718716342993
17,0.059731339145821766
18,0.05096560626501875
19,0.04935213540316035
20,0.11843867107272998
21,0.08802515360775093
22,0.08078094598212782
23,0.05349613257198922
24,0.08431592784604938
25,0.028856785269618844
26,0.0498994303283015
27,0.008423453630467249
28,-0.026541682024896093
29,0.004268723955839657
30,0.07153126912146987
31,0.16563973072292512
32,0.0604454966602881
33,0.015569371348535352
34,0.08362357206187081
35,0.09863075080830805
36,0.15649376492755399
37,0.06100395529742893
38,0.04427203963258214
39,0.030706865143907674
40,0.05717894584379443
41,0.0633734854052844
42,0.021612359580070413
43,0.054971170411695774
44,0.033957864199876835
45,0.0017081325929394556
46,-0.006190581105432703
47,-0.016216357921525308
48,0.0011515433082254362
49,-0.002238699549748511
50,-0.01741972524669958
51,-0.013898250681594296
52,0.01686637795537147
53,0.030466143029848444
54,-0.06449620070700551
55,-0.0036748978310715275
56,0.06260266666480759
57,0.030171952811819974
58,-0.04733287116190476
59,-0.019717651212998975
60,-0.030642033233435874
61,0.010876604531541417
62,-0.00048630764097002885
63,-0.03593424082798709
64,0.020218279686370924
65,0.053117444208384317
66,0.0034790684833515273
67,-0.028708685012173125
68,-0.011491074848568055
69,0.014021927543982536
70,0.013045544123701625
71,0.012848328865647742
72,0.03507755669052371
73,0.009923344676711326
74,0.05611136415688965
75,0.05951146850549932
76,0.06178326388648925
77,0.09038511415275104
78,0.08290244823087839
79,0.07814542316727092
80,0.04856012243483662
81,0.06009566273510554
82,0.03252807885098177
83,0.015512596631918322
84,0.05933224704513754
85,0.05580882988293231
86,0.058982679374312015
87,0.057591344654741077
88,0.07605467593500288
89,0.09527966577189825
90,0.07700520652001631
91,-0.005875199187620576
92,0.0013512507614974216
93,-0.009446715227795348
94,0.0002823335254071961
95,0.010687485667641517
96,0.015648661775695002
97,0.08143528254925284
98,0.06808127704509391
99,0.010517293392603797
100,0.07504624614124265
101,0.09308142837113632
102,0.08786995019405033
103,0.06642238763382623
104,0.054624845713559494
105,0.0977534566876006
106,-0.0019022158372939725
107,0.027115888505548826
108,0.016592085299204577
109,0.04301626647194389
110,0.08756594333455062
111,0.04029767005314232
112,0.11586113649362786
113,0.061612482615053886
114,0.09878084090787313
115,0.09512567991732013
116,0.025707229984207408
117,0.016456635389464246
118,0.029903856807693897
119,0.05530165701776853
120,0.02784134970643033
121,0.07987225251746345
122,0.03987588319029287
123,0.013701755697824149
124,0.024575294716524608
125,-0.03339262452322385
126,0.01475217418167238
127,0.057215978641875526
128,0.02242703175177568
129,0.015388152779322506
130,0.030842816738768743
131,0.030686773598612133
132,0.11133306782829705
133,0.11825362713147065
134,0.09955906639160661
135,0.07956400198911667
136,0.030880533087064076
137,0.02919822023983787
138,0.09344849665378216
139,0.10594130060924305
140,0.080895070718307
141,0.04928671780059778
142,0.05919834933363132
143,0.05703417499847618
144,0.04042707631478282
145,0.05306527155096176
146,0.04227286644221416
147,-0.022542102029439043
148,0.08514840200418111
149,0.10030970976041159
150,0.1178783455967991
151,0.06750189575051002
152,0.04316467264667593
153,0.08804523392655252
154,0.1533437557420277
155,0.23478104058878013
156,0.2125664664471691
157,0.13039701268019338
158,0.1226671004623028
159,0.05329242233385962
160,0.10042695048634773
161,0.07920111493115661
162,0.07892237551149643
163,0.049009858218539044
164,0.001033576651896127
165,-0.01751868768349364
166,0.030611511899892002
167,0.0497187211513428
168,0.03273149728048671
169,0.04437953095482957
170,0.03471504747878202
171,0.012184292488648277
172,0.013289194708477232
173,0.03615530906171129
174,0.049916219563624534
175,0.019400110516335632
176,0.029088863953883437
177,0.07714543956909624
178,0.012380484554852182
179,0.03926958894037941
180,0.008923757507202916
181,0.023038411757564253
182,-0.015383614773325411
183,-0.011009603653876687
184,-0.027256471348078765
185,-0.010847646003261322
186,-0.02446027228834311
187,0.003133755077372899
188,0.00732586329234247
189,-0.01520455292732854
190,-0.061962871570774736
191,-0.02890416967317753
192,-0.04159930718171343
193,0.015205755558419489
194,-0.007046289776417927
195,0.015815615472816052
196,0.04672257785002904
197,0.05093187106288395
198,0.07538714990697101
199,-0.0090680558018311
200,0.011801089412136433
201,0.1032228832841576
202,0.00810544864615002
203,-0.06242215151946708
204,-0.10793226153341522
205,-0.05817165169115134
206,-0.10283451314668154
207,-0.030726232479891938
208,-0.033298828302276644
209,0.026029954132100373
210,-0.02672374754316715
211,-0.028966739851716092
212,-0.015573970097331639
213,-0.010496649654806265
214,0.0068575373388417606
215,0.0051791815024809056
216,-0.01609452455613035
217,-0.011867450899409885
218,0.009496810895482845
219,-0.006172483007967827
220,-0.012904113638568082
221,-0.041050762080298245
222,-0.05432763286271862
223,-0.04294989676322332
224,-0.05224403602806413
225,-0.04123479965327347
226,-0.04490087690649657
227,-0.034974030184933606
228,-0.02520773553617916
229,-0.035805543023742205
230,-0.02898774012446427
231,0.0027789428947716886
232,0.016078892082745756
233,0.012796300345223315
234,0.020677578247340622
235,0.02396334063457926
236,0.03577780971497102
237,0.039721716796327015
238,0.017109998393069467
239,0.004027956603316122
240,-0.025655733541713324
241,0.02577432428953113
242,0.011285474574605959
243,-0.022126398111151385
244,-0.08981268620201184
245,-0.09588215601689141
246,-0.056865979457734056
247,-0.017619101786048953
248,-0.009483165901613922
249,0.036996502883642146
250,0.050114799415332055
251,0.005555808218106535
252,0.014072357035730954
253,0.021056409043675492
254,0.03634103993336177
255,0.01746856853097234
256,0.05319623503014139
257,0.01641688392095685
258,-0.01671297854489307
259,-0.018799568591985713
260,0.0029027296683598602
261,0.01509038940925982
262,0.048905601026421705
263,0.015790346570613144
264,0.0038333728266170437
265,0.03155229252350843
266,0.010332449843560236
267,-0.006526293270864984
268,0.012926975249880363
269,-0.034355346319854714
270,-0.024618020287453315
271,-0.05845006424524153
272,0.03504129271038158
273,0.042669173386331666
274,0.08353937639533685
275,0.056506469537985174
276,-0.0645900345507763
277,-0.010688653959508448
278,0.04664819241533156
279,0.0652743023464989
280,0.030102010153476744
281,0.02329978510179609
282,0.036110719998331084
283,0.0714903179070264
284,0.05450588850228583
285,0.08780800461843488
286,0.0534717107459666
287,0.0311555440485382
288,0.07717003524337762
289,0.08125149034747055
290,-0.04265735751215841
291,-0.058671589949363424
292,0.03475936029164828
293,0.028640285289295152
294,0.04915581261953583
295,0.013504459960289535
296,-0.009078855372004539
297,0.02680024104146117
298,-0.023965271710959926
299,0.06054308992443708
300,0.018430856277814434
301,-0.0177420783427351
302,-0.00938328946354327
303,0.009080134799160911
304,0.02098508424567228
305,0.038048178368479776
306,0.023676553803927455
307,0.015162628130922172
308,0.006139981207787287
309,0.04081928228174895
310,0.12673308596575833
311,0.00012106575639847864
312,0.06490869961457513
313,0.030183104869671344
314,0.0058635179452074665
315,-0.005518053165343367
316,-0.013329405772846562
317,0.01928213461415247
318,0.029560650688023014
319,0.02713645056289609
320,0.05007806746227648
321,-0.0006593010226558504
322,0.06851441843763877
323,0.0178944292082839
324,-0.022541682352673616
325,-0.0451700809388282
326,0.07874818766717685
327,0.08883971402465522
328,0.055842012859767184
329,0.03136247352248138
330,0.06374501725025711
331,0.04460675993279989
332,0.11144530760207316
333,0.16285361029866596
334,-0.03971890409541218
335,0.06399503172059956
336,0.0032295608401514487
337,0.047338854022760724
338,-0.0737485206303157
339,0.005866388343967982
340,-0.07773432208383017
341,-0.071677120840082
342,0.023755550388075492
343,0.0824467801304378
344,-0.03987642126084286
345,-0.025064377082602965
346,-0.04472861362250999
347,-0.057935996523507456
348,-0.11753148190289597
349,0.04562116139971982
350,0.06672987865043561
351,0.017596629953489144
352,0.014328200636125575
353,-0.016537423996963493
354,0.02584339300307824
355,-0.015114409936698533
356,0.04006991042434137
357,0.07492995469373051
358,0.036623189588182795
359,0.004394590508492648
360,0.11155192730021928
361,0.13359221462308188
362,0.056994461465698656
363,0.07414939925929684
364,0.04330573415190853
365,-0.009122495289405987
366,-0.008755845648306754
367,-0.024873853556859338
368,0.02540596551787283
369,0.024339715298797724
370,0.07396763411069607
371,0.07338760783019652
372,0.10317047345061027
373,0.06660440618872353
374,0.0946263405904694
375,0.08535329239608308
376,0.09721668525998489
377,0.06030702928488006
378,0.07643901439094938
379,0.02218917427311318
380,0.02115791837395756
381,0.07852189031243448
382,0.08969672658931549
383,0.11992350373809105
384,0.04223577351098941
385,0.04108670898492972
386,0.058569804632913836
387,0.015204089296127331
388,-0.009681214841283585
389,0.07958165904116056
390,0.051633213488558496
391,0.02691197642158008
392,0.046172477493959765
393,0.04323546811063217
394,0.07636252697893776
395,0.006692200557886961
396,-0.004413743841485667
397,0.027669682337512064
398,0.04871571359283488
399,0.14388303250169088
400,0.16643082640831589
401,0.02468779396203108
402,0.0452836122111815
403,0.07941667724427912
404,0.09143873974441312
405,0.08157640927444962
406,0.07024134115543153
407,0.1135488995502037
408,0.032118973152176426
409,0.026590921131367077
410,0.006856940162249649
411,-0.030594516832196293
412,-0.03516784211911955
413,0.02337082938843768
414,0.09262337729269371
415,0.06952932185165449
416,0.03414061078842445
417,0.0006106169793998265
418,0.008653734681010694
419,0.0370725543471484
420,0.06865321330413338
421,0.1787876194073069
422,0.1408353591257982
423,0.04631643024803826
424,0.012046085976234702
425,0.06708581995323727
426,0.0450601610033053
427,0.09616254016114668
428,0.036085868717533734
429,0.04438811038154117
430,-0.015143684260453621
431,0.00889352344382597
432,0.01678621448008607
433,-0.06347764727252621
434,0.03885431532973783
435,0.07825155596955241
436,0.07296444008609299
437,-0.018711353343183627
438,-0.03803677361824661
439,-0.03144683071274677
440,-0.042750560920163105
441,0.07527259266337848
442,0.036475407305106455
443,0.02197280267190702
444,-0.035904837995573737
445,-0.011482360452197141
446,0.06339106166663826
447,0.012397528470367094
448,0.014082139492354713
449,0.0025917942375127444
450,0.01533086973351222
451,0.07519771246915244
452,0.02377100961140661
453,0.00425916839297444
454,0.03265769328369458
455,0.04605528482730738
456,0.08474445960479943
457,0.10832204474931617
458,0.12435958371129122
459,0.15460102949930996
460,0.11293542924721013
461,0.09870145323450008
462,0.059500315879308846
463,0.08473677926266139
464,0.10547769072352588
465,0.12213335049220894
466,0.15241385397942872
467,0.13653978055412225
468,0.15107486956701385
469,0.1501697171870016
470,0.12339993879790488
471,0.10916746183367605
472,0.10754937565577928
473,0.11702833750246822
474,0.11842949324858502
475,0.13617815605023387
476,0.12080827390756119
477,0.124750618207676
478,0.1238345505894056
479,0.1377606808046886
480,0.13346430923705302
481,0.11947264906042226
482,0.09061276408462354
483,0.0558296022704724
484,0.044464390002399816
485,0.04789337842881904
486,0.03449872499444072
487,0.04898180892153064
488,0.025433134966003218
489,-0.016587924488838574
490,-0.04837961375947654
491,0.023393460696031602
492,-0.004808215819652091
493,-0.010052989236167304
494,-0.024699001649291695
495,-0.0665297457753552
496,-0.06447037619294106
497,0.016392885455463087
498,0.011742229900894576
499,-0.006514935464951403
500,-0.0170544600194778
501,-0.019260478614590886
502,0.0036204196362065915
503,-0.036259287047770504
504,0.052699643496934026
505,-0.0021609755900200006
506,-0.022697063873549608
507,0.05361705361881503
508,0.026281911962909632
509,0.03509688395763115
510,0.08648451734205466
511,0.09369552859815167
512,0.0872946797323001
513,0.09711350943891492
514,0.09003565829666994
515,0.23539874088452623
516,0.00524167552341398
517,0.15355144046371577
518,0.07078114315927171
519,0.03719588037571764
520,0.0054744073143144015
521,0.0604034346464538
522,0.08814887970762933
523,0.04182494149685874
524,-0.022895355963725696
525,0.07821064113715019
526,0.12927009996407282
527,-0.045130219230705905
528,-0.0305850163110973
529,0.001319937065878303
530,0.06171749834380888
531,0.034707613673179434
532,0.03812641645980876
533,0.014808270764217445
534,0.024457479786767274
535,0.04900223604403702
536,0.06949721649526283
537,0.012441803200089065
538,0.04866409073152499
539,0.02061033726522948
540,-0.05276381232447479
541,-0.08166828000235563
542,-0.05707828449289627
543,-0.07143379004179323
544,0.024655004097133497
545,0.09227397991915057
546,0.06116085926346393
547,-0.007063767966706944
548,0.002606013828092238
549,0.000798731435574157
550,0.024872703625666487
551,0.015681290117869322
552,0.04322346427161812
553,0.04605735303132298
554,0.07545176583859012
555,0.08336094454394305
556,0.09261604717251197
557,0.14902153309014615
558,0.18225331218560942
559,0.13674570074592657
560,0.131632546872527
561,0.11422264278753597
562,0.12514979391546205
563,0.09847098645348727
564,0.10333593319785199
565,0.09407289953523473
566,0.09864441403509848
567,0.06445857130396322
568,0.048523664419632385
569,0.09904123990344485
570,0.07584394051800143
571,0.11272705735746633
572,0.12429349429660753
573,0.13050296479906706
574,0.12689514908042746
575,0.12069975594359172
576,0.09167920332273442
577,0.09635870828850274
578,0.1276834776287958
579,0.15431242329261186
580,0.11989783053801069
581,0.1289661567287736
582,0.17112201462657003
583,0.1365137826778698
584,0.1493484519643219
585,0.1606476879388777
586,0.09862212491389206
587,0.12743400408145428
588,0.13159280566303694
589,0.07917221497172072
590,0.10728703940959991
591,0.12186378451591684
592,0.06123653436729602
593,0.03490244364845327
594,-0.015885722562890368
595,-0.04289837953583305
596,-0.04805177953837021
597,-0.003379127297976425
598,0.018760617729434624
599,-0.014105187447557233
600,0.06990903709205082
601,0.0819956517866052
602,0.07154577383928568
603,0.04389652963476443
604,0.03920028962817212
605,0.03859160672130636
606,0.03829312308489058
607,0.06203652945900939
608,0.09634515240841783
609,0.03251044011485673
610,0.051541500359740276
611,0.02332597375919764
612,0.008633703188810989
613,0.05240401866928442
614,0.054883731185265815
615,0.09280310762459851
616,0.08569181654286168
617,0.028891267919675185
618,0.049930094869190526
619,0.05454515725638234
620,0.07618597148958307
621,0.08328085880853112
622,0.0873389959385615
623,0.0887757783241694
624,0.07410113662484637
625,0.08300636377677702
626,0.09630488007477021
627,0.13424564644778642
628,0.13684792396132744
629,0.08960726632859162
630,0.15041964727028176
631,0.13357874926528732
632,0.07623006901677934
633,0.06369366491499083
634,0.0879817795817512
635,0.029344663093159667
636,0.03515418639455915
637,0.038915239651699206
