,v_slp_bin
327,-0.0271244014792359
328,0.02041576065838887
329,-0.01188730345928637
330,-0.0737186389208318
331,-0.06465064613527491
332,-0.017575265067684625
333,-0.02430362791395025
334,-0.05314440150529745
335,-0.03578310276514084
336,-0.07458656029300205
337,-0.07986845059025278
338,-0.07700826122257132
339,-0.0876508066549465
340,-0.044499134567234935
341,-0.004735724970576151
342,-0.015595209270725795
343,-0.02022416847806047
344,0.04425480791868967
345,0.05031621819265244
346,0.08355927517858319
347,0.03907386402983749
348,0.025255871028504115
349,-0.08943961848055754
350,-0.020596970998927832
351,-0.08896141277559884
352,0.054567897720418826
353,0.04174748608125309
354,0.06244755429077106
355,0.06488309817002622
356,-0.013315966312192229
357,-0.017600201488791715
358,0.02364561223292946
359,0.0029156035902566033
360,-0.016550851027744076
361,-0.014324830388208082
362,0.04274103901809957
363,0.03497379650542563
364,0.09329695060911272
365,0.07914198440596235
366,0.057021584557293066
367,-0.03363302110307885
368,0.024714390973209596
369,0.0490959839609189
370,0.0689394976746186
371,0.00030828884004681367
372,0.0008635374593985307
373,0.06611444494419061
374,0.034489778908302966
375,0.04205659727813369
376,0.00560704281318895
377,0.06098774946084967
378,0.06824415650593275
379,0.023854169935893118
380,0.020900426387736128
381,0.058329732486209804
382,0.046793539517706546
383,-0.00120859246874825
384,0.05745639059710981
385,-0.021251445718433376
386,0.018753041159660016
387,0.009090025816153488
388,0.056163788863475256
389,0.021540688602220234
390,-0.02893659506724624
391,-0.022942132537466523
392,-0.012936834719980563
393,0.04013316025205285
394,0.024195211898841964
395,0.02204661841734594
396,0.09681729700314815
397,0.08973897850313922
398,0.0585865528698511
399,0.02408737271488587
400,0.021463090367137783
401,0.02836251208136446
402,-0.008786482970502427
403,0.12146422708018166
404,0.058733962880975245
405,-0.07102219884028674
406,-0.010729543410039266
407,0.02204706482264468
408,0.1081219996541504
409,0.07521948526464094
410,-0.02726289562970448
411,-0.0006105857649482405
412,0.038246065208996094
413,0.0359873078553431
414,-0.007340254084415826
415,0.020361171957988065
416,0.04109443676094357
417,0.07573531006339462
418,0.07919790879751103
419,0.013937851991397701
420,0.07818961131783694
421,0.08786098330201618
422,0.09680986539455222
423,0.07292639041796042
424,0.04261490731139112
425,0.0366162315544933
426,0.06383343714831921
427,0.0764062525311506
428,0.1486387989297022
429,0.13468371235995003
430,0.13874406663010552
431,0.09506071523219162
432,0.034000328803287135
433,0.05516818587201148
434,0.07790614274285453
435,0.03435650491403988
436,0.030791132328277404
437,0.18067045611366492
438,0.1157160730829675
439,0.07638810565779691
440,-0.020108451785545364
441,0.07731872119236519
442,0.08969190062360513
443,0.08486452587226775
444,0.13795922298607372
445,0.12113564536724737
446,0.08745747695461983
447,0.012603336957301071
448,0.010362953171961273
449,-0.019563319253473033
450,0.08307759624951709
451,-0.0003505157178473606
452,-0.04634070586406413
453,-0.022056489949613397
454,-0.03057813611376224
455,-0.002881363510995256
456,-0.05720192895725976
457,-0.022408680405852963
458,-0.09289993811508715
459,-0.08873037024760369
460,-0.14126040969865344
461,-0.07280722967000118
462,-0.05689962180178245
463,-0.0019683071107939815
464,0.028453720998357714
465,-0.06626994040342932
466,-0.04990441582265359
467,-0.13976289693285673
468,0.02834910381832366
469,0.014499005360734514
470,-0.02161324599697232
471,-0.00784635467314708
472,-0.036562889644125296
473,0.02727725246952482
474,-0.03148077520846855
475,0.01829180797663012
476,-0.0012277145343013857
477,-0.07523904610360627
478,-0.10368604877472347
479,0.03032725932007279
480,-0.025347809800895082
481,-0.021404519679299974
482,-0.03458576294694643
483,-0.035346220858629644
484,-0.014474249093078392
485,-0.07555736048489098
486,0.04959604557426811
487,0.0750064599537728
488,0.03953706810696158
489,0.05187051879077736
490,0.04088309220175332
491,0.04902692946372865
492,0.03528109383505198
493,0.13012182618954504
494,0.13111013890694379
495,0.055033950318352926
496,0.015636822528698503
497,-0.002937287470344538
498,0.03090695806181965
499,-0.001786235350625184
500,0.008910075374374733
501,0.051189934605460584
502,0.05203125198372596
503,0.021665961222481746
504,0.08307669328890453
505,-0.039159497122547494
506,-0.0912107636262314
507,-0.04358071612670253
508,-0.03218277853483073
509,-0.011913348613198944
510,-0.0455507576094241
511,-0.1385301692749269
512,-0.16299244046495898
513,-0.18666328318894188
514,-0.21625746477783103
515,-0.20492571336623294
516,-0.13586854413981223
517,0.027972707374644523
518,-0.0838404151744407
519,0.0286475843802868
520,-0.0013153904444359113
521,-0.09760919477961355
522,-0.07344090316956983
523,-0.10315341026638884
524,-0.2135562299063944
525,-0.1633372089243062
526,-0.08759277960809586
527,-0.1095050103292575
528,-0.0750525633081506
529,-0.1515804883399722
530,-0.2066528753385814
531,-0.0765122271301906
532,0.04103518539125359
533,-0.022354385302568315
534,-0.03971202637140519
535,-0.016983990605494978
536,-0.07436935524310406
537,-0.16409144458004712
538,-0.039499808552403246
539,-0.05607536928438071
540,-0.03609491468568408
541,0.043437264893617905
542,0.018017401636462614
543,-0.007353234672596536
544,-0.026387191171388838
545,-0.06528187662823169
546,-0.04458518884406052
547,-0.08023283290634878
548,0.010430801934077416
549,0.09732927427377425
550,0.06364689073245419
551,-0.02171492790084156
552,0.0005394821197154676
553,-0.010147999183622691
554,-0.07563012967120689
555,-0.031704981003249505
556,0.01949851764676037
557,0.0032078238919129396
558,-0.01287748081325713
559,-0.0219744100812428
560,-0.04591645389162653
561,-0.028288448311491517
562,0.0012687450398184332
563,-0.018918924328269984
564,-0.023440402059425512
565,-0.029180714724516884
566,-0.03359749279846783
567,-0.09959163429433536
568,-0.03391175312117734
569,0.003536411112609418
570,-0.05341673677407271
571,-0.014914436818240326
572,-0.0677781446309218
573,-0.009567068849442684
574,-0.037675148158123103
575,0.027150192009793045
576,-0.028294817080026086
577,-0.10639731156379756
578,-0.057312996728926265
579,-0.0880840685794389
580,-0.054756619083730446
581,-0.07382737293779686
582,-0.06080635816804285
583,-0.04009248678073318
584,-0.0016520147279565946
585,-0.04658711038847079
586,-0.1480056618872932
587,-0.09017635966143306
588,-0.0748232080506504
589,-0.0952240170991629
590,0.03627376010135852
591,0.06686368295566872
592,0.061287544759078674
593,-0.027998900489123485
594,-0.05094660529872568
595,0.08591740029935659
596,0.13975311174023325
597,0.13134992725443248
598,-0.0017360954494877942
599,-0.0307960902045379
600,-0.00507311049932879
601,-0.02460557346532069
602,-0.09205166755640506
603,0.0045510660828121385
604,0.04680180807827165
605,-0.0407712177436102
606,0.06798274676539288
607,0.08252061597654008
608,-0.05081586133927698
609,-0.043045295315963183
610,0.01635491791313451
611,-0.037865352817182014
612,0.01830845037813896
613,0.08508429086529945
614,0.06150043111197295
615,0.0984882954534995
616,0.11204038497263813
617,0.06549374756587838
618,0.04268135253720018
619,0.01817315257773216
620,0.0664208795534941
621,-0.02159632477912799
622,-0.0032052184689832196
623,0.11982158033028187
624,0.011494438762478923
625,0.06198391582752824
626,-0.041544316229723384
627,-0.03150388424182857
628,0.06439734705105082
629,-0.0962246847160026
630,-0.08780132057862677
631,-0.028323670114030357
632,-0.05357475502958865
633,-0.02978477759037744
634,-0.07217569378665067
635,-0.10968475261404943
636,0.008381146877703985
637,-0.041883877398582285
638,-0.06217804885802966
639,0.02658913102169092
640,0.044749669601124815
641,0.03359857706945593
642,-0.05573124188873234
643,-0.03313811210143203
644,-0.015417070654413233
645,-0.026032092894848553
646,0.008040002744615794
647,-0.009061636258597728
648,-0.10525402141353814
649,0.04261027970767667
650,0.013023004752686477
651,0.005266541946869542
652,0.0260316165819905
653,0.1179297016931084
654,0.0723112772086698
655,0.05394568763259322
656,0.005145719423599947
657,0.025070710990574365
658,-0.0035566140950760647
659,-0.00017771827545587197
660,-0.08393913590615525
661,-0.06037975314306243
662,-0.014979898219481137
663,-0.018107723777243536
664,0.03626463451889322
665,-0.027274872140318453
666,0.006727286409873115
667,-0.0024020361418179165
668,-0.02810722780270768
669,-0.034527155973817676
670,0.0012006738753477068
671,0.007958791919321036
672,0.09209033872435526
673,0.09238875096712756
674,0.10920726504910729
675,0.12990729471590282
676,0.11475337938272444
677,0.07390446648155853
678,0.033820400853263884
679,0.022104001946320426
680,-0.0008922834391062173
681,0.0482213357038616
682,0.08021098707226466
683,-0.05164554130839707
684,0.07091331860330675
685,0.11645943320132442
686,0.10814786880099847
687,0.06560350079309737
688,0.11098564423310525
689,0.04954676011890969
690,0.053060912821310285
691,0.08848628091735986
692,0.10394791506742267
693,0.12886962856773618
694,0.14204066839915272
695,0.14338505347822458
696,0.16292200327207917
697,0.1405575920863177
698,0.16231854339530682
699,0.13145915099770014
700,0.12803766783044052
701,0.13191204749959404
702,0.12671574088336107
703,0.09670411731063674
704,0.19778043875009244
705,0.1126066256949991
706,0.09605718020553408
707,-0.016387315274546954
708,-0.01148233586276846
709,0.0262181937371001
710,0.09097774530366794
711,-0.045837633365839146
712,0.04212136854299942
713,0.005418582778200662
714,0.11274678548917884
715,0.033567349912211004
716,0.1971215660455386
717,0.06906946874906013
718,0.06011853479488295
719,-0.003433447291328948
720,0.08299685104769271
721,0.13718278415124047
722,0.18275252700357655
723,0.06956984295907517
724,0.13985264978000433
725,0.03121035656495573
726,0.029923368275073928
727,0.10224634287143583
728,0.16545726187988227
729,0.1560506835204069
730,0.0819377883387535
731,0.051967383502691554
732,0.14364338110089392
733,0.05340668119650414
734,0.15696162119718898
735,0.05991814733416297
736,0.07349288559115079
737,0.0494879133758076
738,0.07116683352002096
739,0.06891973431005356
740,0.053438744261499645
741,0.041292449269349274
742,0.03661874225691027
743,0.02009559604744788
744,0.03379397742963765
745,-0.02389666363270395
746,-0.025251317231377655
747,0.006392260572801914
748,-0.03939914409865434
749,0.030087733886570767
750,0.04363613135720492
751,0.04056040961032257
752,0.08308655671053099
753,0.018466006432151197
754,-0.00020940443958905597
755,-0.023741379167650276
756,0.00014025770717496222
757,0.06088586760080205
758,0.07881275858445679
759,0.09773858052178926
760,0.08920350434673979
761,0.031753432650753324
762,0.09595053097533078
763,0.12942541734097607
764,0.13859930731319667
765,0.017952048881259716
766,0.1577164866005016
767,0.20345893005880097
768,-0.04174402722176916
769,0.027172797960879513
770,0.1468960963102432
771,0.09603769349448919
772,0.06053760351534883
773,-0.05368591876903684
774,-0.05256852970574918
775,0.0026452753568214356
776,-0.06207814773385068
777,0.0028516591466094306
778,0.031572650161322525
779,0.02760678241881559
780,-0.10228745692243305
781,-0.03155609173924094
782,-0.10608092429067452
783,-0.023875314178863224
784,-0.05424893276901604
785,-0.04677180391846758
786,-0.058314697022296635
787,-0.08317918923143178
788,-0.04694941849243455
789,-0.05705462481272325
790,-0.11874829727712455
791,-0.11402196075160437
792,-0.07713770394601059
793,-0.07891457103883079
794,-0.14256566453195857
795,-0.09033525739017734
796,-0.07380818604230861
797,-0.06635023608494245
798,-0.0741790221947765
799,-0.06944158639313851
800,-0.03730102251692514
801,0.00030572034432188935
802,0.019364286594571397
803,0.042907750188937346
804,0.08825135656686683
805,0.01548671123496427
806,0.08425454816580914
807,0.06064064327982939
808,0.16337714042209284
809,0.12678552781872413
810,0.11398488433206583
811,0.12440521670495716
812,-0.019942612000916973
813,0.05548614948058898
814,0.056473677362833465
815,0.06198922303671867
816,0.014504324733168508
817,-0.03269307800123421
818,-0.037872492835302037
819,-0.08001965929182925
820,-0.060993373832029074
821,-0.06490283550632245
822,0.04653312012394272
823,0.032069268030167866
824,0.048692673233791645
825,-0.02249745027144895
826,-0.06805249744926851
827,-0.16042826983480526
828,-0.0797897010477222
829,-0.0076749671029930425
830,-0.0019222476169079225
831,-0.08133150711153397
832,-0.10070376241611997
833,-0.020532350808130366
834,-0.06179639991493231
835,-0.010368882721303527
836,-0.16818007054494563
837,-0.14698823722943144
838,-0.10256563885036418
839,-0.09450596417077123
840,-0.05503170895625114
841,-0.0010739887240385285
842,-0.10462895249005633
843,0.006276028952187811
844,-0.037842630283424744
845,-0.03465700765923242
846,0.07343719538422515
847,-0.014328719289068757
848,-0.025238492085198024
849,-0.008769520464158322
850,-0.05217594642188054
851,-0.029132913190671562
852,0.0742857404646616
853,0.04938528107696365
854,0.08501817690043365
855,0.1124860225589823
856,0.07946388423115705
857,0.05503629978289076
858,0.04707424899437957
859,0.039168997356066174
860,0.046439500922341725
861,-0.004929743483554329
862,-0.021664067504684238
863,0.024992334703799753
864,0.020217737956898157
865,0.05024275818006721
866,0.01686043842855802
867,0.011808887261721709
868,0.04426893154157705
869,0.024275750530093492
870,0.023688189444311454
871,-0.01732770500675527
872,0.018410320716185893
873,0.066150433527718
874,0.008796655925841569
875,0.037143172664351534
876,0.0934254933648503
877,-0.009247954611061315
878,0.031601497913467204
879,0.06697151099219291
880,0.0018137198754007641
881,0.0354176952005441
882,0.11285145048750155
883,0.06296205372129889
884,-0.10043112054501
885,0.03408833729586271
886,-0.06304982343557333
887,0.11710353987784139
888,0.09532659155430427
889,0.014693609186390625
890,-0.035198649986243336
891,0.08108103995734889
892,-0.019411248920517953
893,0.01684539624275085
894,-0.016929194028481
895,0.06038082614341978
896,0.05573260508512091
897,0.03424215397361678
898,0.052394449326604246
899,0.04407793985171473
900,0.059211829878546784
901,0.07315256933761645
902,0.08897568357531906
903,0.051006038182490325
904,0.04965645683580858
905,0.05195718326070166
906,0.060744248880731225
907,0.07077885831530416
908,0.052174393873251845
909,0.07212850013211795
910,0.07817455048002567
911,0.03155892649765868
912,0.02934642740975212
913,0.031131043505474448
914,0.050967033431314424
915,0.0008065379686316432
916,0.05154697540004435
917,0.05127692762889955
918,0.02862529825989453
919,-0.05318652182583182
920,0.02333405421725676
921,0.021990937451448943
922,0.0351604991159293
923,0.07091811565590875
924,-0.009902640834538862
925,-0.025779770036277544
926,-0.06978351718386519
927,-0.0019236843179749885
928,0.004219543464852378
929,0.11245116385256426
930,0.13514689768014487
931,0.11563133153659011
932,0.09969188551572196
933,0.0629266326083457
934,0.06319460152062692
935,0.04184168031385951
936,0.07685606060289135
937,-0.013227394435235573
938,0.04899182779853031
939,-0.02840549818038921
940,0.025575123547600043
941,-0.0053093963485770345
942,-0.0054165191926915796
943,0.022370857652490857
944,-0.00228225160290706
945,-0.03977064238641005
946,-0.02209682603703342
947,0.011373143916188337
948,0.005426179017947764
949,-0.08161520325715683
950,-0.02175892580705944
951,-0.039411672865117084
952,-0.05329121062264219
953,-0.008433099265227902
954,-0.034322331758880706
955,-0.021975057355107897
956,-0.07213903674726094
957,-0.03855677604557806
958,-0.03854163635320211
959,-0.010854673984241898
960,-0.03789609362566644
961,-0.10940367348737244
962,-0.061072507268258
963,-0.023565860042931392
964,0.005688718235127985
965,0.011547003360008194
966,-0.025474764224800054
967,-0.035334521283804765
968,-0.03391204361585159
969,-0.0698746378857774
970,-0.018972999958276553
971,-0.08112016461892504
972,-0.07662453056275603
973,-0.12423541298801752
974,-0.12046701604592905
975,-0.11088871361759976
976,-0.05396455840370908
977,-0.0342147514197713
978,-0.05274055728610867
979,0.06780528885274054
980,0.004680039818327969
981,-5.594685478558202e-05
982,-0.007078098215386005
983,0.04882145231290637
984,0.041487231185275954
985,0.06252754978357604
986,-0.07036238683892465
987,-0.037184039607917274
988,-0.03065984482197513
989,-0.12478989132801957
990,-0.018415276507036726
991,-0.06203154699829505
992,-0.12470332822615975
993,-0.11984480866804559
994,-0.08775645476534324
995,-0.09334715123057134
996,-0.08375854551734609
997,-0.11785089334016602
998,-0.08616525735758054
999,-0.04165226024219981
1000,-0.08546764245228473
1001,-0.10032919266526395
1002,-0.13158143587545157
1003,-0.12044439033024493
1004,-0.17084523882651143
1005,-0.14571712000391762
1006,-0.03954121154994626
1007,-0.2507007940162737
1008,-0.11685370226488954
1009,-0.07102922773208854
1010,-0.0703634281072972
1011,-0.13204351148178606
1012,-0.13472014228961904
1013,-0.0989756987787761
1014,-0.08014939866206018
1015,-0.10473446521787567
1016,-0.10686491258568169
1017,-0.125565144265119
1018,-0.13135823563499377
1019,-0.11555028915426988
1020,-0.0953342260534352
1021,-0.07096442597293384
1022,-0.08753155400385242
1023,-0.07358224158523802
1024,-0.11799083618017336
1025,-0.09320160039774983
1026,-0.0937916943415819
1027,-0.033967412064440844
1028,-0.026784181737643235
1029,-0.059038971398395215
1030,-0.13829588952051883
1031,-0.07562399671628127
1032,-0.14449327715521348
1033,-0.12301429635038609
1034,-0.12816823726336873
1035,-0.10175232370311532
1036,-0.0631780854093008
1037,-0.14840529847718056
1038,-0.13899440323868
1039,-0.09836024041558428
1040,-0.08554031882215803
1041,-0.07571772179066975
1042,-0.06576692439377216
1043,-0.07925107502242827
1044,-0.09387784072802391
1045,-0.020077197531825488
1046,-0.06843214153203207
1047,-0.02751807455236882
1048,-0.03037480482702924
1049,-0.06523410073000399
1050,-0.043087138324533744
1051,-0.03553885900437298
1052,-0.19443902234447177
1053,0.0007291375637570683
1054,-0.12415053068023742
1055,-0.10754732972054218
1056,-0.02709275257970125
1057,-0.06465787062744015
1058,-0.005456492260559262
1059,-0.033482015120486874
1060,0.01723276481041395
1061,0.008507711942572447
1062,-0.06827902418466988
1063,0.045578587285609616
1064,0.0017993585884176488
1065,0.012757351640588697
1066,-0.027154988975085375
1067,0.06346198322110642
1068,0.08428644967841717
1069,0.08130083832497047
1070,0.14839721045688317
1071,-0.02897183091117328
1072,-0.10068092794949789
1073,-0.15087009826033582
1074,-0.002680772836512739
1075,-0.14613274207415783
1076,0.0638330976366011
1077,-0.03115258704335823
1078,-0.042388871396934966
1079,0.07992793171783857
1080,0.05498655571896672
1081,0.07395767039692572
1082,0.04882170260481182
1083,0.05913402768427932
1084,-0.012419459784383517
1085,0.08346803837234217
1086,0.10298081149255821
1087,0.169986841177143
1088,0.13442830709890977
1089,0.043188151532650085
1090,0.07613697591574958
1091,0.02566281385961891
1092,0.03673014993036623
1093,0.13698939856434753
1094,0.12215081992603627
1095,0.14721169430717213
1096,0.09641850484331872
1097,0.05660665746804358
1098,0.01926028138358296
1099,0.12995501418474434
1100,0.08821918868512751
1101,0.09484076879728334
1102,0.05983157429068235
1103,0.07403681551381922
1104,0.09978754904539183
1105,0.07903676656776835
1106,0.0586546911510885
1107,0.04865215040503078
1108,0.06181482016202495
1109,0.08241729917396151
1110,0.062362754490852865
1111,0.051630717605902744
1112,0.040498222613872766
1113,0.05020581342182978
1114,0.04394466052770741
1115,0.042653908350880565
1116,0.0441982560924966
1117,0.05200529639119536
1118,0.041045862542941666
1119,0.043716269685387124
1120,0.032183605847766666
1121,0.021961271280386
1122,0.014436681365423287
1123,0.03778659632443339
1124,0.05781492826563633
1125,0.10201609960883426
1126,0.10897179535521176
1127,0.0931125714908512
1128,0.08689807984465645
1129,0.07661469940398022
1130,0.11736499795443223
1131,0.0383146230404632
1132,0.07958784398268885
1133,0.020065646177634212
1134,-0.03051140993099022
1135,0.07624774776437385
1136,0.018295266462704473
1137,0.0958519569370314
1138,0.06213847117511338
1139,0.022106999656700994
1140,0.003144547538174891
1141,0.03648288031702678
1142,-0.017908170443751096
1143,0.04758446543314954
1144,0.018804481089166644
1145,-0.00033700937000525136
1146,0.019544246193919316
1147,-0.0024572532899642067
1148,0.009162793982101899
1149,-0.0851061633195403
1150,-0.05142372237568814
1151,-0.06281826695334604
1152,-0.07185253057198884
1153,-0.06941877115202508
1154,-0.04334147987422628
1155,-0.06169256300164323
1156,-0.0698401305679843
1157,-0.06708047419141422
1158,-0.062491653105051934
1159,-0.04423391707088225
1160,-0.04352799665612587
1161,-0.026421613256647616
1162,-0.028387226766500066
1163,-0.0367635151646887
1164,-0.03628691071403126
1165,-0.04411979527832958
1166,-0.05463104892982259
1167,-0.045034650832130825
1168,-0.04495677415918478
1169,-0.04852493801279445
1170,-0.052688274828858836
1171,-0.051158465608912296
1172,-0.060633974824696145
1173,-0.07449984195742475
1174,-0.07460226477951512
1175,-0.06944814003924295
1176,-0.048924745237299505
1177,-0.07127545427857686
1178,-0.03430677555173216
1179,-0.03648732773856768
1180,-0.010059943734758854
1181,-0.05154908010663326
1182,0.039080309784681064
1183,0.10822149910197898
1184,0.043341718226940475
1185,-0.026667498266043796
1186,0.023241678064697693
1187,0.04534223983884787
1188,0.05123366469683281
1189,0.004416891437029604
1190,0.009745084440018734
1191,0.0086596974436469
1192,0.02463162464901799
1193,-0.04423958921478234
1194,-0.019832288831561865
1195,-0.035089221189433306
1196,0.02597435570460169
1197,-0.0009499715986681194
1198,-0.038212323160944583
