v_pams,v_C(condition)[T.2.0]:pams,v_C(condition)[T.3.0]:pams,v_C(condition)[T.4.0]:pams
0.3268657595828063,-0.22589626819868155,-0.3476300526017093,-0.6917398456988021
0.32263667477469976,-0.18651813630325298,-0.3566401825515549,-0.6822675255526048
0.3317123930488753,-0.19273526280649744,-0.3713911940504644,-0.6083525591650052
0.36528219222780733,-0.16941018044523257,-0.3824495040533421,-0.6094952190858652
0.39096109126810336,-0.20079724302057442,-0.3861422712032842,-0.6591709319311643
0.35425916229963855,-0.18365243306999873,-0.37433229492926384,-0.7265633051748267
0.32587638842717986,-0.16254542822953333,-0.3683825086973281,-0.6074647415007486
0.42213233206730033,-0.15685043963729473,-0.3641389178292995,-0.5746138942818063
0.43181759893580696,-0.1653561571274636,-0.36006250643264087,-0.5252107508322118
0.4419361859655329,-0.17634862750683802,-0.3525301246694503,-0.8448298282986992
0.4010705078945854,-0.1488856884036673,-0.37550361940300014,-0.5851772349878667
0.318494755756885,-0.16407368494153232,-0.37286324709282404,-0.5906075866418509
0.34489909751754444,-0.16985564693226854,-0.36785087076106776,-0.6554010215545534
0.3081856965568278,-0.15023032795908578,-0.3573633692216702,-0.6031679019355874
0.3396297861689388,-0.14747618133923784,-0.3450827281305415,-0.41092441556100634
0.3052323762834201,-0.13264369591525516,-0.3469810105171497,-0.5863263005123605
0.35994170775527684,-0.1144405978998313,-0.329667618042975,-0.5136554916219025
0.3075113542088989,-0.12399270217838151,-0.31439941404864946,-0.41668225783002755
0.34621137568001054,-0.12390097578951825,-0.3113461159249423,-0.40877993953461667
0.35438836388976375,-0.11946028104124633,-0.3106003090246818,-0.4503388108308856
0.36380941139623113,-0.1217156932313403,-0.3262536287664981,-0.4019788093618236
0.3335152133042193,-0.12076126412985669,-0.30714961614711495,-0.347029226683365
0.34970709094748287,-0.12215653568992878,-0.3049294359313719,-0.46908090289032484
0.3422238100526883,-0.1295644902824865,-0.30800506619371354,-0.3816700374314438
0.3023308902603466,-0.13397098593550488,-0.32058260501694374,-0.32235375703807573
0.3047611943971046,-0.13678655711032883,-0.3158415551118795,-0.32174174946273354
0.25065925096634323,-0.14269990867706664,-0.335031171678149,-0.5242835975981265
0.3243158730445025,-0.14286787690148772,-0.33753090995373164,-0.4388132883285141
0.26016097048802544,-0.14148612200021385,-0.34652667203774756,-0.4859167558599736
0.40167032960841714,-0.14952122610888596,-0.3596637461229486,-0.4410815280905543
0.33174634192636376,-0.14557371248064815,-0.3600682301319212,-0.5584366017959085
0.3716353946342711,-0.14908580928208826,-0.3516526418107093,-0.43036110038649866
0.3595384185316013,-0.1529463402708792,-0.35531514046529944,-0.4377768344312473
0.3894367736124343,-0.1524288731258487,-0.35071285266998803,-0.3049011890358321
0.3944114054713639,-0.13970265459073203,-0.352284075669338,-0.3065088527922786
0.4148375142003427,-0.1356090032086477,-0.35610163185613064,-0.3614215021360705
0.3930770377134854,-0.1238429186404911,-0.3624511213128892,-0.6014045759785027
0.43145920250636616,-0.11408330603248709,-0.3547555304887458,-0.4656589109709098
0.433416417535131,-0.10820570522236617,-0.35549128746118036,-0.436849399596428
0.283379387319572,-0.09529604378455585,-0.3572796210811926,-0.5091005822182693
0.30570641845976426,-0.09892180174047067,-0.3532639794816921,-0.46323545647089415
0.34683469933895805,-0.1061599253286043,-0.3556934011566282,-0.2994243629576314
0.3555848392737638,-0.1143432137773553,-0.34900882101635217,-0.27486990166721526
0.3974182835774415,-0.12087102759492756,-0.3357555506244774,-0.29777494799759546
0.36537892316272624,-0.12857334884925334,-0.32987128404582844,-0.26492751249229773
0.35938022798522395,-0.13313978754151157,-0.33519582346120547,-0.4604214882739647
0.3791009324896896,-0.06883363555708466,-0.3356273483823669,-0.35802577110812384
0.35672121852251415,-0.03826851338899186,-0.3401665664457589,-0.5410057132329513
0.3565959516980146,-0.041628499227799515,-0.3390825910242014,-0.4931355140140792
0.3935545746772135,-0.03926694817649332,-0.34319100695137256,-0.501812186010237
0.37067406569335243,-0.03438617297102294,-0.33907728769568907,-0.453565897877459
0.4060487562060312,-0.038186472331974815,-0.34362633487179906,-0.4425915578788303
0.4045188993788084,-0.02748003312122103,-0.34563076187815334,-0.3999419315547155
0.3562262112401037,-0.03625187762027338,-0.34821369809139247,-0.5103462413208699
0.28393191799008166,-0.010941334590643432,-0.35674285401531797,-0.34039805478694257
0.30187964380436544,-0.017107515728057163,-0.352302283785721,-0.34667076707710687
0.3032674742224608,-0.04412268772469171,-0.3468351918532284,-0.3028659610176843
0.29107632846922166,-0.02349890814200383,-0.34729396866754814,-0.3998770896914731
0.31332403143991083,-0.03782978893585757,-0.3439149619251457,-0.3283886048782566
0.36452253523254086,-0.09128492990760534,-0.33624080072222357,-0.28590455721566105
0.38512522932554666,-0.15063130902744665,-0.3350215999509875,-0.295119034654556
0.3880369150333801,-0.021318146760998212,-0.34380968972404696,-0.35203664751706276
0.37583237840756556,-0.028797961436477094,-0.34120721633407197,-0.2317912100977236
0.3928450372821827,-0.04119871251036951,-0.34160514959538557,-0.3873919342305814
0.3484871317840865,-0.06588864325762082,-0.35293119143961926,-0.27892001173158176
0.37959849534632545,-0.07106793111768729,-0.34358964285649596,-0.4750546868672899
0.3596068693358857,-0.040276998959217006,-0.33479704139368577,-0.5181028060820111
0.3322825444618751,-0.05918862057690569,-0.32859227382150524,-0.40529594760166904
0.3431812801807028,-0.06265715040571163,-0.3215464646876121,-0.7725027093790673
0.2797947306044736,-0.03689996686697328,-0.31977331508587625,-0.5493897374606151
0.3769154826638248,-0.05921846240566768,-0.32775930062096775,-0.5788256657300529
0.3862239588839806,-0.06723833747848855,-0.32444991067951007,-0.5791775472209625
0.3141747478765849,-0.06932905562158889,-0.3264411399145853,-0.3069952006058202
0.43372920495218414,-0.05945558833587741,-0.325227211053934,-0.5281732800971344
0.4113961721386016,-0.07681704024715935,-0.32913855288754423,-0.3345750745756103
0.42759719589209805,-0.08097066645833313,-0.3297074868081067,-0.5481247095294642
0.37713716164105465,-0.0626571514002332,-0.32469856291297916,-0.4939694746660095
0.4187278978026323,-0.052487910585230724,-0.3263118301848246,-0.5806897231755112
0.3115713376328714,-0.07550528177112245,-0.32917376326418346,-0.5769375832514725
0.24982955932774997,-0.06420291223599274,-0.3293349611237105,-0.4415030364442235
0.284630229473137,-0.0812573786944925,-0.3312588698674883,-0.44602939113577267
0.2543783682136061,-0.08818447963743785,-0.32538539606676026,-0.46302305518116127
0.4077845530495737,-0.09082493698640316,-0.3266034991776135,-0.59829674718959
0.33625653558776436,-0.08540438069848445,-0.3274572867948809,-0.44634238312610935
0.3432009694704908,-0.08283332616134335,-0.33159640548616043,-0.2744662465117633
0.3497215552732607,-0.0906200774314557,-0.33295332235014047,-0.30876801655841957
0.345002693945113,-0.07056979551578631,-0.3343870840596684,-0.43242131062049793
0.40069220920424825,-0.07120920579080424,-0.33126995175798274,-0.41875886667336654
0.35123460870347645,-0.08693568575199069,-0.3349075925137782,-0.8371137662934575
0.2845991344464424,-0.07961077961201116,-0.3379057177777208,-0.36302411323663075
0.3247896048189049,-0.08213818432022528,-0.34321959818654635,-0.1607007729394484
0.29059177657854374,-0.10565293506939889,-0.3327975421687984,-0.15371279826996462
0.34306791218594995,-0.11200915970032103,-0.32576766005370544,-0.3682858976418297
0.381995425300019,-0.11138840269262162,-0.32814647357554544,-0.5140830365289978
0.2722710074701745,-0.11498528156903569,-0.3156841355486374,-0.4947786324241497
0.2732880543232975,-0.10888268790585034,-0.32229092246260604,-0.47451657321884416
0.31909203223178606,-0.11387357800865164,-0.3364587849834815,-0.5430748123171474
0.3429020721242664,-0.1215790723191515,-0.3437737652362586,-0.3843846504341846
0.32532377904909754,-0.1265604956036746,-0.34156081095370877,-0.4523607215126322
0.31488155614722885,-0.12794865908029568,-0.3374014150505747,-0.39419834435703593
0.29395524727999567,-0.12462210808289932,-0.3291814358759095,-0.2503006909543911
0.28749256899764003,-0.12107683274767783,-0.3394737573356478,-0.3460026252923782
0.347909008218873,-0.12397381469031654,-0.34815670586301195,-0.3313538997376667
0.33561861225747297,-0.1287552016239141,-0.33988285540128454,-0.33158541346347414
0.40269545872022267,-0.11632352102610308,-0.3310572205677699,-0.34951768002272754
0.42855247530915314,-0.11493332325298102,-0.33394461707015927,-0.6158278931797301
0.40509932508229757,-0.1281163446223638,-0.3332789254088542,-0.45261773201830297
0.4271871675186754,-0.11210302967696897,-0.2872647478780151,-0.4488828621873718
0.38929592483967795,-0.11783657276033292,-0.3101755147578008,-0.6560506178279358
0.3755507856755664,-0.10794178870713647,-0.3401497720275444,-0.5926435875319023
0.3132367529914405,-0.12429781749964425,-0.36748308524147805,-0.537644253001154
0.3526950946510616,-0.12145410939370581,-0.3634597088735298,-0.45149127871356926
0.3221541736282417,-0.10129081092326453,-0.36245439887027164,-0.3513588587818373
0.29472199084153106,-0.11832061026434815,-0.3701627492962511,-0.43539077267760845
0.3622798795885977,-0.1108282126441423,-0.36422901777367933,-0.33438150799377975
0.45500064672530555,-0.10270653459823569,-0.3646702190101008,-0.35212128113966135
0.3942129140314156,-0.09666601517012853,-0.35637823504840394,-0.4269449182114765
0.28182953523071297,-0.10188436581446561,-0.35530535534276847,-0.4532681521002638
0.3436363355793355,-0.10355868016813001,-0.3473599515696171,-0.15877452986050866
0.25434227288728656,-0.1059352834098638,-0.3555308261731202,-0.2873471358895858
0.2369358900595715,-0.10502289249472507,-0.35288734832029317,-0.477088880897507
0.2900376183122429,-0.09445763677678334,-0.34704941108556014,-0.517109873089893
0.22047549057889088,-0.09185810752823405,-0.33106991733446345,-0.5501892470392183
0.28327226944959893,-0.11066142542534402,-0.3487747648868685,-0.4253389259141081
0.19654921791765195,-0.13343251092881986,-0.32979736668173076,-0.49910225255988083
0.1881924146249947,-0.133875443433708,-0.3389193090034226,-0.36386226938319005
0.20414373910570519,-0.128572647030316,-0.3495403150619203,-0.38768622122485386
0.3052159250738536,-0.12186885600946613,-0.35728386249279975,-0.48464866062934703
0.37981662035326164,-0.12272381065967872,-0.37376962448244544,-0.5583431199034113
0.48181374702462615,-0.11576024514850147,-0.3607805193869749,-0.5437342941995544
0.41724319982282193,-0.11505631134645773,-0.367570978989603,-0.5106280999536945
0.2973859811436635,-0.10129160266643616,-0.3759028858277973,-0.48114107708671383
0.24670820515174274,-0.10541496896990121,-0.34383068893701174,-0.35064138409531237
0.29642265177756,-0.10811780852413636,-0.3865184140111186,-0.40998088430139445
0.22915420942813736,-0.10647667334880151,-0.35301968350136903,-0.35804450442228486
0.2940155057145894,-0.11083756804480761,-0.33960390596528117,-0.37956100347149624
0.35198589744249253,-0.10834573839232878,-0.33020518761060963,-0.3165388199841015
0.22230181938343233,-0.11413501010731622,-0.31957062392537156,-0.22537912338220606
0.3508335213734931,-0.11017712719167441,-0.3191944907237258,-0.17935060071165965
0.36618001739995265,-0.11788123503445916,-0.29819219448706646,-0.2509676910877348
0.18405537166013644,-0.11057086058463837,-0.31315011864596287,-0.3678166196047327
0.2947360988418532,-0.11740354270283723,-0.2931316764100637,-0.38931586213085156
0.3051810628908038,-0.11074281669059287,-0.2854966390057064,-0.35882910787022465
0.36726255366735433,-0.11369758990399609,-0.30131996342191436,-0.400820865557977
0.30459850247954084,-0.12214213263957983,-0.31333934031418037,-0.408510855379584
0.3314222686573892,-0.12692860644915083,-0.32509112238776167,-0.43342040451865926
0.3458401112555346,-0.12354583020685558,-0.3446219120443356,-0.36636236017743795
0.2723226548796972,-0.13459923153120748,-0.32863548122485114,-0.4830992520458297
0.38289538185829974,-0.13200869173195207,-0.3460260699678166,-0.46147192788436364
0.4572837501770227,-0.1355515299002722,-0.33600039696204614,-0.6033743411499105
0.39720566993957923,-0.15279547014693362,-0.3014120184058348,-0.5642952603110029
0.42942395934802446,-0.16683424552408488,-0.3270667937083745,-0.4464698420464792
0.48929376611879105,-0.16304792812603408,-0.33124215111787714,-0.557478927723019
0.3400136822025406,-0.13477727286211066,-0.35088361432144544,-0.5910698041145342
0.23566511556703068,-0.11600129566758598,-0.3703770262035348,-0.40553987331409347
0.3106232454500103,-0.12740562239322362,-0.3506472513267443,-0.42756526027511693
0.37364538127111613,-0.1417721026821855,-0.3032386973426756,-0.3753889802490734
0.39255931794468335,-0.12455250788212287,-0.28461649697754,-0.5890726507414629
0.3482739794283751,-0.11490140971782077,-0.2725303456369082,-0.5121479878470153
0.4044766451112185,-0.0949425425544647,-0.27140699277282854,-0.4727293403988435
0.3156857226480896,-0.0992640081943502,-0.28238620147027277,-0.5540880480147904
0.3311586240590727,-0.10161662981127231,-0.27756533431515124,-0.5050013998915194
0.3506722467773535,-0.07866697744823543,-0.28044176077812544,-0.42316130915640243
0.34970357551083175,-0.09110966659633624,-0.2671701428355234,-0.4067840362347818
0.3297099717859621,-0.08728105073692678,-0.24984688907867508,-0.4669397990436466
0.4114113385487085,-0.10096124968010003,-0.2691239838681953,-0.462606867914662
0.34713144110516436,-0.11210794589484731,-0.27924737375112374,-0.3829267063894997
0.33724542307180444,-0.11813507800688777,-0.27606311786109844,-0.5429693257152437
0.4022242375496481,-0.10485955237726323,-0.29843598754154055,-0.5261770312857594
0.32685997383969706,-0.10704617313670263,-0.2923886565564506,-0.44408108206469543
0.3027938820167856,-0.10048422553037438,-0.2814972883878194,-0.30824057816656436
0.3669084639161362,-0.129525007543248,-0.26958200609933525,-0.5155748845896413
0.3627250550614782,-0.10869423458184678,-0.25932445243519997,-0.4446469955145094
0.30272756746070684,-0.13467349902141376,-0.2955417633787239,-0.35098535669986547
0.28136441216250546,-0.10810771824938684,-0.3100292375504751,-0.2382298465863587
0.2295788535589398,-0.10512001563477445,-0.30501682854783646,-0.5097194055640103
0.40807180291445927,-0.1323068231901035,-0.3016925120603382,-0.48718820438113647
0.30450913657721923,-0.20555584264142845,-0.31287606441524124,-0.44800936390767837
0.36674453261354234,-0.22149651776955298,-0.3090482491211454,-0.48999337680011745
0.4048633744070145,-0.20014333496714126,-0.30441738582094263,-0.24336226031967406
0.34705723042161185,-0.22061945733781085,-0.2864308979032296,-0.4513084146651786
0.31593853684362655,-0.21349407046746544,-0.2671510471247688,-0.47539363574319815
0.346763142938196,-0.20560602930184801,-0.2566383142917706,-0.43327814519207425
0.3468009466364512,-0.20481643650300527,-0.24439474396803212,-0.464081988587742
0.3661269064315601,-0.20382957730838835,-0.23839326944138858,-0.492110758848376
0.3851511689840509,-0.22064058168648956,-0.24035875411422905,-0.4978523409251386
0.37486455788973305,-0.18644575989770423,-0.23243717993356855,-0.487175997145717
0.36249941548965914,-0.18750220604274756,-0.2350654936145607,-0.5852721772085094
0.37000155704817445,-0.18592871329478255,-0.22610586940651095,-0.44525889673346175
0.36635287306792047,-0.1837495093587698,-0.2350938876035219,-0.384654276239378
0.30231961352729786,-0.20004340383124,-0.23446087629505946,-0.2536130622619722
0.2730189650660244,-0.19050208205844413,-0.24123080441136674,-0.3245021346000428
0.24961046393567707,-0.19779276936830695,-0.24301758651321775,-0.5167638466514467
0.31565994792715,-0.2131278648285472,-0.24145738218305884,-0.4156075141340463
0.3641574671664003,-0.21039605360893204,-0.23603779062472346,-0.5275710319418583
0.3466987421151486,-0.22129345468219716,-0.2599554303905434,-0.36886777894426287
0.3404992412224939,-0.22519161180483263,-0.27908006602330615,-0.34404397213975135
0.3133652179088986,-0.2123055924318699,-0.3127368422484655,-0.3021477467188574
0.33275551995731434,-0.22855518996917537,-0.32167499561072044,-0.5807393935277929
0.3714354106977687,-0.21631284161549227,-0.30229594015691774,-0.42062746807138157
0.3353869140938698,-0.21095554428751023,-0.3137137349179223,-0.6672379590445094
0.3207992677905133,-0.21096718885593682,-0.2956491997175839,-0.5491647451237542
0.2943920439556855,-0.2504566938668688,-0.2711860150697121,-0.4583664754061649
0.3230072694784922,-0.23682875168320722,-0.24794226621673435,-0.48781518752466124
0.3379806355846065,-0.2075248936519194,-0.26833429678062704,-0.5900507883351102
0.35426369499441157,-0.18370237145407628,-0.27527042615625535,-0.5182819416409133
0.3110576132376196,-0.19894667063053395,-0.24241377844244316,-0.4176146843453024
0.2929206567790904,-0.22848169352363049,-0.23107995603771708,-0.2560260843255008
0.24630763615334372,-0.24751960671680082,-0.2577945712761676,-0.6414717436440389
0.35071218093245793,-0.2119251757812458,-0.2590390608405473,-0.4838866025102033
0.3018284231111136,-0.19137676295023176,-0.18101434202836444,-0.45419658758290693
0.38376798184759675,-0.2040266004829957,-0.13967258529259535,-0.43660283571220504
0.38573650778623797,-0.1416188804479932,-0.15389737036459067,-0.6187157830214481
0.3494900289393491,-0.12159632247613004,-0.1035487147824196,-0.6121415021064668
0.35276341827159985,-0.13819706142289273,-0.11559732851782792,-0.6858475032475829
0.3189832221452989,-0.22965548999127755,-0.10329697799963243,-0.7036208318417111
0.31280168876800785,-0.22837169956463896,-0.1400932349399204,-0.5623834914253242
0.3505794591832588,-0.1886968634050191,-0.10909441922126703,-0.48766559418912686
0.29212080078447655,-0.12455995514469662,-0.12397553268174391,-0.46843699103900366
0.2362574364485272,-0.21833058747283607,-0.1087036619626967,-0.5016329736544518
0.2623912803300414,-0.1948528186422832,-0.15000661236909363,-0.3567965519401749
0.2825223060205877,-0.1758291105133764,-0.1725963819517255,-0.3629136259510485
0.27967187285458817,-0.17200935823992725,-0.2025292815767636,-0.4472128253373354
0.3101695581373676,-0.2281707501924548,-0.188107527282026,-0.42222884798369764
0.3097145293549125,-0.17648557217659264,-0.2193996635237418,-0.38875871759394004
0.34531801389809397,-0.20507002878772512,-0.2219239197228499,-0.3260762227432617
0.31468938154446324,-0.2002533368055473,-0.19938131851018076,-0.2903154896728849
0.3443206776081389,-0.1478668227428884,-0.25161119254730363,-0.3510005234202285
0.323408933944282,-0.18765962825738394,-0.30475900435771885,-0.3533078847981353
0.3252661518814016,-0.0775837940239465,-0.3105078036587336,-0.3992142406240518
0.3583851062025998,0.017598214773991344,-0.35239159741074,-0.3397825802125597
0.2529847262503674,-0.0869496945859794,-0.3199106279567531,-0.3507084387306664
0.2485054194814804,-0.1445355648499664,-0.3098590507446245,-0.4746158729028883
0.3004811673733678,0.017100673307995327,-0.2532389677030791,-0.2900260516477501
0.193375247773736,0.022273992103979838,-0.20201910412853022,-0.24993119422257967
0.2486741211154262,0.00692485039644439,-0.18664092595444412,-0.08594971453791164
0.19173306612075516,-0.038413310466215815,-0.1700717678995013,-0.25884892727461506
0.2348443754224446,-0.0688465225664716,-0.15692794214618974,-0.29118976453239276
0.21677468378061718,-0.02847716861560352,-0.09832693159502578,-0.24146462951996284
0.16795047927226758,0.06852230237846135,-0.16244807092033692,-0.3836704632966874
0.28702953915802676,0.007786617255129302,-0.21781451779644223,-0.38466325078836616
0.2544933623307937,0.02485554842544621,-0.18583283482742177,-0.3010608957311328
0.2631476470203957,0.034701084398349506,-0.19080860663537774,-0.3481223908289369
0.1746706208179672,0.05700370458366181,-0.14197433074586144,-0.4294604192297001
0.19298940386045793,0.01616882004737779,-0.16769680948440685,-0.41538663100768464
0.255094202602532,0.037547309233666656,-0.19235167928236704,-0.45337124634265946
0.27110120438346436,0.037107532575863335,-0.1644333715888836,-0.2376260519275296
0.25011430776963733,0.03594840712119624,-0.14340764915090004,-0.24311699797725708
0.22575377813010025,0.05222032125137584,-0.11536459318715633,-0.17691294326798565
0.23961116952384875,0.046843513708404595,-0.13310116332703817,-0.26404907334544814
0.1690229986971141,0.04822673694387937,-0.15796826770684824,-0.3701777608049616
0.21455705757197818,0.02708793529714362,-0.1486954645719057,-0.41012011391276537
0.17693823390553542,0.029244212787405906,-0.19522139343084566,-0.1859585977810192
0.2502091325873525,0.03167692068580581,-0.18016380608171506,-0.3739586938563559
0.1307545041442179,0.05639204322042364,-0.16091628100812388,-0.304486502086861
0.1648025484816715,0.023722727338268176,-0.12552947958120111,-0.19986728058467698
0.15215373151191197,0.011009931754680142,-0.1240953144067529,-0.2923469166998812
0.07358351929276022,0.010846537533812683,-0.07422285657872801,-0.04834369406190747
0.1279513011258744,0.006438118010018985,-0.03948381432877418,-0.35634885545199
0.1623825512751595,-0.01374022284007013,-0.032253531935813165,-0.22673121452859105
0.15831392475499462,-0.013401380756113235,-0.05640213269037682,-0.3189315583538171
0.15334962102622612,0.00451148061908135,-0.06275007330550296,-0.10819359933555352
0.23675956891623404,0.0002507709550613616,-0.06283954852179399,-0.34602065921484615
0.15644816319007,0.0022878962618816416,-0.06342615496967138,-0.3387678052890821
0.10529564215905554,0.005465546560260442,-0.0724243815185315,-0.4215854801243798
0.11056703037277665,-0.00444472682845461,-0.11337944158378992,-0.3849037175374501
0.18949629727289097,0.008516833298295067,-0.11767226884464486,-0.45712069104480074
0.1437218017398499,0.004746757403587241,-0.133860026732002,-0.42973818472506725
0.17310736693455692,0.015075036186645071,-0.11888721731988208,-0.2795507474468489
0.2470956858302692,0.0043273449991741465,-0.11199659221673793,-0.26775847572961803
0.2457438553358439,-0.004688883048687338,-0.09614101527531198,-0.535069703588317
0.2643671324043876,0.002119613472277092,-0.09706598161356779,-0.3169123627793965
0.3312244654567687,-0.0017193194141225635,-0.10717555135800096,-0.3820740755064853
0.2437927968620643,-0.0006519825114709998,-0.07858032327109045,-0.3927615992465615
0.2692251270573275,-0.021626799423760546,-0.06421461604542666,-0.3429815989377589
0.26124699366660176,-0.02520765346139854,-0.025997237654421444,-0.41542607248740415
0.31736230407277316,-0.013576228115145802,-0.08981917365723392,-0.4874754398546916
0.2551155728843821,-0.0009694600660808258,-0.11166663118909284,-0.3958895506253731
0.25660996368389655,-0.008752524342843196,-0.07634113544100393,-0.36735809405306286
0.21021804696468094,-0.023626051669485053,-0.014498947152465184,-0.4100751317081908
0.193525799586834,0.011709956710619505,-0.11239913755889488,-0.40315311271692866
0.19351484630030982,0.007328092485698379,-0.0899663064970141,-0.340044567540584
0.21622884584774513,0.025066674211968,-0.16562576570016113,-0.36921012543688636
0.2177274697464145,0.02983145900431986,-0.13297389608981192,-0.2578335807407124
0.15425210285233465,0.05176008358030995,-0.10342166804597248,-0.31547942421035624
0.18600313304718927,0.017594953005612545,-0.12366700457073156,-0.4077916816935019
0.1845499055696924,0.02865755754419105,-0.10556492506641632,-0.3628763459288994
0.1584904195470226,0.03943134976514429,-0.17204700397875128,-0.30917529541790545
0.21329956483669849,0.012890396440068685,-0.23713606816480848,-0.4009834025653879
0.22927302786275588,0.02611215061823391,-0.17554564994244895,-0.2921030889320762
0.3222189026035669,0.022353606726309698,-0.16681800087476523,-0.36050153046166034
0.22825590077535007,0.038986673356910244,-0.17574644938518405,-0.2979844358471877
0.2250246767361168,0.027280133505374518,-0.16489057313949404,-0.2499191390303618
0.19260608344344482,0.03108455563186902,-0.11138941314211899,-0.3679925988203798
0.18343045374012168,0.01346331405801662,-0.08586928935245426,-0.4667536354483455
0.150864848250626,0.049049890611350455,-0.11757948000575327,-0.44465172327194435
0.18697368111221108,0.016863076364487493,-0.122618003631791,-0.25785913443361613
0.15628079821423335,0.025906333667323214,-0.07517387331943964,-0.1458887468789892
0.15575036438995649,0.03936077251184658,-0.0683317954026299,-0.13067962526681193
0.19927531547568,0.03351995901553646,-0.06284507844886683,-0.24086195839956784
0.2346247371374648,0.03080167594838364,-0.05218093161016197,-0.28495758981972463
0.22408156627479203,0.02601194646884387,-0.013093074919496343,-0.25576294592093085
0.2038715090276268,0.0324251205917621,-0.08874531542207964,-0.49296479913198665
0.21806808725551952,-0.09068967940546394,-0.042461971883971404,-0.6532268267385609
0.2281779237012982,-0.10944345313492715,-0.10845773423685673,-0.4365290147263675
0.23683941345237577,-0.0770649562525886,-0.10951509636327822,-0.3262052018162328
0.24957244202297163,-0.051976093874808574,-0.07405562853209657,-0.31706776763926514
0.2120367441568962,-0.027147529730287015,-0.03588234831720131,-0.45593819741860664
0.20802809216170395,0.02322762425757844,-0.10373167341310313,-0.379465687709238
0.1824110047347038,0.09388045185748356,-0.15350264782700218,-0.41100244867600777
0.17212680280102916,0.09318570270995083,-0.016015951011287465,-0.30281708649186884
0.18557042350800418,0.12807495285879958,-0.18547521153287846,-0.4093205578277993
0.19936074005361376,0.13237108029738842,-0.24514383312790314,-0.28926812827709447
0.15984009049579523,0.07176466707368401,-0.12570092371809038,-0.32605136087532355
0.20143857313378274,0.061914945612423625,-0.17892864597507008,-0.38358878862063134
0.19147899201944563,0.11194891453615925,-0.1434959187200778,-0.38137218964359376
0.23795043842152575,0.0788889561995298,-0.11163471050502258,-0.28369009591957234
0.22227916360482988,0.06932973517531238,-0.027470877742489644,-0.3472936909348909
0.21105097871474332,0.039650246774069114,-0.18622346424008254,-0.2590059268180914
0.18839909318214373,0.0455526357592806,-0.19335147004559483,-0.410212724164449
0.2509542465223689,0.06224696740243646,-0.21822295187173593,-0.37232336397633126
0.2556268452556462,0.10303831839357507,-0.12783406431737993,-0.33796743350525527
0.25154472313008325,0.07141884936656782,-0.03596531029564658,-0.4109734643103786
0.21100449007188674,0.04751295297917675,-0.1119228441875724,-0.42480683691542415
0.21618635442685444,0.02702775362437685,-0.17725468199631314,-0.3019352124634722
0.19940732147338058,0.02981830103839173,-0.12246172447330841,-0.20653700170196798
0.1962557331968808,0.04339438185242851,-0.23393543498543887,-0.06584019632665897
0.2028350361002475,0.07569368967725158,-0.18670251027019452,-0.0920986927562059
0.16990492036302374,0.10614288233079092,-0.22901221322941123,-0.0661280518018134
0.19424611294826696,0.09065010836346926,-0.18217897492228932,-0.23736204557679336
0.17497137386673756,0.08196253827879156,0.017377265664696363,-0.3212213335095843
0.22811717155571942,0.08517237181617328,-0.1387876906299123,-0.30266561727834934
