subj_idx,condition,rt,response,ams,pams,slps,ams_quantile,pams_quantile,slps_quantile,ams_bin,pam_bin,slp_bin,bin_id,ams_bin_cpp
sub-08,1.0,0.200278999982402,a,-0.5337028841396129,-0.3302469195322524,0.7293910347005967,2nd,2nd,4th,-0.3243403081796751,-0.3446643977538662,1.203601748734519,239,-0.5343244615877116
sub-13,0.0,0.315575600005104,f,-0.5335327424001001,0.6767767358682399,-1.4387159697023435,2nd,4th,1st,-0.2570992805900073,1.2307748757643735,-1.23506634577786,239,-0.5343244615877116
sub-16,0.0,0.384951999993064,a,-0.5333502062221471,0.0597343278309059,-0.3001527611212695,2nd,3rd,2nd,-0.3013180765951337,0.3013667450546538,-0.2708416524066583,240,-0.532152236940726
sub-02,0.0,0.375407,a,-0.5330608977663297,1.4440810594350788,0.4149067032891999,2nd,4th,3rd,-0.2936608997460455,1.2948222905815872,0.3687211452757045,240,-0.532152236940726
sub-13,0.0,0.463714900004561,a,-0.5330398617081278,0.3421514908844008,-1.263821101138026,2nd,3rd,1st,-0.2570992805900073,0.2993965196826416,-1.23506634577786,240,-0.532152236940726
sub-13,0.0,0.254781499999808,f,-0.5327054137879881,0.7008810236317955,0.955802287573414,2nd,4th,4th,-0.2570992805900073,1.2307748757643735,1.3974322700713318,240,-0.532152236940726
sub-11,1.0,0.387263600016013,a,-0.5325475549573379,0.4500696080734364,1.023419986774523,2nd,3rd,4th,-0.2943930393565259,0.3108360557040671,1.3610642170891087,240,-0.532152236940726
sub-11,0.0,0.527752700028941,f,-0.5324409651510529,-0.4365679695070069,0.8719301363997269,2nd,2nd,4th,-0.2943930393565259,-0.324124801429163,1.3610642170891087,240,-0.532152236940726
sub-06,1.0,0.526261599967256,a,-0.5324328378103453,1.716127669990476,2.2485207432262313,2nd,4th,4th,-0.3652817973137802,1.2136408436969823,1.2743937791506856,240,-0.532152236940726
sub-14,0.0,0.297172399994452,f,-0.5323336980199005,0.2306443578123773,-0.6886695411255793,2nd,3rd,1st,-0.1779183217870953,0.3172911180222119,-1.350663913122489,240,-0.532152236940726
sub-20,0.0,0.394651799928397,a,-0.5322265332650933,-1.1154032384239938,-0.4557120181393902,2nd,1st,2nd,-0.1632792506537486,-1.370887691425796,-0.2584277149429773,240,-0.532152236940726
sub-11,0.0,0.265881199971773,a,-0.5322094082396589,1.7899359785500215,1.6683825445627884,2nd,4th,4th,-0.2943930393565259,1.258713733330292,1.3610642170891087,240,-0.532152236940726
sub-11,1.0,0.244837800040841,a,-0.5321384445029521,-0.754885769458587,-1.027653677764733,2nd,1st,1st,-0.2943930393565259,-1.2454835283352628,-1.0399546118655345,240,-0.532152236940726
sub-19,0.0,0.536126699997112,f,-0.5321121506673044,-1.4363990311067163,0.2310851631282175,2nd,1st,3rd,-0.25774671070869,-1.2343047440630983,0.3718381688319701,240,-0.532152236940726
sub-03,1.0,0.4438219,f,-0.5320493760493598,0.7788585334480245,0.0206738583399544,2nd,4th,3rd,-0.3083392957261243,1.2974976574250376,0.340384711170971,240,-0.532152236940726
sub-07,1.0,0.279381499974988,f,-0.5318486656488444,-0.5120362690421807,0.4732853280446317,1st,1st,3rd,-0.8900980656666287,-0.7017416724813618,0.4345393507475761,240,-0.532152236940726
sub-19,1.0,0.333300500060432,a,-0.5317131134761035,0.0149488638588436,-0.2458436142444779,2nd,2nd,2nd,-0.25774671070869,-0.279487052748871,-0.2393331092831689,240,-0.532152236940726
sub-01,0.0,0.4792569,f,-0.5316502544457146,-1.498983628742439,-1.1876961476012886,1st,1st,1st,-1.217328000755635,-1.2252449397856893,-1.2514744014158337,240,-0.532152236940726
sub-07,1.0,0.267457199981436,f,-0.5316224768154857,-0.5594532967219559,-0.5364582273290271,1st,1st,2nd,-0.8900980656666287,-0.7017416724813618,-0.2656066154300783,240,-0.532152236940726
sub-16,0.0,0.567261700052768,f,-0.5314559537727576,-0.8172441447187431,-2.891410138485684,2nd,1st,1st,-0.3013180765951337,-1.223261614323064,-1.296676604691821,240,-0.532152236940726
sub-13,0.0,0.372976200000267,f,-0.5312503397324505,-0.4944961897616732,1.8684783880449691,2nd,2nd,4th,-0.2570992805900073,-0.3052191826869085,1.3974322700713318,240,-0.532152236940726
sub-10,0.0,0.27545720001217,a,-0.5308565867755672,-0.4085934433975543,1.0988279553061937,2nd,2nd,4th,-0.2897862971347243,-0.3258980398164006,1.305134776379986,240,-0.532152236940726
sub-12,0.0,0.275226500118151,f,-0.5307516800651042,-0.7272800217636786,0.2698850157837966,2nd,1st,3rd,-0.3203471954050166,-1.2741254795696326,0.3336677956987596,241,-0.5286442687986814
sub-17,0.0,0.354118100018241,f,-0.530076151515406,-0.8435496353172128,0.1770920193903831,2nd,1st,3rd,-0.2401817108081558,-1.2240855161984534,0.3311913639702701,241,-0.5286442687986814
sub-20,1.0,0.427099300082773,a,-0.5296793493536909,0.7554836964582885,-0.336648141951294,2nd,4th,2nd,-0.1632792506537486,1.1368401161754205,-0.2584277149429773,241,-0.5286442687986814
sub-12,0.0,0.268787999870256,f,-0.5294695000680082,-0.6939194491045038,-0.9305237560065108,2nd,1st,1st,-0.3203471954050166,-1.2741254795696326,-1.3061683226771343,241,-0.5286442687986814
sub-11,0.0,0.375698499963619,f,-0.5294557776410139,0.0753778897704624,3.152799880234039,2nd,3rd,4th,-0.2943930393565259,0.3108360557040671,1.3610642170891087,241,-0.5286442687986814
sub-16,0.0,0.318895800039172,a,-0.5293947086925697,0.9883777962662712,0.431481996485799,2nd,4th,3rd,-0.3013180765951337,1.3211933562540663,0.3880503029157089,241,-0.5286442687986814
sub-02,1.0,0.21092,f,-0.5293660688025348,-0.3491159033787681,0.5057204474365882,2nd,2nd,3rd,-0.2936608997460455,-0.3206198077048873,0.3687211452757045,241,-0.5286442687986814
sub-20,1.0,0.811525400029495,a,-0.529302336206879,1.3446549510056425,0.4123168132337569,2nd,4th,3rd,-0.1632792506537486,1.1368401161754205,0.3415061287448191,241,-0.5286442687986814
sub-12,1.0,0.320148100145161,f,-0.5287987140082063,2.1343858095293484,-0.951597541525533,2nd,4th,1st,-0.3203471954050166,1.2811301155776864,-1.3061683226771343,241,-0.5286442687986814
sub-07,0.0,0.242891000001691,a,-0.5287129119106528,-0.3194518677825479,1.1728722460494936,1st,2nd,4th,-0.8900980656666287,-0.1980588736977579,1.2158635162430274,241,-0.5286442687986814
sub-06,1.0,0.426033600000665,a,-0.5281077337244683,-0.2019567637400053,2.42485377544889,2nd,2nd,4th,-0.3652817973137802,-0.2943167877849511,1.2743937791506856,241,-0.5286442687986814
sub-20,0.0,0.369105000048876,a,-0.528023518598741,-0.3621460899745603,-0.6066264773995941,2nd,2nd,2nd,-0.1632792506537486,-0.1328770653560337,-0.2584277149429773,241,-0.5286442687986814
sub-11,1.0,0.274221700034104,a,-0.5280234445213455,-0.5254389811787593,-0.34581034133341,2nd,2nd,2nd,-0.2943930393565259,-0.324124801429163,-0.4700966070251631,241,-0.5286442687986814
sub-14,0.0,0.400724099978106,a,-0.527946816943173,0.2792799342561317,0.2015349965623171,2nd,3rd,3rd,-0.1779183217870953,0.3172911180222119,0.3963992500205547,241,-0.5286442687986814
sub-06,1.0,0.416749100026209,f,-0.5277528165525854,-0.9115837858285812,-0.9441095507159456,2nd,1st,1st,-0.3652817973137802,-1.3667707029755272,-1.221473399006458,241,-0.5286442687986814
sub-01,1.0,0.4137949,f,-0.5277471645463221,-1.1803643365134324,1.236886566781085,1st,1st,4th,-1.217328000755635,-1.2252449397856893,1.2849082299077648,241,-0.5286442687986814
sub-13,0.0,0.287502699997276,f,-0.5276643869317288,0.7378648063328033,-0.195346076350503,2nd,4th,2nd,-0.2570992805900073,1.2307748757643735,-0.3892423808585573,241,-0.5286442687986814
sub-02,1.0,0.2569792,f,-0.5276523124411072,-1.4837936054989769,-0.4866023087832797,2nd,1st,2nd,-0.2936608997460455,-1.253763012579976,-0.1394768399378666,241,-0.5286442687986814
sub-18,1.0,0.391049399971962,f,-0.5275327250690914,0.4858980204565319,1.2614383378934142,2nd,3rd,4th,-0.3205457873121746,0.3461076285595179,1.3004980638498875,241,-0.5286442687986814
sub-14,1.0,0.348131599981571,a,-0.5274272583809992,0.2888817259682066,0.6749495479869675,2nd,3rd,4th,-0.1779183217870953,0.3172911180222119,1.137006482427555,241,-0.5286442687986814
sub-19,0.0,0.226279300055467,a,-0.5273417967657251,1.211689305751509,0.0233177853258974,2nd,4th,2nd,-0.25774671070869,1.208441219750038,-0.2393331092831689,242,-0.5253756588093164
sub-11,0.0,0.220140999997966,a,-0.5270638491767489,-0.6770302639186573,1.1909180136322215,2nd,1st,4th,-0.2943930393565259,-1.2454835283352628,1.3610642170891087,242,-0.5253756588093164
sub-01,1.0,0.2652071,f,-0.526985280603544,0.2633003987595165,1.6973277015827,1st,3rd,4th,-1.217328000755635,0.3160291409600362,1.2849082299077648,242,-0.5253756588093164
sub-13,0.0,0.53425939999579,a,-0.5269833164275151,-0.8351145750467803,-1.315584946429423,2nd,1st,1st,-0.2570992805900073,-1.2249780912623476,-1.23506634577786,242,-0.5253756588093164
sub-18,0.0,0.441598400007933,f,-0.5264348957168733,1.1365466004069469,0.2528417965030044,2nd,4th,3rd,-0.3205457873121746,1.1724944238215511,0.2341913761528105,242,-0.5253756588093164
sub-03,0.0,0.4099902,f,-0.5256452216045163,0.1504376311816548,-0.6286012092782187,2nd,3rd,1st,-0.3083392957261243,0.2013397608808159,-1.2221655265730949,242,-0.5253756588093164
sub-19,0.0,0.374090200057253,a,-0.5253885764608078,-0.4125326222330327,0.4996537653942655,2nd,2nd,3rd,-0.25774671070869,-0.279487052748871,0.3718381688319701,242,-0.5253756588093164
sub-18,0.0,0.632729000062682,f,-0.5253859315248068,-1.568130866420644,-0.9200581031525704,2nd,1st,1st,-0.3205457873121746,-1.30368509082108,-1.1711749946054466,242,-0.5253756588093164
sub-07,1.0,0.282163199968636,f,-0.5253060748324673,0.073690893063192,-0.015423754037063,1st,3rd,2nd,-0.8900980656666287,0.1447596739619229,-0.2656066154300783,242,-0.5253756588093164
sub-16,1.0,0.377787700039335,a,-0.5252494313135925,-0.8763662320214989,-0.1321610013942971,2nd,1st,2nd,-0.3013180765951337,-1.223261614323064,-0.2708416524066583,242,-0.5253756588093164
sub-18,0.0,0.470671899965964,f,-0.5252107740240067,-0.5001324560995682,-0.807108485412891,2nd,2nd,1st,-0.3205457873121746,-0.2143338919288813,-1.1711749946054466,242,-0.5253756588093164
sub-09,1.0,0.18587310006842,a,-0.5248972256100771,0.2860201443930529,0.7809824335896688,1st,3rd,3rd,-1.092747288072189,0.2664681581517543,0.4415262046053175,242,-0.5253756588093164
sub-14,1.0,0.404376799997408,f,-0.5248764265257382,1.722173483248493,-0.8974656027181631,2nd,4th,1st,-0.1779183217870953,1.255173993046745,-1.350663913122489,242,-0.5253756588093164
sub-11,1.0,0.301771799917333,f,-0.5247741748439594,0.1874846312705625,-0.9026352546798972,2nd,3rd,1st,-0.2943930393565259,0.3108360557040671,-1.0399546118655345,242,-0.5253756588093164
sub-16,1.0,0.459258300019428,a,-0.524544076103432,-0.2154387405749225,0.1485720736363379,2nd,2nd,3rd,-0.3013180765951337,-0.3938858249753763,0.3880503029157089,242,-0.5253756588093164
sub-01,1.0,0.3471227,a,-0.5244349467581709,0.4140901602214298,0.1665930008766393,1st,3rd,3rd,-1.217328000755635,0.3160291409600362,0.3207276843796007,242,-0.5253756588093164
sub-04,0.0,0.4683218,a,-0.5243828708615821,-0.4862190193525728,-0.9240088227932252,1st,2nd,1st,-1.1958735351307377,-0.2807676587930706,-1.234350877293508,242,-0.5253756588093164
sub-08,1.0,0.333018300007097,f,-0.5243336667289527,0.3559601560681276,-2.2976598598470366,2nd,3rd,1st,-0.3243403081796751,0.2862975427757643,-1.302612210370682,242,-0.5253756588093164
sub-03,0.0,0.3283592,f,-0.52415779290968,-0.670289000499809,-0.3248253868092512,2nd,2nd,2nd,-0.3083392957261243,-0.3878843766769149,-0.2890236820006305,242,-0.5253756588093164
sub-07,0.0,0.228396799997427,f,-0.524116847394131,0.7825399520477122,-1.3156461264452544,1st,4th,1st,-0.8900980656666287,0.7581736475407744,-1.3786416015535896,242,-0.5253756588093164
sub-16,0.0,0.514242199948058,f,-0.5236819017945566,0.0556834104830821,1.071973026186774,2nd,3rd,4th,-0.3013180765951337,0.3013667450546538,1.1852054612831762,243,-0.5219136582423618
sub-18,0.0,0.4296267000027,f,-0.5229905605832562,0.2561249425217236,-0.3293868539435614,2nd,3rd,2nd,-0.3205457873121746,0.3461076285595179,-0.3640892145938942,243,-0.5219136582423618
sub-17,1.0,0.330443900078535,f,-0.5229840101926104,-0.8261357130541056,0.6342431430449066,2nd,1st,3rd,-0.2401817108081558,-1.2240855161984534,0.3311913639702701,243,-0.5219136582423618
sub-16,1.0,0.411482200026512,f,-0.5229588477885129,-0.5900669547119286,0.4880765352920432,2nd,2nd,3rd,-0.3013180765951337,-0.3938858249753763,0.3880503029157089,243,-0.5219136582423618
sub-17,0.0,0.427248000050895,f,-0.5229545510038323,0.2822976902117939,-0.2995089310636347,2nd,3rd,2nd,-0.2401817108081558,0.3046450110926432,-0.2988284105521014,243,-0.5219136582423618
sub-20,1.0,0.412744299974293,f,-0.5226616440802199,1.6205137326532504,0.7012131338423407,2nd,4th,4th,-0.1632792506537486,1.1368401161754205,1.228295448481149,243,-0.5219136582423618
sub-19,1.0,0.354306400055066,f,-0.5224902878059667,-1.3208351518406298,-0.4732511578194218,2nd,1st,2nd,-0.25774671070869,-1.2343047440630983,-0.2393331092831689,243,-0.5219136582423618
sub-04,0.0,0.4073152,a,-0.5223779801066719,-0.7349801114276225,-1.3951876620443682,1st,1st,1st,-1.1958735351307377,-1.255032058739156,-1.234350877293508,243,-0.5219136582423618
sub-03,1.0,0.4104588,f,-0.5221917876721702,0.7014617636862749,0.945269495446026,2nd,4th,4th,-0.3083392957261243,1.2974976574250376,1.1708044974027534,243,-0.5219136582423618
sub-20,1.0,0.602234299993142,a,-0.5221711882023607,0.940266155967689,0.4317271794538758,2nd,4th,3rd,-0.1632792506537486,1.1368401161754205,0.3415061287448191,243,-0.5219136582423618
sub-16,0.0,0.455561900045723,f,-0.5214075636176952,0.1049219624826003,1.7670625894046914,2nd,3rd,4th,-0.3013180765951337,0.3013667450546538,1.1852054612831762,243,-0.5219136582423618
sub-18,1.0,0.463383499998599,a,-0.5213679682112561,1.0307310654249298,-0.4066361065571827,2nd,4th,2nd,-0.3205457873121746,1.1724944238215511,-0.3640892145938942,243,-0.5219136582423618
sub-20,0.0,0.463251399924047,a,-0.5213188252347531,-1.323409711771078,-0.029170067532851,2nd,1st,2nd,-0.1632792506537486,-1.370887691425796,-0.2584277149429773,243,-0.5219136582423618
sub-04,1.0,0.4364757,a,-0.5212817799059263,-0.6397515402882531,2.000926435614826,1st,1st,4th,-1.1958735351307377,-1.255032058739156,1.3554505572930526,243,-0.5219136582423618
sub-02,1.0,0.3005711,f,-0.5212570058854213,1.498482094218544,-0.0580852280858937,2nd,4th,2nd,-0.2936608997460455,1.2948222905815872,-0.1394768399378666,243,-0.5219136582423618
sub-04,1.0,0.4473587,f,-0.5211816122319194,-1.3260407733651889,1.006011894059293,1st,1st,4th,-1.1958735351307377,-1.255032058739156,1.3554505572930526,243,-0.5219136582423618
sub-14,1.0,0.440374600002542,f,-0.5211227693651255,0.0185413690336849,0.8055563927282279,2nd,2nd,4th,-0.1779183217870953,-0.2953545738590833,1.137006482427555,243,-0.5219136582423618
sub-14,1.0,0.263142300012987,a,-0.5208637586117989,0.2045944169168258,-0.5097671735733521,2nd,3rd,2nd,-0.1779183217870953,0.3172911180222119,-0.1767917580343322,243,-0.5219136582423618
sub-09,0.0,0.321665899944492,f,-0.5206314887311585,-0.5958794477661831,0.8314865274683767,1st,1st,4th,-1.092747288072189,-1.1527464244514374,1.277019940573856,243,-0.5219136582423618
sub-07,1.0,0.229841500055045,a,-0.5203776338220221,-0.9438486340372316,-1.4264537715852972,1st,1st,1st,-0.8900980656666287,-0.7017416724813618,-1.3786416015535896,243,-0.5219136582423618
sub-18,0.0,0.486269899993204,a,-0.5200609456094155,1.7150683041164778,-1.3446676480726891,2nd,4th,1st,-0.3205457873121746,1.1724944238215511,-1.1711749946054466,244,-0.5181405400380343
sub-16,1.0,0.501669799908996,a,-0.519612031183597,2.5110408544143095,0.8020830241718014,2nd,4th,4th,-0.3013180765951337,1.3211933562540663,1.1852054612831762,244,-0.5181405400380343
sub-10,1.0,0.425817799987271,f,-0.5196093275103679,0.1870614505941799,1.3212936186588695,2nd,3rd,4th,-0.2897862971347243,0.3031748084609505,1.305134776379986,244,-0.5181405400380343
sub-11,0.0,0.317682699998841,f,-0.5192856383111132,-0.5953770006781919,0.944737472687712,2nd,2nd,4th,-0.2943930393565259,-0.324124801429163,1.3610642170891087,244,-0.5181405400380343
sub-12,0.0,0.304883100092411,a,-0.5190786516205906,-0.2704928112288027,-1.0338125083512608,2nd,2nd,1st,-0.3203471954050166,-0.3244618389738705,-1.3061683226771343,244,-0.5181405400380343
sub-12,0.0,0.275895199971274,f,-0.519054977762737,-1.067148204623134,-0.5364777297712436,2nd,1st,2nd,-0.3203471954050166,-1.2741254795696326,-0.2660804280924346,244,-0.5181405400380343
sub-01,0.0,0.4079196,f,-0.5189312847328025,1.3632997321405198,-0.5848140494535746,1st,4th,2nd,-1.217328000755635,1.224268426534567,-0.3541615128715314,244,-0.5181405400380343
sub-04,1.0,0.522097,a,-0.5188233170704596,-0.4706526624926299,2.090404797208438,1st,2nd,4th,-1.1958735351307377,-0.2807676587930706,1.3554505572930526,244,-0.5181405400380343
sub-04,0.0,0.3880783,f,-0.5188052420472239,-0.2823122833545838,1.5919959137324418,1st,2nd,4th,-1.1958735351307377,-0.2807676587930706,1.3554505572930526,244,-0.5181405400380343
sub-09,0.0,0.404734899988398,f,-0.5185081323390401,1.559663997680892,-1.0007681088253664,1st,4th,1st,-1.092747288072189,1.152728877336815,-1.2382718569868258,244,-0.5181405400380343
sub-06,1.0,0.47140749997925,a,-0.5180659963162942,0.3059141532330091,0.717981551349379,2nd,3rd,4th,-0.3652817973137802,0.4474466470634959,1.2743937791506856,244,-0.5181405400380343
sub-16,1.0,0.39858949999325,a,-0.5178051650658154,1.104598996757711,-0.9059308534934905,2nd,4th,1st,-0.3013180765951337,1.3211933562540663,-1.296676604691821,244,-0.5181405400380343
sub-12,1.0,0.307431800058112,f,-0.5177407139066225,-0.7979132265644444,-0.8949710429273127,2nd,1st,1st,-0.3203471954050166,-1.2741254795696326,-1.3061683226771343,244,-0.5181405400380343
sub-01,0.0,0.6598159,a,-0.5176418378959876,-0.3105225352100032,-0.9645331439298857,1st,2nd,1st,-1.217328000755635,-0.3150526277089125,-1.2514744014158337,244,-0.5181405400380343
sub-19,0.0,0.373222899972461,a,-0.5176268818414066,-0.401337896529538,0.3340784897531898,2nd,2nd,3rd,-0.25774671070869,-0.279487052748871,0.3718381688319701,244,-0.5181405400380343
sub-02,0.0,0.3853723,f,-0.5170100863487975,-0.1457105045060695,0.0634251949087694,2nd,2nd,2nd,-0.2936608997460455,-0.3206198077048873,-0.1394768399378666,244,-0.5181405400380343
sub-17,0.0,0.347854700055905,f,-0.5163762330584557,0.509748246059762,0.4881612024478474,2nd,3rd,3rd,-0.2401817108081558,0.3046450110926432,0.3311913639702701,244,-0.5181405400380343
sub-10,0.0,0.199246200034395,a,-0.5162949143878318,1.856124951583454,1.2143211658384536,2nd,4th,4th,-0.2897862971347243,1.2479268578897993,1.305134776379986,244,-0.5181405400380343
sub-14,1.0,0.691173400002299,f,-0.5162708326907423,-0.0716471067696723,-0.5176976642000486,2nd,2nd,2nd,-0.1779183217870953,-0.2953545738590833,-0.1767917580343322,244,-0.5181405400380343
sub-19,0.0,0.403125400072895,a,-0.5162085910613848,-0.0008582127763878,-0.2642450302625629,2nd,2nd,2nd,-0.25774671070869,-0.279487052748871,-0.2393331092831689,244,-0.5181405400380343
sub-08,1.0,0.241461699944921,a,-0.5159544014945255,-1.1000353904814024,-0.1582371001582361,2nd,1st,2nd,-0.3243403081796751,-1.2302624834554556,-0.2703662127188565,245,-0.5146369346888402
sub-18,1.0,0.391737599973567,f,-0.5159468785962311,0.420922727390398,0.8090914231538107,2nd,3rd,4th,-0.3205457873121746,0.3461076285595179,1.3004980638498875,245,-0.5146369346888402
sub-08,0.0,0.24417750001885,a,-0.5159000973483859,-0.4559292416056456,-0.5754565564166176,2nd,2nd,2nd,-0.3243403081796751,-0.3446643977538662,-0.2703662127188565,245,-0.5146369346888402
sub-19,0.0,0.312715000007302,f,-0.5158656495244222,-0.4829482774585095,-0.3303834344231807,2nd,2nd,2nd,-0.25774671070869,-0.279487052748871,-0.2393331092831689,245,-0.5146369346888402
sub-03,1.0,0.3376645,f,-0.5156438500620225,-0.5328711771511029,0.2501312269314985,2nd,2nd,3rd,-0.3083392957261243,-0.3878843766769149,0.340384711170971,245,-0.5146369346888402
sub-01,1.0,0.3356915,a,-0.5153851475627659,0.1686943159368248,0.7704976444123075,2nd,3rd,4th,-0.2243754261931259,0.3160291409600362,1.2849082299077648,245,-0.5146369346888402
sub-01,1.0,0.2704418,a,-0.5152210262663238,-0.0441465160824572,0.0969984409055597,2nd,2nd,3rd,-0.2243754261931259,-0.3150526277089125,0.3207276843796007,245,-0.5146369346888402
sub-02,1.0,0.4088608,a,-0.5151569188992939,0.3268656959264178,0.0003874242147282,2nd,3rd,2nd,-0.2936608997460455,0.2808141643656214,-0.1394768399378666,245,-0.5146369346888402
sub-17,1.0,0.454633400077,a,-0.5150854951137442,1.6738474488508308,1.7434197071023498,2nd,4th,4th,-0.2401817108081558,1.237502210046722,1.2613149261362109,245,-0.5146369346888402
sub-06,0.0,0.437730200006627,a,-0.5148989083530494,-0.412686840355756,-0.9709006842617214,2nd,2nd,1st,-0.3652817973137802,-0.2943167877849511,-1.221473399006458,245,-0.5146369346888402
sub-06,1.0,0.389391899982002,f,-0.514867125263005,-0.8761078041391401,0.0983213878813873,2nd,1st,3rd,-0.3652817973137802,-1.3667707029755272,0.3166203385532229,245,-0.5146369346888402
sub-11,0.0,0.240797900012694,a,-0.5145383532551839,-0.6203583349178624,-0.0530409738355345,2nd,2nd,3rd,-0.2943930393565259,-0.324124801429163,0.1475661628404223,245,-0.5146369346888402
sub-04,1.0,0.6314511,a,-0.514314803880493,-0.2440727187970448,-1.1316579431387193,1st,2nd,1st,-1.1958735351307377,-0.2807676587930706,-1.234350877293508,245,-0.5146369346888402
sub-12,1.0,0.236276299925521,f,-0.5139007536455585,0.7566641996405683,1.2508331719512915,2nd,4th,4th,-0.3203471954050166,1.2811301155776864,1.2385809550708111,245,-0.5146369346888402
sub-18,0.0,0.441332000074908,f,-0.5138800837890828,-0.3435611473580368,-1.1603541440504928,2nd,2nd,1st,-0.3205457873121746,-0.2143338919288813,-1.1711749946054466,245,-0.5146369346888402
sub-13,0.0,0.472331299999496,f,-0.513724625205498,-1.7849080195011724,-0.3563930831005215,2nd,1st,2nd,-0.2570992805900073,-1.2249780912623476,-0.3892423808585573,245,-0.5146369346888402
sub-12,1.0,0.271862699883059,a,-0.5135370637031517,2.1412154035802704,0.3117986963478599,2nd,4th,3rd,-0.3203471954050166,1.2811301155776864,0.3336677956987596,245,-0.5146369346888402
sub-02,0.0,0.5301771,a,-0.5131207219936494,2.651075418836054,0.5976707203086699,2nd,4th,3rd,-0.2936608997460455,1.2948222905815872,0.3687211452757045,245,-0.5146369346888402
sub-11,0.0,0.386275100056082,a,-0.512934080151002,0.4214639282157244,-0.0724871098406078,2nd,3rd,3rd,-0.2943930393565259,0.3108360557040671,0.1475661628404223,245,-0.5146369346888402
sub-06,1.0,0.382257500023115,f,-0.5128627096694145,-0.9343699050039525,-0.9216234207878556,2nd,1st,1st,-0.3652817973137802,-1.3667707029755272,-1.221473399006458,245,-0.5146369346888402
sub-07,0.0,0.330246000085026,a,-0.5126171636177862,0.7783369011875492,1.2933853388180971,1st,4th,4th,-0.8900980656666287,0.7581736475407744,1.2158635162430274,246,-0.5106094661832891
sub-07,0.0,0.257447400013916,a,-0.5125700607110322,0.2777204465012003,1.2787564570785823,1st,3rd,4th,-0.8900980656666287,0.1447596739619229,1.2158635162430274,246,-0.5106094661832891
sub-14,0.0,0.252415800001472,f,-0.5122999261859056,2.7863155817839704,1.39426396178611,2nd,4th,4th,-0.1779183217870953,1.255173993046745,1.137006482427555,246,-0.5106094661832891
sub-03,0.0,0.342708,a,-0.5122201140586683,-1.4091218346997538,1.1602072734351874,2nd,1st,4th,-0.3083392957261243,-1.1109530416289406,1.1708044974027534,246,-0.5106094661832891
sub-08,1.0,0.457663599983789,f,-0.5121812072238311,-0.2862540841901959,-0.5357187514472062,2nd,2nd,2nd,-0.3243403081796751,-0.3446643977538662,-0.2703662127188565,246,-0.5106094661832891
sub-09,0.0,0.144225800060667,a,-0.5119918458930907,-1.3431314850335614,-1.3402194832035377,1st,1st,1st,-1.092747288072189,-1.1527464244514374,-1.2382718569868258,246,-0.5106094661832891
sub-02,1.0,0.3244978,a,-0.5119108753465048,1.26352101493156,0.0833552671680386,2nd,4th,2nd,-0.2936608997460455,1.2948222905815872,-0.1394768399378666,246,-0.5106094661832891
sub-18,0.0,0.586985799949616,f,-0.5109221845401428,-0.1393762347262927,0.8215605380562975,2nd,2nd,4th,-0.3205457873121746,-0.2143338919288813,1.3004980638498875,246,-0.5106094661832891
sub-17,1.0,0.4275195999071,f,-0.5103530844639432,-0.1536090458024506,1.4611509266115736,2nd,2nd,4th,-0.2401817108081558,-0.3167196564338956,1.2613149261362109,246,-0.5106094661832891
sub-03,0.0,0.3434977,f,-0.5102517433346092,-0.1204598290037334,-0.2413354879503831,2nd,2nd,2nd,-0.3083392957261243,-0.3878843766769149,-0.2890236820006305,246,-0.5106094661832891
sub-14,1.0,0.274637700000312,f,-0.5102386338963504,-0.2959984856113162,-1.859435931355448,2nd,2nd,1st,-0.1779183217870953,-0.2953545738590833,-1.350663913122489,246,-0.5106094661832891
sub-03,0.0,0.4032477,f,-0.5099908336085185,0.1270969231188133,-0.7175084366759427,2nd,3rd,1st,-0.3083392957261243,0.2013397608808159,-1.2221655265730949,246,-0.5106094661832891
sub-09,1.0,0.268088900018483,f,-0.5097174160226612,-0.3316180961376923,-1.5380476973219237,1st,2nd,1st,-1.092747288072189,-0.2611627834020339,-1.2382718569868258,246,-0.5106094661832891
sub-02,1.0,0.3760745,a,-0.5097141968311746,0.055482377061724,-1.2959840157034312,2nd,3rd,1st,-0.2936608997460455,0.2808141643656214,-1.3747985986893505,246,-0.5106094661832891
sub-12,1.0,0.271393499802798,f,-0.5095577970249996,0.6723365640058343,0.49905377469848,2nd,3rd,3rd,-0.3203471954050166,0.3174572029658156,0.3336677956987596,246,-0.5106094661832891
sub-20,0.0,0.40625,a,-0.5093683604915429,0.0685780737087405,2.0157313883268517,2nd,2nd,4th,-0.1632792506537486,-0.1328770653560337,1.228295448481149,246,-0.5106094661832891
sub-17,0.0,0.314436899963766,f,-0.5091303299231199,1.562330775682114,0.6872130123152972,2nd,4th,4th,-0.2401817108081558,1.237502210046722,1.2613149261362109,246,-0.5106094661832891
sub-02,0.0,0.544647,a,-0.5090774372146656,-0.2568661826240074,0.2742378235699855,2nd,2nd,3rd,-0.2936608997460455,-0.3206198077048873,0.3687211452757045,246,-0.5106094661832891
sub-16,1.0,0.331600099918433,a,-0.5090403549629305,0.2723587247305809,-1.2485031448056008,2nd,3rd,1st,-0.3013180765951337,0.3013667450546538,-1.296676604691821,246,-0.5106094661832891
